CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Orgao_Administracao;Quantidade_PCD;Quantidade_Nao_PCD;Quantidade_Sem_Resposta;Nao_Aplicavel
00.864.214/0001-06;2024-12-31;18;148374;ENERGISA S.A.;Conselho de Administração - Efetivos;0;7;0;N
00.864.214/0001-06;2024-12-31;18;148374;ENERGISA S.A.;Conselho de Administração - Suplentes;;;;S
00.864.214/0001-06;2024-12-31;18;148374;ENERGISA S.A.;Conselho Fiscal - Efetivos;0;5;0;N
00.864.214/0001-06;2024-12-31;18;148374;ENERGISA S.A.;Conselho Fiscal - Suplentes;0;5;0;N
00.864.214/0001-06;2024-12-31;18;148374;ENERGISA S.A.;Diretoria;0;5;0;N
00.938.574/0001-05;2024-12-31;9;148146;CONC RIO-TERESOPOLIS S.A.;Conselho de Administração - Efetivos;0;7;0;N
00.938.574/0001-05;2024-12-31;9;148146;CONC RIO-TERESOPOLIS S.A.;Conselho de Administração - Suplentes;0;6;0;N
00.938.574/0001-05;2024-12-31;9;148146;CONC RIO-TERESOPOLIS S.A.;Conselho Fiscal - Efetivos;;;;S
00.938.574/0001-05;2024-12-31;9;148146;CONC RIO-TERESOPOLIS S.A.;Conselho Fiscal - Suplentes;;;;S
00.938.574/0001-05;2024-12-31;9;148146;CONC RIO-TERESOPOLIS S.A.;Diretoria;0;1;0;N
00.979.969/0001-56;2024-12-31;2;143863;CAIXA ADM DIV PUB ESTADUAL SA;Conselho de Administração - Efetivos;;;;N
00.979.969/0001-56;2024-12-31;2;143863;CAIXA ADM DIV PUB ESTADUAL SA;Conselho de Administração - Suplentes;;;;N
00.979.969/0001-56;2024-12-31;2;143863;CAIXA ADM DIV PUB ESTADUAL SA;Conselho Fiscal - Efetivos;;;;N
00.979.969/0001-56;2024-12-31;2;143863;CAIXA ADM DIV PUB ESTADUAL SA;Conselho Fiscal - Suplentes;;;;N
00.979.969/0001-56;2024-12-31;2;143863;CAIXA ADM DIV PUB ESTADUAL SA;Diretoria;;;;N
01.027.058/0001-91;2024-12-31;16;148344;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho de Administração - Efetivos;0;8;0;N
01.027.058/0001-91;2024-12-31;16;148344;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho de Administração - Suplentes;;;;S
01.027.058/0001-91;2024-12-31;16;148344;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho Fiscal - Efetivos;0;4;0;N
01.027.058/0001-91;2024-12-31;16;148344;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho Fiscal - Suplentes;0;4;0;N
01.027.058/0001-91;2024-12-31;16;148344;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Diretoria;0;8;0;N
01.104.937/0001-70;2024-12-31;7;148048;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Conselho de Administração - Efetivos;0;5;0;N
01.104.937/0001-70;2024-12-31;7;148048;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Conselho de Administração - Suplentes;;;;S
01.104.937/0001-70;2024-12-31;7;148048;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Conselho Fiscal - Efetivos;0;3;0;N
01.104.937/0001-70;2024-12-31;7;148048;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Conselho Fiscal - Suplentes;0;3;0;N
01.104.937/0001-70;2024-12-31;7;148048;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Diretoria;0;2;0;N
01.545.826/0001-07;2024-12-31;15;147220;GAFISA S.A.;Conselho de Administração - Efetivos;0;0;5;N
01.545.826/0001-07;2024-12-31;15;147220;GAFISA S.A.;Conselho de Administração - Suplentes;;;;S
01.545.826/0001-07;2024-12-31;15;147220;GAFISA S.A.;Conselho Fiscal - Efetivos;0;0;3;N
01.545.826/0001-07;2024-12-31;15;147220;GAFISA S.A.;Conselho Fiscal - Suplentes;0;0;3;N
01.545.826/0001-07;2024-12-31;15;147220;GAFISA S.A.;Diretoria;0;0;6;N
01.599.101/0001-93;2024-12-31;13;148110;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Conselho de Administração - Efetivos;0;5;0;N
01.599.101/0001-93;2024-12-31;13;148110;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Conselho de Administração - Suplentes;;;;S
01.599.101/0001-93;2024-12-31;13;148110;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Conselho Fiscal - Efetivos;;;;S
01.599.101/0001-93;2024-12-31;13;148110;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Conselho Fiscal - Suplentes;;;;S
01.599.101/0001-93;2024-12-31;13;148110;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Diretoria;0;2;0;N
01.838.723/0001-27;2024-12-31;8;148266;BRF S.A.;Conselho de Administração - Efetivos;0;0;0;N
01.838.723/0001-27;2024-12-31;8;148266;BRF S.A.;Conselho de Administração - Suplentes;;;;S
01.838.723/0001-27;2024-12-31;8;148266;BRF S.A.;Conselho Fiscal - Efetivos;0;0;0;N
01.838.723/0001-27;2024-12-31;8;148266;BRF S.A.;Conselho Fiscal - Suplentes;0;0;0;N
01.838.723/0001-27;2024-12-31;8;148266;BRF S.A.;Diretoria;0;0;0;N
01.938.783/0001-11;2024-12-31;7;147342;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho de Administração - Efetivos;0;0;0;N
01.938.783/0001-11;2024-12-31;7;147342;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho de Administração - Suplentes;;;;N
01.938.783/0001-11;2024-12-31;7;147342;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho Fiscal - Efetivos;0;0;0;N
01.938.783/0001-11;2024-12-31;7;147342;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho Fiscal - Suplentes;0;0;0;N
01.938.783/0001-11;2024-12-31;7;147342;CIA PARTICIPACOES ALIANCA DA BAHIA;Diretoria;0;0;0;N
02.041.460/0001-93;2024-12-31;5;145326;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Efetivos;;;;N
02.041.460/0001-93;2024-12-31;5;145326;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Suplentes;;;;N
02.041.460/0001-93;2024-12-31;5;145326;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Efetivos;;;;N
02.041.460/0001-93;2024-12-31;5;145326;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Suplentes;;;;N
02.041.460/0001-93;2024-12-31;5;145326;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Diretoria;;;;N
02.193.750/0001-52;2024-12-31;8;148298;DEXXOS PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;;3;;N
02.193.750/0001-52;2024-12-31;8;148298;DEXXOS PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;;;;S
02.193.750/0001-52;2024-12-31;8;148298;DEXXOS PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;;4;;N
02.193.750/0001-52;2024-12-31;8;148298;DEXXOS PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;;;;S
02.193.750/0001-52;2024-12-31;8;148298;DEXXOS PARTICIPAÇÕES S.A.;Diretoria;;2;;N
02.217.319/0001-07;2024-12-31;11;145166;YBYRÁ CAPITAL S.A.;Conselho de Administração - Efetivos;0;3;0;N
02.217.319/0001-07;2024-12-31;11;145166;YBYRÁ CAPITAL S.A.;Conselho de Administração - Suplentes;;;;S
02.217.319/0001-07;2024-12-31;11;145166;YBYRÁ CAPITAL S.A.;Conselho Fiscal - Efetivos;;;;S
02.217.319/0001-07;2024-12-31;11;145166;YBYRÁ CAPITAL S.A.;Conselho Fiscal - Suplentes;;;;S
02.217.319/0001-07;2024-12-31;11;145166;YBYRÁ CAPITAL S.A.;Diretoria;0;2;0;N
02.255.187/0001-08;2024-12-31;10;146862;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Efetivos;;;;N
02.255.187/0001-08;2024-12-31;10;146862;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Suplentes;;;;S
02.255.187/0001-08;2024-12-31;10;146862;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Efetivos;;;;S
02.255.187/0001-08;2024-12-31;10;146862;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Suplentes;;;;S
02.255.187/0001-08;2024-12-31;10;146862;UNIFIQUE TELECOMUNICAÇÕES S.A.;Diretoria;;;;N
02.302.100/0001-06;2024-12-31;3;147199;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho de Administração - Efetivos;;;;N
02.302.100/0001-06;2024-12-31;3;147199;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho de Administração - Suplentes;;;;N
02.302.100/0001-06;2024-12-31;3;147199;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;;;;N
02.302.100/0001-06;2024-12-31;3;147199;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho Fiscal - Suplentes;;;;N
02.302.100/0001-06;2024-12-31;3;147199;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Diretoria;;;;N
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Conselho de Administração - Efetivos;;;;N
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Conselho de Administração - Suplentes;;;;N
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Conselho Fiscal - Efetivos;;;;N
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Conselho Fiscal - Suplentes;;;;N
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Diretoria;;;;N
02.365.069/0001-44;2024-12-31;5;147399;PADTEC HOLDING S.A.;Conselho de Administração - Efetivos;0;5;0;N
02.365.069/0001-44;2024-12-31;5;147399;PADTEC HOLDING S.A.;Conselho de Administração - Suplentes;;;;S
02.365.069/0001-44;2024-12-31;5;147399;PADTEC HOLDING S.A.;Conselho Fiscal - Efetivos;;;;S
02.365.069/0001-44;2024-12-31;5;147399;PADTEC HOLDING S.A.;Conselho Fiscal - Suplentes;;;;S
02.365.069/0001-44;2024-12-31;5;147399;PADTEC HOLDING S.A.;Diretoria;0;4;0;N
02.382.073/0001-10;2024-12-31;4;145402;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho de Administração - Efetivos;;;;N
02.382.073/0001-10;2024-12-31;4;145402;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho de Administração - Suplentes;;;;N
02.382.073/0001-10;2024-12-31;4;145402;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho Fiscal - Efetivos;;;;N
02.382.073/0001-10;2024-12-31;4;145402;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho Fiscal - Suplentes;;;;N
02.382.073/0001-10;2024-12-31;4;145402;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Diretoria;;;;N
02.536.066/0001-26;2024-12-31;7;148271;VITAL ENGENHARIA AMBIENTAL S.A.;Conselho de Administração - Efetivos;0;4;0;N
02.536.066/0001-26;2024-12-31;7;148271;VITAL ENGENHARIA AMBIENTAL S.A.;Conselho de Administração - Suplentes;;;;S
02.536.066/0001-26;2024-12-31;7;148271;VITAL ENGENHARIA AMBIENTAL S.A.;Conselho Fiscal - Efetivos;;;;S
02.536.066/0001-26;2024-12-31;7;148271;VITAL ENGENHARIA AMBIENTAL S.A.;Conselho Fiscal - Suplentes;;;;S
02.536.066/0001-26;2024-12-31;7;148271;VITAL ENGENHARIA AMBIENTAL S.A.;Diretoria;0;3;0;N
02.591.787/0001-39;2024-12-31;3;144580;CAPITALPART PARTICIPACOES S.A.;Conselho de Administração - Efetivos;0;3;0;N
02.591.787/0001-39;2024-12-31;3;144580;CAPITALPART PARTICIPACOES S.A.;Conselho de Administração - Suplentes;;;;S
02.591.787/0001-39;2024-12-31;3;144580;CAPITALPART PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;;;;S
02.591.787/0001-39;2024-12-31;3;144580;CAPITALPART PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;;;;S
02.591.787/0001-39;2024-12-31;3;144580;CAPITALPART PARTICIPACOES S.A.;Diretoria;0;1;0;N
02.762.121/0001-04;2024-12-31;12;147629;SANTOS BRASIL PARTICIPACOES S.A.;Conselho de Administração - Efetivos;;;;N
02.762.121/0001-04;2024-12-31;12;147629;SANTOS BRASIL PARTICIPACOES S.A.;Conselho de Administração - Suplentes;;;;N
02.762.121/0001-04;2024-12-31;12;147629;SANTOS BRASIL PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;;;;S
02.762.121/0001-04;2024-12-31;12;147629;SANTOS BRASIL PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;;;;S
02.762.121/0001-04;2024-12-31;12;147629;SANTOS BRASIL PARTICIPACOES S.A.;Diretoria;;;;N
02.860.694/0001-62;2024-12-31;10;148128;T4F ENTRETENIMENTO S.A.;Conselho de Administração - Efetivos;;;;N
02.860.694/0001-62;2024-12-31;10;148128;T4F ENTRETENIMENTO S.A.;Conselho de Administração - Suplentes;;;;N
02.860.694/0001-62;2024-12-31;10;148128;T4F ENTRETENIMENTO S.A.;Conselho Fiscal - Efetivos;;;;N
02.860.694/0001-62;2024-12-31;10;148128;T4F ENTRETENIMENTO S.A.;Conselho Fiscal - Suplentes;;;;N
02.860.694/0001-62;2024-12-31;10;148128;T4F ENTRETENIMENTO S.A.;Diretoria;;;;N
02.916.265/0001-60;2024-12-31;19;148263;JBS S.A.;Conselho de Administração - Efetivos;0;0;11;N
02.916.265/0001-60;2024-12-31;19;148263;JBS S.A.;Conselho de Administração - Suplentes;;;;S
02.916.265/0001-60;2024-12-31;19;148263;JBS S.A.;Conselho Fiscal - Efetivos;0;0;4;N
02.916.265/0001-60;2024-12-31;19;148263;JBS S.A.;Conselho Fiscal - Suplentes;0;0;4;N
02.916.265/0001-60;2024-12-31;19;148263;JBS S.A.;Diretoria;0;0;4;N
02.950.811/0001-89;2024-12-31;26;148232;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Conselho de Administração - Efetivos;;3;;N
02.950.811/0001-89;2024-12-31;26;148232;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Conselho de Administração - Suplentes;;;;S
02.950.811/0001-89;2024-12-31;26;148232;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Conselho Fiscal - Efetivos;;3;;N
02.950.811/0001-89;2024-12-31;26;148232;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Conselho Fiscal - Suplentes;;3;;N
02.950.811/0001-89;2024-12-31;26;148232;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Diretoria;;2;;N
02.998.611/0001-04;2024-12-31;16;147461;ISA ENERGIA BRASIL;Conselho de Administração - Efetivos;0;8;1;N
02.998.611/0001-04;2024-12-31;16;147461;ISA ENERGIA BRASIL;Conselho de Administração - Suplentes;;;;S
02.998.611/0001-04;2024-12-31;16;147461;ISA ENERGIA BRASIL;Conselho Fiscal - Efetivos;0;5;0;N
02.998.611/0001-04;2024-12-31;16;147461;ISA ENERGIA BRASIL;Conselho Fiscal - Suplentes;0;5;0;N
02.998.611/0001-04;2024-12-31;16;147461;ISA ENERGIA BRASIL;Diretoria;0;5;0;N
03.303.999/0001-36;2024-12-31;2;144951;DTCOM - DIRECT TO COMPANY S.A.;Conselho de Administração - Efetivos;;;;N
03.303.999/0001-36;2024-12-31;2;144951;DTCOM - DIRECT TO COMPANY S.A.;Conselho de Administração - Suplentes;;;;N
03.303.999/0001-36;2024-12-31;2;144951;DTCOM - DIRECT TO COMPANY S.A.;Conselho Fiscal - Efetivos;;;;N
03.303.999/0001-36;2024-12-31;2;144951;DTCOM - DIRECT TO COMPANY S.A.;Conselho Fiscal - Suplentes;;;;N
03.303.999/0001-36;2024-12-31;2;144951;DTCOM - DIRECT TO COMPANY S.A.;Diretoria;;;;N
03.378.521/0001-75;2024-12-31;15;148162;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Efetivos;0;0;0;N
03.378.521/0001-75;2024-12-31;15;148162;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Suplentes;0;0;0;N
03.378.521/0001-75;2024-12-31;15;148162;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Efetivos;0;0;0;N
03.378.521/0001-75;2024-12-31;15;148162;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Suplentes;0;0;0;N
03.378.521/0001-75;2024-12-31;15;148162;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Diretoria;0;0;0;N
03.467.321/0001-99;2024-12-31;9;148376;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho de Administração - Efetivos;0;4;0;N
03.467.321/0001-99;2024-12-31;9;148376;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho de Administração - Suplentes;;;;S
03.467.321/0001-99;2024-12-31;9;148376;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal - Efetivos;0;3;0;N
03.467.321/0001-99;2024-12-31;9;148376;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal - Suplentes;0;3;0;N
03.467.321/0001-99;2024-12-31;9;148376;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Diretoria;0;7;0;N
03.758.318/0001-24;2024-12-31;8;147998;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Conselho de Administração - Efetivos;;;;N
03.758.318/0001-24;2024-12-31;8;147998;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Conselho de Administração - Suplentes;;;;N
03.758.318/0001-24;2024-12-31;8;147998;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Conselho Fiscal - Efetivos;;;;N
03.758.318/0001-24;2024-12-31;8;147998;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Conselho Fiscal - Suplentes;;;;N
03.758.318/0001-24;2024-12-31;8;147998;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Diretoria;;;;N
03.767.538/0001-14;2024-12-31;5;148280;BRAZILIAN SECURITIES CIA SECURITIZACAO;Conselho de Administração - Efetivos;0;2;0;N
03.767.538/0001-14;2024-12-31;5;148280;BRAZILIAN SECURITIES CIA SECURITIZACAO;Conselho de Administração - Suplentes;;;;S
03.767.538/0001-14;2024-12-31;5;148280;BRAZILIAN SECURITIES CIA SECURITIZACAO;Conselho Fiscal - Efetivos;;;;S
03.767.538/0001-14;2024-12-31;5;148280;BRAZILIAN SECURITIES CIA SECURITIZACAO;Conselho Fiscal - Suplentes;;;;S
03.767.538/0001-14;2024-12-31;5;148280;BRAZILIAN SECURITIES CIA SECURITIZACAO;Diretoria;0;1;0;N
03.802.115/0001-98;2024-12-31;9;146514;CLEAR SALE S.A.;Conselho de Administração - Efetivos;0;3;0;N
03.802.115/0001-98;2024-12-31;9;146514;CLEAR SALE S.A.;Conselho de Administração - Suplentes;;;;S
03.802.115/0001-98;2024-12-31;9;146514;CLEAR SALE S.A.;Conselho Fiscal - Efetivos;;;;S
03.802.115/0001-98;2024-12-31;9;146514;CLEAR SALE S.A.;Conselho Fiscal - Suplentes;;;;S
03.802.115/0001-98;2024-12-31;9;146514;CLEAR SALE S.A.;Diretoria;0;6;0;N
03.853.896/0001-40;2024-12-31;15;148261;MARFRIG GLOBAL FOODS S.A.;Conselho de Administração - Efetivos;0;7;0;N
03.853.896/0001-40;2024-12-31;15;148261;MARFRIG GLOBAL FOODS S.A.;Conselho de Administração - Suplentes;;;;S
03.853.896/0001-40;2024-12-31;15;148261;MARFRIG GLOBAL FOODS S.A.;Conselho Fiscal - Efetivos;0;3;0;N
03.853.896/0001-40;2024-12-31;15;148261;MARFRIG GLOBAL FOODS S.A.;Conselho Fiscal - Suplentes;0;3;0;N
03.853.896/0001-40;2024-12-31;15;148261;MARFRIG GLOBAL FOODS S.A.;Diretoria;0;4;0;N
03.953.509/0001-47;2024-12-31;8;148425;CPFL GERACAO DE ENERGIA S.A.;Conselho de Administração - Efetivos;0;0;0;N
03.953.509/0001-47;2024-12-31;8;148425;CPFL GERACAO DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;N
03.953.509/0001-47;2024-12-31;8;148425;CPFL GERACAO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;N
03.953.509/0001-47;2024-12-31;8;148425;CPFL GERACAO DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;N
03.953.509/0001-47;2024-12-31;8;148425;CPFL GERACAO DE ENERGIA S.A.;Diretoria;0;0;0;N
04.089.570/0001-50;2024-12-31;5;147280;ÁGUAS GUARIROBA S.A;Conselho de Administração - Efetivos;0;0;0;N
04.089.570/0001-50;2024-12-31;5;147280;ÁGUAS GUARIROBA S.A;Conselho de Administração - Suplentes;0;0;0;N
04.089.570/0001-50;2024-12-31;5;147280;ÁGUAS GUARIROBA S.A;Conselho Fiscal - Efetivos;0;0;0;N
04.089.570/0001-50;2024-12-31;5;147280;ÁGUAS GUARIROBA S.A;Conselho Fiscal - Suplentes;0;0;0;N
04.089.570/0001-50;2024-12-31;5;147280;ÁGUAS GUARIROBA S.A;Diretoria;0;0;0;N
04.423.567/0001-21;2024-12-31;14;148217;ENEVA S.A;Conselho de Administração - Efetivos;;;;N
04.423.567/0001-21;2024-12-31;14;148217;ENEVA S.A;Conselho de Administração - Suplentes;;;;S
04.423.567/0001-21;2024-12-31;14;148217;ENEVA S.A;Conselho Fiscal - Efetivos;;;;S
04.423.567/0001-21;2024-12-31;14;148217;ENEVA S.A;Conselho Fiscal - Suplentes;;;;S
04.423.567/0001-21;2024-12-31;14;148217;ENEVA S.A;Diretoria;;;;N
04.601.397/0001-28;2024-12-31;10;148231;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Efetivos;0;0;7;N
04.601.397/0001-28;2024-12-31;10;148231;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Suplentes;;;;S
04.601.397/0001-28;2024-12-31;10;148231;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Efetivos;0;3;0;N
04.601.397/0001-28;2024-12-31;10;148231;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Suplentes;0;3;0;N
04.601.397/0001-28;2024-12-31;10;148231;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;Diretoria;0;0;5;N
04.895.728/0001-80;2024-12-31;12;148125;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho de Administração - Efetivos;;;;N
04.895.728/0001-80;2024-12-31;12;148125;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho de Administração - Suplentes;;;;S
04.895.728/0001-80;2024-12-31;12;148125;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal - Efetivos;;;;N
04.895.728/0001-80;2024-12-31;12;148125;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal - Suplentes;;;;N
04.895.728/0001-80;2024-12-31;12;148125;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Diretoria;;;;N
05.878.397/0001-32;2024-12-31;16;148218;ALLOS S.A.;Conselho de Administração - Efetivos;0;9;0;N
05.878.397/0001-32;2024-12-31;16;148218;ALLOS S.A.;Conselho de Administração - Suplentes;;;;S
05.878.397/0001-32;2024-12-31;16;148218;ALLOS S.A.;Conselho Fiscal - Efetivos;0;3;0;N
