CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Identificacao_Valor_Mobiliario;Pais_Negociacao;Mercado;Administradora;Data_Emissao;Data_Inicio_Listagem;Percentual;Descricao_Segmento;Descricao_Proporcao_Certificado;Descricao_Banco_Depositario;Descricao_Instituicao_Custodiante
00.545.378/0001-70;2024-12-31;1;136101;SERRA AZUL WATER PARK SA;Não aplicável;Não aplicável;Estados Unidos;Não aplicável;Não aplicável;2018-01-01;2018-01-01;0.000000;Não aplicável;Não aplicável;Não aplicável;Não aplicável
01.027.058/0001-91;2024-12-31;16;148344;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Ações;Ações;Estados Unidos;Secundário;Over-The-Counter OTCQX;2010-03-01;2010-03-01;0.334300;Balcão;1:1 uma ADR para cada ação ordinária;JP Morgan Chase Bank;Banco Bradesco S.A.
01.545.826/0001-07;2024-12-31;15;147220;GAFISA S.A.;American Depositary Receipts;ADRs;Estados Unidos;Mercado Balcão Over-TheCounter;Mercado Balcão Over-The-Counter;2018-12-15;2018-12-15;0.870000;;160.378 ADR  1 ADR = 2 GFSA3;Citibank N.A.;Banco Itaú S.A.
01.838.723/0001-27;2024-12-31;8;148266;BRF S.A.;ADR;BRF5;Estados Unidos;Bolsa de Valores de Nova York (NYSE);Bolsa de Valores de Nova York (NYSE);1996-10-01;2000-10-20;7.730000;ADRs listados na Bolsa de Valores de Nova York (NYSE);Cada 1 ADR representa 1 ação ordinária;The Bank of New York Mellon;Itaú Unibanco
01.917.818/0001-36;2024-12-31;7;147381;LIGHT ENERGIA S.A.;Bonds;Bonds;Estados Unidos;Singapore Stock Exchange;Singapore Exchange Securities Trading Limited.;2021-06-18;2021-06-18;4375.000000;;;DTC - The Depositary Trust Company;Bank of New York Mellon
01.957.772/0001-89;2024-12-31;1;138563;SUL 116 PARTICIPACOES S.A.;N/A;N/A;Brasil;N/A;N/A;2018-01-01;2018-12-31;0.000000;;;;
02.387.241/0001-60;2024-12-31;16;146854;RUMO S.A.;Senior Notes com vencimento em janeiro 2028;Senior Notes com vencimento em janeiro 2028;Luxemburgo;Global;Luxembourg Stock Exchange's;2020-06-30;2020-06-30;100.000000;;;The Depository Trust Company;US Bank National Association/US
02.387.241/0001-60;2024-12-31;16;146854;RUMO S.A.;Senior Notes com vencimento em janeiro 2032;Senior Notes com vencimento em janeiro 2032;Luxemburgo;Global;Luxembourg Stock Exchange's;2021-09-15;2021-09-15;100.000000;;;The Depository Trust Company;UMB Bank NA
02.421.421/0001-11;2024-12-31;6;146225;TIM S.A.;Ações;Ações;Estados Unidos;Bolsa de Valores de Nova York (NYSE);Bolsa de Valores de Nova York (NYSE);2021-10-13;2021-10-13;0.000000;Os American Depositary Receipts ("ADR") da Companhia são totalmente lastreados por ações ordinárias.;Cada ADR corresponde a 5 ações ordinárias de nossa emissão.;J.P. Morgan Chase & Co;Banco Bradesco S.A.
02.474.103/0001-19;2024-12-31;11;147971;ENGIE BRASIL ENERGIA S.A.;American Depositary Receipts (ADR) Nível I;EGIEY;Estados Unidos;Mercado de balcão norte-americano de títulos - Over the Conter (OTC);Pink OTC Markets;1998-06-01;1998-06-01;1.130000;American Depositary Receipts (ADR).;Um ADR para cada ação ordinária.;The Bank of New York Mellon.;Itaú Corretora de Valores S.A.
02.558.157/0001-62;2024-12-31;7;147290;TELEFÔNICA BRASIL S.A;American Depositary Receipt;VIV;Estados Unidos;Bolsa de Valores;Bolsa de valores de Nova Iorque (NYSE);1998-11-16;1998-11-16;0.000000;;Cada ADR representa uma ação ordinária.;Citibank N.A.;Citibank N.A.
02.762.121/0001-04;2024-12-31;12;147629;SANTOS BRASIL PARTICIPACOES S.A.;Certificados de Depósito de Valores Imobiliários;American Depositary Receipt (ADR);Estados Unidos;Mercado de balcão de valores mobiliários dos EUA (Rule 144A  e Reg S).;Bolsa de Nova York (mercado local);2007-12-01;2007-12-01;0.000000;Mercado de balcão (considerada a diferença entre o mercado dos EUA e o brasileiro).;Cada ADR corresponde a cinco ações ordinárias de emissão da Companhia.;The Bank of New York Mellon Corporation;The Bank of New York Mellon Corporation
02.783.423/0001-50;2024-12-31;1;138547;ALTERE SECURITIZADORA S.A.;Não há valores mobiliários em negociação em mercados estrangeiros;Não há valores mobiliários em negociação em mercados estrangeiros;Brasil;Não há valores mobiliários em negociação em mercados estrangeiros;Não há valores mobiliários em negociação em mercados estrangeiros;2019-12-31;2019-12-31;0.000000;;;;
02.800.026/0001-40;2024-12-31;15;146749;COGNA EDUCAÇÃO S.A.;Ações Ordinárias;COGNY;Estados Unidos;Mercado de Balcão Americano;SEC (Securities and Exchange Commission);2013-10-07;2013-10-24;0.330000;ADR Nível 1;1 ação ordinária para cada 1 certificado de depósito no exterior;JPMorgan Chase Bank;Banco Itaú S.A.
02.916.265/0001-60;2024-12-31;19;148263;JBS S.A.;ADR;JBSAY;Estados Unidos;Mercado de Balcão;OTCQX;2008-12-01;2008-12-01;2.120000;Mercado de balcão, sob o código "JBSAY".;Uma ADR representa 2 ações ordinárias de emissão da Companhia;The Bank of New York Mellon;
02.932.074/0001-91;2024-12-31;17;147121;HYPERA S.A.;American Depositary Receipts ("ADRs") Nível 1;HYPMY;Estados Unidos;Mercado de balcão não organizado;Não aplicável;2010-05-26;2010-05-26;0.000000;Nivel 1;1 (um) ADR corresponde a 1 (uma) ação ordinária de emissão da Companhia.;Citibank N.A.;Itaú Unibanco S.A.
03.220.438/0001-73;2024-12-31;37;148115;EQUATORIAL S.A.;ADR;EQUEY;Estados Unidos;Mercado de Balcão norte americano (OTC - Over the Counter);Pink OTC Market Inc.;2008-12-19;2008-12-19;0.200000;Nível 1.;0,05%;Citibank, N.A.;Citibank, N.A.
03.378.521/0001-75;2024-12-31;15;148162;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;American Depositary Shares (ADS);LGSXY;Estados Unidos;Over the Counter (OTC);Financial Industry Regulatory Authority (FINRA);2008-11-17;2008-11-17;0.000000;;Cada certificado de depósito corresponde a uma ação ordinária de emissão da Companhia (1:1).;JP Morgan Chase Bank NA;Banco Bradesco
03.847.461/0001-92;2024-12-31;9;147597;BRADESPAR S.A.;Ações;BRAP4 PN;Espanha;latibex;Bolsas e Mercados da Espanha S.A. (BME).;2001-07-10;2001-07-10;0.001090;;;;A Instituição custodiante depende de cada acionista
03.847.461/0001-92;2024-12-31;9;147597;BRADESPAR S.A.;Ações;BRAP3 ON;Espanha;Latibex;Bolsas e Mercados da Espanha S.A. (BME).;2001-07-10;2001-07-10;0.041558;;;;A Instituição custodiante depende de cada acionista
03.853.896/0001-40;2024-12-31;15;148261;MARFRIG GLOBAL FOODS S.A.;American Depositary Receipts - ADR;American Depositary Receipts Level 1, sb o código "MRRTY";Estados Unidos;Mercado de balcão norte-americano (OTC);U.S. Securities and Exchange Commission - SEC;2010-09-02;2010-09-02;1.260000;Nível I de depositary receipts - ADR;Um ADR representa uma ação ordinária de emissão da Companhia.;JP Morgan Chase Bank;BANCO BRADESCO S.A
06.047.087/0001-39;2024-12-31;10;147426;REDE D'OR SÃO LUIZ S.A.;Senior Notes;Bond RDSL - ISIN Code USL7915RAA43 (Reg S) e ISIN Code US75735KAA79 (Rule 144A);Luxemburgo;Euro MTF Market;Luxembourg Stock Exchange;2018-01-17;2018-01-17;100.000000;;;;
06.047.087/0001-39;2024-12-31;10;147426;REDE D'OR SÃO LUIZ S.A.;Senior Notes;Bond RDSL - ISIN Code USL7915TAA09 (Reg S) e ISIN Code US75735GAA67 (Rule 144A);Luxemburgo;Euro MTF Market;Luxembourg Stock Exchange;2020-01-22;2020-01-22;100.000000;;;;
06.057.223/0001-71;2024-12-31;24;147799;SENDAS DISTRIBUIDORA S.A.;American Depositary Shares (ADSs);ASAIY;Estados Unidos;OTC Market;Securities and Exchange Commission (SEC);2021-02-12;2025-01-09;0.000000;Mercado De Balcão;Cada ADS representa 5 ações ordinárias;JP Morgan Chase Bank, N.A.;BTG Pactual Serviços Financeiros S/A DTVM
06.164.253/0001-87;2024-12-31;12;148193;GOL LINHAS AEREAS INTELIGENTES S.A.;American Depositary Shares;GOL US;Estados Unidos;NYSE;Bank of New York;2004-04-26;2004-04-26;21.280000;ADR Nível 3;Uma American Depositary Share (ADS) equivale a duas (2) ações preferenciais da Companhia por ADS.;THE BANK OF NEW YORK ADR DEPARTMENT;Banco Itaú S.A.
06.164.253/0001-87;2024-12-31;12;148193;GOL LINHAS AEREAS INTELIGENTES S.A.;American Depositary Shares;GOL US;Estados Unidos;0;The Bank of New York Mellon;2004-04-26;2004-04-26;21.280000;ADR Nível 3;Uma American Depositary Share (ADS) equivale a duas (2) ações preferenciais da Companhia por ADS.;The Bank of New York Mellon;Banco Itaú S.A.
06.977.745/0001-91;2024-12-31;4;144476;BR MALLS PARTICIPACOES S.A.;N/A;N/A;Brasil;N/A;N/A;2024-01-01;2024-01-01;0.000000;Não possui valores negociados em mercados estrangeiros.;Não possui valores negociados em mercados estrangeiros.;Não possui valores negociados em mercados estrangeiros.;Não possui valores negociados em mercados estrangeiros.
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;DEBENTURES;DEBENTURES SIMPLES;Brasil;24.000.000,00;OLIVEIRA TRUST;1992-11-01;1992-11-01;0.010000;;;;
07.526.557/0001-00;2024-12-31;7;147076;AMBEV S.A.;ADRs;Programa de American Depositary Receipts Nível 2;Estados Unidos;Secundário;Bolsa de Valores de Nova York (New York Stock Exchange - NYSE);2013-11-11;2013-11-11;50.500000;Programa de American Depositary Receipts - ADR Nível 2.;1 ADR representa 1 ação ordinária de emissão da Companhia.;The Bank of New York Mellon;Banco Bradesco S.A.
07.628.528/0001-59;2024-06-30;8;143078;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;American Depositary Receipt;LND;Estados Unidos;Bolsa de Valores;New York Stock Echange;2012-11-08;2012-11-08;1.000000;;Cada American Depositary Receipt equivale a 1 ação ordinária de emissão da Companhia.;Bank of New York Mellon;Banco Itaú Unibanco S.A.
07.689.002/0001-89;2024-12-31;9;147260;EMBRAER S.A.;ações (ADR - American Depositary Receipts);ERJ;Estados Unidos;New York Stock Exchange (NYSE);Securities and Exchange Commission (SEC);2000-07-21;2000-07-21;41.400000;ADR nível III.;A proporção é de 1 ADR para 4 ações ordinárias.;O banco depositário das ADRs da companhia no exterior é o JP Morgan Chase Bank.;A instituição custodiante é a New York Stock Exchange (NYSE).
07.857.093/0001-14;2024-12-31;8;145923;AURA MINERALS INC.;Ações;ORA;Canadá;Bolsa de Valores de Toronto (Toronto Stock Exchange);Bolsa de Valores de Toronto (Toronto Stock Exchange);2006-07-25;2006-07-25;100.000000;Não aplicável;Não aplicável;;
07.857.850/0001-50;2024-12-31;5;146907;GP INVESTMENTS, LTD.;Ações;Ordinárias Classe A;Luxemburgo;Bolsa de Luxemburgo (Luxembourg Stock Exchange);Euro MTF;2006-06-02;2006-06-02;100.000000;;;Banco Itaú S.A.;The Bank of New York Depository (Nominees) Limited
08.065.557/0001-12;2024-12-31;12;144932;TECNISA S.A.;Não Aplicável;Não Aplicável;Brasil;Não Aplicável;Não Aplicável;2023-05-31;2023-05-31;0.000000;Não aplicável;Não Aplicável;Não Aplicável;Não Aplicável
08.159.965/0001-33;2024-12-31;16;148059;IGUA SANEAMENTO S.A.;Não possuímos valores mobiliários negociados em mercados estrangeiros;Não possuímos valores mobiliários negociados em mercados estrangeiros;Brasil;Não possuímos valores mobiliários negociados em mercados estrangeiros;Não possuímos valores mobiliários negociados em mercados estrangeiros;2020-01-01;2020-12-31;0.000000;;;;
08.801.621/0001-86;2024-12-31;16;147515;SYN PROP & TECH S.A.;American Depositary Receipts;Programa de ADRs Nível I;Estados Unidos;Mercado de Balcão, na New York Stock Exchange (NYSE);New York Stock Exchange (NYSE);2007-08-13;2007-08-13;3.080000;ADRs listados no mercado de balcão da New York Stock Exchange (NYSE);Proporção: Cada 1 ADR representa 4 ações ordinárias.;The Bank Of New York Mellon;Itaú Unibanco S.A.
09.305.994/0001-29;2024-12-31;12;146349;AZUL S.A.;Certificados de Depósito de Valores Mobiliários;American Depositary Receipts;Estados Unidos;Bolsa de Valores;New York Stock Exchange (NYSE);2017-03-31;2017-04-11;29.560000;ADR Nível III;A proporção é de 1 ADS para 3 ações preferenciais.;Citibank N.A.;Itaú Corretora de Valores S.A.
10.452.416/0001-02;2024-12-31;4;146565;REAG CAPITAL HOLDING S.A.;0;0;Estados Unidos;0;0;2022-12-31;2022-12-31;0.000000;N/A;N/A;N/A;N/A
12.648.327/0001-53;2024-12-31;23;148040;HIDROVIAS DO BRASIL S.A.;Nota Comercial (Bonds);Nota Comercial (Bonds);Cingapura;Singapore Exchange - SGX;Monetary Authority of Singapore - MAS;2018-01-24;2018-01-24;0.000000;Não se aplica.;Não se aplica.;The Bank of New York Mellon;The Bank of New York Mellon
12.648.327/0001-53;2024-12-31;23;148040;HIDROVIAS DO BRASIL S.A.;Nota Comercial (Bonds);Nota Comercial (Bonds);Cingapura;Singapore Exchange - SGX;Monetary Authority of Singapore - MAS;2021-02-08;2021-02-08;0.000000;Não se aplica.;Não se aplica.;The Bank of New York Mellon;The Bank of New York Mellon
16.404.287/0001-55;2024-12-31;11;146712;SUZANO S.A.;Ação Ordinária;Level 2 ADR - SUZ, CUSIP 86959K105 e ISIN BRSUZBACNOR0 (DR ISIN: US86959K1051);Estados Unidos;Bolsa de Valores de Nova York;Bolsa de Valores de Nova York;2018-12-10;2018-12-10;3.090000;ADR nível 2;Cada 1 ADR corresponde a 1 ação ordinária (SUZB3);The Bank of New York Mellon;Itaú Unibanco S.A.
16.670.085/0001-55;2024-12-31;13;147999;LOCALIZA RENT A CAR S.A.;ADR (American Depositary Receipt);CUSIP 53956W300, ISIN US53956W3007 e símbolo LZRFY;Estados Unidos;Mercado de balcão;OTC (Over-The-Counter);2012-06-05;2012-06-05;0.910000;O segmento QX é o nível mais alto do mercado OTC dos EUA.;1:1 (uma ADR para cada ação ordinária).;The Bank of New York Mellon.;Banco Itaú S.A.
17.155.730/0001-64;2024-12-31;11;148065;CIA ENERGETICA DE MINAS GERAIS - CEMIG;American Depositary Shares (ADSs);CIG;Estados Unidos;Mercado de bolsa de valores de Nova Iorque (Estados Unidos da América);Bolsa de Valores de Nova Iorque (NYSE);2001-09-01;2001-09-01;17.080000;ADR Nível II da NYSE;1:1 (uma ADR para cada ação preferencial);Citibank;
17.155.730/0001-64;2024-12-31;11;148065;CIA ENERGETICA DE MINAS GERAIS - CEMIG;American Depositary Shares (ADSs);CIG.C;Estados Unidos;Mercado de bolsa de valores de Nova Iorque (Estados Unidos da América);Bolsa de Valores de Nova Iorque (NYSE);2007-06-01;2007-06-01;0.280000;ADR Nível II da NYSE;1:1 (uma ADR para cada ação ordinária);Citibank;
17.155.730/0001-64;2024-12-31;11;148065;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Ações preferenciais;XCMIG;Espanha;Latibex - Mercado de Valores Latino-Americano;Bolsas Y Mercado Españoles (BME);2002-07-01;2002-07-01;0.140000;;;Banco Espírito Santo (Banco Intermediário);
17.344.597/0001-94;2024-12-31;11;147073;BB SEGURIDADE PARTICIPAÇÕES S.A.;American Depositary Receipts - Nível I;BBSEY;Estados Unidos;Secundário;Over-the-Counter (OTCMarket);2014-03-28;2014-03-28;1.420000;Balcão. OTCPink.;1:1 (uma ADR para cada ação ordinária).;Em 31/12/2022, o Citibank, N.A. era o Banco Depositário.;Banco do Brasil S.A.
18.572.225/0001-88;2024-12-31;2;144480;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;0,01;Não aplicavel;Brasil;0,001;Não aplicavel;2000-12-31;2000-12-31;0.010000;;;;
23.041.875/0001-37;2024-12-31;6;146252;ALMACENES ÉXITO S.A.;Ações ordinárias;"BVC:EXITO";Colômbia;Bolsa de Valores da Colômbia;Bolsa de Valores da Colômbia;1994-07-08;1994-07-08;80.820000;;;;
23.041.875/0001-37;2024-12-31;6;146252;ALMACENES ÉXITO S.A.;Ações Depositárias Americanas;"ÉXITO";Estados Unidos;Mercado de balcão;Bolsa de Valores de Nova York;2023-11-15;2023-11-15;62.690000;;;JP Morgan (Banco Depositário);BNP Paribas (Custodiante Local)
26.609.050/0001-64;2024-12-31;2;142395;TRAVESSIA SECURITIZADORA S.A.;Nao se aplica;010101;Brasil;Nao se aplica;Nao se aplica;2018-12-31;2018-12-31;100.000000;;;;
26.845.702/0001-60;2024-12-31;5;143760;BELÉM TRANSMISSORA DE ENERGIA S.A;ADR;EQUEY;Estados Unidos;Mercado de Balcão norte americano (OTC - Over the Counter);Pink OTC Market Inc;2008-12-19;2008-12-19;0.200000;;0,06%;Citibank, N.A.;Citibank, N.A.
30.540.991/0001-66;2024-12-31;2;142326;HAGA S.A. INDUSTRIA E COMERCIO;não se aplica;não se aplica;Afeganistão;não se aplica;não se aplica;9999-01-01;9999-01-01;0.000000;NÃO HÁ - NÃO SE APLICA;NÃO SE APLICA;NÃO SE APLICA;NÃO SE APLICA
32.785.497/0001-97;2024-12-31;20;147822;NATURA &CO HOLDING S.A.;ADR;NTCO;Estados Unidos;Bolsa de Valores de Nova York;Bolsa de Valores de Nova York;2020-01-06;2020-01-06;2.330000;ADS Nível II;1 ADS corresponde a 2 ações ordinárias;The Bank of New York Mellon;Itaú Unibanco S.A.
33.000.167/0001-01;2024-12-31;28;148031;PETROLEO BRASILEIRO S.A. PETROBRAS;American Depositary Shares (ADSs);PBR;Estados Unidos;New York Stock Exchange (NYSE);Securities and Exchange Commission (SEC);2000-08-10;2000-08-10;27.920000;Bolsa de Valores;Cada PBR representa duas ações ordinárias;Bank of New York Mellon - BNY MELLON (Jan/2012 a Dez/2019). JP Morgan Chase a partir de 01/01/2020.;Banco Bradesco a partir de 21/05/19.
33.000.167/0001-01;2024-12-31;28;148031;PETROLEO BRASILEIRO S.A. PETROBRAS;Certificados de Depósitos de Ações;XPBR;Espanha;Latibex;Comisión Nacional del Mercado de Valores (CNMV);2002-07-09;2002-07-09;0.160000;Bolsa de Valores;Cada XPBR representa uma ação ordinária;;
33.000.167/0001-01;2024-12-31;28;148031;PETROLEO BRASILEIRO S.A. PETROBRAS;Certificados de Depósitos de Ações;XPBRA;Espanha;Latibex;Comisión Nacional del Mercado de Valores (CNMV);2002-07-09;2002-07-09;0.150000;Bolsa de Valores;Cada XPBRA representa uma ação preferencial;;
33.000.167/0001-01;2024-12-31;28;148031;PETROLEO BRASILEIRO S.A. PETROBRAS;American Depositary Shares (ADSs);PBRA;Estados Unidos;New York Stock Exchange (NYSE);Securities and Exchange Comission (SEC);2001-02-22;2001-02-22;12.670000;Bolsa de Valores;Cada PBRA representa duas ações preferenciais;Bank of New York Mellon - BNY MELLON (Jan/2012 a Dez/2019). JP Morgan Chase a partir de 01/01/2020.;Banco Bradesco a partir de 21/05/19.
33.042.730/0001-04;2024-12-31;8;147221;CIA SIDERURGICA NACIONAL;ADR;ADR;Estados Unidos;Bolsa de Valores de Nova York (New York Stock Exchange - NYSE);Bolsa de Valores de Nova York (New York Stock Exchange - NYSE);1997-11-14;1997-11-14;20.470000;Os American Depositary Receipts de Nível II ("ADRs") são negociados no mercado à vista (bolsa).;Proporção: 1:1, ou seja, cada ADR corresponde a uma ação ordinária.;Citibank N.A.;Banco Bradesco S.A.
33.256.439/0001-39;2024-12-31;7;146605;ULTRAPAR PARTICIPACOES S.A.;ADR;UGP;Estados Unidos;Bolsa de Valores;NYSE - New York Stock Exchange;1999-10-06;1999-10-06;17.900000;Programa de ADR Nível III;Cada ADR representa uma ação ordinária de emissão da Companhia.;Bank of New York Mellon;Itaú Unibanco
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Ações ordinárias;XVALO;Espanha;LATIBEX;Bolsa de Valores de Madri;2000-02-08;2000-02-08;0.010000;Bolsa de Valores;Cada XVALO representa 1 ação ordinária de emissão da Companhia.;Não se aplica.;Não se aplica.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Bonds;VALE26 (reabertura);Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2017-02-06;2017-02-06;100.000000;Não se aplica.;Não se aplica.;Bank of New York.;Bank of New York.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Bonds;VALE26;Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2016-08-10;2016-08-10;100.000000;Não se aplica.;Não se aplica.;Bank of New York.;Bank of New York.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Bonds;VALE42;Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2012-09-11;2012-09-11;100.000000;Não se aplica.;Não se aplica.;Bank of New York.;Bank of New York.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Bonds;VALE39 (reabertura);Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2010-09-15;2010-09-15;100.000000;Não se aplica.;Não se aplica.;Bank of New York.;Bank of New York.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Bonds;CVRD39;Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2009-11-10;2009-11-10;100.000000;Não se aplica.;Não se aplica.;Bank of New York.;Bank of New York.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Bonds;CVRD36;Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2006-11-21;2006-11-21;100.000000;Não se aplica.;Não se aplica.;Bank of New York.;Bank of New York.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Bonds;CVRD34B (reabertura);Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2005-11-02;2005-11-02;100.000000;Não se aplica.;Não se aplica.;Bank of New York.;Bank of New York.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Bonds;CVRD34;Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2004-01-15;2004-01-15;100.000000;Não se aplica.;Não se aplica.;Bank of New York;Bank of New York.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Bonds;Vale Canada2032;Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2002-09-23;2002-09-23;100.000000;Não se aplica.;Não se aplica.;Bank of New York.;Bank of New York.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;American Depositary Shares (ADSs) / American Depositary Receipts (ADRs);VALE;Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2000-03-15;2000-03-15;54.010000;Bolsa de Valores.;Cada ADS VALE representa uma ação ordinária de emissão da Companhia.;Citibank N.A.;Banco Bradesco S.A.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Bonds;VALE30;Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2020-07-08;2020-07-08;100.000000;Não se aplica.;Não se aplica.;Bank of New York.;Bank of New York.
33.592.510/0001-54;2024-12-31;23;147435;VALE S.A.;Bonds;VALE33;Estados Unidos;New York Stock Exchange;Securities Exchange Commission - SEC;2023-06-07;2023-06-07;100.000000;;;Bank of New York;Bank of New York
33.611.500/0001-19;2024-12-31;15;148343;GERDAU S.A.;Ação;GGB;Estados Unidos;À Vista;NYSE;1999-03-10;1999-03-10;71.540000;.;.;JP Morgan Chase Bank;Itaú Corretora
38.307.135/0001-77;2024-12-31;4;146906;G2D INVESTMENTS, LTD.;Ações;Ordinária Classe A;Bermudas;Bolsa de Valores de Bermudas (BSX - Bermuda Stock Exchange);Bolsa de Valores de Bermudas (BSX - Bermuda Stock Exchange);2021-05-13;2021-05-13;0.000000;Mezzanine Market;;Banco Bradesco S.A.;The Bank of New York Mellon - BNYM
42.150.391/0001-70;2024-12-31;11;147168;BRASKEM S.A.;Ações preferenciais classe A, representadas por ADS;Ações preferenciais classe A, representadas por ADS;Estados Unidos;Bolsa de Valores de Nova York (New York Stock Exchange - NYSE) sob o código "BAK";Bolsa de Valores de Nova York (New York Stock Exchange - NYSE);1998-12-21;2004-09-27;25.090000;Nível II;1:2;The Bank of New York Mellon Corporation - BNYMellon;Banco Itaú S.A.
