CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
00.622.416/0001-41;2024-12-31;1;138614;STATKRAFT ENERGIAS RENOVAVEIS S.A.;FERNANDO DE LAPUERTA MONTOYA;Diretor Presidente
00.622.416/0001-41;2024-12-31;1;138614;STATKRAFT ENERGIAS RENOVAVEIS S.A.;LEOZE LOBO MAIA JUNIOR;Diretor de Relações com Investidores
00.644.907/0001-93;2024-12-31;4;147196;INVESTCO S.A.;Luis Fernando Mendonça de Barros Filho;Diretor Presidente/Relações com Investidores
00.743.065/0001-27;2024-12-31;5;147980;LITEL PARTICIPACOES S.A.;Carlos Eduardo Reich de Sampaio;Diretor Presidente/Relações com Investidores
00.776.574/0001-56;2024-12-31;19;148226;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;LEONARDO COELHO PEREIRA;Diretor Presidente
00.776.574/0001-56;2024-12-31;19;148226;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;CAMILLE LOYO FARIA;Diretor de Relações com Investidores
00.864.214/0001-06;2024-12-31;18;148374;ENERGISA S.A.;Maurício Perez Botelho;Diretor de Relações com Investidores
00.864.214/0001-06;2024-12-31;18;148374;ENERGISA S.A.;Ricardo Perez Botelho;Diretor Presidente
00.873.894/0001-24;2024-12-31;1;138299;LETS RENT A CAR S/A;André Luiz Chieppe;Diretor de Relações com Investidores
00.873.894/0001-24;2024-12-31;1;138299;LETS RENT A CAR S/A;Patrícia Poubel Chieppe;Diretor Presidente
00.897.864/0001-58;2024-12-31;1;138445;SANTA CATARINA PART INVEST SA;André Luiz Von Knoblauch;Diretor Presidente/Relações com Investidores
00.924.429/0001-75;2024-12-31;4;146688;FERROVIA CENTRO-ATLANTICA S.A.;Alessandro Pena da Gama;Diretor Presidente
00.924.429/0001-75;2024-12-31;4;146688;FERROVIA CENTRO-ATLANTICA S.A.;Fábio Tadeu Marchiori Gama;Diretor de Relações com Investidores
00.938.574/0001-05;2024-12-31;9;148146;CONC RIO-TERESOPOLIS S.A.;Carlos Eduardo Soares de Menezes;Diretor Presidente/Relações com Investidores
00.938.574/0001-05;2024-12-31;9;148146;CONC RIO-TERESOPOLIS S.A.;Francisco Ubiratan de Sousa;Diretor Presidente/Relações com Investidores
00.974.211/0001-25;2024-12-31;3;143689;LINHA AMARELA S.A. - LAMSA;Marcus Vinicius Figur da Rosa;Diretor Presidente
00.974.211/0001-25;2024-12-31;3;143689;LINHA AMARELA S.A. - LAMSA;Osvaldo Garcia;Diretor de Relações com Investidores
00.974.211/0001-25;2024-12-31;3;143689;LINHA AMARELA S.A. - LAMSA;José Carlos de Souza Viana Junior;Diretor Presidente
00.979.969/0001-56;2024-12-31;2;143863;CAIXA ADM DIV PUB ESTADUAL SA;Luis Antonio Medina Gomez;Diretor de Relações com Investidores
00.979.969/0001-56;2024-12-31;2;143863;CAIXA ADM DIV PUB ESTADUAL SA;Carlos Eduardo Provenzano;Diretor Presidente
01.027.058/0001-91;2024-12-31;16;148344;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;ESTANISLAU MENDES LLOBATERA BASSOLS;Diretor Presidente
01.027.058/0001-91;2024-12-31;16;148344;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;FILIPE AUGUSTO DOS SANTOS OLIVEIRA;Diretor de Relações com Investidores
01.083.200/0001-18;2024-12-31;9;146731;NEOENERGIA S.A.;Eduardo Capelastegui Saiz;Diretor Presidente
01.083.200/0001-18;2024-12-31;9;146731;NEOENERGIA S.A.;Leonardo Pimenta Gadelha;Diretor de Relações com Investidores
01.104.937/0001-70;2024-12-31;7;148048;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Raul Balbi Sollero;Diretor Presidente
01.104.937/0001-70;2024-12-31;7;148048;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Ivo Sergio Baran;Diretor de Relações com Investidores
01.104.937/0001-70;2024-12-31;7;148048;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Renan dos Santos Antunes;Diretor Presidente
01.107.327/0001-20;2024-12-31;8;145245;BBM LOGÍSTICA S.A.;Antônio Wrobleski Filho;Diretor Presidente
01.107.327/0001-20;2024-12-31;8;145245;BBM LOGÍSTICA S.A.;Adriano Cesar Passenko;Diretor de Relações com Investidores
01.107.327/0001-20;2024-12-31;8;145245;BBM LOGÍSTICA S.A.;Eduardo Vieira Orfão;Diretor de Relações com Investidores
01.107.327/0001-20;2024-12-31;8;145245;BBM LOGÍSTICA S.A.;Agapito Pereira dos Anjos Sobrinho;Diretor Presidente
01.258.944/0001-26;2024-12-31;8;146737;RUMO MALHA SUL S.A.;Pedro Marcus Lira Palma;Diretor Presidente
01.258.944/0001-26;2024-12-31;8;146737;RUMO MALHA SUL S.A.;Rafael Berman;Diretor de Relações com Investidores
01.258.944/0001-26;2024-12-31;8;146737;RUMO MALHA SUL S.A.;Guilherme Lelis Bernardo Machado;Diretor de Relações com Investidores
01.319.044/0001-41;2024-12-31;1;137920;WTC AMAZONAS SUITE HOTEL S.A.;ANDRÉ BOMENY FREIRE;Diretor Presidente/Relações com Investidores
01.417.222/0001-77;2024-12-31;9;147744;MRS LOGISTICA S.A.;Guilherme Segalla de Mello;Diretor Presidente/Relações com Investidores
01.543.032/0001-04;2024-12-31;12;147160;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;Lener Silva Jayme;Diretor Presidente
01.543.032/0001-04;2024-12-31;12;147160;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;Leonardo da Silva Lucas Tavares de Lima;Diretor de Relações com Investidores
01.545.826/0001-07;2024-12-31;15;147220;GAFISA S.A.;Sheyla Castro Resende;Diretor Presidente
01.545.826/0001-07;2024-12-31;15;147220;GAFISA S.A.;Felipe Dantas Rocha Coelho;Diretor de Relações com Investidores
01.545.826/0001-07;2024-12-31;15;147220;GAFISA S.A.;Carmelo Aldo Di Leta;Diretor de Relações com Investidores
01.548.981/0001-79;2024-12-31;5;146662;INVESTIMENTOS BEMGE S.A.;Gabriel Amado de Moura;Diretor Presidente
01.548.981/0001-79;2024-12-31;5;146662;INVESTIMENTOS BEMGE S.A.;Gustavo Lopes Rodrigues;Diretor de Relações com Investidores
01.548.981/0001-79;2024-12-31;5;146662;INVESTIMENTOS BEMGE S.A.;Gustavo Lopes Rodrigues;Diretor de Relações com Investidores
01.548.981/0001-79;2024-12-31;5;146662;INVESTIMENTOS BEMGE S.A.;Gabriel Amado de Moura;Diretor Presidente
01.599.101/0001-93;2024-12-31;13;148110;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Armando Marchesan Neto;Diretor Presidente
01.599.101/0001-93;2024-12-31;13;148110;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Leopoldo de Bruggen e Silva;Diretor de Relações com Investidores
01.616.929/0001-02;2024-12-31;8;147476;SANEAMENTO DE GOIAS SA;Diego Augusto Ribeiro Silva;Diretor de Relações com Investidores
01.616.929/0001-02;2024-12-31;8;147476;SANEAMENTO DE GOIAS SA;Ricardo Jose Soavinski;Diretor Presidente
01.637.895/0001-32;2024-12-31;5;143845;VOTORANTIM CIMENTOS S.A.;OSVALDO AYRES FILHO;Diretor Presidente
01.637.895/0001-32;2024-12-31;5;143845;VOTORANTIM CIMENTOS S.A.;BIANCA NASSER PATROCÍNIO;Diretor de Relações com Investidores
01.637.895/0001-32;2024-12-31;5;143845;VOTORANTIM CIMENTOS S.A.;Osvaldo Ayres Filho;Diretor Presidente
01.637.895/0001-32;2024-12-31;5;143845;VOTORANTIM CIMENTOS S.A.;Antonio Miguel Sousa Pelicano;Diretor de Relações com Investidores
01.838.723/0001-27;2024-12-31;8;148266;BRF S.A.;Miguel de Souza Gularte;Diretor Presidente
01.838.723/0001-27;2024-12-31;8;148266;BRF S.A.;Fabio Luis Mendes Mariano;Diretor de Relações com Investidores
01.851.771/0001-55;2024-12-31;2;146912;524 PARTICIPACOES S.A.;DIOGO ALEXANDRE DE MELO BAHIA;Diretor Presidente
01.851.771/0001-55;2024-12-31;2;146912;524 PARTICIPACOES S.A.;NORBERTO AGUIAR TOMAZ;Diretor de Relações com Investidores
01.896.779/0001-38;2024-12-31;3;143852;CSU DIGITAL S.A.;Marcos Ribeiro Leite;Diretor Presidente
01.896.779/0001-38;2024-12-31;3;143852;CSU DIGITAL S.A.;Pedro Alvarenga d'Almeida;Diretor de Relações com Investidores
01.917.818/0001-36;2024-12-31;7;147381;LIGHT ENERGIA S.A.;Carlos Vinicius de Sá Roriz;Diretor Presidente
01.917.818/0001-36;2024-12-31;7;147381;LIGHT ENERGIA S.A.;Rodrigo Tostes de Solon Pontes;Diretor de Relações com Investidores
01.938.783/0001-11;2024-12-31;7;147342;CIA PARTICIPACOES ALIANCA DA BAHIA;José Renato de Almeida Gonçalves Tourinho;Diretor Presidente
01.938.783/0001-11;2024-12-31;7;147342;CIA PARTICIPACOES ALIANCA DA BAHIA;Clarissa Barreto Modafferi;Diretor de Relações com Investidores
01.957.772/0001-89;2024-12-31;1;138563;SUL 116 PARTICIPACOES S.A.;Alberto Ribeiro Guth;Diretor Presidente/Relações com Investidores
01.968.293/0001-68;2024-12-31;1;138438;ELETRORIVER S.A.;Antônio Walter dos Santos Pinheiro Filho;Diretor Presidente
01.968.293/0001-68;2024-12-31;1;138438;ELETRORIVER S.A.;Walter Nunes Seijo Neto;Diretor de Relações com Investidores
01.989.044/0001-59;2024-12-31;2;138603;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;ANDRÉ BOMENY FREIRE;Diretor Presidente/Relações com Investidores
02.016.440/0001-62;2024-12-31;5;148097;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;YUEHUI PAN;Diretor de Relações com Investidores
02.016.440/0001-62;2024-12-31;5;148097;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;MARCO ANTONIO VILLELA DE ABREU;Diretor Presidente
02.016.440/0001-62;2024-12-31;5;148097;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;JAIRO EDUARDO DE BARROS ALVARES;Diretor de Relações com Investidores
02.016.440/0001-62;2024-12-31;5;148097;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;RICARDO DALAN DE VARGAS;Diretor Presidente
02.016.507/0001-69;2024-12-31;1;135512;AXIA ENERGIA SUL S.A.;Cleicio Poleto Martins;Diretor Presidente
02.016.507/0001-69;2024-12-31;1;135512;AXIA ENERGIA SUL S.A.;Eduardo Haiama;Diretor de Relações com Investidores
02.016.507/0001-69;2024-12-31;1;135512;AXIA ENERGIA SUL S.A.;Cleicio Poleto Martins;Diretor Presidente
02.016.507/0001-69;2024-12-31;1;135512;AXIA ENERGIA SUL S.A.;Eduardo Haiama;Diretor de Relações com Investidores
02.031.413/0001-69;2024-12-31;3;144662;PETRO RIO JAGUAR PETRÓLEO S.A.;Milton Salgado Rangel Neto;Diretor Presidente
02.031.413/0001-69;2024-12-31;3;144662;PETRO RIO JAGUAR PETRÓLEO S.A.;Roberto Bernardes Monteiro;Diretor de Relações com Investidores
02.041.460/0001-93;2024-12-31;5;145326;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;AMOS GENISH;Diretor Presidente
02.041.460/0001-93;2024-12-31;5;145326;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;JOSÉ MIGUEL VILELA JÚNIOR;Diretor de Relações com Investidores
02.062.747/0001-08;2024-12-31;3;146921;SUDESTE S.A.;DIOGO ALEXANDRE DE MELO BAHIA;Diretor de Relações com Investidores
02.062.747/0001-08;2024-12-31;3;146921;SUDESTE S.A.;NORBERTO AGUIAR TOMAZ;Diretor Presidente
02.149.205/0001-69;2024-12-31;7;148229;PORTO SEGURO S.A.;Paulo Sérgio Kakinoff;Diretor Presidente
02.149.205/0001-69;2024-12-31;7;148229;PORTO SEGURO S.A.;Domingos de Toledo Piza Falavina;Diretor de Relações com Investidores
02.162.616/0001-94;2024-12-31;2;143703;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Armando José Pereira de Barros;Diretor de Relações com Investidores
02.162.616/0001-94;2024-12-31;2;143703;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Sérgio Fernandes de Magalhães Filho;Diretor Presidente
02.193.750/0001-52;2024-12-31;8;148298;DEXXOS PARTICIPAÇÕES S.A.;Rafael Alcides Raphael;Diretor Presidente
02.193.750/0001-52;2024-12-31;8;148298;DEXXOS PARTICIPAÇÕES S.A.;George Abi-Rihan Cordeiro;Diretor de Relações com Investidores
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;ANA PAULA SOARES DE AZEVEDO;Diretor Presidente
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;JULIO LUIZ BAPTISTA LOPES;Diretor de Relações com Investidores
02.217.319/0001-07;2024-12-31;11;145166;YBYRÁ CAPITAL S.A.;Gervázio Sinopoli;Diretor Presidente
02.217.319/0001-07;2024-12-31;11;145166;YBYRÁ CAPITAL S.A.;Thiago Moura e Silva;Diretor de Relações com Investidores
02.217.319/0001-07;2024-12-31;11;145166;YBYRÁ CAPITAL S.A.;Stavros Messinis Talaganis;Diretor de Relações com Investidores
02.255.187/0001-08;2024-12-31;10;146862;UNIFIQUE TELECOMUNICAÇÕES S.A.;Fabiano Busnardo;Diretor Presidente
02.255.187/0001-08;2024-12-31;10;146862;UNIFIQUE TELECOMUNICAÇÕES S.A.;José Wilson de Souza Junior;Diretor de Relações com Investidores
02.255.187/0001-08;2024-12-31;10;146862;UNIFIQUE TELECOMUNICAÇÕES S.A.;Luiz Bogo Junior;Diretor de Relações com Investidores
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Vago;Diretor Presidente
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Manacesar Lopes dos Santos;Diretor de Relações com Investidores
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;TUFI DAHER FILHO;Diretor Presidente/Relações com Investidores
02.286.479/0001-08;2024-12-31;3;144794;LOCALIZA FLEET S.A.;BRUNO SEBASTIAN LASANSKY;Diretor Presidente
02.286.479/0001-08;2024-12-31;3;144794;LOCALIZA FLEET S.A.;RODRIGO TAVARES GONÇALVES DE SOUSA;Diretor de Relações com Investidores
02.291.077/0001-93;2024-12-31;2;143456;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Fabio Pereira Maia;Diretor Presidente
02.291.077/0001-93;2024-12-31;2;143456;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Nanci Turibio Guimarães;Diretor de Relações com Investidores
02.302.100/0001-06;2024-12-31;3;147199;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Dyogenes Rosi;Diretor Presidente
02.302.100/0001-06;2024-12-31;3;147199;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Claudinei Almir Paris;Diretor de Relações com Investidores
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Marise Grinstein;Diretor Presidente
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Pablo Andrés  Fernández Uhart;Diretor de Relações com Investidores
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Karla Maciel Dolabella;Diretor Presidente
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Gustavo Nasser Moreira;Diretor de Relações com Investidores
02.328.280/0001-97;2024-12-31;5;146412;ELEKTRO REDES S.A.;Antonio Sergio Casanova;Diretor Presidente
02.328.280/0001-97;2024-12-31;5;146412;ELEKTRO REDES S.A.;Renato de Almeida Rocha;Diretor de Relações com Investidores
02.338.534/0001-58;2024-12-31;5;146621;LONGDIS S.A.;MARCO BILLI;Diretor Presidente/Relações com Investidores
02.351.144/0001-18;2024-12-31;12;146375;TEGMA GESTAO LOGISTICA S.A.;Nivaldo Tuba;Diretor Presidente
02.351.144/0001-18;2024-12-31;12;146375;TEGMA GESTAO LOGISTICA S.A.;Ramón Pérez Arias Filho;Diretor de Relações com Investidores
02.351.877/0001-52;2024-12-31;11;146783;LWSA S/A;FERNANDO BIANCARDI CIRNE;Diretor Presidente
02.351.877/0001-52;2024-12-31;11;146783;LWSA S/A;ANDRÉ KINJO KUBOTA;Diretor de Relações com Investidores
02.351.877/0001-52;2024-12-31;11;146783;LWSA S/A;Rafael Chamas Alves;Diretor Presidente
02.357.251/0001-53;2024-12-31;2;144295;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;FRANCO MARIA GIUSEPPE PALLAMOLLA;Diretor Presidente
02.357.251/0001-53;2024-12-31;2;144295;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;JOÃO MANUEL MARTINS RAMOS CANHA;Diretor de Relações com Investidores
02.365.069/0001-44;2024-12-31;5;147399;PADTEC HOLDING S.A.;Carlos Raimar Schoeninger;Diretor Presidente/Relações com Investidores
02.382.073/0001-10;2024-12-31;4;145402;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Sinval Araujo de Andrade Filho;Diretor Presidente
02.382.073/0001-10;2024-12-31;4;145402;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;André Pires de Oliveira Dias;Diretor de Relações com Investidores
02.387.241/0001-60;2024-12-31;16;146854;RUMO S.A.;Pedro Marcus Lira Palma;Diretor Presidente
02.387.241/0001-60;2024-12-31;16;146854;RUMO S.A.;Rafael Bergman;Diretor de Relações com Investidores
02.387.241/0001-60;2024-12-31;16;146854;RUMO S.A.;Guilherme Lelis Bernardo Machado;Diretor de Relações com Investidores
02.397.080/0001-96;2024-12-31;4;146632;ITAPEBI GERACAO DE ENERGIA S.A.;Marcelo José Cavalcanti Lopes;Diretor Presidente
02.397.080/0001-96;2024-12-31;4;146632;ITAPEBI GERACAO DE ENERGIA S.A.;Renato de Almeida Rocha;Diretor de Relações com Investidores
02.421.421/0001-11;2024-12-31;6;146225;TIM S.A.;Alberto Mario Griselli;Diretor Presidente/Relações com Investidores
02.429.144/0001-93;2024-12-31;5;148068;CPFL ENERGIA S.A.;GUSTAVO ESTRELLA;Diretor Presidente
02.429.144/0001-93;2024-12-31;5;148068;CPFL ENERGIA S.A.;YUEHUI PAN;Diretor de Relações com Investidores
02.429.144/0001-93;2024-12-31;5;148068;CPFL ENERGIA S.A.;Kedi Wang;Diretor de Relações com Investidores
02.451.848/0001-62;2024-12-31;4;145858;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;GUILHERME MOTTA GOMES;Diretor Presidente/Relações com Investidores
02.474.103/0001-19;2024-12-31;11;147971;ENGIE BRASIL ENERGIA S.A.;EDUARDO ANTONIO GORI SATTAMINI;Diretor Presidente
02.474.103/0001-19;2024-12-31;11;147971;ENGIE BRASIL ENERGIA S.A.;EDUARDO TAKAMORI GUIYOTOKU;Diretor de Relações com Investidores
02.502.844/0001-66;2024-12-31;12;146229;RUMO MALHA PAULISTA S.A.;Pedro Marcus Lira Palma;Diretor Presidente
02.502.844/0001-66;2024-12-31;12;146229;RUMO MALHA PAULISTA S.A.;Rafael Bergman;Diretor de Relações com Investidores
02.502.844/0001-66;2024-12-31;12;146229;RUMO MALHA PAULISTA S.A.;Guilherme Lelis Bernardo Machado;Diretor de Relações com Investidores
02.509.491/0001-26;2024-12-31;4;146594;CONC ECOVIAS IMIGRANTES S.A.;Rui Juarez Klein;Diretor Presidente
02.509.491/0001-26;2024-12-31;4;146594;CONC ECOVIAS IMIGRANTES S.A.;Ronald Dennis Marangon;Diretor de Relações com Investidores
02.536.066/0001-26;2024-12-31;7;148271;VITAL ENGENHARIA AMBIENTAL S.A.;Ricardo Mota de Farias;Diretor de Relações com Investidores
02.536.066/0001-26;2024-12-31;7;148271;VITAL ENGENHARIA AMBIENTAL S.A.;Antonio Carlos Ferrari Salmeron;Diretor Presidente
02.558.157/0001-62;2024-12-31;7;147290;TELEFÔNICA BRASIL S.A;Christian Mauad Gebara;Diretor Presidente
02.558.157/0001-62;2024-12-31;7;147290;TELEFÔNICA BRASIL S.A;David Melcon Sanchez-Friera;Diretor de Relações com Investidores
02.560.878/0001-07;2024-12-31;2;139936;HOSPITAL ANCHIETA S.A.;ANTÔNIO ALVES BENJAMIM NETO;Diretor Presidente
02.560.878/0001-07;2024-12-31;2;139936;HOSPITAL ANCHIETA S.A.;ELIAS LEAL LIMA;Diretor de Relações com Investidores
02.591.787/0001-39;2024-12-31;3;144580;CAPITALPART PARTICIPACOES S.A.;José Carlos Rodrigues Rosa;Diretor de Relações com Investidores
02.591.787/0001-39;2024-12-31;3;144580;CAPITALPART PARTICIPACOES S.A.;José Carlos Rodrigues Rosa;Diretor Presidente
02.591.787/0001-39;2024-12-31;3;144580;CAPITALPART PARTICIPACOES S.A.;Celso Alexandre da Silva;Diretor Presidente/Relações com Investidores
02.600.854/0001-34;2024-12-31;3;146226;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;Mario Girasole;Diretor Presidente/Relações com Investidores
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Otávio Lage de Siqueira Filho;Diretor Presidente
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Rodrigo Penna de Siqueira;Diretor de Relações com Investidores
02.664.042/0001-52;2024-12-31;2;146730;TERMINAL GARAGEM MENEZES CORTES S.A.;Marcelo Siqueira de Carvalho;Diretor de Relações com Investidores
02.664.042/0001-52;2024-12-31;2;146730;TERMINAL GARAGEM MENEZES CORTES S.A.;Ana Cristina Xavier Roque;Diretor Presidente
02.682.287/0001-02;2024-12-31;1;138181;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;LEONARDO RICCI SCUTTI;Diretor Presidente/Relações com Investidores
02.724.983/0001-34;2024-12-31;1;138513;SANESALTO SANEAMENTO S.A.;André Côrtes Velloso;Diretor de Relações com Investidores
02.724.983/0001-34;2024-12-31;1;138513;SANESALTO SANEAMENTO S.A.;Mário Vieira Marcondes Neto;Diretor Presidente
