CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Plano_Recompra;Especie_Acao;Tipo_Classe_Acao_Preferencial;Quantidade_Adquirida;Escala_Cotacao;Quantidade_Prevista;Valor_Preco_Medio;Percentual_Previsto;Percentual_Adquirido
90.400.888/0001-42;2020-01-01;10;103768;BCO SANTANDER (BRASIL) S.A.;38467;Preferencial;;4089700;R$ por Unidade;38717204;15.98;1.030000;10.560000
92.012.467/0001-70;2020-01-01;4;103338;GRAZZIOTIN S.A.;38285;Ordinária;;23100;R$ por Unidade;255900;0.00;0.902494;9.026963
92.012.467/0001-70;2020-01-01;4;103338;GRAZZIOTIN S.A.;38285;Preferencial;;297600;R$ por Unidade;849700;0.00;3.502110;35.024126
92.012.467/0001-70;2020-01-01;4;103338;GRAZZIOTIN S.A.;38286;Ordinária;;22112;R$ por Unidade;258100;22.41;0.856495;8.567222
92.012.467/0001-70;2020-01-01;4;103338;GRAZZIOTIN S.A.;38286;Preferencial;;134500;R$ por Unidade;849100;22.69;1.583950;15.840301
92.012.467/0001-70;2020-01-01;4;103338;GRAZZIOTIN S.A.;38287;Ordinária;;263400;R$ por Unidade;286700;23.14;9.190000;100.000000
92.012.467/0001-70;2020-01-01;4;103338;GRAZZIOTIN S.A.;38287;Preferencial;;478700;R$ por Unidade;895300;23.35;5.350000;100.000000
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;38212;Ordinária;;262500;R$ por Unidade;2000000;24.58;3.059370;13.125000
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;38212;Preferencial;;0;R$ por Unidade;240000;0.00;3.032100;0.000000
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;38213;Ordinária;;0;R$ por Unidade;450000;0.00;1.200000;0.000000
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;38214;Ordinária;;0;R$ por Unidade;450000;0.00;1.300000;0.000000
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;38215;Ordinária;;15000;R$ por Unidade;300000;10.50;0.850000;5.000000
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;38216;Ordinária;;774000;R$ por Unidade;3621300;10.54;10.000000;21.373540
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;38216;Preferencial;;0;R$ por Unidade;787050;0.00;10.000000;0.000000
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;38217;Ordinária;;396000;R$ por Unidade;3556890;13.18;10.000000;11.133322
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;38217;Preferencial;;0;R$ por Unidade;783180;0.00;10.000000;0.000000
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;38218;Ordinária;;36000;R$ por Unidade;342150;15.17;1.000000;10.521701
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;38219;Ordinária;;0;R$ por Unidade;337650;0.00;1.000000;0.000000
92.715.812/0001-31;2020-01-01;16;104598;CPFL TRANSMISSÃO S.A.;38632;Ordinária;;0;R$ por Unidade;68876;0.00;2.196363;0.000000
92.715.812/0001-31;2020-01-01;16;104598;CPFL TRANSMISSÃO S.A.;38632;Preferencial;;0;R$ por Unidade;75288;0.00;46.209652;0.000000
92.754.738/0001-62;2020-01-01;9;102079;LOJAS RENNER S.A.;37915;Ordinária;;2000000;R$ por Unidade;8000000;48.44;1.007051;25.000000
92.754.738/0001-62;2020-01-01;9;102079;LOJAS RENNER S.A.;37916;Ordinária;;1099835;R$ por Unidade;1210000;23.46;0.154898;90.895455
92.754.738/0001-62;2020-01-01;9;102079;LOJAS RENNER S.A.;37917;Ordinária;;1210000;R$ por Unidade;1210000;15.71;0.154898;100.000000
97.837.181/0001-47;2020-01-01;13;104593;DEXCO S.A.;38622;Ordinária;;0;R$ por Unidade;23930656;0.00;9.059009;0.000000
