CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Plano_Recompra;Especie_Acao;Tipo_Classe_Acao_Preferencial;Quantidade_Adquirida;Escala_Cotacao;Quantidade_Prevista;Valor_Preco_Medio;Percentual_Previsto;Percentual_Adquirido
02.558.157/0001-62;2020-01-01;5;102984;TELEFÔNICA BRASIL S.A;38151;Preferencial;;232000;R$ por Unidade;37736954;43.61;9.090672;0.614782
02.558.157/0001-62;2020-01-01;5;102984;TELEFÔNICA BRASIL S.A;38152;Ordinária;;0;R$ por Unidade;583422;0.00;1.845720;0.000000
02.558.157/0001-62;2020-01-01;5;102984;TELEFÔNICA BRASIL S.A;38152;Preferencial;;0;R$ por Unidade;37736465;0.00;9.090672;0.000000
02.558.157/0001-62;2020-01-01;5;102984;TELEFÔNICA BRASIL S.A;38153;Ordinária;;0;R$ por Unidade;870781;0.00;2.754813;0.000000
02.558.157/0001-62;2020-01-01;5;102984;TELEFÔNICA BRASIL S.A;38153;Preferencial;;0;R$ por Unidade;41510761;0.00;9.999918;0.000000
02.558.157/0001-62;2020-01-01;5;102984;TELEFÔNICA BRASIL S.A;38154;Ordinária;;0;R$ por Unidade;870530;0.00;2.754237;0.000000
02.558.157/0001-62;2020-01-01;5;102984;TELEFÔNICA BRASIL S.A;38154;Preferencial;;706;R$ por Unidade;41510371;45.39;9.999823;0.001701
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;38379;Ordinária;;17412500;R$ por Unidade;48773702;12.61;3.000000;35.700591
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;38463;Ordinária;;0;R$ por Unidade;2000000;0.00;5.670000;0.000000
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;38464;Ordinária;;214600;R$ por Unidade;2000000;9.88;5.940000;10.730000
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;38694;Ordinária;;0;R$ por Unidade;156835441;0.00;10.000000;0.000000
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;38695;Ordinária;;53386400;R$ por Unidade;160405239;9.33;10.000000;33.282205
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;38696;Ordinária;;25307000;R$ por Unidade;151844207;10.11;10.000000;16.700000
02.932.074/0001-91;2020-01-01;13;104052;HYPERA S.A.;38567;Ordinária;;2469000;R$ por Unidade;8000000;29.22;2.000000;30.863000
02.932.074/0001-91;2020-01-01;13;104052;HYPERA S.A.;38568;Ordinária;;8766400;R$ por Unidade;10000000;30.06;2.590000;87.664000
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;38639;Ordinária;;0;R$ por Unidade;4708827;0.00;6.538015;0.000000
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;38640;Ordinária;;2493400;R$ por Unidade;4750200;4.29;6.726454;35.620000
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;38641;Ordinária;;99900;R$ por Unidade;7000000;3.88;8.945687;1.427142
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;38642;Ordinária;;28421100;R$ por Unidade;50110056;22.15;5.000000;2.812547
03.847.461/0001-92;2020-01-01;10;104581;BRADESPAR S.A.;38617;Ordinária;;0;R$ por Unidade;970000;0.00;3.802368;0.000000
03.847.461/0001-92;2020-01-01;10;104581;BRADESPAR S.A.;38617;Preferencial;;0;R$ por Unidade;9900000;0.00;4.665304;0.000000
03.847.461/0001-92;2020-01-01;10;104581;BRADESPAR S.A.;38618;Ordinária;;0;R$ por Unidade;970000;0.00;3.802368;0.000000
03.847.461/0001-92;2020-01-01;10;104581;BRADESPAR S.A.;38618;Preferencial;;0;R$ por Unidade;9900000;0.00;4.664474;0.000000
03.847.461/0001-92;2020-01-01;10;104581;BRADESPAR S.A.;38619;Ordinária;;0;R$ por Unidade;970000;0.00;3.783954;0.000000
03.847.461/0001-92;2020-01-01;10;104581;BRADESPAR S.A.;38619;Preferencial;;0;R$ por Unidade;9900000;0.00;4.678088;0.000000
03.853.896/0001-40;2020-01-01;5;104572;MARFRIG GLOBAL FOODS S.A.;38606;Ordinária;;0;R$ por Unidade;4214072;0.00;1.180000;0.000000
03.853.896/0001-40;2020-01-01;5;104572;MARFRIG GLOBAL FOODS S.A.;38607;Ordinária;;2314400;R$ por Unidade;12000000;5.52;1.930000;19.280000
03.853.896/0001-40;2020-01-01;5;104572;MARFRIG GLOBAL FOODS S.A.;38608;Ordinária;;1267000;R$ por Unidade;9456917;6.09;1.810000;13.397600
03.983.431/0001-03;2020-01-01;7;102941;EDP - ENERGIAS DO BRASIL S.A.;38139;Ordinária;;1500000;R$ por Unidade;1500000;18.56;0.510000;100.000000
04.065.791/0001-99;2020-01-01;3;103790;SINQIA S.A.;38475;Ordinária;;660400;R$ por Unidade;5896343;12.59;10.000000;11.200000
04.065.791/0001-99;2020-01-01;3;103790;SINQIA S.A.;38476;Ordinária;;5100;R$ por Unidade;295500;14.52;3.320000;1.730000
04.065.791/0001-99;2020-01-01;3;103790;SINQIA S.A.;38477;Ordinária;;131300;R$ por Unidade;700000;8.74;5.940000;18.760000
04.437.534/0001-30;2020-01-01;6;100700;LOCAMÉRICA RENT-A-CAR S.A.;37805;Ordinária;;1560534;R$ por Unidade;1560534;12.59;100.000000;100.000000
04.986.320/0001-13;2020-01-01;7;104783;SER EDUCACIONAL S.A.;38711;Ordinária;;4230300;R$ por Unidade;5326100;15.47;9.090908;79.430000
04.986.320/0001-13;2020-01-01;7;104783;SER EDUCACIONAL S.A.;38712;Ordinária;;5482640;R$ por Unidade;5482640;16.24;8.555390;100.000000
04.986.320/0001-13;2020-01-01;7;104783;SER EDUCACIONAL S.A.;38713;Ordinária;;0;R$ por Unidade;2950000;0.00;8.139143;0.000000
05.197.443/0001-38;2020-01-01;9;100175;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;37646;Ordinária;;258316;R$ por Unidade;21704063;58.07;10.000000;1.190000
06.164.253/0001-87;2020-01-01;12;103583;GOL LINHAS AEREAS INTELIGENTES S.A.;38399;Preferencial;;3000000;R$ por Unidade;3000000;33.84;1.096352;100.000000
06.164.253/0001-87;2020-01-01;12;103583;GOL LINHAS AEREAS INTELIGENTES S.A.;38400;Preferencial;;740000;R$ por Unidade;740000;21.51;0.277611;100.000000
06.948.969/0001-75;2020-01-01;23;104881;LINX S.A.;38734;Ordinária;;8135100;R$ por Unidade;10000000;24.00;6.090000;81.400000
06.948.969/0001-75;2020-01-01;23;104881;LINX S.A.;38735;Ordinária;;2000000;R$ por Unidade;2000000;17.01;1.206000;100.000000
06.977.745/0001-91;2020-01-01;10;104485;BR MALLS PARTICIPACOES S.A.;38601;Ordinária;;883200;R$ por Unidade;41597300;11.58;4.760000;2.123200
06.977.751/0001-49;2020-01-01;10;103548;BR PROPERTIES S.A.;38387;Ordinária;;0;R$ por Unidade;11000000;0.00;5.545400;0.000000
06.977.751/0001-49;2020-01-01;10;103548;BR PROPERTIES S.A.;38388;Ordinária;;4000000;R$ por Unidade;4000000;8.81;1.980000;100.000000
06.977.751/0001-49;2020-01-01;10;103548;BR PROPERTIES S.A.;38389;Ordinária;;2904727;R$ por Unidade;2904727;9.25;2.410000;100.000000
06.977.751/0001-49;2020-01-01;10;103548;BR PROPERTIES S.A.;38390;Ordinária;;1115100;R$ por Unidade;2900000;9.25;3.250000;38.500000
07.206.816/0001-15;2020-01-01;7;105726;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;39043;Ordinária;;1105000;R$ por Unidade;8472614;0.00;10.000000;1.304201
07.253.321/0001-47;2020-01-01;1;94834;CARBOMIL SA MINER. E INDUSTRIA;35884;Preferencial;;0;R$ por Unidade;1;0.00;1.000000;0.000000
07.415.333/0001-20;2020-01-01;16;105089;SIMPAR S.A.;38812;Ordinária;;192700;R$ por Unidade;3915171;28.50;6.330000;4.920000
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;36890;Ordinária;;1395700;R$ por Unidade;1395700;12.16;2.528500;100.000000
07.689.002/0001-89;2020-01-01;3;103399;EMBRAER S.A.;38332;Ordinária;;3000000;R$ por Unidade;3000000;16.13;0.400000;100.000000
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;38200;Ordinária;;1500000;R$ por Unidade;1500000;18.89;1.670000;100.000000
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;38201;Ordinária;;1500000;R$ por Unidade;1500000;20.63;1.670000;100.000000
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;38484;Preferencial;Preferencial Classe A;814595;R$ por Unidade;7228022;4.30;10.000000;11.270000
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;38485;Preferencial;Preferencial Classe A;238538;R$ por Unidade;7466560;6.21;10.000000;3.190000
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;38486;Preferencial;Preferencial Classe A;3241915;R$ por Unidade;7778650;7.25;10.000000;41.680000
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;38487;Preferencial;Preferencial Classe A;8461980;R$ por Unidade;8611876;7.04;10.000000;98.250000
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;38488;Preferencial;Preferencial Classe A;6639106;R$ por Unidade;9275786;6.58;10.000000;71.570000
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;38489;Preferencial;Preferencial Classe A;8116500;R$ por Unidade;10087436;5.36;10.000000;80.460000
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;38490;Preferencial;Preferencial Classe A;9341300;R$ por Unidade;10131329;4.63;10.000000;92.200000
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;38491;Preferencial;Preferencial Classe A;10407863;R$ por Unidade;11234659;4.11;10.000000;92.640000
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;38492;Preferencial;Preferencial Classe A;276200;R$ por Unidade;12468037;4.56;10.000000;2.220000
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;38493;Preferencial;Preferencial Classe A;7320800;R$ por Unidade;12196581;4.31;10.000000;60.000000
08.294.224/0001-65;2020-01-01;18;103864;JHSF PARTICIPACOES S.A.;38539;Ordinária;;2800000;R$ por Unidade;28000000;7.17;4.084420;10.000000
08.312.229/0001-73;2020-01-01;5;103711;EZ TEC EMPREEND. E PARTICIPACOES S.A.;38458;Ordinária;;0;R$ por Unidade;9575565;0.00;10.000000;0.000000
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;38202;Ordinária;;0;R$ por Unidade;15000000;0.00;5.030000;0.000000
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;38203;Ordinária;;0;R$ por Unidade;15000000;0.00;5.210000;0.000000
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;38204;Ordinária;;0;R$ por Unidade;20000000;0.00;4.503088;0.000000
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;38205;Ordinária;;0;R$ por Unidade;12000000;0.00;4.120000;0.000000
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;38206;Ordinária;;18314500;R$ por Lote de Mil;20000000;7.54;7.150000;91.570000
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;38207;Ordinária;;15000000;R$ por Unidade;15000000;6.96;5.170000;100.000000
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;38208;Ordinária;;7495100;R$ por Unidade;9730000;6.89;3.300000;77.030000
08.467.115/0001-00;2020-01-01;15;104597;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;38631;Ordinária;;0;R$ por Unidade;160;0.00;0.000049;0.000000
08.467.115/0001-00;2020-01-01;15;104597;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;38631;Preferencial;;0;R$ por Unidade;156;0.00;0.000047;0.000000
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;38563;Preferencial;Preferencial Classe B;414253;R$ por Unidade;414253;20.27;10.000000;100.000000
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;38519;Ordinária;;6576068;R$ por Unidade;6576068;14.30;10.000000;100.000000
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;38613;Ordinária;;10515700;R$ por Unidade;15894821;23.77;5.000000;66.158028
08.811.643/0001-27;2020-01-01;5;103554;TRISUL S.A.;38391;Ordinária;;0;R$ por Unidade;5000000;0.00;6.300000;0.000000
08.811.643/0001-27;2020-01-01;5;103554;TRISUL S.A.;38392;Ordinária;;2700000;R$ por Unidade;2701910;2.66;10.000000;99.930000
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;36560;Ordinária;;940100;R$ por Unidade;4000000;18.73;6.100000;23.502500
09.288.252/0001-32;2020-01-01;13;104575;ANIMA HOLDING S.A.;38609;Ordinária;;6139716;R$ por Unidade;6366646;15.23;10.000000;96.000000
09.288.252/0001-32;2020-01-01;13;104575;ANIMA HOLDING S.A.;38610;Ordinária;;23700;R$ por Unidade;2443870;12.17;10.000000;0.970000
09.288.252/0001-32;2020-01-01;13;104575;ANIMA HOLDING S.A.;38611;Ordinária;;2103000;R$ por Unidade;2401661;15.19;10.000000;87.560000
09.288.252/0001-32;2020-01-01;13;104575;ANIMA HOLDING S.A.;38612;Ordinária;;12900;R$ por Unidade;2602530;15.00;10.000000;0.495672
09.305.994/0001-29;2020-01-01;23;104561;AZUL S.A.;38603;Preferencial;;301008;R$ por Unidade;2000000;42.68;0.611802;15.050000
09.305.994/0001-29;2020-01-01;23;104561;AZUL S.A.;38604;Preferencial;;550000;R$ por Unidade;700000;27.12;0.220000;78.570000
09.346.601/0001-25;2020-01-01;11;103927;B3 S.A. - BRASIL, BOLSA, BALCÃO;38562;Ordinária;;4162800;R$ por Unidade;38500000;41.67;1.870000;10.800000
10.215.988/0001-60;2020-01-01;8;103602;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;38401;Ordinária;;0;R$ por Unidade;20349175;0.00;6.375951;0.000000
10.215.988/0001-60;2020-01-01;8;103602;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;38402;Ordinária;;0;R$ por Unidade;3037432;0.00;7.310000;0.000000
10.215.988/0001-60;2020-01-01;8;103602;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;38403;Ordinária;;894800;R$ por Unidade;2333281;8.89;7.256536;38.349432
10.629.105/0001-68;2020-01-01;22;103769;PRIO S.A.;38468;Ordinária;;0;R$ por Unidade;6273477;0.00;4.692908;0.000000
10.629.105/0001-68;2020-01-01;22;103769;PRIO S.A.;38469;Ordinária;;503909;R$ por Unidade;1000000;69.00;7.497916;50.390900
10.760.260/0001-19;2020-01-01;15;103508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;38371;Ordinária;;0;R$ por Unidade;7255000;0.00;5.000000;0.000000
10.760.260/0001-19;2020-01-01;15;103508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;38372;Ordinária;;1571000;R$ por Unidade;4000000;50.02;2.840000;0.900000
11.992.680/0001-93;2020-01-01;15;104749;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;38697;Ordinária;;0;R$ por Unidade;6820000;19.84;2.380000;100.000000
13.574.594/0001-96;2020-01-01;22;103639;ZAMP SA;38415;Ordinária;;1222719;R$ por Unidade;1222719;19.79;0.540000;100.000000
15.073.274/0001-88;2020-01-01;3;103615;PPLA PARTICIPATIONS LTD.;38411;Preferencial;Preferencial Classe A;0;R$ por Unidade;16500000;0.00;10.000000;0.000000
15.073.274/0001-88;2020-01-01;3;103615;PPLA PARTICIPATIONS LTD.;38411;Preferencial;Preferencial Classe B;0;R$ por Unidade;33000000;0.00;10.000000;0.000000
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;38705;Preferencial;;3183300;R$ por Unidade;4346400;8.07;10.000000;73.240000
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;38633;Ordinária;;0;R$ por Unidade;4482847;0.00;10.000000;0.000000
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;38634;Ordinária;;60000;R$ por Unidade;4400780;43.82;10.000000;1.363394
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;38635;Ordinária;;75000;R$ por Unidade;3846985;48.06;10.000000;1.949579
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;38636;Ordinária;;0;R$ por Unidade;4243903;0.00;10.000000;0.000000
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;38637;Ordinária;;0;R$ por Unidade;4238629;0.00;10.000000;0.000000
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;38638;Ordinária;;0;R$ por Unidade;4231560;0.00;10.000000;0.000000
16.614.075/0001-00;2020-01-01;8;104609;DIRECIONAL ENGENHARIA S.A.;38643;Ordinária;;7034205;R$ por Unidade;7034205;5.75;8.937554;100.000000
16.614.075/0001-00;2020-01-01;8;104609;DIRECIONAL ENGENHARIA S.A.;38644;Ordinária;;2000000;R$ por Unidade;2000000;12.33;2.490000;100.000000
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;37337;Ordinária;;5214600;R$ por Unidade;52500000;33.60;8.915136;9.932571
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;37338;Ordinária;;0;R$ por Unidade;45150000;0.00;8.565451;0.000000
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;37339;Ordinária;;0;R$ por Unidade;40950000;0.00;7.831417;0.000000
16.811.931/0001-00;2020-01-01;10;104628;ALPHAVILLE S.A.;38650;Ordinária;;49500;R$ por Unidade;140098;24.59;3.000000;35.332410
17.167.412/0001-13;2020-01-01;7;102648;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;38014;Ordinária;;31000;R$ por Unidade;300000;5.32;0.510758;10.333333
17.167.412/0001-13;2020-01-01;7;102648;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;38014;Preferencial;Preferencial Classe A;51100;R$ por Unidade;400000;6.04;0.904849;12.775000
17.167.412/0001-13;2020-01-01;7;102648;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;38015;Ordinária;;126800;R$ por Unidade;300000;4.17;0.510641;4.226667
17.167.412/0001-13;2020-01-01;7;102648;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;38015;Preferencial;Preferencial Classe A;81100;R$ por Unidade;500000;4.96;1.130023;16.220000
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;38672;Ordinária;;350000;R$ por Unidade;4911436;6.93;2.506864;7.126225
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;38673;Ordinária;;5630600;R$ por Unidade;13000000;6.44;7.885109;43.312308
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;38674;Ordinária;;1500000;R$ por Unidade;5169159;5.40;5.715024;29.018260
17.314.329/0001-20;2020-01-01;29;104652;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;38675;Ordinária;;4263443;R$ por Unidade;9049066;4.46;9.640692;47.114730
17.344.597/0001-94;2020-01-01;14;103351;BB SEGURIDADE PARTICIPAÇÕES S.A.;38291;Ordinária;;0;R$ por Unidade;10000000;0.00;1.489000;0.000000
17.344.597/0001-94;2020-01-01;14;103351;BB SEGURIDADE PARTICIPAÇÕES S.A.;38292;Ordinária;;0;R$ por Unidade;10000000;0.00;1.489000;0.000000
17.344.597/0001-94;2020-01-01;14;103351;BB SEGURIDADE PARTICIPAÇÕES S.A.;38293;Ordinária;;0;R$ por Unidade;10000000;0.00;1.511500;0.000000
19.378.769/0001-76;2020-01-01;9;104594;INSTITUTO HERMES PARDINI S.A.;38623;Ordinária;;0;R$ por Unidade;4000000;0.00;9.791635;0.000000
19.378.769/0001-76;2020-01-01;9;104594;INSTITUTO HERMES PARDINI S.A.;38624;Ordinária;;1000000;R$ por Unidade;1000000;23.68;2.212727;100.000000
19.688.956/0001-56;2020-01-01;1;94294;BIOTOSCANA INVESTMENTS S.A.;35650;Ordinária;;0;R$ por Unidade;2773631;0.00;5.500000;0.000000
19.688.956/0001-56;2020-01-01;1;94294;BIOTOSCANA INVESTMENTS S.A.;35651;Ordinária;;1345300;R$ por Unidade;1522208;10.49;0.030000;88.000000
21.314.559/0001-66;2020-01-01;12;105018;MOVIDA PARTICIPACOES SA;38787;Ordinária;;757200;R$ por Unidade;3000000;14.64;2.260000;25.240000
21.314.559/0001-66;2020-01-01;12;105018;MOVIDA PARTICIPACOES SA;38788;Ordinária;;1053500;R$ por Unidade;7000000;8.08;9.530000;15.050000
27.093.558/0001-15;2020-01-01;14;104869;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;38732;Ordinária;;2285300;R$ por Unidade;4000000;8.65;5.069199;57.000000
28.195.667/0001-06;2020-01-01;17;104596;BCO ABC BRASIL S.A.;38625;Preferencial;;2778700;R$ por Unidade;7000000;15.17;10.061718;39.695714
28.195.667/0001-06;2020-01-01;17;104596;BCO ABC BRASIL S.A.;38626;Preferencial;;7215100;R$ por Unidade;7730093;17.04;10.733000;93.338000
