CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Aumento;Data_Deliberacao;Orgao_Deliberacao_Aumento;Data_Emissao;Valor_Total_Emissao;Tipo_Subscricao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes;Subscricao_Capital_Anterior;Fator_Cotacao;Preco_Emissao;Criterio_Determinacao_Preco_Emissao;Forma_Integralizacao
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309657;2018-09-25;Conselho de Administração;2018-09-25;1723534.81;Subscrição particular;0;333432;333432;0.19960000;R$ por Unidade;5.16000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309658;2018-09-25;Conselho de Administração;2018-09-25;127435.57;Subscrição particular;0;23100;23100;0.01480000;R$ por Unidade;5.51000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309659;2018-09-25;Conselho de Administração;2018-09-25;468655.20;Subscrição particular;0;84240;84240;0.05430000;R$ por Unidade;5.56000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309660;2019-04-15;Conselho de Administração;2019-04-15;261096.60;Subscrição particular;0;49098;49098;0.03020000;R$ por Unidade;5.32000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309661;2019-04-15;Conselho de Administração;2019-04-15;329202.12;Subscrição particular;0;66911;66911;0.03800000;R$ por Unidade;4.92000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309662;2019-04-15;Conselho de Administração;2019-04-15;36483.14;Subscrição particular;0;7114;7114;0.00420000;R$ por Unidade;5.13000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309663;2019-07-29;Conselho de Administração;2019-07-30;1247688000.00;Subscrição pública;31200000;62400000;93600000;144.00000000;R$ por Unidade;13.33000000;A integralização foi em dinheiro (moeda corrente nacional), oriundo da Oferta Pública Primária de Ações do Banco Inter S.A.;Pricing da Oferta Pública Primária de Ações de Emissão do Banco Inter S.A
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309664;2019-10-30;Conselho de Administração;2019-10-30;269094.61;Subscrição particular;101204;202408;303612;0.01270000;R$ por Unidade;0.89000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309665;2019-10-30;Conselho de Administração;2019-10-30;1566205.62;Subscrição particular;641668;1283336;1925004;0.07410000;R$ por Unidade;0.81000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309666;2019-10-30;Conselho de Administração;2019-10-30;119142.20;Subscrição particular;49972;99944;149916;0.00560000;R$ por Unidade;0.79000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309667;2020-04-02;Conselho de Administração;2020-04-02;1409753.22;Subscrição particular;589832;1179664;1769496;0.06662000;R$ por Unidade;0.80000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309668;2020-06-29;Conselho de Administração;2020-06-29;6704245.40;Subscrição particular;779201;0;779201;0.31660000;R$ por Unidade;8.60400000;O critério utilizado para determinação do preço de emissão por ação ordinária foi fixado com base na média das cotações das ações ordinárias apuradas no fechamento dos últimos dez pregões do segmento especial de negociação da B3 S.A. - Brasil, Bolsa, Balcão ("B3"), denominado "Nível 2", do dia 12 ao dia 25 de junho de 2020, com a aplicação de um deságio de 20% (vinte por cento). O aumento de capital foi homologado pelo Conselho de Administração do Banco em 31/08/2020 e pelo Banco Central em 03/09/2020.;A integralização se deu em créditos oriundos de juros sobre o capital próprio declarados pelo Banco em 29 de junho de 2020 e/ou dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309669;2020-06-29;Conselho de Administração;2020-06-29;7122271.82;Subscrição particular;0;723514;723514;0.33630000;R$ por Unidade;9.84400000;O critério utilizado para determinação do preço de emissão por ação preferencial foi fixado com base na média das cotações das ações preferenciais apuradas no fechamento dos últimos dez pregões do segmento especial de negociação da B3 S.A. - Brasil, Bolsa, Balcão ("B3"), denominado "Nível 2", do dia 12 ao dia 25 de junho de 2020, com a aplicação de um deságio de 20% (vinte por cento). O aumento de capital foi homologado pelo Conselho de Administração do Banco em 31/08/2020 e pelo Banco Central em 03/09/2020.;A integralização se deu em créditos oriundos de juros sobre o capital próprio declarados pelo Banco em 29 de junho de 2020 e/ou dinheiro (moeda corrente nacional).
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;309670;2020-09-03;Conselho de Administração;2020-09-03;1166248787.00;Subscrição pública;16838900;39150000;55988900;54.72150000;R$ por Unidade;20.83000000;A integralização foi em dinheiro (moeda corrente nacional), oriundo da Oferta Pública Primária de Ações do Banco Inter S.A.;Pricing da Oferta Pública de Ações de Emissão do Banco Inter S.A.
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;286136;2017-01-01;Não aplicável;2013-01-01;0.01;Subscrição particular;29188116;0;29188116;0.00000000;R$ por Unidade;0.00000001;Não apliável;Não houve aumento do Capital Social
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309071;2008-03-05;AGE;2008-03-05;26100000.00;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309072;2008-03-05;AGE;2008-03-05;68628000.00;Subscrição particular;1590000;0;1590000;258.00000000;R$ por Unidade;53.20000000;Expectativa de rentabilidade futura.;Emissão de 1.290.000 novas Ações no total de R$68.628 mil, subscritas e integralizadas por uma das acionistas, a Engevix mediante conferência das 71.525.997 Ações que a dita sociedade detinha na Santa Laura S.A., Santa Rosa S.A. e Esmeralda S.A., conforme laudo de avaliação e em R$97.192 mil em moeda corrente nacional.
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309073;2008-07-08;AGE;2008-07-08;29850000.00;Subscrição particular;561095;0;561095;31.35000000;R$ por Unidade;53.20000000;Expectativa de rentabilidade futura.;Engevix Engenharia integralizou as ações em moeda corrente.
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309074;2008-10-17;AGE;2008-10-17;9921000.00;Subscrição particular;186499;0;186499;7.93000000;R$ por Unidade;53.20000000;Expectativa de rentabilidade futura.;R$500 mil mediante a utilização de adiantamento para futuro aumento de capital ocorrido em setembro de 2008 e o restante em moeda corrente nacional.
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309075;2008-12-11;AGE;2008-12-11;23000000.00;Subscrição particular;432331;0;432331;17.04000000;R$ por Unidade;53.20000000;Expectativa de rentabilidade futura.;R$12.500 mil mediante a utilização de adiantamento para futuro aumento de capital ocorrido em dezembro de 2008 e o restante em moeda corrente nacional.
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309076;2009-02-18;AGE;2009-02-18;20000000.00;Subscrição particular;375940;0;375940;12.66000000;R$ por Unidade;53.20000000;Expectativa de rentabilidade futura.;Jackson integralizou as ações em moeda corrente.
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309077;2010-07-23;AGE;2010-07-23;42301000.00;Subscrição particular;795135;0;795135;23.76000000;R$ por Unidade;53.20000000;Expectativa de rentabilidade futura.;integralizados pela Jackson da seguinte forma: (i) R$15.150 mil mediante a utilização de AFAC's (ii) R$2.619,62 mil, com a quitação de um mútuo existente entre nós e a Jackson (iii) R$231,55 mil, em moeda corrente nacional, integralizado da seguinte forma (a) R$230,382 mil em 23 de julho de 2010 e (b) 1,170 mil integralizado no dia 26 de julho de 2010 (iv) R$22.683,65 mil mediante a utilização de lucros acumulados (v) R$1.170,83 mil, com a utilização de reserva legal e (vi) R$445,52 mil por meio da utilização de reserva do ajuste da Lei nº 11.638.
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309078;2010-09-30;AGE;2010-09-30;23038.00;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309079;2010-09-30;AGE;2010-09-30;33161284.00;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309080;2010-09-30;AGE;2010-09-30;79755600.00;Subscrição particular;32000000;0;32000000;238.90000000;R$ por Unidade;2.49000000;Expectativa de rentabilidade futura.;Aporte feito pelo FIP Desenvix
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309081;2010-09-30;AGE;2010-09-30;433647000.00;Subscrição particular;539000000;0;539000000;383.28000000;R$ por Unidade;0.80450000;Não aplicável.;Incorporação da Cevix.
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309082;2012-03-08;AGE;2012-03-08;120000000.00;Subscrição particular;7439555;0;7439555;7.43955500;R$ por Unidade;16.12999702;Não aplicável.;Aporte feito pela SN Power.
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309083;2013-12-11;AGE;2013-12-11;60000000.00;Subscrição particular;9562167;0;9562167;8.90004337;R$ por Unidade;6.27472791;Preço fixado com base no valor do patrimônio líquido registrado nas Demonstrações Financeiras da Companhia de setembro de 2013, nos termos do artigo 170, §1º, II da Lei das S.A..;Conforme consta do Boletim de Subscrição, parte integrante da Ata da AGE como seu Anexo I, as ações emitidas neste ato são subscritas na proporção do capital detido por seus acionistas nesta data. A integralização ocorrerá também na proporção mencionada anteriormente, em duas parcelas de igual valor, nas datas 05.02.2014 e 05.12.2014.
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309084;2015-05-12;AGE;2015-05-12;35999997.47;Subscrição particular;6118955;0;6118955;5.22979910;R$ por Unidade;5.88335712;Com base no valor do patrimônio líquido registrado nas Demonstrações Financeiras da Companhia de setembro de 2014, nos termos do artigo 170, §1º, II da Lei das S.A.;Aporte de capital. O acionista CAIXA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES CEVIX, fundo de investimento em participações constituído sob forma de condomínio fechado, inscrito no CNPJ/MF sob o nº 11.283.444/0001-06, neste ato representado por seu Administrador CAIXA ECONÔMICA FEDERAL, instituição financeira constituída sob a forma de empresa pública, regendo-se pelo Estatuto aprovado pelo Decreto n.º 7.973, de 28 de março de 2013, com sede na Cidade Brasília, Distrito Federal, por meio de sua Vice-Presidência de Gestão de Ativos de Terceiros, situada na Cidade de São Paulo, Estado de São Paulo, na Avenida Paulista, nº 2.300, 11º andar, inscrita no CNPJ/MF sob o nº 00.360.305/0001-04, renunciou seu direito de preferência em favor dos subscritores acima mencionados.
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309085;2015-07-13;AGE;2015-07-13;118999999.31;Subscrição particular;20226547;0;20226547;16.42822919;R$ por Unidade;5.88335712;Com base no valor do patrimônio líquido registrado nas Demonstrações Financeiras da Companhia de setembro de 2014, nos termos do artigo 170, §1º, II da Lei das S.A.;Conforme consta do Boletim de Subscrição, parte integrante da Ata da AGE como seu Anexo I, as ações emitidas neste ato são subscritas na proporção do capital detido por seus acionistas nesta data.
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;309086;2018-12-14;AGE;2018-12-14;420000000.00;Subscrição particular;75023470;0;75023470;52.33688337;R$ por Unidade;5.61000000;Fixado com base no valor do patrimônio líquido registrado nas Demonstrações Financeiras da Companhia de setembro de 2018, nos termos do artigo 170, parágrafo 1º, II da Lei das S.A.;Em moeda corrente nacional.
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;310139;2016-08-09;Conselho de Administração;2016-08-09;18408097.08;Subscrição particular;2175898;0;2175898;0.64068915;R$ por Lote de Mil;8.46000000;Aprovado por unanimidade o aumento de capital da Companhia em R$ 18.408.097,08 com a consequente emissão de 2.175.898 ações ordinárias da Companhia, em razão do exercício de opções outorgadas no âmbito do Programa de Opção de Compra de Ações da Companhia aprovado em 31 de agosto de 2011 e nos termos do disposto no art. 166, III da Lei nº 6404/76.;
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;310140;2016-12-08;Conselho de Administração;2016-11-30;5050729.98;Subscrição particular;597013;0;597013;0.17436572;R$ por Unidade;8.46000000;Aprovado por unanimidade o aumento de capital da Companhia em R$ 5.050.729,98 com a consequente emissão de 597.013 ações ordinárias da Companhia, em razão do exercício de opções outorgadas no âmbito do Programa de Opção de Compra de Ações da Companhia aprovado em 31 de agosto de 2011 e nos termos do disposto no art. 166, III da Lei nº 6404/76.;Dinheiro
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;310141;2016-12-21;Conselho de Administração;2016-12-19;611514.18;Subscrição particular;72283;0;72283;0.02110677;R$ por Unidade;8.46000000;Aprovado por unanimidade o aumento de capital da Companhia em R$ 611.514,18 com a consequente emissão de 72.283 ações ordinárias da Companhia, em razão do exercício de opções outorgadas no âmbito do Programa de Opção de Compra de Ações da Companhia aprovado em 31 de agosto de 2011 e nos termos do disposto no art. 166, III da Lei nº 6404/76.;Dinheiro
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;310142;2017-03-25;Assembleia Geral Extraordinária;2017-03-25;1210000000.00;Subscrição particular;110000000;0;110000000;32.12020591;R$ por Unidade;11.00000000;O preço de emissão foi fixado nos termos do Art. 170, §1º, III da Lei 6.404/76 ("LSA"), com base na média das cotações das ações da Companhia nos 15 pregões da BM&FBOVESPA S.A. - Bolsa de Valores Mercadorias e Futuros ("BM&FBOVESPA") anteriores à data da proposta da administração, ponderada por volume de negociação, no período de 06 de fevereiro de 2017 a 08 de março de 2017, inclusive, com desconto de 14,5% sobre o valor apurado.;As ações emitidas no âmbito do aumento de capital deverão ser integralizadas à vista, em moeda corrente nacional, no ato da subscrição.
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;310143;2017-09-29;Conselho de Administração;2017-09-29;14257385.92;Subscrição particular;1063714;0;1063714;0.23454246;R$ por Unidade;13.40000000;Aprovado por unanimidade o aumento de capital da Companhia em R$ 14.257.385,92 com a consequente emissão de 1.063.714 ações ordinárias da Companhia, em razão do exercício de opções outorgadas no âmbito do Programa de Opção de Compra de Ações da Companhia aprovado em 31 de agosto de 2011 e nos termos do disposto no art. 166, III da Lei nº 6404/76.;Dinheiro
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;310144;2017-12-29;Conselho de Administração;2017-09-29;1852944.84;Subscrição particular;196409;0;196409;0.04328824;R$ por Unidade;9.43000000;Aprovado por unanimidade o aumento de capital da Companhia em R$ 1.852.944,84 com a consequente emissão de 196.409 ações ordinárias da Companhia, em razão do exercício de opções outorgadas no âmbito do Programa de Opção de Compra de Ações da Companhia aprovado em 31 de agosto de 2011 e nos termos do disposto no art. 166, III da Lei nº 6404/76.;Dinheiro
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;310145;2018-09-05;Conselho de Administração;2018-09-05;23098251.52;Subscrição particular;3113058;0;3113058;0.68143775;R$ por Unidade;7.42000000;Aprovado por unanimidade o aumento de capital da Companhia em R$ 23.098.251,52 com a consequente emissão de 3.113.058 ações ordinárias da Companhia, em razão do exercício de opções outorgadas no âmbito do Programa de Opção de Compra de Ações da Companhia aprovado em 31 de agosto de 2011 e nos termos do disposto no art. 166, III da Lei nº 6404/76.;Dinheiro
