CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Passivo;Indice_Endividamento;Tipo_Indice;Descricao_Outro_Indice
01.543.032/0001-04;2020-01-01;6;103084;2019-01-01;2019-12-31;6526308000.00;1.22848035;Índice de Endividamento;
01.545.826/0001-07;2020-01-01;9;103853;2019-01-01;2019-12-31;0.00;48.93000000;Outros índices;48,93% - Índice de endividamento líquido. Para mais informações vide item 3.2.
01.545.826/0001-07;2020-01-01;9;103853;2019-01-01;2019-12-31;1656744000.00;1.85008100;Índice de Endividamento;
01.548.981/0001-79;2020-01-01;5;103780;2019-01-01;2019-12-31;588000.00;0.00260000;Índice de Endividamento;
01.599.101/0001-93;2020-01-01;7;99476;2019-01-01;2019-12-31;0.00;2.71386062;Outros índices;Dívida Líquida dividida pelo EBITDA na mesma data (vide reconciliação no item 3.2 deste Formulário de Referência). A Companhia utiliza o índice Dívida Líquida sobre o EBITDA como indicador para medir o grau de alavancagem e observância de covenants em contratos financeiros.
01.599.101/0001-93;2020-01-01;7;99476;2019-01-01;2019-12-31;526650000.00;6.09943945;Índice de Endividamento;
01.616.929/0001-02;2020-01-01;11;103558;2019-01-01;2019-12-31;2671004000.00;0.95347700;Índice de Endividamento;
01.838.723/0001-27;2020-01-01;11;104527;2019-01-01;2019-12-31;33552282000.00;4.11770000;Índice de Endividamento;
01.851.771/0001-55;2020-01-01;3;103345;2019-01-01;2019-12-31;10.27;0.01900000;Índice de Endividamento;
01.896.779/0001-38;2020-01-01;5;102857;2019-01-01;2019-12-31;238440.00;0.48100000;Índice de Endividamento;
01.917.818/0001-36;2020-01-01;11;103700;2019-01-01;2019-12-31;0.00;2.98000000;Outros índices;- A Companhia entende que o índice Dívida Líquida/EBITDA Ajustado melhor reflete seu nível de endividamento, pois é o indicador financeiro utilizado pela Companhia para cálculo de covenants financeiros no âmbito de determinadas dívidas da Companhia.- A Dívida Líquida equivale ao total da Dívida Bruta deduzida de caixa e equivalentes e de títulos e valores mobiliários.- A Dívida Bruta equivale ao total da soma do curto prazo e longo prazo dos empréstimos, financiamentos, debêntures, juros devidos, pós-emprego e o saldo de ativos e passivos de swap. - O EBITDA para covenants é calculado a partir do EBITDA Ajustado, adicionado as Provisões (englobam as provisões para riscos e as provisões esperada para créditos de liquidação duvidosa (PECLD) e o Valor justo do ativo indenizável da concessão.- Para mais informações sobre a reconciliação da Dívida Líquida e EBITDA Ajustado, vide item 3.2 deste Formulário de Referência. - Para mais informações sobre as cláusulas restritivas em relação a limites de endividamento da Companhia atualmente vigentes, vide item 10.1. (f) (iv) deste Formulário de Referência.
01.938.783/0001-11;2020-01-01;6;104796;2019-01-01;2019-12-31;159996000.00;0.38666000;Índice de Endividamento;
01.957.772/0001-89;2020-01-01;1;94527;2019-01-01;2019-12-31;29000.00;0.34650000;Índice de Endividamento;
01.971.614/0001-83;2020-01-01;3;103430;2019-01-01;2019-12-31;115014.00;0.61293726;Índice de Endividamento;
01.989.044/0001-59;2020-01-01;1;95341;2019-01-01;2019-12-31;5984920.15;100.00000000;Índice de Endividamento;
02.016.440/0001-62;2020-01-01;6;104683;2019-01-01;2019-12-31;5877206000.00;1.48766675;Índice de Endividamento;
02.062.747/0001-08;2020-01-01;3;103348;2019-01-01;2019-12-31;39.00;0.01900000;Índice de Endividamento;
02.084.220/0001-76;2020-01-01;2;93819;2019-01-01;2019-12-31;622.00;0.00300490;Índice de Endividamento;
02.105.040/0001-23;2020-01-01;4;97590;2019-01-01;2019-12-31;5165000.00;0.17260970;Índice de Endividamento;
02.149.205/0001-69;2020-01-01;7;102827;2019-01-01;2019-12-31;0.00;0.23733040;Outros índices;Parte substancial dos passivos da Companhia são compostos por provisões técnicas das operações de seguros e previdência complementar 45% do passivo total em 2019), para os quais são oferecidos ativos garantidores conforme regras da Superintendência de Seguros Privados (SUSEP). Outra significativa parcela de seus passivos são as operações com cartão de crédito (13% do passivo total em 2019), para os quais existem títulos e créditos a receber atrelados as essas operações. Por esses motivos, tais passivos não representam endividamento da Companhia. O item 10.1 (c) deste formulário apresenta esses passivos e os respectivos ativos atrelados ou dados em garantias. Desta forma, a Administração entende que seu endividamento é representado por seus passivos financeiros, excluídos os passivos de operações de cartão de crédito e de capitalização, de curto e longo prazo no montante de R$ 1.962.671 mil. O item 10.1 (f) deste formulário detalha a composição deste montante.
02.162.616/0001-94;2020-01-01;3;103473;2019-01-01;2019-12-31;3871042.56;4.02725759;Índice de Endividamento;
02.193.750/0001-52;2020-01-01;10;103382;2019-01-01;2019-12-31;613510000.00;0.75348581;Índice de Endividamento;
02.201.787/0001-85;2020-01-01;1;95220;2019-01-01;2019-12-31;27268397.00;229.00000000;Índice de Endividamento;
02.217.319/0001-07;2020-01-01;3;102928;2019-01-01;2019-12-31;14.00;0.02000000;Índice de Endividamento;
02.221.531/0001-30;2020-01-01;4;103056;2019-01-01;2019-12-31;1653155.00;5.23000000;Índice de Endividamento;
02.222.736/0001-30;2020-01-01;1;95167;2019-01-01;2019-12-31;180527000.00;3.09350000;Índice de Endividamento;
02.258.422/0001-97;2020-01-01;5;106336;2019-01-01;2019-12-31;176953120.87;75.00000000;Índice de Endividamento;
02.281.836/0001-37;2020-01-01;2;94223;2019-01-01;2019-12-31;6792319000.00;2.69970000;Índice de Endividamento;
02.286.479/0001-08;2020-01-01;2;99493;2019-01-01;2019-12-31;3241202000.00;4.74050532;Índice de Endividamento;
02.286.479/0001-08;2020-01-01;2;99493;2019-01-01;2019-12-31;0.00;0.67187182;Outros índices;Dívida Líquida / valor da frota (Consolidado) - A Companhia entende que esse índice é apropriado pois demonstra que 67,19% da frota da Companhia seria suficiente para liquidar todo o seu endividamento.
02.286.479/0001-08;2020-01-01;2;99493;2019-01-01;2019-12-31;0.00;2.83727668;Outros índices;Dívida Líquida / patrimônio líquido (Consolidado) - Esse índice representa a relação entre o capital de terceiros e o capital próprio dos acionistas. A Companhia entende que esse índice é apropriado para demonstrar a participação do capital de terceiros frente ao capital próprio no financiamento das suas atividades.
02.286.479/0001-08;2020-01-01;2;99493;2019-01-01;2019-12-31;0.00;2.69149189;Outros índices;Dívida Líquida / EBITDA (Consolidado) - A Companhia entende que esse índice é apropriado para demonstrar o endividamento da Companhia.
02.291.077/0001-93;2020-01-01;3;97734;2019-01-01;2019-12-31;18090148.35;20.06779503;Índice de Endividamento;
02.302.100/0001-06;2020-01-01;6;102899;2019-01-01;2019-12-31;42701650.00;3.43402000;Índice de Endividamento;
02.302.101/0001-42;2020-01-01;7;103467;2019-01-01;2019-12-31;510110000.00;0.51514550;Índice de Endividamento;
02.318.346/0001-68;2020-01-01;2;95818;2019-01-01;2019-12-31;370998042.59;586.91000000;Índice de Endividamento;
02.328.280/0001-97;2020-01-01;7;102922;2019-01-01;2019-12-31;5214758000.00;1.95547241;Índice de Endividamento;
02.351.144/0001-18;2020-01-01;12;103493;2019-01-01;2019-12-31;0.00;0.30000000;Outros índices;Em conjunto com outros indicadores, a Companhia utiliza o endividamento líquido e a relação entre dívida líquida e o EBITDA Ajustado para analisar o seu nível de endividamento. O endividamento líquido é caracterizado como o montante total da dívida subtraído dos recursos disponíveis em caixa e equivalentes, enquanto a relação dívida líquida / EBITDA Ajustado é definida como a dívida líquida dividida pelo EBITDA Ajustado do exercício. Acreditamos que tais indicadores contribuem para a análise do nosso nível de endividamento, ao levar em consideração os recursos disponíveis pela Companhia, bem como a geração de resultado operacional.
02.351.144/0001-18;2020-01-01;12;103493;2019-01-01;2019-12-31;410342000.00;71.40000000;Índice de Endividamento;
02.351.877/0001-52;2020-01-01;19;103756;2019-01-01;2019-12-31;425680000.00;4.81903705;Índice de Endividamento;
02.351.877/0001-52;2020-01-01;19;103756;2020-01-01;2020-12-31;560879000.00;0.85361785;Índice de Endividamento;
02.357.251/0001-53;2020-01-01;1;94115;2019-01-01;2019-12-31;117017000.00;0.38227510;Índice de Endividamento;
02.357.251/0001-53;2020-01-01;1;94115;2019-01-01;2019-12-31;117017000.00;0.54336040;Índice de Endividamento;
02.382.073/0001-10;2020-01-01;6;100810;2019-01-01;2019-12-31;620751.00;1.68368450;Índice de Endividamento;
02.387.241/0001-60;2020-01-01;22;105130;2019-01-01;2019-12-31;24218377000.00;2.81141980;Índice de Endividamento;
02.397.080/0001-96;2020-01-01;2;102902;2019-01-01;2019-12-31;313374.00;0.98709488;Índice de Endividamento;
02.415.408/0001-50;2020-01-01;2;102861;2019-01-01;2019-12-31;767533.00;3.10915815;Índice de Endividamento;
02.421.421/0001-11;2020-01-01;8;104308;2019-01-01;2019-12-31;17798374748.95;0.80686025;Índice de Endividamento;
02.429.144/0001-93;2020-01-01;9;104791;2019-01-01;2019-12-31;30795055000.00;2.31833950;Índice de Endividamento;
02.451.848/0001-62;2020-01-01;2;102860;2019-01-01;2019-12-31;3063086.00;6.13248846;Índice de Endividamento;
02.474.103/0001-19;2020-01-01;12;103563;2019-01-01;2019-12-31;23136758000.00;3.30580891;Índice de Endividamento;
02.502.844/0001-66;2020-01-01;5;103840;2019-01-01;2019-12-31;6247984.00;23.55312283;Índice de Endividamento;
02.509.186/0001-34;2020-01-01;1;95233;2019-01-01;2019-12-31;675736.00;1.74000000;Índice de Endividamento;
02.509.491/0001-26;2020-01-01;6;104663;2019-01-01;2019-12-31;1376137313.74;2.45541600;Índice de Endividamento;
02.558.115/0001-21;2020-01-01;1;94499;2019-01-01;2019-12-31;17917105583.11;60.00000000;Índice de Endividamento;
02.558.157/0001-62;2020-01-01;5;102984;2019-01-01;2019-12-31;37834144250.07;0.53699288;Índice de Endividamento;
02.643.896/0001-52;2020-01-01;2;97214;2019-01-01;2019-12-31;195437599.52;97.91000000;Índice de Endividamento;
02.664.042/0001-52;2020-01-01;3;103998;2019-01-01;2019-12-31;3713408.00;3.15910000;Índice de Endividamento;
02.682.287/0001-02;2020-01-01;1;93837;2019-01-01;2019-12-31;136804508.51;0.66561100;Índice de Endividamento;
02.724.983/0001-34;2020-01-01;5;102639;2019-01-01;2019-12-31;59060572.60;0.99914835;Índice de Endividamento;
02.736.470/0001-43;2020-01-01;1;93707;2019-01-01;2019-12-31;26006102.00;99.90000000;Índice de Endividamento;
02.762.113/0001-50;2020-01-01;1;93855;2019-01-01;2019-12-31;11116091.36;0.06210338;Índice de Endividamento;
02.762.121/0001-04;2020-01-01;10;103170;2019-01-01;2019-12-31;1843737424.31;1.36332306;Índice de Endividamento;
02.762.124/0001-30;2020-01-01;1;94926;2019-01-01;2019-12-31;4919.76;0.54400000;Índice de Endividamento;
02.773.542/0001-22;2020-01-01;7;102904;2020-01-01;2020-12-31;7240000.00;0.75890985;Índice de Endividamento;
02.796.775/0001-40;2020-01-01;2;95819;2019-01-01;2019-12-31;115424.05;9.21000000;Índice de Endividamento;
02.800.026/0001-40;2020-01-01;9;103517;2019-01-01;2019-12-31;18283177.00;0.54000000;Índice de Endividamento;
02.846.056/0001-97;2020-01-01;16;102916;2019-01-01;2019-12-31;24822393000.00;2.44000000;Índice de Endividamento;
02.860.694/0001-62;2020-01-01;7;103752;2019-01-01;2019-12-31;346648600.37;1.25313377;Índice de Endividamento;
02.916.265/0001-60;2020-01-01;15;104723;2019-01-01;2019-12-31;93857338000.00;2.89000000;Índice de Endividamento;
02.919.555/0001-67;2020-01-01;7;103337;2019-01-01;2019-12-31;7515204000.00;1.17038433;Índice de Endividamento;
02.932.074/0001-91;2020-01-01;13;104052;2019-01-01;2019-12-31;0.00;0.16192776;Outros índices;O índice corresponde à divisão do endividamento financeiro no valor de R$1.410,4 milhões (composto por empréstimos, financiamentos e títulos a pagar), constantes nos passivos circulante e não circulante, conforme reportados nas Demonstrações Financeiras Consolidadas da Companhia relativas ao exercício social de 2019, posteriormente divididos pelo Patrimônio Líquido reportado ao final do exercício.Tais passivos correspondem aos passivos corrigidos por taxas de juros e refletem melhor o endividamento bruto da Companhia do que o total dos passivos circulante e não circulante, que inclui, por exemplo, valores recebidos correspondentes a adiantamentos por desinvestimentos de ativos.
02.992.449/0001-09;2020-01-01;3;103350;2019-01-01;2019-12-31;38.00;0.00180000;Índice de Endividamento;
02.998.301/0001-81;2020-01-01;4;103528;2019-01-01;2019-12-31;2860987000.00;1.84484946;Índice de Endividamento;
02.998.611/0001-04;2020-01-01;11;104350;2019-01-01;2019-12-31;7837487000.00;0.56951830;Índice de Endividamento;
03.014.553/0001-91;2020-01-01;7;104605;2019-01-01;2019-12-31;2995668000.00;3.98777452;Índice de Endividamento;
03.025.305/0001-46;2020-01-01;1;95235;2019-01-01;2019-12-31;2087433.00;3.35000000;Índice de Endividamento;
03.207.703/0001-83;2020-01-01;3;103521;2019-01-01;2019-12-31;1283172.00;5.53286938;Índice de Endividamento;
03.220.438/0001-73;2020-01-01;15;104607;2019-01-01;2019-12-31;27756723000.00;2.84000000;Índice de Endividamento;
03.303.999/0001-36;2020-01-01;4;100333;2019-01-01;2019-12-31;27202728.27;0.84000000;Índice de Endividamento;
03.378.521/0001-75;2020-01-01;19;103698;2019-01-01;2019-12-31;0.00;2.99000000;Outros índices;A Companhia entende que o índice Dívida Líquida e EBITDA Ajustado para Covenants contratuais melhor reflete seu nível de endividamento, pois é o indicador financeiro utilizado pela Companhia para cálculo de covenants financeiros no âmbito de determinadas dívidas da Companhia.  - A Dívida Líquida equivale ao total da Dívida Bruta deduzida de caixa e equivalentes de caixa e de títulos e valores mobiliários.- A Dívida Bruta equivale ao total da soma do circulante e não circulante dos empréstimos, financiamentos, debêntures, juros devidos, benefícios pós-emprego (referente a dívida com Fundos de Pensão) e rendas a receber e a pagar de operações de swap. - EBITDA Ajustado para Covenants contratuais é calculado por meio do "EBITDA" dos 12 meses, ajustado pelo resultado de equivalência patrimonial e pelas outras receitas e despesas operacionais (antigo resultado não-operacional), adicionado de provisões de contingência, provisões para créditos de liquidação duvidosa (PECLD), o valor justo do ativo financeiro da concessão e recuperação de Créditos de PIS e COFINS sobre ICMS considerando que tais itens não têm efeito no caixa.- Para mais informações sobre a reconciliação da Dívida Líquida e EBITDA Ajustado para Covenants contratuais, vide itens 3.2 e 3.9 deste Formulário de Referência, respectivamente. - Para mais informações sobre as cláusulas restritivas em relação a limites de endividamento da Companhia atualmente vigentes, vide item 10.1. (f) (iv) deste Formulário de Referência. Total da Dívida Líquida: R$6.750.233.000,00 reais em 31/12/2019.
03.378.521/0001-75;2020-01-01;19;103698;2019-01-01;2019-12-31;17613224000.00;2.83000000;Índice de Endividamento;
03.378.521/0001-75;2020-01-01;19;103698;2020-01-01;2020-12-31;0.00;2.40000000;Outros índices;Idem à descrição de "Outros Índices" em 31/12/2019.
03.378.521/0001-75;2020-01-01;19;103698;2020-01-01;2020-12-31;18767263000.00;2.76000000;Índice de Endividamento;
03.467.321/0001-99;2020-01-01;2;97021;2019-01-01;2019-12-31;5520268000.00;2.48820885;Índice de Endividamento;
03.538.833/0001-07;2020-01-01;2;95821;2019-01-01;2019-12-31;760925.45;2.60000000;Índice de Endividamento;
03.758.318/0001-24;2020-01-01;20;103632;2019-01-01;2019-12-31;24101257000.00;86.00000000;Índice de Endividamento;
03.767.538/0001-14;2020-01-01;1;93835;2019-01-01;2019-12-31;10634044.86;0.04774900;Índice de Endividamento;
03.795.050/0001-09;2020-01-01;1;94965;2019-01-01;2019-12-31;1391668.00;1.60263946;Índice de Endividamento;
03.818.379/0001-30;2020-01-01;2;95852;2019-01-01;2019-12-31;3457808.00;0.45000000;Índice de Endividamento;
03.847.461/0001-92;2020-01-01;10;104581;2019-01-01;2019-12-31;545247866.67;0.05395200;Índice de Endividamento;
03.853.896/0001-40;2020-01-01;5;104572;2019-01-01;2019-12-31;27795680.00;6.39000000;Índice de Endividamento;
03.953.509/0001-47;2020-01-01;5;104776;2019-01-01;2019-12-31;10031730000.00;1.85688874;Índice de Endividamento;
03.983.431/0001-03;2020-01-01;7;102941;2019-01-01;2019-12-31;17157472000.00;1.66067956;Índice de Endividamento;
04.065.791/0001-99;2020-01-01;3;103790;2019-01-01;2019-12-31;188389000.00;0.44000000;Índice de Endividamento;
04.089.570/0001-50;2020-01-01;4;103506;2019-01-01;2019-12-31;1183625.00;7.12464862;Índice de Endividamento;
04.128.563/0001-10;2020-01-01;9;102815;2019-01-01;2019-12-31;6347742000.00;4.37422356;Índice de Endividamento;
04.149.454/0001-80;2020-01-01;13;101038;2019-01-01;2019-12-31;11087102157.13;24.34847700;Índice de Endividamento;
04.172.213/0001-51;2020-01-01;6;104662;2019-01-01;2019-12-31;3509017000.00;6.22139661;Índice de Endividamento;
04.200.649/0001-07;2020-01-01;19;100698;2019-01-01;2019-12-31;274062.61;0.47000000;Índice de Endividamento;
04.233.319/0001-18;2020-01-01;4;103673;2019-01-01;2019-12-31;6048487034.01;0.41852500;Índice de Endividamento;
04.370.282/0001-70;2020-01-01;3;103556;2019-01-01;2019-12-31;9289735.00;0.94090807;Índice de Endividamento;
04.423.567/0001-21;2020-01-01;16;104873;2019-01-01;2019-12-31;6963063000.00;1.00912772;Índice de Endividamento;
04.423.567/0001-21;2020-01-01;16;104873;2020-01-01;2020-07-31;7950613000.00;1.10043376;Índice de Endividamento;
04.437.534/0001-30;2020-01-01;6;100700;2019-01-01;2019-12-31;4254596000.00;0.75387600;Índice de Endividamento;
04.437.534/0001-30;2020-01-01;6;100700;2019-01-01;2019-12-31;0.00;2.91446100;Outros índices;Dívida bruta (Empréstimos - líquido de instrumentos financeiros swap + Debêntures + Notas Promissórias +Arrendamento mercantil financeiro) - caixa e equivalentes + aplicações financeiras / EBITDA.Índice com utilização disseminada no mercado e que reflete, de forma adequada, o nível de alavancagem financeira da Companhia.
04.739.720/0001-24;2020-01-01;9;98867;2019-01-01;2019-12-31;1181076906.71;0.56098966;Índice de Endividamento;
04.739.720/0001-24;2020-01-01;9;98867;2020-01-01;2020-12-31;1132401251.04;0.53343910;Índice de Endividamento;
04.752.991/0001-10;2020-01-01;5;102374;2019-01-01;2019-12-31;235212062.34;0.60500000;Índice de Endividamento;
04.821.041/0001-08;2020-01-01;4;104712;2019-01-01;2019-12-31;1500051.00;1178.00000000;Índice de Endividamento;
04.895.728/0001-80;2020-01-01;6;103543;2019-01-01;2019-12-31;6653126000.00;2.02000000;Índice de Endividamento;
04.902.979/0001-44;2020-01-01;9;103988;2019-01-31;2019-12-31;18279635269.47;8.31192486;Índice de Endividamento;
04.912.242/0001-02;2020-01-01;1;95103;2019-01-01;2019-12-31;1726000.00;81.00000000;Índice de Endividamento;
04.913.711/0001-08;2020-01-01;10;102907;2019-01-01;2019-12-31;7427573094.21;5.43955700;Índice de Endividamento;
04.972.092/0001-22;2020-01-01;1;97733;2019-01-01;2019-12-31;582985.00;3.92330210;Índice de Endividamento;
04.972.092/0001-22;2020-01-01;1;97733;2019-01-01;2019-12-31;0.00;0.74197952;Outros índices;Este índice de endividamento representa a dívida líquida da Companhia sobre o EBITDA Ajustado. Para maiores informações, vide item 3.2 deste Formulário de Referência.
04.972.092/0001-22;2020-01-01;1;97733;2020-01-01;2020-12-31;677159.00;2.95786577;Índice de Endividamento;
04.972.092/0001-22;2020-01-01;1;97733;2020-01-01;2020-12-31;0.00;0.68206931;Outros índices;Este índice de endividamento representa a dívida líquida da Companhia sobre o EBITDA Ajustado dos últimos 12 meses. Para maiores informações, vide item 3.2 deste Formulário de Referência.  A Companhia utiliza esse índice para aferir quanto tempo sua geração operacional de caixa levaria para realizar o pagamento de sua dívida líquida. Apesar de ser uma medida não contábil, este índice é comumente utilizado pelo mercado financeiro e de capitais, permitindo a comparação com negócios semelhantes ao da Companhia.
04.986.320/0001-13;2020-01-01;7;104783;2019-01-01;2019-12-31;1250668000.00;0.48870331;Índice de Endividamento;
04.992.714/0001-84;2020-01-01;4;103720;2019-01-01;2019-12-31;0.00;2.81000000;Outros índices;Passivo Circulante mais o Não Circulante, dividido pelo Patrimônio Líquido.
05.197.443/0001-38;2020-01-01;9;100175;2019-01-01;2019-12-31;5191801000.00;0.71000000;Índice de Endividamento;
05.336.882/0001-84;2020-01-01;2;102134;2019-01-01;2019-12-31;133042982.00;0.48000000;Índice de Endividamento;
05.495.546/0001-84;2020-01-01;6;103470;2019-01-01;2019-12-31;877411673.59;2.88000000;Índice de Endividamento;
05.721.735/0001-28;2020-01-01;13;102896;2019-01-01;2019-12-31;2634347000.00;1.28723200;Índice de Endividamento;
05.730.375/0001-20;2020-01-01;13;103679;2019-01-01;2019-12-31;1679248000.00;1.39317949;Índice de Endividamento;
05.799.312/0001-20;2020-01-01;4;102716;2019-01-01;2019-12-31;1545558000.00;0.62106100;Índice de Endividamento;
05.878.397/0001-32;2020-01-01;8;103608;2019-01-01;2019-12-31;3390464000.00;0.45109454;Índice de Endividamento;
05.889.284/0001-32;2020-01-01;1;93658;2019-01-01;2019-12-31;19478225.00;1.37366753;Índice de Endividamento;
06.016.348/0001-53;2020-01-01;2;95239;2019-01-01;2019-12-31;369952967.75;62.89143700;Índice de Endividamento;
06.047.087/0001-39;2020-01-01;11;103739;2019-01-01;2019-12-31;21157665.00;3.88784728;Índice de Endividamento;
06.057.223/0001-71;2020-01-01;11;103627;2019-01-01;2019-12-31;26204000000.00;2.70000000;Índice de Endividamento;
06.137.677/0001-52;2020-01-01;1;94082;2019-01-01;2019-12-31;68436959.38;6.55058952;Índice de Endividamento;
06.164.253/0001-87;2020-01-01;12;103583;2019-01-01;2019-12-31;22403863000.00;2.35432935;Índice de Endividamento;
06.164.253/0001-87;2020-01-01;12;103583;2019-01-01;2019-12-31;0.00;9089409.00000000;Outros índices;Dívida líquida (empréstimos e financiamentos + arrendamentos, ex-bônus perpétuos e exchangeable senior notes (-) caixa e equivalentes de caixa, aplicações financeiras e caixa restrito).Informação comumente utilizada pelas empresas do setor aéreo.R$9.089.409.000,00.
06.272.793/0001-84;2020-01-01;8;103542;2019-01-01;2019-12-31;4340761000.00;1.55000000;Índice de Endividamento;
06.347.409/0001-65;2020-01-01;5;104838;2019-01-01;2019-12-31;4249285000.00;4.37131012;Índice de Endividamento;
06.626.253/0001-51;2020-01-01;12;103466;2019-01-01;2019-12-31;3783166000.00;3.69000000;Índice de Endividamento;
06.948.969/0001-75;2020-01-01;23;104881;2019-01-01;2019-12-31;774100216.24;0.43249557;Índice de Endividamento;
06.977.745/0001-91;2020-01-01;10;104485;2019-01-01;2019-12-31;7093037517.69;0.61218960;Índice de Endividamento;
06.977.751/0001-49;2020-01-01;10;103548;2019-01-01;2019-12-31;0.00;0.05918350;Outros índices;Índice financeiro decorrente do quociente da divisão do valor da (i) Dívida Líquida (correspondente ao somatório dos saldos de empréstimos e financiamentos - circulante e não circulante, instrumentos financeiros derivativos registrados no passivo - circulante, e todas obrigações por aquisições de imóveis - circulante e não circulante, reduzido dos saldos de caixa e equivalentes de caixa, títulos e valores mobiliários e instrumentos financeiros registrados no ativo) pelo (ii) saldo de Propriedades para Investimento. O acompanhamento deste índice financeiro é requerido pelas escrituras de emissão de nossas debêntures em circulação, vide item 10.1.(iv) deste Formulário de Referência.
06.977.751/0001-49;2020-01-01;10;103548;2019-01-01;2019-12-31;0.00;0.09102451;Outros índices;Índice financeiro decorrente do quociente da divisão do valor da (i) Dívida Líquida (correspondente ao somatório dos saldos de empréstimos e financiamentos - circulante e não circulante, instrumentos financeiros derivativos registrados no passivo - circulante, e todas obrigações por aquisições de imóveis - circulante e não circulante, reduzido dos saldos de caixa e equivalentes de caixa e instrumentos financeiros registrados no ativo) pelo (ii) saldo de Propriedades para Investimento. O acompanhamento deste índice financeiro é requerido pelas escrituras de emissão de nossas debêntures em circulação, vide item 10.1.(iv) deste Formulário de Referência.
06.977.751/0001-49;2020-01-01;10;103548;2019-01-01;2019-12-31;2742210000.00;0.38064717;Índice de Endividamento;
