CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
00.644.907/0001-93;2020-01-01;3;96239;INVESTCO S.A.;87700;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;;61562112000120;002879;Nacional;2013-03-06;;;Exercício 2017: A proposta dos Auditores Independentes inclui a Emissão de parecer de auditoria das DF's de 31 de dezembro de 2017, revisão das nossas ITR's e dos controles de SCIRF nas respectivas datas-base 31/03/2017 30/06/2017 e 30/09/2017.;Não aplicável.;Mudança de Auditor conforme art. 31 da CVM 308 "Art. 31.  O Auditor Independente - Pessoa Física e o Auditor Independente - Pessoa Jurídica não podem prestar serviços para um mesmo cliente, por prazo superior a cinco anos consecutivos, contados a partir da data desta Instrução, exigindo-se um intervalo mínimo de três anos para a sua recontratação.";Não aplicável
00.644.907/0001-93;2020-01-01;3;96239;INVESTCO S.A.;87701;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2018-01-01;;;Exercício 2018: A proposta dos Auditores Independentes inclui: (i) a emissão de parecer de auditoria das Demonstrações Financeiras Societárias (DF's) em 31 de dezembro de 2018 (ii) emissão de relatório de revisão das nossas ITR's nas respectivas datas-base 31/03/2018, 30/06/2018 e 30/09/2018 (iii) revisão dos controles de SCIRF e (iv) revisão do Relatório de Controle Patrimonial exigido pela ANEEL.Exercício 2019: A proposta dos Auditores Independentes inclui: (i) a emissão de parecer de auditoria das Demonstrações Financeiras Societárias (DF's) em 31 de dezembro de 2019 (ii) emissão de relatório de revisão das nossas ITR's nas respectivas datas-base 31/03/2019, 30/06/2019 e 30/09/2019 (iii) revisão dos controles de SCIRF e (iv) revisão do Relatório de Controle Patrimonial exigido pela ANEEL.;Para o exercício social de 2019 o montante total da remuneração dos auditores independentes referente a Emissão de parecer de auditoria das DF's de 31 de dezembro de 2019, revisão das nossas ITR's para os períodos de 31/03/2019, 30/06/2019 e 30/09/2019, revisão dos controles de SCIRF e revisão do relatório de controle patrimonial foi de R$160.289,76.;Não aplicável;Não aplicável
00.743.065/0001-27;2020-01-01;6;103464;LITEL PARTICIPACOES S.A.;93661;KPMG Auditores Independentes;;57755217000390;004189;Nacional;2014-05-16;2019-04-03;;Revisão das Informações Trimenstrais (ITR) para os trimestres a findarem-se em 30/06/2014, 31/03/2015, 30/09/2015 e 2016 e 31/03/2017. Adicionalmente, conferência da disposição e classificação dos principais valores nos diversos campos que comporão a DIPJ/ECF, consoante as instruções do Manual de Preenchimento a ser disponibilizado pela Receita Federal do Brasil.;Pelos serviços prestados a KPMG  fará jus ao recebimento de honorários no valor de R$ 87.300,00 anuais. O valor dos honorários anuais serão reajustados conforme índice inflacionário IPCA acumulado dos últimos 12 meses a partir de junho de 2014;rodízio obrigatório de auditores;
00.743.065/0001-27;2020-01-01;6;103464;LITEL PARTICIPACOES S.A.;93662;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;;61562112000120;002879;Nacional;2019-04-05;;;serviços de auditoria das demonstrações contábeis da Litel Participações S.A. para os exercícios a findarem-se em 31 de dezembro de 2019 a 2023, revisão das Informações Trimestrais em 31 de março de 2019 a 2023, 30 de junho de 2019 a 2023 e 30 de setembro de 2019 a 2023, assim como a revisão da Escrituração Contábil Fiscal - ECF do ano-calendário de 2019 a 2023.;Valor anual de R$160.000,00 (cento e sessenta mil reais), sujeito a atualização pelo IGP-M/FGV;Rodízio obrigatório de auditores;
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;94101;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2016-04-13;;;Auditoria das demonstrações contábeis individuais, elaboradas de acordo com as práticas contábeis adotadas no Brasil, e consolidadas, de acordo com os padrões internacionais de relatório financeiro (IFRS), elaboradas pela Administração em português e em reais (R$), correspondente ao exercício a findar-se em 31/12/2016, 31/12/2017 e 31/12/2018. Revisão das Informações contábeis Trimestrais (ITR's) individuais e consolidadas, elaboradas de acordo com as normas contábeis brasileiras e internacionais, elaboradas pela Administração em português e em reais (R$), correspondentes aos trimestres de 31 de março e 30 de junho de 2016, 2017, 2018 e 2019 e 30 de setembro de 2016, 2017 e 2018.;O valor dos honorários relativos a serviços de auditoria externa de 2019 foi de R$ 584.524,78 e não houve nenhum outro serviço contratado.;A mudança de auditores independentes fez-se necessária estritamente em face de circunstâncias comerciais.;Não houve discordância por parte do auditor.
00.776.574/0001-56;2020-01-01;14;103796;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;94102;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;;61562112000120;002879;Nacional;2019-10-15;;;Auditoria das demonstrações contábeis individuais, elaboradas de acordo com as práticas contábeis adotadas no Brasil, e consolidadas, de acordo com os padrões internacionais de relatório financeiro (IFRS), elaboradas pela Administração em português e em reais (R$), correspondente ao exercício a findar-se em 31/12/2019 e 2020, incluindo a Revisão das Informações Trimestrais (ITR's) do período findo em 30 de setembro de 2019 e dos períodos a findarem em  31 de março, 30 de junho e 30 de setembro de 2020 e 31 de março e 30 de junho de 2021.;O valor dos honorários relativos a serviços de auditoria externa de 2019 foi de R$ 368.804,66 e não houve nenhum outro serviço contratado.;Não aplicável;Não aplicável
00.861.626/0001-92;2020-01-01;2;97442;CONC RODOVIA PRES. DUTRA S.A.;88689;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2017-03-14;;;Serviços de auditoria independente das demonstrações financeiras da Concessionária da Rodovia Presidente Dutra S.A. ("Nova Dutra" ou "Companhia"), com a finalidade de emissão de um relatório dos auditores independentes contemplando o balanço patrimonial e as respectivas demonstrações do resultado, demonstrações do resultado abrangente, das mutações do patrimônio líquido, dos fluxos de caixa e do valor adicionado a partir do exercício encerrados em 31 de dezembro de 2019, 2018 e 2017 e revisão especial das Informações Trimestrais dos trimestres encerrados em 31 de março, 30 de junho e 30 de setembro de 2019, 2018 e 2017, elaboradas de acordo com as práticas contábeis aceitas no Brasil.;No último exercício social, encerrado em 31 de dezembro de 2019, os auditores independentes receberam da Companhia honorários que totalizaram o valor de R$163.023,05, referentes a serviços de auditoria.;A contratação visa atender ao disposto no artigo 31 da Instrução CVM 308/99, o qual determina a rotatividade dos auditores independentes a cada cinco anos e contou com a anuência da Deloitte Touche Tohmatsu Auditores Independentes, auditor independente da Companhia entre 01 de janeiro de 2012 e 31 de dezembro de 2016.;Não aplicável.
00.864.214/0001-06;2020-01-01;8;103422;ENERGISA S.A.;93622;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2012-03-29;;;Auditoria das demonstrações financeiras dos exercícios de 2016, 2015, 2014, 2013 e 2012 e outros serviços relacionados a: 1)  revisão contábil das demonstrações financeiras 2) serviços de consultoria em aumento de capital 3) consultoria fiscal 4) programas de eficiência energética e P&D e 5) outros relatórios societários.;A remuneração total da Deloitte Touche Tohmatsu Auditores Independentes pelos serviços prestados para a Energisa S/A em 2016 foi de R$ 9,8 milhões, dos quais R$ 7,1 milhões pela revisão contábil das demonstrações financeiras e R$ 2,7 milhões por serviços de consultoria em aumento de capital (R$ 1,0 milhão), consultoria fiscal (R$ 0,3 milhão), programas de eficiência energética e P&D (R$ 0,3 milhão) e outros relatórios societários (R$ 1,1 milhão).;Substituição em função da rotatividade dos auditores, no termos da Instrução CVM 308.;
00.864.214/0001-06;2020-01-01;8;103422;ENERGISA S.A.;93623;Ernst & Young Auditores Independentes S.S;;61366936000125;004715;Nacional;2017-01-04;;;Auditoria das demonstrações financeiras a partir do exercício de 2017, revisão das informações financeiras trimestrais a partir do período dos três meses findos em 31 de março de 2017 e Serviços específicos de consultoria.;A remuneração total Ernst & Young Auditores Independentes S.S paga pela Companhia e suas controladas em 2019 foi de R$ 9.742 mil, dos quais R$9.344 mil pelos serviços prestados de auditoria das demonstrações financeiras, revisão das informações financeiras trimestrais R$328 mil pelos serviços específicos de revisões nas informações fiscais-ECF e R$70 mil pelos serviços específicos de consultoria tributária.;Rodízio obrigatório previsto no artigo 31 da IN CVM 308.;
00.897.864/0001-58;2020-01-01;1;95675;SANTA CATARINA PART INVEST SA;87382;VGA Auditores Independentes;;83280859000129;003689;Nacional;2018-08-05;;;Serviços de Auditoria Externa Independente;14141,03;;
00.924.429/0001-75;2020-01-01;5;102526;FERROVIA CENTRO-ATLANTICA S.A.;92559;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000626;003859;Nacional;2019-01-22;;;1) Relatório de auditoria sobre as demonstrações contábeis em 31/12/2019 elaboradas de acordo com as práticas contábeis adotadas no Brasil 2)Relatórios de revisão das informações contábeis intermediárias em 31/03/2019, 30/06/2019 e 30/09/2019, elaboradas de acordo com o CPC 21 (RI) e com a norma internacional IAS 34 - Interim Financial Reporting, emitida pelo Internacional Accounting Standards Board - IASB 3)Relatórios de recomendações sobre os controles internos, compreendendo nossas constatações.;No exercício social encerrado em 31 de dezembro de 2018, os auditores independentes receberam honorários no valor total de R$ 350 mil, pelos serviços de auditoria contratados No exercício social encerrado em 31 de dezembro de 2019, os auditores independentes receberão honorários no valor total de R$ 336 mil, pelos serviços de auditoria contratados conf. detalhado no item 2.1 acima.conf. detalhado no item 2.1 acima, não tendo sido prestados quaisquer outros serviços para a Companhia.;Rotação do prestador de serviços de auditoria externa independente, conforme roga a instrução 308/199.;Não Aplicável.
