CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Codigo_Conta;Descricao_Conta;Valor;Informacao_Financeira;Tipo_Moeda;Escala_Moeda
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;448603000.00000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;152114000.00000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;245756346.00000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);3.83087564;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;0.61895000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;0.62000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2018-01-01;2018-12-31;j.01;;246591346.00000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;1087428000.00000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2019-01-01;2019-12-31;b;Ativo Total;1355158000.00000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;1359985000.00000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;471801000.00000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;143080000.00000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;245756346.00000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);4.42482165;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;0.58210000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;0.58000000;Consolidado;Real;Unidade
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;2019-01-01;2019-12-31;j.01;;247196346.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;-20734000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2017-01-01;2017-12-31;b;Ativo Total;69662000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;37102000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;8893000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;-9485000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;127944.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);-162.06000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;-74.10000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;-74.10000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;-21626000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2018-01-01;2018-12-31;b;Ativo Total;71388000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;51031000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;9287000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;-2719000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;127944.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);-169.03000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;-21.24000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;-21.24000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;12831000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2019-01-01;2019-12-31;b;Ativo Total;58409000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;63422000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;11050000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;34457000.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;127944.00000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);100.29000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;269.20000000;Consolidado;Real;Unidade
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;269.20000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2017-01-01;2017-12-31;a;Patrimônio Líquido;2752541000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2017-01-01;2017-12-31;b;Ativo Total;5050385000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;692156000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2017-01-01;2017-12-31;d;Resultado Bruto;480051000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2017-01-01;2017-12-31;e;Resultado Líquido;221303000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;176515493.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);15.90021902;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2017-01-01;2017-12-31;h;Resultado Básico por Ação;1.20871000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;1.21000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2018-01-01;2018-12-31;a;Patrimônio Líquido;2846334000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2018-01-01;2018-12-31;b;Ativo Total;5290203000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;721526000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2018-01-01;2018-12-31;d;Resultado Bruto;504355000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2018-01-01;2018-12-31;e;Resultado Líquido;260326000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;176296693.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);16.14513552;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2018-01-01;2018-12-31;h;Resultado Básico por Ação;1.45357000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;1.45000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2019-01-01;2019-12-31;a;Patrimônio Líquido;3000062000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2019-01-01;2019-12-31;b;Ativo Total;5628893000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;754270000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2019-01-01;2019-12-31;d;Resultado Bruto;502096000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2019-01-01;2019-12-31;e;Resultado Líquido;314301000.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;176343655.00000000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);17.01258829;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2019-01-01;2019-12-31;h;Resultado Básico por Ação;1.75890000;Consolidado;Real;Unidade
51.218.147/0001-93;2020-01-01;4;103869;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;1.76000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2016-04-01;2017-03-31;a;Patrimônio Líquido;3403315735.39000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2016-04-01;2017-03-31;b;Ativo Total;8691881727.13000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2016-04-01;2017-03-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;2609518360.79000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2016-04-01;2017-03-31;d;Resultado Bruto;683307110.32000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2016-04-01;2017-03-31;e;Resultado Líquido;283866575.23000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2016-04-01;2017-03-31;f;Número de Ações, Ex-Tesouraria;358579812.00000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2016-04-01;2017-03-31;g;Valor Patrimonial da Ação (Reais Unidade);10.08927942;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2016-04-01;2017-03-31;h;Resultado Básico por Ação;0.84153497;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2016-04-01;2017-03-31;i;Resultado Diluído por Ação;0.84000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2017-04-01;2018-03-31;a;Patrimônio Líquido;3289772754.37000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2017-04-01;2018-03-31;b;Ativo Total;9114711190.27000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2017-04-01;2018-03-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;3435698379.25000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2017-04-01;2018-03-31;d;Resultado Bruto;1099358065.82000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2017-04-01;2018-03-31;e;Resultado Líquido;491705906.49000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2017-04-01;2018-03-31;f;Número de Ações, Ex-Tesouraria;350802666.00000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2017-04-01;2018-03-31;g;Valor Patrimonial da Ação (Reais Unidade);9.86710803;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2017-04-01;2018-03-31;h;Resultado Básico por Ação;1.47478737;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2017-04-01;2018-03-31;i;Resultado Diluído por Ação;1.47000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2018-04-01;2019-03-31;a;Patrimônio Líquido;3391009110.06000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2018-04-01;2019-03-31;b;Ativo Total;9748720579.55000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2018-04-01;2019-03-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;3360365152.69000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2018-04-01;2019-03-31;d;Resultado Bruto;871434566.56000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2018-04-01;2019-03-31;e;Resultado Líquido;314045009.28000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2018-04-01;2019-03-31;f;Número de Ações, Ex-Tesouraria;350802666.00000000;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2018-04-01;2019-03-31;g;Valor Patrimonial da Ação (Reais Unidade);10.37707169;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2018-04-01;2019-03-31;h;Resultado Básico por Ação;0.96103180;Consolidado;Real;Unidade
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;2018-04-01;2019-03-31;i;Resultado Diluído por Ação;0.96000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;-257324456.29000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2017-01-01;2017-12-31;b;Ativo Total;533379522.63000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;400488456.43000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;33347354.68000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;-71946748.76000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;4970167.00000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);-51.77380500;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;-14.48000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;-514860832.19000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2018-01-01;2018-12-31;b;Ativo Total;433256405.09000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;346821185.96000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;10883271.64000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;-257254436.21000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;4970167.00000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);-103.59000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;-51.76000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;-72202830.33000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2019-01-01;2019-12-31;b;Ativo Total;631482163.55000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;407549608.92000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;31302916.06000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;-6824982.97000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;22425418.00000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);-5.81000000;Consolidado;Real;Unidade
51.928.174/0001-50;2020-01-01;2;103386;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;-0.58000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;1189320000.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2017-01-01;2017-12-31;b;Ativo Total;11500924000.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;7255804000.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;1486115000.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;16718000.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;202077032.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);5.87318500;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;-0.01360000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;-0.01360000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;1248499000.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2018-01-01;2018-12-31;b;Ativo Total;15873954000.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;8075389000.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;1766302000.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;189170000.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;205114532.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);6.07431200;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;0.64940000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;0.63350000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;2379963000.00000000;Consolidado;Real;Unidade
52.548.435/0001-79;2020-01-01;18;105094;JSL S.A.;2019-01-01;2019-12-31;b;Ativo Total;20268234000.00000000;Consolidado;Real;Unidade
