CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Desdobramento;Data_Aprovacao;Tipo_Evento;Quantidade_Acoes_Ordinarias_Antes_Aprovacao;Quantidade_Acoes_Preferenciais_Antes_Aprovacao;Quantidade_Total_Acoes_Antes_Aprovacao;Quantidade_Acoes_Ordinarias_Depois_Aprovacao;Quantidade_Acoes_Preferenciais_Depois_Aprovacao;Quantidade_Total_Acoes_Depois_Aprovacao
04.032.433/0001-80;2020-01-01;8;103356;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;25493;2016-04-20;Grupamento;345767870;0;345767870;3457678;0;3457678
04.032.433/0001-80;2020-01-01;8;103356;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;25494;2019-07-11;Grupamento;83941451;0;83941451;2798048;0;2798048
04.065.791/0001-99;2020-01-01;3;103790;SINQIA S.A.;25618;2019-09-12;Desdobramento;17637203;0;17637203;70548812;0;70548812
04.821.041/0001-08;2020-01-01;4;104712;METALFRIO SOLUTIONS S.A.;25731;2017-04-17;Grupamento;61601310;0;61601310;4106754;0;4106754
04.902.979/0001-44;2020-01-01;9;103988;BCO AMAZONIA S.A.;25653;2016-03-07;Grupamento;2964596762;0;2964596762;29645967;0;29645967
05.197.443/0001-38;2020-01-01;9;100175;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;24992;2018-03-29;Desdobramento;280000000;0;280000000;560000000;0;560000000
05.197.443/0001-38;2020-01-01;9;100175;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;24993;2020-11-19;Desdobramento;742985906;0;742985906;3714929530;0;3714929530
06.047.087/0001-39;2020-01-01;11;103739;REDE D'OR SÃO LUIZ S.A.;25600;2019-04-01;Desdobramento;459912417;0;459912417;919824834;0;919824834
06.047.087/0001-39;2020-01-01;11;103739;REDE D'OR SÃO LUIZ S.A.;25601;2020-09-24;Desdobramento;919824834;0;919824834;1839649668;0;1839649668
06.057.223/0001-71;2020-01-01;11;103627;SENDAS DISTRIBUIDORA S.A.;25582;2020-10-05;Grupamento;3269992034;0;3269992034;268351567;0;268351567
06.057.223/0001-71;2020-01-01;11;103627;SENDAS DISTRIBUIDORA S.A.;25583;2020-10-05;Grupamento;3269992034;0;3269992034;268351567;0;268351567
06.057.223/0001-71;2020-01-01;11;103627;SENDAS DISTRIBUIDORA S.A.;25584;2020-12-31;Grupamento;287012935;0;287012935;268351567;0;268351567
06.164.253/0001-87;2020-01-01;12;103583;GOL LINHAS AEREAS INTELIGENTES S.A.;25567;2015-03-23;Desdobramento;143858204;139318357;283176561;5035037140;139318357;5174355497
06.948.969/0001-75;2020-01-01;23;104881;LINX S.A.;25759;2016-06-14;Desdobramento;47069132;0;47069132;141207396;0;141207396
06.977.745/0001-91;2020-01-01;10;104485;BR MALLS PARTICIPACOES S.A.;25680;2016-04-29;Bonificação;600000000;0;600000000;780000000;0;780000000
06.977.745/0001-91;2020-01-01;10;104485;BR MALLS PARTICIPACOES S.A.;25681;2017-04-28;Bonificação;780000000;0;780000000;936000000;0;936000000
06.977.745/0001-91;2020-01-01;10;104485;BR MALLS PARTICIPACOES S.A.;25682;2018-04-27;Bonificação;936000000;0;936000000;936000000;0;936000000
07.206.816/0001-15;2020-01-01;7;105726;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;26007;2017-04-13;Desdobramento;113000000;0;113000000;339000000;0;339000000
07.253.321/0001-47;2020-01-01;1;94834;CARBOMIL SA MINER. E INDUSTRIA;23812;2012-12-31;Bonificação;1;1;2;155;66;221
07.415.333/0001-20;2020-01-01;16;105089;SIMPAR S.A.;25802;2020-07-20;Desdobramento;130666388;0;130666388;148091707;0;148091707
07.594.978/0001-78;2020-01-01;2;99415;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;24688;2019-10-17;Desdobramento;15953500;3467106;19420606;15953500;3497115;19450615
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;25416;2018-07-20;Desdobramento;188395278;11858347;200253625;565185834;35575041;600760875
07.820.907/0001-46;2020-01-01;8;103234;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;25460;2018-11-09;Grupamento;48443062;0;48443062;2422153;0;2422153
07.857.093/0001-14;2020-01-01;11;99732;AURA MINERALS INC.;24861;2018-12-13;Grupamento;43377336;0;43377336;4337733;0;4337733
07.857.093/0001-14;2020-01-01;11;99732;AURA MINERALS INC.;24862;2020-08-05;Grupamento;4716164;0;4716164;70742460;0;70742460
07.859.510/0001-68;2020-01-01;3;103890;JHSF MALLS S.A.;25644;2017-12-31;Grupamento;323639937;0;323639937;107879979;0;107879979
07.950.674/0001-04;2020-01-01;1;95898;CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO;23992;2015-09-04;Grupamento;170122934;0;170122934;17012293;0;17012293
07.950.674/0001-04;2020-01-01;1;95898;CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO;23993;2018-04-27;Grupamento;17012293;0;17012293;1701229;0;1701229
08.065.557/0001-12;2020-01-01;17;104836;TECNISA S.A.;25746;2020-05-05;Grupamento;736192307;0;736192307;73619230;0;73619230
08.312.229/0001-73;2020-01-01;5;103711;EZ TEC EMPREEND. E PARTICIPACOES S.A.;25603;2019-04-26;Bonificação;165001783;0;165001783;200000000;0;200000000
08.364.948/0001-38;2020-01-01;6;100969;ALUPAR INVESTIMENTO S/A;25153;2016-04-20;Bonificação;461243596;163658204;624901800;491224430;174295987;665520417
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;25667;2019-04-30;Desdobramento;62400000;0;62400000;499200000;0;499200000
08.534.605/0001-74;2020-01-01;11;104233;RENOVA ENERGIA S.A.;25662;2018-11-22;Grupamento;329805243;87392001;417197244;32980224;8739500;41719724
08.613.550/0001-98;2020-01-01;14;103723;NEXPE PARTICIPAÇÕES S.A;25598;2018-08-16;Grupamento;362783035;0;362783035;36278303;0;36278303
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;25643;2019-12-11;Grupamento;69435699;0;69435699;1928769;0;1928769
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;25588;2020-08-25;Desdobramento;136846635;0;136846635;273693270;0;273693270
08.811.643/0001-27;2020-01-01;5;103554;TRISUL S.A.;25551;2018-04-27;Desdobramento;73058769;0;73058769;146117538;0;146117538
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;25636;2020-10-15;Desdobramento;181001902;0;181001902;5430057060;0;5430057060
08.926.302/0001-05;2020-01-01;9;104014;DOMMO ENERGIA S.A.;25656;2019-04-30;Grupamento;2700402287;0;2700402287;270040228;0;270040228
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;24206;2017-02-06;Grupamento;203402611;0;203402611;50850649;0;50850649
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;24207;2017-02-06;Grupamento;203402611;0;203402611;50850649;0;50850649
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;24208;2017-09-26;Bonificação;64871835;0;64871835;69068040;0;69068040
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;24209;2017-09-26;Bonificação;64871835;0;64871835;69068040;0;69068040
09.042.817/0001-05;2020-01-01;7;104839;BEMOBI MOBILE TECH S.A.;25747;2019-09-05;Desdobramento;40767354;0;40767354;4076735400;0;4076735400
09.042.817/0001-05;2020-01-01;7;104839;BEMOBI MOBILE TECH S.A.;25748;2020-10-13;Grupamento;18339103855;0;18339103855;41176470;0;41176470
09.083.175/0001-84;2020-01-01;6;103760;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;25610;2021-01-12;Desdobramento;97375;0;97375;97375000;0;97375000
09.112.685/0001-32;2020-01-01;9;103785;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;25614;2016-05-09;Grupamento;312563568;0;312563568;3125635;0;3125635
09.114.805/0001-30;2020-01-01;5;103577;OCEANPACT SERVIÇOS MARITIMOS S.A.;25560;2020-12-07;Desdobramento;5128427;0;5128427;128210675;0;128210675
09.149.503/0001-06;2020-01-01;21;104840;SERENA GERAÇÃO S.A.;25749;2017-07-06;Grupamento;448622300;0;448622300;44862230;0;44862230
09.288.252/0001-32;2020-01-01;13;104575;ANIMA HOLDING S.A.;25694;2021-02-18;Desdobramento;134622935;0;134622935;403868805;0;403868805
09.305.994/0001-29;2020-01-01;23;104561;AZUL S.A.;25689;2017-02-23;Desdobramento;464482529;127285633;591768162;928965058;254571266;1183536324
09.347.516/0001-81;2020-01-01;7;102771;ELETROMIDIA S.A.;25293;2020-12-03;Desdobramento;874787;0;874787;96226570;0;96226570
09.813.204/0001-16;2020-01-01;1;96834;W2W E-COMMERCE DE VINHOS S.A.;24268;2020-10-06;Bonificação;219647;0;219647;86540918;0;86540918
10.215.988/0001-60;2020-01-01;8;103602;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;25570;2019-10-17;Desdobramento;149243137;0;149243137;447729411;0;447729411
10.215.988/0001-60;2020-01-01;8;103602;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;25571;2019-10-17;Desdobramento;149243137;0;149243137;447729411;0;447729411
10.215.988/0001-60;2020-01-01;8;103602;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;25572;2019-10-17;Desdobramento;149243137;0;149243137;447729411;0;447729411
10.285.590/0001-08;2020-01-01;14;104694;GRUPO DE MODA SOMA S.A.;25728;2020-02-12;Desdobramento;13646107;0;13646107;300214354;0;300214354
10.629.105/0001-68;2020-01-01;22;103769;PRIO S.A.;25611;2019-03-01;Desdobramento;13557579;0;13557579;135575790;0;135575790
10.629.105/0001-68;2020-01-01;22;103769;PRIO S.A.;25612;2021-04-30;Desdobramento;175666169;0;175666169;878330845;0;878330845
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;25380;2021-01-25;Desdobramento;5416365;0;5416365;54163650;0;54163650
11.721.921/0001-60;2020-01-01;8;103968;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;25651;2015-10-19;Grupamento;103458790;0;103458790;5172939;0;5172939
11.725.176/0001-27;2020-01-01;9;103323;BOA VISTA SERVIÇOS S.A.;25484;2019-12-10;Desdobramento;124535;0;124535;373605000;0;373605000
12.049.631/0001-84;2020-01-01;4;99669;MOURA DUBEUX ENGENHARIA S/A;24819;2020-01-17;Grupamento;401377204;0;401377204;26758480;0;26758480
12.091.809/0001-55;2020-01-01;8;100714;BRAVA ENERGIA S.A.;25105;2020-08-31;Grupamento;42806664;0;42806664;1189074;0;1189074
12.108.897/0001-50;2020-01-01;9;104779;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;25738;2020-07-15;Grupamento;676665928;0;676665928;27066637;0;27066637
13.457.942/0001-45;2020-01-01;2;95226;RIVA INCORPORADORA S.A;23886;2020-06-24;Desdobramento;1000;0;1000;50000000;0;50000000
13.574.594/0001-96;2020-01-01;22;103639;ZAMP SA;25585;2017-10-11;Desdobramento;1648703;0;1648703;164870300;0;164870300
14.110.585/0001-07;2020-01-01;7;103579;MÉLIUZ S.A.;25561;2020-09-01;Desdobramento;5283012;0;5283012;7151173;0;7151173
14.110.585/0001-07;2020-01-01;7;103579;MÉLIUZ S.A.;25562;2020-10-05;Desdobramento;7151173;0;7151173;92965249;0;92965249
14.388.334/0001-99;2020-01-01;5;102621;PARANA BCO S.A.;25244;2020-01-31;Desdobramento;41196081;40248014;81444095;205980405;201240070;407220475
14.388.334/0001-99;2020-01-01;5;102621;PARANA BCO S.A.;25245;2020-02-20;Desdobramento;205980405;201240070;407220475;1647843240;1609920560;3257763800
14.785.152/0001-51;2020-01-01;8;100575;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;25081;2020-10-26;Grupamento;194966943;0;194966943;64988981;0;64988981
14.807.945/0001-24;2020-01-01;10;103173;SANSUY S.A. INDUSTRIA DE PLASTICOS;25444;2020-07-27;Desdobramento;66448;126462;192910;2657920;5058480;7716400
14.882.295/0001-81;2020-01-01;2;95781;CBO HOLDING S.A.;23974;2020-08-03;Grupamento;1046876633;0;1046876633;130859578;0;130859578
15.073.274/0001-88;2020-01-01;3;103615;PPLA PARTICIPATIONS LTD.;25575;2017-09-06;Grupamento;0;819095566;819095566;0;91010620;91010620
15.073.274/0001-88;2020-01-01;3;103615;PPLA PARTICIPATIONS LTD.;25576;2020-03-18;Grupamento;0;84440020;84440020;0;2814667;2814667
15.675.715/0001-11;2020-01-01;2;98292;HOUSI S.A.;24447;2020-08-19;Grupamento;27837899;0;27837899;1391894;0;1391894
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;24713;2017-04-25;Bonificação;211793400;0;211793400;222383070;0;222383070
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;24714;2017-11-22;Desdobramento;222383070;0;222383070;667149210;0;667149210
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;24715;2019-12-12;Bonificação;722349210;0;722349210;758466670;0;758466670
16.811.931/0001-00;2020-01-01;10;104628;ALPHAVILLE S.A.;25706;2020-08-10;Grupamento;2618119346;0;2618119346;68897877;0;68897877
16.811.931/0001-00;2020-01-01;10;104628;ALPHAVILLE S.A.;25707;2020-09-22;Grupamento;68897877;0;68897877;11484979;0;11484979
16.922.038/0001-51;2020-01-01;16;104942;ENJOEI S.A.;25774;2020-09-28;Grupamento;171287748;0;171287748;149533382;0;149533382
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;25715;2020-07-31;Bonificação;487614213;971138388;1458752601;507670289;1011082312;1518752601
17.155.730/0001-64;2020-01-01;15;104644;CIA ENERGETICA DE MINAS GERAIS - CEMIG;25716;2021-04-30;Bonificação;507670289;1011082312;1518752601;566036634;1127325434;1693362068
17.281.106/0001-03;2020-01-01;10;103787;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;25616;2020-11-19;Desdobramento;126751023;0;126751023;380253069;0;380253069
17.344.597/0001-94;2020-01-01;14;103351;BB SEGURIDADE PARTICIPAÇÕES S.A.;25491;2012-12-31;Desdobramento;15000;0;15000;1250000;0;1250000
17.344.597/0001-94;2020-01-01;14;103351;BB SEGURIDADE PARTICIPAÇÕES S.A.;25492;2013-03-28;Desdobramento;470563927;0;470563927;2000000000;0;2000000000
18.328.118/0001-09;2020-01-01;11;100781;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;25118;2020-02-18;Desdobramento;174183;0;174183;174183000;0;174183000
18.328.118/0001-09;2020-01-01;11;100781;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;25119;2020-08-18;Desdobramento;174183000;0;174183000;348366000;0;348366000
18.593.815/0001-97;2020-01-01;11;103747;PRINER SERVIÇOS INDUSTRIAIS S.A.;25604;2019-12-12;Grupamento;123920981;0;123920981;20653497;0;20653497
19.378.769/0001-76;2020-01-01;9;104594;INSTITUTO HERMES PARDINI S.A.;25699;2017-01-18;Desdobramento;3633665;0;3633665;121122166;0;121122166
19.688.956/0001-56;2020-01-01;1;94294;BIOTOSCANA INVESTMENTS S.A.;23667;2017-05-05;Desdobramento;8974608;0;8974608;89746080;0;89746080
19.853.511/0001-84;2020-01-01;13;103447;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;25520;2018-03-27;Grupamento;1003534757;0;1003534757;467591549;0;467591549
20.247.322/0001-47;2020-01-01;6;100615;ALLIED TECNOLOGIA S.A.;25090;2020-02-03;Grupamento;636973080;0;636973080;79621635;0;79621635
21.254.073/0001-80;2020-01-01;1;95231;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;23887;2017-01-01;Bonificação;0;0;0;0;0;0
21.255.567/0001-89;2020-01-01;3;103475;CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL;25524;2020-06-25;Bonificação;38041111;1258019;39299130;38041111;73258019;111299130
21.314.559/0001-66;2020-01-01;12;105018;MOVIDA PARTICIPACOES SA;25789;2017-01-13;Grupamento;710154564;0;710154564;142030912;0;142030912
23.236.821/0001-27;2020-01-01;4;100515;PATRIMAR ENGENHARIA S.A.;25070;2020-08-05;Grupamento;27972479422;0;27972479422;174827996;0;174827996
23.236.821/0001-27;2020-01-01;4;100515;PATRIMAR ENGENHARIA S.A.;25071;2020-10-05;Grupamento;174827996;0;174827996;58275999;0;58275999
23.373.000/0001-32;2020-01-01;15;104879;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;25755;2019-04-08;Grupamento;290453495;0;290453495;96817831;0;96817831
23.373.000/0001-32;2020-01-01;15;104879;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;25756;2019-04-08;Grupamento;290453495;0;290453495;96817831;0;96817831
23.373.000/0001-32;2020-01-01;15;104879;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;25757;2020-01-24;Desdobramento;96817831;0;96817831;96817831;193635662;193635662
23.373.000/0001-32;2020-01-01;15;104879;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;25758;2020-03-05;Desdobramento;96817831;0;96817831;193635662;0;193635662
23.438.929/0001-00;2020-01-01;4;99719;ALARES INTERNET PARTICIPAÇÕES S/A;24850;2020-09-15;Grupamento;380646045;0;380646045;126882015;0;126882015
24.230.275/0001-80;2020-01-01;4;99214;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;24618;2020-08-21;Desdobramento;10000;0;10000;200000000;0;200000000
26.659.061/0001-59;2020-01-01;8;104780;MPM CORPÓREOS S.A.;25739;2021-01-07;Desdobramento;8801583;0;8801583;176031660;0;176031660
26.735.020/0001-02;2020-01-01;9;103551;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.;25550;2021-01-11;Desdobramento;23601013;0;23601013;47202026;0;47202026
29.978.814/0001-87;2020-01-01;9;104574;SUL AMERICA S.A.;25691;2017-03-29;Bonificação;512362664;509842829;1022205493;592688393;589773510;1182461903
29.978.814/0001-87;2020-01-01;9;104574;SUL AMERICA S.A.;25692;2020-11-23;Bonificação;592688393;589773510;1182461903;603835151;600865447;1204700598
29.978.814/0001-87;2020-01-01;9;104574;SUL AMERICA S.A.;25693;2021-03-29;Bonificação;603835151;600865447;1204700598;640341527;637192283;1277533810
30.540.991/0001-66;2020-01-01;3;94650;HAGA S.A. INDUSTRIA E COMERCIO;23743;2013-12-31;Grupamento;3966667;7933333;11900000;3966667;7933333;11900000
31.553.627/0001-01;2020-01-01;6;103536;GRUPO TOKY S.A.;25545;2021-01-09;Grupamento;347264328;0;347264328;69452866;0;69452866
33.035.536/0001-00;2020-01-01;2;104191;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;25661;2018-03-28;Grupamento;1052038158;0;1052038158;105203816;0;105203816
33.113.309/0001-47;2020-01-01;12;104615;VALID SOLUÇÕES S.A.;25702;2017-05-15;Bonificação;64750000;0;64750000;71225000;0;71225000
33.200.049/0001-47;2020-01-01;1;95038;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;23867;2015-08-12;Grupamento;104779173;78944947;183724120;10477917;7894494;18372411
33.228.024/0001-51;2020-01-01;3;103599;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;25569;2015-09-17;Desdobramento;3314244;3968690;7282934;16571220;19843450;36414670
33.256.439/0001-39;2020-01-01;8;103055;ULTRAPAR PARTICIPACOES S.A.;25399;2019-04-10;Desdobramento;556405096;0;556405096;1112810192;0;1112810192
33.376.989/0001-91;2020-01-01;15;103842;IRB - BRASIL RESSEGUROS S.A.;25632;2019-09-19;Desdobramento;312000000;1;312000001;936000000;1;936000001
33.412.081/0001-96;2020-01-01;2;97070;REFINARIA DE PETROLEOS MANGUINHOS S.A.;24184;2016-01-29;Grupamento;1353832578;0;1353832578;67691629;0;67691629
33.839.910/0001-11;2020-01-01;11;104784;VIVARA PARTICIPAÇÕES S.A.;25740;2019-08-15;Grupamento;651909321;0;651909321;217303107;0;217303107
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;25718;2018-12-20;Bonificação;27850069;55700137;83550206;30381893;60763786;91145679
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;25719;2019-06-18;Bonificação;30216235;56938686;87154921;35252274;66428467;101680741
34.169.557/0001-72;2020-01-01;16;104697;BCO MERCANTIL DE INVESTIMENTOS S.A.;25730;2017-08-02;Grupamento;111505680;71014320;182520000;1115056;710143;1825200
34.274.233/0001-02;2020-01-01;7;103075;VIBRA ENERGIA S/A;25407;2017-11-14;Grupamento;34777774156;0;34777774156;1165000000;0;1165000000
35.727.157/0001-06;2020-01-01;2;99209;EZ INC INCORPORAÇÕES S.A.;24615;2020-08-14;Grupamento;514004937;0;514004937;200000000;0;200000000
35.727.157/0001-06;2020-01-01;2;99209;EZ INC INCORPORAÇÕES S.A.;24616;2020-09-30;Grupamento;277659851;0;277659851;200000000;0;200000000
45.242.914/0001-05;2020-01-01;16;104576;C&A MODAS S.A.;25695;2019-10-02;Grupamento;1035720002;0;1035720002;258930000;0;258930000
45.987.245/0001-92;2020-01-01;8;103423;BIOMA EDUCAÇÃO S.A.;25516;2016-09-09;Grupamento;6038183;0;6038183;603818;0;603818
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;25528;2017-09-04;Desdobramento;21623933;0;21623933;172991464;0;172991464
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;25529;2019-07-31;Desdobramento;190591464;0;190591464;1524731712;0;1524731712
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;25530;2020-10-07;Desdobramento;6124731712;0;6124731712;6498926848;0;6498926848
49.263.189/0001-02;2020-01-01;7;104562;HELBOR EMPREENDIMENTOS S.A.;25690;2020-07-10;Grupamento;669255362;0;669255362;133851072;0;133851072
49.669.856/0001-43;2020-01-01;8;103607;VESTE S.A. ESTILO;25574;2017-04-28;Grupamento;326639808;0;326639808;46662829;0;46662829
50.746.577/0001-15;2020-01-01;10;104695;COSAN S.A.;25729;2021-04-30;Desdobramento;468517733;0;468517733;1874070932;0;1874070932
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;25672;2016-03-16;Grupamento;740921384;0;740921384;185230346;0;185230346
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;24605;2015-08-20;Grupamento;12794413;0;12794413;127944;0;127944
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;23980;2016-12-09;Desdobramento;113329207;0;113329207;339987621;0;339987621
53.113.791/0001-22;2020-01-01;19;103190;TOTVS S.A.;25446;2020-04-27;Desdobramento;192637727;0;192637727;577913181;0;577913181
56.720.428/0001-63;2020-01-01;7;102288;ROMI S.A.;25213;2020-10-23;Bonificação;62857647;0;62857647;73333922;0;73333922
58.430.828/0001-60;2020-01-01;3;99544;BLAU FARMACÊUTICA S.A.;24739;2017-09-20;Desdobramento;18500000;0;18500000;148000000;0;148000000
