CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Politica;Cargo_Pessoa_Vinculada
01.545.826/0001-07;2020-01-01;9;103853;GAFISA S.A.;41826;O Manual de Conduta para Divulgação e Uso de Informações e Política de Negociação de Valores Mobiliários de Emissão da Gafisa S.A. ("Manual"), no que diz respeito à negociação de valores mobiliários ("Política de Negociação"), vincula as seguintes pessoas, que deverão assinar um termo de adesão ao Manual ("Pessoas Vinculadas"): (i) a própria Companhia (ii) seus acionistas controladores, (iii) seus administradores, (iv) membros do Conselho Fiscal, (v) membros de quaisquer outros Órgãos com Funções Técnicas ou Consultivas, (vi) quem quer que, em virtude de seu cargo, função ou posição na Companhia, sua Controladora, suas Sociedades Controladas e Coligadas, tenha conhecimento de informação relativa a Ato ou Fato Relevante.
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;41786;(vii) os ex-administradores do Emissor ou os ex-administradores de suas controladas que tenham sido expatriados, bem como seus respectivos cônjuges ou companheiros(as), e quaisquer outros dependentes incluídos na declaração anual de imposto de renda.
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;41786;(i) os acionistas controladores, diretos ou indiretos, com controle exclusivo ou compartilhado, e os diretores, membros do Conselho de Administração, do Conselho Fiscal e de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária do Emissor
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;41786;(ii) os membros de órgãos estatutários de empresas nas quais o Emissor seja o único controlador, desde que a empresa em questão não possua política de negociação de valores mobiliários própria
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;41786;(iii) quem quer que, em virtude de cargo, função ou posição no Emissor, sua controladora ou em suas controladas ou coligadas, tenha conhecimento de informação relevante
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;41786;(iv) o cônjuge ou companheiro(a) e qualquer outro dependente incluído na declaração anual de imposto de renda das pessoas vinculadas indicadas nos itens (i) e (ii), inclusive durante o prazo de seis meses contados da data do afastamento dessas pessoas
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;41786;(v) as pessoas mencionadas nos itens (i), (ii) e (iii) deste subitem que se afastarem do Emissor ou de empresas nas quais o Emissor seja o único controlador, durante o prazo de seis meses contados da data do afastamento
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;41786;(vi) aqueles que tenham relação comercial, profissional ou de confiança com o Emissor, tais como auditores independentes, analistas de valores mobiliários, consultores e instituições integrantes do sistema de distribuição
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;41786;Ademais, equiparam-se às pessoas vinculadas: (a) os administradores de carteira e dos fundos de investimento, sociedades ou outras instituições ou entidades de que as pessoas vinculadas sejam os únicos cotistas ou acionistas ou nas quais possam influenciar as decisões de negociação (b) qualquer pessoa jurídica controlada direta ou indiretamente pelas pessoas vinculadas e (c) qualquer pessoa que tenha tido acesso a informação relativa a ato ou fato relevante por intermédio ou não de qualquer das pessoas vinculadas.
01.599.101/0001-93;2020-01-01;7;99476;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;40293;Diretores, membros do Conselho de Administração, do Conselho Fiscal (caso instalado), e de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária, bem como seus cônjuges não separados judicialmente, companheiro ou dependente incluído na declaração anual de imposto de renda, e sociedades por elas controladas, direta ou indiretamente, nos termos do artigo 11 da Instrução da Comissão de Valores Mobiliários nº 358, de 03 de janeiro de 2002, e pela Companhia.
01.616.929/0001-02;2020-01-01;11;103558;SANEAMENTO DE GOIAS SA;41673;(i) Acionista Controlador(ii) Membros do Conselho de Administração(iii) Membros da Diretoria(iv) Membros do Conselho Fiscal(v) Integrantes dos demais órgãos com funções técnicas ou consultivas(vi) Executivos, empregados e servidores com acesso à informação relevante e(vii) Outras pessoas, em virtude de seu cargo, função ou posição na controladora, que tenham conhecimento de informação relativa a ato ou fato relevante.
01.838.723/0001-27;2020-01-01;11;104527;BRF S.A.;41925;Pessoas Vinculadas são: (i) a própria Companhia (ii) seus Administradores e Acionistas Controladores diretos e indiretos (conforme definidos na Política e no item 21.1 deste Formulário de Referência) (iii) seus Empregados e Colaboradores (conforme definidos na Política e no item 21.1 deste Formulário de Referência) (iv) os membros de órgãos com funções técnicas ou consultivas da Companhia, criados por por deliberação do Conselho de Administração e (v) quem quer que, em virtude de seu cargo, função ou posição na Companhia, em sociedade Controladora, nas Sociedades Controladas e nas Sociedades Coligadas (conforme definidas na Política e no item 21.1 deste Formulário de Referência), tenha conhecimento de informação que possa constituir Ato ou Fato Relevante (conforme definidos na Política e no item 21.2 deste Formulário de Referência) sobre a Companhia, suas Sociedades Controladas ou Sociedades Coligadas.
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;41565;Estão obrigadas à observância da Política de Negociação, as pessoas: (i) acionistas controladores, diretos e indiretos (ii) diretores (iii) membros do conselho de administração, do conselho fiscal e de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (iv) qualquer pessoa que, em virtude de seu cargo, função ou posição na companhia, sua controladora, suas controladas ou coligadas, tenha conhecimento da informação relativa ao ato ou fato relevante.
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;41303;a Companhia
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;41303;acionistas controladores da Companhia, ou acionista detentor de menos de 50% (cinqüenta por cento) do capital social que exerça o Poder de Controle
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;41303;grupo de acionistas que não seja signatário de acordo de votos e que não esteja sob controle comum e nem atue representando um interesse comum, que exerça o Poder de Controle, direta ou indiretamente, ou acionista ou grupo de acionistas que não exerça Poder de Controle, mas que indique membro do Conselho de Administração ou membro do Conselho Fiscal
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;41303;membros da Diretoria
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;41303;membros do Conselho de Administração
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;41303;membros do Conselho Fiscal, quando instalado
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;41303;membros de quaisquer outros órgãos com funções técnicas ou consultivas criados por disposição estatutária
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;41303;prestadores de serviços e quem quer que tenha conhecimento e/ou acesso a informações relevantes, em especial aqueles que tenham relação comercial,
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;41303;profissional ou de confiança com a Companhia, tais como: - auditores independentes - analistas de valores mobiliários - consultores  - instituições integrantes do sistema de distribuição - outros que a Companhia considere necessário ou conveniente.
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;41303;quem quer que, em virtude de cargo, função ou posição na companhia, sua controladora, suas controladas ou coligadas, tenha conhecimento de informação relevante
01.989.044/0001-59;2020-01-01;1;95341;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;38735;DIRETOR DE RELAÇÕES COM INVESTIDORES
02.062.747/0001-08;2020-01-01;3;103348;SUDESTE S.A.;41566;Estão obrigadas à observância da Política de Negociação, as pessoas: (i) acionistas controladores, diretos e indiretos (ii) diretores (iii) membros do conselho de administração, do conselho fiscal e de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (iv) qualquer pessoa que, em virtude de seu cargo, função ou posição na companhia, sua controladora, suas controladas ou coligadas, tenha conhecimento da informação relativa ao ato ou fato relevante.
02.084.220/0001-76;2020-01-01;2;93819;NUMERAL 80 PARTICIPAÇÕES S.A.;38113;acionistas controladores
02.084.220/0001-76;2020-01-01;2;93819;NUMERAL 80 PARTICIPAÇÕES S.A.;38113;diretores
02.084.220/0001-76;2020-01-01;2;93819;NUMERAL 80 PARTICIPAÇÕES S.A.;38113;membros do conselho de administração
02.084.220/0001-76;2020-01-01;2;93819;NUMERAL 80 PARTICIPAÇÕES S.A.;38113;membros do conselho fiscal
02.084.220/0001-76;2020-01-01;2;93819;NUMERAL 80 PARTICIPAÇÕES S.A.;38113;pessoa de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária
02.084.220/0001-76;2020-01-01;2;93819;NUMERAL 80 PARTICIPAÇÕES S.A.;38113;qq. pessoa que tenha conhecimento de informação relativa a Ato ou Fato Relevante
02.105.040/0001-23;2020-01-01;4;97590;VIRGO II COMPANHIA DE SECURITIZACAO;39548;Diretoria Executiva
02.149.205/0001-69;2020-01-01;7;102827;PORTO SEGURO S.A.;41275;Acionistas controladores, diretos ou indiretos, diretores, membros do Conselho de Administração e do Conselho Fiscal e membros de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária administradores que se afastarem da administração da Companhia ou da administração de sua controladora, controladas e coligadas, durante o prazo de seis meses contados da data do afastamento quem quer que, em razão do cargo, função ou posição que ocupe na Companhia, em sua controladora, suas controladas ou coligadas, tenha conhecimento de informação relativa a ato ou fato relevante qualquer outra pessoa que, por qualquer circunstância, possa ter conhecimento de informação relevante ainda não divulgada ao mercado, em especial aqueles que tenham relação comercial, profissional ou de confiança com a Companhia, tais como consultores, auditores independentes, analistas de valores mobiliários e instituições integrantes do sistema de distribuição.
02.217.319/0001-07;2020-01-01;3;102928;YBYRÁ CAPITAL S.A.;41345;Estão obrigadas à observância da Política de Negociação, as pessoas: (i) acionistas controladores, diretos e indiretos (ii) diretores (iii) membros do conselho de administração, do conselho fiscal e de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (iv) qualquer pessoa que, em virtude de seu cargo, função ou posição na companhia, sua controladora, suas controladas ou coligadas, tenha conhecimento da informação relativa ao ato ou fato relevante.
02.258.422/0001-97;2020-01-01;5;106336;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;42784;As pessoas que mantenham os vínculos indicados a seguir com diretores, membros do conselho de administração e conselheiros fiscais da Companhia: (i) o cônjuge, de quem não se esteja separado judicialmente, (ii) o(a) companheiro(a), (iii) qualquer dependente incluído na declaração anual do imposto sobre a renda e (iv) as sociedades controladas direta ou indiretamente, seja pelos administradores e assemelhados, seja pelas Pessoas Ligadas.
02.318.346/0001-68;2020-01-01;2;95818;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;38919;Pessoas vinculadas: Estão obrigadas à observância da Política de Negociação, as pessoas:i. Acionistas controladores, diretos ou indiretosii. Diretores. Membros do Conselho de Administração, do Conselho Fiscal e de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutáriaiv).Qualquer pessoa que, em virtude de seu cargo, função ou posição na Companhia, sua controladora, suas controladas ou coligadas, tenha conhecimento da informação relativa ao ato ou fato relevante.
02.328.280/0001-97;2020-01-01;7;102922;ELEKTRO REDES S.A.;41342;Os acionistas controladores e pessoas por eles indicadas que acessem informações de uso da Companhia, bem como os membros do Conselho de Administração, do Conselho Fiscal e da Diretoria, bem como de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária, gerentes e funcionários da Companhia, suas controladas e afiliadas que tenham acesso privilegiado, permanente ou eventual, a Informações Relevantes e outros que a Companhia considere necessário e/ou conveniente ("Pessoas Vinculadas").
02.351.144/0001-18;2020-01-01;12;103493;TEGMA GESTAO LOGISTICA S.A.;41635;A Política de Negociação da Tegma aplica-se às "Pessoas Vinculadas", ou seja, aos Acionistas Controladores, diretos e indiretos, membros do Conselho de Administração, membros do Conselho Fiscal, Diretores Estatutários, Diretores, Gerentes e demais Colaboradores, consultores e prestadores de serviços que, em decorrência de seu cargo, função, posição ou participação em projeto específico empreendido pela organização, bem como em sociedade direta ou indiretamente controlada pela Companhia.
02.351.877/0001-52;2020-01-01;19;103756;LWSA S/A;41776;A política de negociação de valores mobiliários de emissão da Companhia ("Política de Negociação") deverá ser compulsoriamente observada pelos nossos diretores, membros do Conselho de Administração, do Conselho Fiscal (caso instalado) e de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária (em conjunto "Pessoas Sujeitas à Política"). Adicionalmente às Pessoas Sujeitas à Política, estão vinculados e devem observar a Política de Negociação: (i) os acionistas controladores e (iii) quem quer que em virtude de seu cargo, função, posição em nossa Companhia e/ou em nossas controladas, tenha conhecimento de Ato ou Fato Relevante, nos termos do artigo 155, § 1º da Lei das Sociedades por Ação, conforme alterada, e do artigo 2º da Instrução CVM nº 358 (que, em conjunto com as Pessoas Sujeitas à Política, são definidas com "Pessoas Vinculadas").
02.357.251/0001-53;2020-01-01;1;94115;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;38262;Diretores Membros do Conselho de AdministraçãoMembros do Conselho Fiscal (caso instalado)Acionistas ControladoresExecutivos e Empregados com acesso a informações relevantes
02.365.069/0001-44;2020-01-01;5;102777;PADTEC HOLDING S.A.;41242;Estão vinculados à Política de Divulgação de Ato ou Fato Relevante e de Negociação de Valores Mobiliários de Emissão da Padtec Holding S.A. ("Política") os Administradores, Acionistas Controladores, Conselheiros Fiscais, acionistas que elegerem membros do Conselho de Administração e integrantes dos demais órgãos com funções técnicas ou consultivas da Companhia empregados e executivos com acesso a informação relevante e quem quer que, em virtude de seu cargo, função ou posição nas Controladoras, nas Sociedades Controladas, em especial sua subsidiária integral Padtec S.A. ("Padtec"), e nas Sociedades Coligadas, tenha acesso a informação relativa a Ato ou Fato Relevante sobre a Companhia ("Pessoas Vinculadas").
02.387.241/0001-60;2020-01-01;22;105130;RUMO S.A.;42163;A própria Companhia, os acionistas controladores, os administradores, os membros do Conselho Fiscal, os membros de órgãos com funções técnicas ou consultivas criados por disposição estatutária, os gerentes e outras pessoas indicadas pelo Comitê de Divulgação e Negociação da Companhia ("Comitê"), a seu exclusivo critério, inclusive empregados, integrantes de comitês não-estatutários e outros acionistas da Companhia que tenham ou possam vir a ter informações privilegiadas ou informações sensíveis relativas à Companhia, suas sociedades controladas ou coligadas.
02.421.421/0001-11;2020-01-01;8;104308;TIM S.A.;41891;os membros do conselho de administração da Companhia.
02.429.144/0001-93;2020-01-01;9;104791;CPFL ENERGIA S.A.;42042;Estão vinculadas à Política de Negociação de Valores Mobiliários as seguintes pessoas: (i) na Companhia, os atuais membros do Conselho de Administração, membros do Conselho Fiscal, membros dos Comitês de Assessoramento do Conselho de Administração, membros da Diretoria Executiva, Assessores da Diretoria e Gerentes de Departamento e Divisão (ii) nas sociedades controladas pela Companhia, membros do Conselho de Administração, membros do Conselho Fiscal, membros dos Comitês de Assessoramento do Conselho de Administração, membros da Diretoria Executiva, Assessores da Diretoria e Gerentes de Departamento e Divisão (iii) nos Acionistas Controladores diretos e/ou indiretos, membros do Conselho de Administração, membros do Conselho Fiscal, membros dos Comitês de Assessoramento do Conselho de Administração, membros da Diretoria Executiva e Assessores da Diretoria (iv) demais pessoas as quais, em decorrência de sua função, cargo, posição ou relacionamento com a Companhia e/ou com as sociedade
02.474.103/0001-19;2020-01-01;12;103563;ENGIE BRASIL ENERGIA S.A.;41674;Acionistas Controladores, administradores e empregados da Companhia, da Controladora e das Sociedades Controladas e Coligadas Acionistas ou Grupo de Acionistas que tenham participação direta ou indireta de no mínimo 5% do capital da Companhia pessoas físicas ou jurídicas não mencionadas anteriormente que, devido a sua função profissional, tenham acesso a informações relevantes.
02.558.115/0001-21;2020-01-01;1;94499;TIM PARTICIPACOES S.A.;38388;(i) administradores, acionistas controladores, Conselheiros Fiscais e demais Órgãos com Funções Técnicas ou Consultivas da Companhia (ii) funcionários e executivos com acesso a Informação Relevante e, ainda, (iii) por quem quer que, em virtude do cargo, função ou posição nas Sociedades Controladas e nas Sociedades Coligadas, tenha conhecimento de informação relativa a Ato ou Fato Relevante.
02.558.157/0001-62;2020-01-01;5;102984;TELEFÔNICA BRASIL S.A;41383;Aplica-se à própria Companhia, seus Acionistas Controladores, Administradores, Conselheiros Fiscais e os integrantes de quaisquer Órgãos com Funções Técnicas ou Consultivas ("Pessoas Vinculadas") e a qualquer pessoa que, em decorrência de seu cargo, função ou posição na Companhia, sua Controladora, suas Sociedades Controladas ou Colegiadas, tenha acesso a qualquer Informação Relevante ("Pessoas com Acesso a Informação Relevante").
02.762.115/0001-49;2020-01-01;3;103786;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.;41788;Acionistas Controladores
02.762.115/0001-49;2020-01-01;3;103786;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.;41788;Administradores
02.762.115/0001-49;2020-01-01;3;103786;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.;41788;Conselheiros Fiscais
