CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Descricao_Bem_Ativo;Pais;UF;Municipio;Tipo_Propriedade
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425356 - TERRENO/SUBESTAÇÃO N. BANDEIRANTE (69 KV) - ST. JK;Brasil;DF;;Própria
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425359 - TERRENO/SUBESTAÇÃO DO GUARÁ (SRIA QE 08);Brasil;DF;;Própria
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425366 - TERRENO/AGÊNCIA DO CRUZEIRO VELHO (SRE/SUL);Brasil;DF;;Própria
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425368 - TERRENO/SUBESTAÇÃO MONJOLO;Brasil;DF;;Própria
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425370 - TERRENO/AGÊNCIA DO GAMA;Brasil;DF;;Própria
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425382 - TERRENO/SUBESTAÇÃO SGAN 910/911;Brasil;DF;Brasília;Própria
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425384 - TERRENO/SUBESTAÇÃO PAD/DF;Brasil;DF;;Própria
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425386 - TERRENO/SUBESTAÇÃO SCN 700 (ED. VENÂNCIO 3000);Brasil;DF;Brasília;Própria
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425387 - TERRENO/SUBESTAÇÃO CONTAGEM;Brasil;DF;;Própria
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425390 - TERRENO/SUBESTAÇÃO DE CEILÂNDIA NORTE;Brasil;DF;;Própria
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425470 - TERRENO/ALMOXARIFADO CENTRAL;Brasil;DF;;Própria
00.192.769/0001-59;2020-01-01;1;94800;NEUMARKT TRADE AND FINANCIAL CENTER S/A;Propriedade para investimento;Brasil;SC;Blumenau;Própria
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;Equipamentos de Tecnologia de Informação;Brasil;DF;Brasília;Própria
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;Infraestrutura;Brasil;DF;Brasília;Própria
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;Mobiliário;Brasil;DF;Brasília;Própria
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;Outros Equipamentos/Sobressalentes;Brasil;DF;Brasília;Própria
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;Equipamento de Transmissão;Brasil;DF;Brasília;
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;Satélite;Brasil;DF;Brasília;
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;Comunicação de Dados;Brasil;DF;Brasília;
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;Instalações Prediais;Brasil;DF;Brasília;
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;Equipamento de Datacenter;Brasil;DF;Brasília;
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;Terreno do Parque Aquático Wet´n Wild São Paulo: Gleba Urbana com 116.388 m2;Brasil;SP;Itupeva;Própria
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;Pavilhão de Eventos: Pavilhão multiuso com 2.207 m2 de área construída;Brasil;SP;Itupeva;Própria
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;Prédios e Construções: Áreas Construídas do Parque, no total de 130.814 m2;Brasil;SP;Itupeva;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 36 - SÃO ROQUE;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 37 - SÃO ROQUE;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 38 - SÃO ROQUE;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 39 - SÃO ROQUE;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 40 - SÃO ROQUE;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 41 - SÃO ROQUE;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 42 - SÃO ROQUE;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 43 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 44 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 45 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 46 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 47 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 48 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 49 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 50 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 51 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 52 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 53 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 54 - SANTO ANTÔNIO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 55 - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 56 - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 57 - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 58 - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 59 - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 60 - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 61 - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 62 - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 63 - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão PROP. 64 - SÃO LOURENÇO;Brasil;RS;Barracão;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão - Passos Maia PROP.6.10;Brasil;SC;Passos Maia;Própria
00.622.416/0001-41;2020-01-01;7;103465;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Imóvel para suporte de linhas de transmissão - Passos Maia PROP. 07;Brasil;SC;Passos Maia;Própria
