CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
00.864.214/0001-06;2020-01-01;8;103422;ENERGISA S.A.;Ricardo Perez Botelho;Diretor Presidente
00.897.864/0001-58;2020-01-01;1;95675;SANTA CATARINA PART INVEST SA;Luciano da Silva Spindola;Diretor Presidente/Relações com Investidores
00.924.429/0001-75;2020-01-01;5;102526;FERROVIA CENTRO-ATLANTICA S.A.;Fábio Tadeu Marchiori Gama;Diretor de Relações com Investidores
00.924.429/0001-75;2020-01-01;5;102526;FERROVIA CENTRO-ATLANTICA S.A.;Gustavo Serrão Chaves;Diretor Presidente
00.938.574/0001-05;2020-01-01;7;103474;CONC RIO-TERESOPOLIS S.A.;Carlos Eduardo Soares de Menezes;Diretor de Relações com Investidores
00.974.211/0001-25;2020-01-01;11;103518;LINHA AMARELA S.A. - LAMSA;Gustavo Soares Figueiredo;Diretor de Relações com Investidores
00.979.969/0001-56;2020-01-01;2;100081;CAIXA ADM DIV PUB ESTADUAL SA;Luis Antonio Medina Gomez;Diretor de Relações com Investidores
00.979.969/0001-56;2020-01-01;2;100081;CAIXA ADM DIV PUB ESTADUAL SA;Carlos Eduardo Provenzano;Diretor Presidente
01.027.058/0001-91;2020-01-01;21;104759;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Gustavo Henrique Santos de Sousa;Diretor Presidente/Relações com Investidores
01.083.200/0001-18;2020-01-01;12;104319;NEOENERGIA S.A.;Mario José Ruiz-Tagle Larrain;Diretor Presidente
01.083.200/0001-18;2020-01-01;12;104319;NEOENERGIA S.A.;Leonardo Pimenta Gadelha;Diretor de Relações com Investidores
01.104.937/0001-70;2020-01-01;4;103315;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Oscar Alfredo Salomão Filho;Diretor Presidente
01.104.937/0001-70;2020-01-01;4;103315;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Ivo Sergio Baran;Diretor de Relações com Investidores
01.107.327/0001-20;2020-01-01;8;103436;BBM LOGÍSTICA S.A.;André Alarcon de Almeida Prado;Diretor Presidente
01.107.327/0001-20;2020-01-01;8;103436;BBM LOGÍSTICA S.A.;Marco Antonio de Modesti;Diretor de Relações com Investidores
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;Ricardo Lewin;Diretor de Relações com Investidores
01.258.944/0001-26;2020-01-01;1;95596;RUMO MALHA SUL S.A.;João Alberto Fernandez de Abreu;Diretor Presidente
01.319.044/0001-41;2020-01-01;1;95401;WTC AMAZONAS SUITE HOTEL S.A.;ADRIANA BOMENY FREIRE;Diretor de Relações com Investidores
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;Fabrícia Gomes de Souza;Diretor de Relações com Investidores
01.417.222/0001-77;2020-01-01;9;103383;MRS LOGISTICA S.A.;Guilherme Segalla de Mello;Diretor Presidente
01.543.032/0001-04;2020-01-01;6;103084;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;Jose Luis Salas Rincón;Diretor Presidente
01.543.032/0001-04;2020-01-01;6;103084;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;Michelle Rodrigues Nogueira;Diretor de Relações com Investidores
01.545.826/0001-07;2020-01-01;9;103853;GAFISA S.A.;Ian Andrade;Diretor de Relações com Investidores
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;Alexsandro Broedel;Diretor Presidente
01.548.981/0001-79;2020-01-01;5;103780;INVESTIMENTOS BEMGE S.A.;Renato Lulia Jacob;Diretor de Relações com Investidores
01.599.101/0001-93;2020-01-01;7;99476;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Armando Marchesan Neto;Diretor Presidente
01.599.101/0001-93;2020-01-01;7;99476;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Fernando Stucchi Alegro;Diretor de Relações com Investidores
01.616.929/0001-02;2020-01-01;11;103558;SANEAMENTO DE GOIAS SA;Paulo Rogério Bragatto Battiston;Diretor de Relações com Investidores
01.616.929/0001-02;2020-01-01;11;103558;SANEAMENTO DE GOIAS SA;Ricardo José Soavinski;Diretor Presidente
01.838.723/0001-27;2020-01-01;11;104527;BRF S.A.;Lorival Nogueira Luz Jr.;Diretor Presidente
01.838.723/0001-27;2020-01-01;11;104527;BRF S.A.;Carlos Alberto Bezerra de Moura;Diretor de Relações com Investidores
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;Maria Amalia Delfim de Melo Coutrim;Diretor de Relações com Investidores
01.851.771/0001-55;2020-01-01;3;103345;524 PARTICIPACOES S.A.;Eduardo de Britto Pereira Azevedo;Diretor Presidente
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;Ricardo José Ribeiro Leite;Diretor de Relações com Investidores
01.896.779/0001-38;2020-01-01;5;102857;CSU DIGITAL S.A.;Marcos Ribeiro Leite;Diretor Presidente
01.917.818/0001-36;2020-01-01;11;103700;LIGHT ENERGIA S.A.;Raimundo Nonato Alencar de Castro;Diretor Presidente
01.917.818/0001-36;2020-01-01;11;103700;LIGHT ENERGIA S.A.;Roberto Caixeta Barroso;Diretor de Relações com Investidores
01.938.783/0001-11;2020-01-01;6;104796;CIA PARTICIPACOES ALIANCA DA BAHIA;CLARISSA BARRETO MODAFFERI;Diretor de Relações com Investidores
01.938.783/0001-11;2020-01-01;6;104796;CIA PARTICIPACOES ALIANCA DA BAHIA;JOSÉ RENATO DE ALMEIDA GONÇALVES TOURINHO;Diretor Presidente
01.957.772/0001-89;2020-01-01;1;94527;SUL 116 PARTICIPACOES S.A.;Alberto Ribeiro Guth;Diretor de Relações com Investidores
01.971.614/0001-83;2020-01-01;3;103430;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;Josué Christiano Gomes da Silva;Diretor Presidente
01.971.614/0001-83;2020-01-01;3;103430;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;João Batista da Cunha Bomfim;Diretor de Relações com Investidores
01.989.044/0001-59;2020-01-01;1;95341;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;ADRIANA BOMENY FREIRE;Diretor de Relações com Investidores
02.016.440/0001-62;2020-01-01;6;104683;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Marco Antonio Villela de Abreu;Diretor Presidente
02.016.440/0001-62;2020-01-01;6;104683;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Yuehui Pan;Diretor de Relações com Investidores
02.062.747/0001-08;2020-01-01;3;103348;SUDESTE S.A.;MARIA AMALIA DELFIM DE MELO COUTRIM;Diretor de Relações com Investidores
02.062.747/0001-08;2020-01-01;3;103348;SUDESTE S.A.;EDUARDO DE BRITTO PEREIRA AZEVEDO;Diretor Presidente
02.084.220/0001-76;2020-01-01;2;93819;NUMERAL 80 PARTICIPAÇÕES S.A.;Antonio Carlos Duarte Sepúlveda;Diretor Presidente
02.084.220/0001-76;2020-01-01;2;93819;NUMERAL 80 PARTICIPAÇÕES S.A.;Daniel Pedreira Dorea;Diretor de Relações com Investidores
02.105.040/0001-23;2020-01-01;4;97590;VIRGO II COMPANHIA DE SECURITIZACAO;Daniel Monteiro Coelho de Magalhães;Diretor Presidente/Relações com Investidores
02.149.205/0001-69;2020-01-01;7;102827;PORTO SEGURO S.A.;Roberto de Souza Santos;Diretor Presidente/Relações com Investidores
02.162.616/0001-94;2020-01-01;3;103473;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Helder Rocha Falcão;Diretor Presidente/Relações com Investidores
02.193.750/0001-52;2020-01-01;10;103382;DEXXOS PARTICIPAÇÕES S.A.;George Abi-Rihan Cordeiro;Diretor de Relações com Investidores
02.193.750/0001-52;2020-01-01;10;103382;DEXXOS PARTICIPAÇÕES S.A.;Rafael Alcides Raphael;Diretor Presidente
02.201.787/0001-85;2020-01-01;1;95220;CEL PARTICIPAÇÕES S.A. - CELPAR;GUILHERME RODRIGUES DE NOVAES BARROS;Diretor Presidente
02.201.787/0001-85;2020-01-01;1;95220;CEL PARTICIPAÇÕES S.A. - CELPAR;JULIO LUIZ BAPTISTA LOPES;Diretor de Relações com Investidores
02.217.319/0001-07;2020-01-01;3;102928;YBYRÁ CAPITAL S.A.;FRANK JENCIK;Diretor de Relações com Investidores
02.217.319/0001-07;2020-01-01;3;102928;YBYRÁ CAPITAL S.A.;ADALBERTO LEIDENFROST;Diretor Presidente
02.221.531/0001-30;2020-01-01;4;103056;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;Thais Caroline Borges Labre;Diretor Presidente/Relações com Investidores
02.222.736/0001-30;2020-01-01;1;95167;EMPRESA CONC RODOV DO NORTE S.A.ECONORTE;Luiz Eduardo Barros Manara;Diretor Presidente
02.222.736/0001-30;2020-01-01;1;95167;EMPRESA CONC RODOV DO NORTE S.A.ECONORTE;Fernando Yuiti Fujisawa;Diretor de Relações com Investidores
02.258.422/0001-97;2020-01-01;5;106336;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;IRAJÁ GALLIANO ANDRADE;Diretor de Relações com Investidores
02.281.836/0001-37;2020-01-01;2;94223;TRANSNORDESTINA LOGISTICA SA;JORGE LUIZ DE MELLO;Diretor Presidente
02.281.836/0001-37;2020-01-01;2;94223;TRANSNORDESTINA LOGISTICA SA;JORGE LUIZ DE MELLO;Diretor de Relações com Investidores
02.286.479/0001-08;2020-01-01;2;99493;LOCALIZA FLEET S.A.;Bruno Sebastian Lasansky;Diretor Presidente
02.286.479/0001-08;2020-01-01;2;99493;LOCALIZA FLEET S.A.;Rodrigo Tavares Gonçalves de Sousa;Diretor de Relações com Investidores
02.291.077/0001-93;2020-01-01;3;97734;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;NANCI TURIBIO GUIMARÃES;Diretor de Relações com Investidores
02.291.077/0001-93;2020-01-01;3;97734;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;FÁBIO PEREIRA MAIA;Diretor Presidente
02.302.100/0001-06;2020-01-01;6;102899;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Júlio César de Andrade;Diretor de Relações com Investidores
02.302.100/0001-06;2020-01-01;6;102899;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;João Manuel Brito Martins;Diretor Presidente
02.302.101/0001-42;2020-01-01;7;103467;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Pablo Andrés Fernández Uhart;Diretor de Relações com Investidores
02.302.101/0001-42;2020-01-01;7;103467;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;Marcio Rea;Diretor Presidente
02.318.346/0001-68;2020-01-01;2;95818;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;DIOGO ALEXANDRE DE MELO BAHIA;Diretor de Relações com Investidores
02.318.346/0001-68;2020-01-01;2;95818;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;ITAMAR BENIGNO FILHO;Diretor Presidente
02.328.280/0001-97;2020-01-01;7;102922;ELEKTRO REDES S.A.;Antonio Sergio Casanova;Diretor Presidente
02.328.280/0001-97;2020-01-01;7;102922;ELEKTRO REDES S.A.;Alex Sandro Monteiro Barbosa da Silva;Diretor de Relações com Investidores
02.338.534/0001-58;2020-01-01;3;109607;LONGDIS S.A.;Marcos Navajas;Diretor de Relações com Investidores
02.351.144/0001-18;2020-01-01;12;103493;TEGMA GESTAO LOGISTICA S.A.;Ramón Pérez Arias Filho;Diretor de Relações com Investidores
02.351.144/0001-18;2020-01-01;12;103493;TEGMA GESTAO LOGISTICA S.A.;Marcos Antonio Leite De Medeiros;Diretor Presidente
02.351.877/0001-52;2020-01-01;19;103756;LWSA S/A;Fernando Biancardi Cirne;Diretor Presidente
02.351.877/0001-52;2020-01-01;19;103756;LWSA S/A;Rafael Chamas Alves;Diretor de Relações com Investidores
02.357.251/0001-53;2020-01-01;1;94115;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Franco Maria Giuseppe Pallamolla;Diretor Presidente
02.357.251/0001-53;2020-01-01;1;94115;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;João Manuel Martins Ramos Canha;Diretor de Relações com Investidores
02.365.069/0001-44;2020-01-01;5;102777;PADTEC HOLDING S.A.;Renato Jordão da Silva;Diretor de Relações com Investidores
02.365.069/0001-44;2020-01-01;5;102777;PADTEC HOLDING S.A.;Carlos Raimar Schoeninger;Diretor Presidente
02.382.073/0001-10;2020-01-01;6;100810;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Sergio Antônio Rodrigues da Silva Braga;Diretor Presidente
02.382.073/0001-10;2020-01-01;6;100810;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;André Pires de Oliveira Dias;Diretor de Relações com Investidores
02.387.241/0001-60;2020-01-01;22;105130;RUMO S.A.;João Alberto Fernandez de Abreu;Diretor Presidente
02.387.241/0001-60;2020-01-01;22;105130;RUMO S.A.;Ricardo Lewin;Diretor de Relações com Investidores
02.397.080/0001-96;2020-01-01;2;102902;ITAPEBI GERACAO DE ENERGIA S.A.;Marcelo José Cavalcanti Lopes;Diretor Presidente
02.397.080/0001-96;2020-01-01;2;102902;ITAPEBI GERACAO DE ENERGIA S.A.;Leonardo Pimenta Gadelha;Diretor de Relações com Investidores
02.415.408/0001-50;2020-01-01;2;102861;CONC ROD.OESTE SP VIAOESTE S.A;Jose Salim Kallab Fraiha;Diretor Presidente/Relações com Investidores
02.421.421/0001-11;2020-01-01;8;104308;TIM S.A.;Adrian Calaza;Diretor de Relações com Investidores
02.421.421/0001-11;2020-01-01;8;104308;TIM S.A.;Pietro Labriola;Diretor Presidente
02.429.144/0001-93;2020-01-01;9;104791;CPFL ENERGIA S.A.;Gustavo Estrella;Diretor Presidente
02.429.144/0001-93;2020-01-01;9;104791;CPFL ENERGIA S.A.;YueHui Pan;Diretor de Relações com Investidores
02.451.848/0001-62;2020-01-01;2;102860;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Rogério Cezar Bahú;Diretor Presidente/Relações com Investidores
02.474.103/0001-19;2020-01-01;12;103563;ENGIE BRASIL ENERGIA S.A.;Eduardo Antonio Gori Sattamini;Diretor Presidente/Relações com Investidores
02.502.844/0001-66;2020-01-01;5;103840;RUMO MALHA PAULISTA S.A.;Ricardo Lewin;Diretor de Relações com Investidores
02.502.844/0001-66;2020-01-01;5;103840;RUMO MALHA PAULISTA S.A.;João Alberto Fernandez de Abreu;Diretor Presidente
02.509.186/0001-34;2020-01-01;1;95233;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Alexandre Tujisoki;Diretor de Relações com Investidores
02.509.186/0001-34;2020-01-01;1;95233;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;José Renato Ricciardi;Diretor Presidente
02.509.491/0001-26;2020-01-01;6;104663;CONC ECOVIAS IMIGRANTES S.A.;Rui Juarez Klein;Diretor Presidente
02.509.491/0001-26;2020-01-01;6;104663;CONC ECOVIAS IMIGRANTES S.A.;Ronald Dennis Marangon;Diretor de Relações com Investidores
02.558.115/0001-21;2020-01-01;1;94499;TIM PARTICIPACOES S.A.;Adrian Calaza;Diretor de Relações com Investidores
02.558.115/0001-21;2020-01-01;1;94499;TIM PARTICIPACOES S.A.;Pietro Labriola;Diretor Presidente
02.558.157/0001-62;2020-01-01;5;102984;TELEFÔNICA BRASIL S.A;David Melcon Sanchez-Friera;Diretor de Relações com Investidores
02.558.157/0001-62;2020-01-01;5;102984;TELEFÔNICA BRASIL S.A;Christian Mauad Gebara;Diretor Presidente
02.591.787/0001-39;2020-01-01;4;109015;CAPITALPART PARTICIPACOES S.A.;Marcos Navajas;Diretor de Relações com Investidores
02.643.896/0001-52;2020-01-01;2;97214;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Luis Fernando Casari Davantel;Diretor de Relações com Investidores
02.643.896/0001-52;2020-01-01;2;97214;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Walter Torre Junior;Diretor Presidente
02.664.042/0001-52;2020-01-01;3;103998;TERMINAL GARAGEM MENEZES CORTES S.A.;Marcello Romualdo da Silva Pereira;Diretor de Relações com Investidores
02.682.287/0001-02;2020-01-01;1;93837;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Carlos Eduardo Pereira Guimarães;Diretor Presidente
02.682.287/0001-02;2020-01-01;1;93837;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Mauro Dutra Mediano Dias;Diretor de Relações com Investidores
02.724.983/0001-34;2020-01-01;5;102639;SANESALTO SANEAMENTO S.A.;CLÁUDIO ROBERTO DE LEONI RAMOS;Diretor de Relações com Investidores
02.724.983/0001-34;2020-01-01;5;102639;SANESALTO SANEAMENTO S.A.;MÁRIO VIEIRA MARCONDES NETO;Diretor Presidente
02.736.470/0001-43;2020-01-01;1;93707;CONFIANZA SECURITIZADORA SA;Rafael Freitas de Aguiar;Diretor de Relações com Investidores
02.736.470/0001-43;2020-01-01;1;93707;CONFIANZA SECURITIZADORA SA;Fauze Barreto Antun;Diretor Presidente
02.736.470/0001-43;2020-01-01;1;93707;CONFIANZA SECURITIZADORA SA;Marcelo Lourenço Jensen;Diretor de Relações com Investidores
02.762.113/0001-50;2020-01-01;1;93855;BRAZILIAN FINANCE E REAL ESTATE S.A.;Carlos Eduardo Pereira Guimarães;Diretor Presidente
02.762.113/0001-50;2020-01-01;1;93855;BRAZILIAN FINANCE E REAL ESTATE S.A.;Mauro Dutra Mediano Dias;Diretor de Relações com Investidores
02.762.115/0001-49;2020-01-01;3;103786;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.;Joaquim Martino Ferreira;Diretor Presidente/Relações com Investidores
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;Antonio Carlos Duarte Sepúlveda;Diretor Presidente
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;Daniel Pedreira Dorea;Diretor de Relações com Investidores
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;MARIA AMALIA DELFIM DE MELO COUTRIM;Diretor de Relações com Investidores
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;NORBERTO AGUIAR TOMAZ;Diretor Presidente
02.773.542/0001-22;2020-01-01;7;102904;OPEA SECURITIZADORA S.A.;Flávia Palacios Mendonça Bailune;Diretor Presidente/Relações com Investidores
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;Armando Miguel Gallo Neto;Diretor de Relações com Investidores
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;MARIA AMÁLIA DELFIM DE MELO COUTRIM;Diretor de Relações com Investidores
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;NORBERTO AGUIAR TOMAZ;Diretor Presidente
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;Rodrigo Calvo Galindo;Diretor Presidente
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;Frederico da Cunha Villa;Diretor de Relações com Investidores
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Marco Antonio Souza Cauduro;Diretor Presidente
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Waldo Edwin Perez Leskovar;Diretor de Relações com Investidores
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;Fernando Luiz Alterio;Diretor Presidente
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;André Pinheiro Veloso;Diretor de Relações com Investidores
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;Gilberto Tomazoni;Diretor Presidente
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;Guilherme Perboyre Cavalcanti;Diretor de Relações com Investidores
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;Andre Dorf;Diretor Presidente
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;Juan Gabriel Lopez Moreno;Diretor de Relações com Investidores
02.932.074/0001-91;2020-01-01;13;104052;HYPERA S.A.;Adalmario Ghovatto Satheler do Couto;Diretor de Relações com Investidores
02.932.074/0001-91;2020-01-01;13;104052;HYPERA S.A.;Breno Toledo Pires de Oliveira;Diretor Presidente
02.950.811/0001-89;2020-01-01;6;102203;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Augusto Alves do Reis Neto;Diretor Presidente/Relações com Investidores
02.992.449/0001-09;2020-01-01;3;103350;PROMPT PARTICIPACOES S.A.;MARIA AMALIA DELFIM DE MELO COUTRIM;Diretor de Relações com Investidores
02.992.449/0001-09;2020-01-01;3;103350;PROMPT PARTICIPACOES S.A.;EDUARDO DE BRITTO PEREIRA AZEVEDO;Diretor Presidente
02.998.301/0001-81;2020-01-01;4;103528;RIO PARANAPANEMA ENERGIA S.A.;Carlos Alberto Rodrigues de Carvalho;Diretor Presidente/Relações com Investidores
02.998.611/0001-04;2020-01-01;11;104350;ISA ENERGIA BRASIL;Rui Chammas;Diretor Presidente
02.998.611/0001-04;2020-01-01;11;104350;ISA ENERGIA BRASIL;Carisa Santos Portela Cristal;Diretor de Relações com Investidores
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Carlo Alberto Bottarelli;Diretor Presidente
03.014.553/0001-91;2020-01-01;7;104605;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Roberto Solheid da Costa de Carvalho;Diretor de Relações com Investidores
03.025.305/0001-46;2020-01-01;1;95235;RODOVIAS DAS COLINAS S.A.;Alexandre Tujisoki;Diretor de Relações com Investidores
03.025.305/0001-46;2020-01-01;1;95235;RODOVIAS DAS COLINAS S.A.;José Renato Ricciardi;Diretor Presidente
03.207.703/0001-83;2020-01-01;3;103521;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Sergio Moniz Barretto Garcia;Diretor Presidente
03.207.703/0001-83;2020-01-01;3;103521;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Juan Gabriel Lopez Moreno;Diretor de Relações com Investidores
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Leonardo da Silva Lucas Tavares de Lima;Diretor de Relações com Investidores
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Augusto Miranda da Paz Junior;Diretor Presidente
03.303.999/0001-36;2020-01-01;4;100333;DTCOM - DIRECT TO COMPANY S.A.;MARCELO RENATO NASCIMENTO CERQUEIRA;Diretor de Relações com Investidores
03.303.999/0001-36;2020-01-01;4;100333;DTCOM - DIRECT TO COMPANY S.A.;Aryovaldo Mazzi Neto;Diretor Presidente/Relações com Investidores
03.378.521/0001-75;2020-01-01;19;103698;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Raimundo Nonato Alencar de Castro;Diretor Presidente
03.378.521/0001-75;2020-01-01;19;103698;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Roberto Caixeta Barroso;Diretor de Relações com Investidores
