CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Sigla_Classe_Acoes_Preferenciais;Classe_Acoes_Preferenciais;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao
04.233.319/0001-18;2020-01-01;4;103673;NCF PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
04.437.534/0001-30;2020-01-01;6;100700;LOCAMÉRICA RENT-A-CAR S.A.;PNA;Preferencial Classe A;0;0.000000
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNA;Preferencial Classe A;1820804;0.080000
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNB;Preferencial Classe B;1085371;0.050000
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNC;Preferencial Classe C;1085346;0.050000
04.913.711/0001-08;2020-01-01;10;102907;BCO ESTADO DO PARA S.A.;PNA;Preferencial Classe A;0;0.000000
05.336.882/0001-84;2020-01-01;2;102134;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;PNA;Preferencial Classe A;470537;37.970000
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;PNB;Preferencial Classe B;617046;37.955000
06.977.745/0001-91;2020-01-01;10;104485;BR MALLS PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
06.981.176/0001-58;2020-01-01;10;104645;CEMIG GERACAO E TRANSMISSAO S.A.;PNA;Preferencial Classe A;0;0.000000
07.043.628/0001-13;2020-01-01;1;93980;CLARO TELECOM PARTICIPAÇÕES S.A.;PNA;Preferencial Classe A;0;0.000000
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;PNA;Preferencial Classe A;17664694;62.523915
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;PNB;Preferencial Classe B;1534238;99.972372
07.206.816/0001-15;2020-01-01;7;105726;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;PNA;Preferencial Classe A;0;0.000000
07.253.321/0001-47;2020-01-01;1;94834;CARBOMIL SA MINER. E INDUSTRIA;PNA;Preferencial Classe A;66000;100.000000
07.275.159/0001-68;2020-01-01;1;94675;PETROLEO LUB DO NORDESTE SA;PNA;Preferencial Classe A;226530;13.550000
07.275.159/0001-68;2020-01-01;1;94675;PETROLEO LUB DO NORDESTE SA;PNB;Preferencial Classe B;536835;32.100000
07.275.159/0001-68;2020-01-01;1;94675;PETROLEO LUB DO NORDESTE SA;PNC;Preferencial Classe C;908881;54.350000
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;PNA;Preferencial Classe A;0;0.000000
07.857.093/0001-14;2020-01-01;11;99732;AURA MINERALS INC.;PNA;Preferencial Classe A;0;0.000000
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;PNA;Preferencial Classe A;68093790;100.000000
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;PNA;Preferencial Classe A;1;0.000001
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;PNB;Preferencial Classe B;133242457;0.000000
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;PND;Preferencial Classe D;100000;0.001380
08.294.224/0001-65;2020-01-01;18;103864;JHSF PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;PNA;Preferencial Classe A;351217;0.916350
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;PNB;Preferencial Classe B;229401;0.598524
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
08.424.178/0001-71;2020-01-01;1;95172;TECBLU TECELAGEM BLUMENAU S.A.;PNA;Preferencial Classe A;28607;27.885000
08.424.178/0001-71;2020-01-01;1;95172;TECBLU TECELAGEM BLUMENAU S.A.;PNB;Preferencial Classe B;14;0.011000
08.424.178/0001-71;2020-01-01;1;95172;TECBLU TECELAGEM BLUMENAU S.A.;PNC;Preferencial Classe C;73969;61.290000
08.613.550/0001-98;2020-01-01;14;103723;NEXPE PARTICIPAÇÕES S.A;PNA;Preferencial Classe A;0;0.000000
08.653.753/0001-08;2020-01-01;1;95321;BRC SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;PNA;Preferencial Classe A;0;0.000000
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
08.810.422/0001-34;2020-01-01;1;99231;GUARARAPES PAINÉIS S.A.;PNA;Preferencial Classe A;0;0.000000
08.827.501/0001-58;2020-01-01;8;103494;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;PNA;Preferencial Classe A;103653713;74.660000
08.935.054/0001-50;2020-01-01;8;103229;MULTINER S/A;PNA;Preferencial Classe A;6532211;0.000000
08.935.054/0001-50;2020-01-01;8;103229;MULTINER S/A;PNB;Preferencial Classe B;311344;100.000000
08.937.002/0001-13;2020-01-01;1;95168;VISION SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;PNA;Preferencial Classe A;0;0.000000
09.112.685/0001-32;2020-01-01;9;103785;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
09.114.805/0001-30;2020-01-01;5;103577;OCEANPACT SERVIÇOS MARITIMOS S.A.;PNA;Preferencial Classe A;0;0.000000
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;461266;11.000000
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNB;Preferencial Classe B;72447;2.000000
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNC;Preferencial Classe C;82043;2.000000
09.116.278/0001-01;2020-01-01;1;95175;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PND;Preferencial Classe D;3457776;85.000000
09.324.949/0001-11;2020-01-01;4;102942;AUTOPISTA FLUMINENSE SA;PNA;Preferencial Classe A;0;0.000000
09.325.109/0001-73;2020-01-01;2;102714;AUTOPISTA PLANALTO SUL SA;PNA;Preferencial Classe A;0;0.000000
09.336.431/0001-06;2020-01-01;3;102686;AUTOPISTA REGIS BITTENCOURT SA;PNA;Preferencial Classe A;0;0.000000
09.439.783/0001-89;2020-01-01;1;93576;ÁQUILLA SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
10.215.988/0001-60;2020-01-01;8;103602;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;PNA;Preferencial Classe A;0;0.000000
10.324.624/0001-18;2020-01-01;13;103496;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;PNA;Preferencial Classe A;0;0.000000
10.502.676/0001-37;2020-01-01;3;102946;TERMELÉTRICA PERNAMBUCO III S.A.;PNA;Preferencial Classe A;0;0.000000
10.571.175/0001-02;2020-01-01;4;102616;URBA DESENVOLVIMENTO URBANO S.A.;PNA;Preferencial Classe A;0;0.000000
10.635.691/0001-53;2020-01-01;1;95391;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;PNA;Preferencial Classe A;0;0.000000
10.807.374/0001-77;2020-01-01;1;97783;BOA SAFRA SEMENTES S.A.;PNA;Preferencial Classe A;0;0.000000
10.835.932/0001-08;2020-01-01;10;103116;CIA ENERGETICA DE PERNAMBUCO - CELPE;PNA;Preferencial Classe A;7102982;85.480000
10.835.932/0001-08;2020-01-01;10;103116;CIA ENERGETICA DE PERNAMBUCO - CELPE;PNB;Preferencial Classe B;342066;4.120000
10.841.050/0001-55;2020-01-01;10;104565;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;PNA;Preferencial Classe A;0;0.000000
10.851.805/0001-00;2020-01-01;4;103604;FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
11.257.352/0001-43;2020-01-01;1;93955;BSI CAPITAL SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
12.091.809/0001-55;2020-01-01;8;100714;BRAVA ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
12.979.898/0001-70;2020-01-01;4;104816;FORTE SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
13.009.717/0001-46;2020-01-01;22;103017;BCO ESTADO DE SERGIPE S.A. - BANESE;PNA;Preferencial Classe A;0;0.000000
13.349.677/0001-81;2020-01-01;1;95427;REIT SECURITIZADORA S/A;PNA;Preferencial Classe A;0;0.000000
13.483.537/0001-00;2020-01-01;2;99279;BRASIL SECURITIZADORA S/A;PNA;Preferencial Classe A;0;0.000000
13.584.310/0001-42;2020-01-01;2;95720;SUGOI S.A.;PNA;Preferencial Classe A;0;0.000000
14.308.514/0001-13;2020-01-01;1;94471;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;PNA;Preferencial Classe A;7765;24.789692
14.333.683/0001-03;2020-01-01;1;95003;FONTAINE VILLE PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
14.807.945/0001-24;2020-01-01;10;103173;SANSUY S.A. INDUSTRIA DE PLASTICOS;PNA;Preferencial Classe A;5052280;99.880000
14.807.945/0001-24;2020-01-01;10;103173;SANSUY S.A. INDUSTRIA DE PLASTICOS;PNB;Preferencial Classe B;6200;0.120000
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;PNA;Preferencial Classe A;8691558;99.985091
14.998.371/0001-19;2020-01-01;6;102981;J. MACEDO S.A.;PNB;Preferencial Classe B;1296;0.014909
15.073.274/0001-88;2020-01-01;3;103615;PPLA PARTICIPATIONS LTD.;PNA;Preferencial Classe A;938222;100.000000
15.073.274/0001-88;2020-01-01;3;103615;PPLA PARTICIPATIONS LTD.;PNB;Preferencial Classe B;1876444;100.000000
15.073.274/0001-88;2020-01-01;3;103615;PPLA PARTICIPATIONS LTD.;PNC;Preferencial Classe C;0;0.000010
15.073.274/0001-88;2020-01-01;3;103615;PPLA PARTICIPATIONS LTD.;PND;Preferencial Classe D;0;0.000000
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;PNA;Preferencial Classe A;12342238;65.000000
15.115.504/0001-24;2020-01-01;3;100130;TRONOX PIGMENTOS DO BRASIL S.A.;PNB;Preferencial Classe B;6518111;35.000000
15.139.629/0001-94;2020-01-01;8;102913;CIA ELETRICIDADE EST. DA BAHIA - COELBA;PNA;Preferencial Classe A;324289;0.116770
15.141.799/0001-03;2020-01-01;6;104757;CIA FERRO LIGAS DA BAHIA - FERBASA;PNA;Preferencial Classe A;0;0.000000
15.144.017/0001-90;2020-01-01;3;104813;CIA SEGUROS ALIANCA DA BAHIA;PNA;Preferencial Classe A;1365595;35.560000
16.234.171/0001-15;2020-01-01;4;99468;METANOR SA METANOL DO NE;PNA;Preferencial Classe A;87595802;29.590000
16.234.171/0001-15;2020-01-01;4;99468;METANOR SA METANOL DO NE;PNB;Preferencial Classe B;9819517;3.320000
16.234.171/0001-15;2020-01-01;4;99468;METANOR SA METANOL DO NE;PNC;Preferencial Classe C;99970883;33.760000
16.590.234/0001-76;2020-01-01;13;104601;AZZAS 2154 S.A.;PNA;Preferencial Classe A;0;0.000000
16.670.085/0001-55;2020-01-01;6;99490;LOCALIZA RENT A CAR S.A.;PNA;Preferencial Classe A;0;0.000000
17.162.082/0001-73;2020-01-01;1;95343;MENDES JUNIOR ENGENHARIA S.A.;PNA;Preferencial Classe A;149876;1.453782
17.162.082/0001-73;2020-01-01;1;95343;MENDES JUNIOR ENGENHARIA S.A.;PNB;Preferencial Classe B;163737;1.588222
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;PNA;Preferencial Classe A;6136993;42.874417
17.167.396/0001-69;2020-01-01;3;102666;ALFA HOLDINGS S.A.;PNB;Preferencial Classe B;11553559;47.434720
17.167.412/0001-13;2020-01-01;7;102648;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;PNA;Preferencial Classe A;19006438;42.994875
17.184.037/0001-10;2020-01-01;24;104795;BCO MERCANTIL DO BRASIL S.A.;PNA;Preferencial Classe A;0;0.000000
17.193.806/0001-46;2020-01-01;3;102656;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNA;Preferencial Classe A;90335;54.769000
17.193.806/0001-46;2020-01-01;3;102656;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNB;Preferencial Classe B;1045413;44.862293
17.193.806/0001-46;2020-01-01;3;102656;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNC;Preferencial Classe C;93239;42.407772
17.193.806/0001-46;2020-01-01;3;102656;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PND;Preferencial Classe D;787745;38.249017
17.193.806/0001-46;2020-01-01;3;102656;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNE;Preferencial Classe E;2532536;37.467181
17.193.806/0001-46;2020-01-01;3;102656;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNF;Preferencial Classe F;6665353;30.691128
17.234.244/0001-31;2020-01-01;3;102407;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;PNA;Preferencial Classe A;0;0.000000
18.494.485/0001-82;2020-01-01;5;103122;PORTO SUDESTE V.M. S.A.;PNA;Preferencial Classe A;0;0.000000
19.208.022/0001-70;2020-01-01;9;104867;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;PNA;Preferencial Classe A;0;0.000000
19.726.048/0001-00;2020-01-01;11;103270;CONCESSIONÁRIA BR-040 S.A.;PNA;Preferencial Classe A;0;0.000000
21.414.457/0001-12;2020-01-01;2;97858;LEADS CIA. SECURITIZADORA;PNA;Preferencial Classe A;0;0.000000
21.610.416/0001-00;2020-01-01;1;93767;FORTUNATO SECURITIZADORA S/A;PNA;Preferencial Classe A;0;0.000000
23.096.269/0001-19;2020-01-01;2;100622;RIO PARANA ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
24.230.275/0001-80;2020-01-01;4;99214;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;PNA;Preferencial Classe A;0;0.000000
24.962.466/0001-36;2020-01-01;2;99637;RUMO MALHA NORTE S.A.;PNA;Preferencial Classe A;76088610;6.397159
24.962.466/0001-36;2020-01-01;2;99637;RUMO MALHA NORTE S.A.;PNB;Preferencial Classe B;5625683;0.472980
25.089.509/0001-83;2020-01-01;8;103668;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;PNA;Preferencial Classe A;0;0.000000
25.089.509/0001-83;2020-01-01;8;103668;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;PNB;Preferencial Classe B;0;0.000000
27.093.558/0001-15;2020-01-01;14;104869;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;PNA;Preferencial Classe A;0;0.000000
27.137.879/0001-74;2020-01-01;1;95360;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;PNA;Preferencial Classe A;0;0.000000
27.956.690/0001-03;2020-01-01;1;93923;AUZZA SECURITIZADORA S. A.;PNA;Preferencial Classe A;0;0.000000
28.942.127/0001-49;2020-01-01;3;98825;COMPANHIA ENERGÉTICA MIRANDA;PNA;Preferencial Classe A;0;0.000000
30.540.991/0001-66;2020-01-01;3;94650;HAGA S.A. INDUSTRIA E COMERCIO;PNA;Preferencial Classe A;0;0.000000
33.035.536/0001-00;2020-01-01;2;104191;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
33.040.601/0001-87;2020-01-01;6;103371;MERCANTIL FINANCEIRA S.A. - SOC. CRÉDITO, FINANC E INVESTIME;PNA;Preferencial Classe A;0;0.000000
33.050.196/0001-88;2020-01-01;5;103983;CIA PAULISTA DE FORCA E LUZ;PNA;Preferencial Classe A;0;0.000000
33.050.196/0001-88;2020-01-01;5;103983;CIA PAULISTA DE FORCA E LUZ;PNB;Preferencial Classe B;0;0.000000
33.050.196/0001-88;2020-01-01;5;103983;CIA PAULISTA DE FORCA E LUZ;PNC;Preferencial Classe C;0;0.000000
33.102.476/0001-92;2020-01-01;5;103734;MONTEIRO ARANHA S.A.;PNA;Preferencial Classe A;0;0.000000
33.200.049/0001-47;2020-01-01;1;95038;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
33.352.394/0001-04;2020-01-01;14;103300;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;PNA;Preferencial Classe A;0;0.000000
33.386.210/0001-19;2020-01-01;4;105703;SONDOTECNICA ENGENHARIA SOLOS S.A.;PNA;Preferencial Classe A;555620;70.820000
33.386.210/0001-19;2020-01-01;4;105703;SONDOTECNICA ENGENHARIA SOLOS S.A.;PNB;Preferencial Classe B;307726;37.650000
33.541.368/0001-16;2020-01-01;4;102698;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;PNA;Preferencial Classe A;0;0.000000
33.592.510/0001-54;2020-01-01;26;104585;VALE S.A.;PNE;Preferencial Classe E;0;0.000000
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;PNA;Preferencial Classe A;1617597;2.633455
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;PNB;Preferencial Classe B;44734308;72.827642
34.169.557/0001-72;2020-01-01;16;104697;BCO MERCANTIL DE INVESTIMENTOS S.A.;PNA;Preferencial Classe A;0;0.000000
35.082.277/0001-95;2020-01-01;2;93398;BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A;PNA;Preferencial Classe A;0;0.000000
35.791.391/0001-94;2020-01-01;3;102186;QUALITY SOFTWARE S.A.;PNA;Preferencial Classe A;0;0.000000
39.115.514/0001-28;2020-01-01;2;103846;RUMO MALHA OESTE S.A.;PNA;Preferencial Classe A;0;0.000000
42.150.391/0001-70;2020-01-01;11;103022;BRASKEM S.A.;PNA;Preferencial Classe A;264640575;76.696000
42.150.391/0001-70;2020-01-01;11;103022;BRASKEM S.A.;PNB;Preferencial Classe B;500230;100.000000
42.331.462/0001-31;2020-01-01;3;103559;EMBPAR PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
45.365.558/0001-09;2020-01-01;1;98746;VITTIA S.A.;PNA;Preferencial Classe A;0;0.000000
45.987.245/0001-92;2020-01-01;8;103423;BIOMA EDUCAÇÃO S.A.;PNA;Preferencial Classe A;0;0.000000
46.119.855/0001-37;2020-01-01;8;100774;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;PNA;Preferencial Classe A;0;0.000000
47.509.120/0001-82;2020-01-01;3;103479;BRADESCO LEASING S.A. ARREND MERCANTIL;PNA;Preferencial Classe A;0;0.000000
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;PNA;Preferencial Classe A;0;0.000000
