CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Quantidade_Pessoa_Fisica;Quantidade_Pessoa_Juridica;Quantidade_Investidor
02.736.470/0001-43;2020-01-01;1;93707;CONFIANZA SECURITIZADORA SA;Certificados de Recebíveis Imobiliários;0;0;0
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;Debêntures;0;1;59
02.773.542/0001-22;2020-01-01;7;102904;OPEA SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;19415;24;0
02.773.542/0001-22;2020-01-01;7;102904;OPEA SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;26405;304;0
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;489;2;0
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;175;1;0
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;Debêntures;0;13;342
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Debêntures;43;5;549
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Nota Comercial;0;1;0
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;Debêntures;0;0;0
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;Debêntures;0;0;1228
02.932.074/0001-91;2020-01-01;13;104052;HYPERA S.A.;Debêntures;0;1;0
02.998.301/0001-81;2020-01-01;4;103528;RIO PARANAPANEMA ENERGIA S.A.;Debêntures;0;5;307
02.998.611/0001-04;2020-01-01;11;104350;ISA ENERGIA BRASIL;Debêntures;5021;81;7
03.025.305/0001-46;2020-01-01;1;95235;RODOVIAS DAS COLINAS S.A.;Debêntures;40;9;274
03.207.703/0001-83;2020-01-01;3;103521;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Debêntures;0;0;0
03.220.438/0001-73;2020-01-01;15;104607;EQUATORIAL S.A.;Debêntures;0;0;176
03.467.321/0001-99;2020-01-01;2;97021;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Contrato de Investimento Coletivo;185;25;214
03.758.318/0001-24;2020-01-01;20;103632;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Debêntures Conversíveis;0;1;3
03.767.538/0001-14;2020-01-01;1;93835;BRAZILIAN SECURITIES CIA SECURITIZACAO;Certificado de Recebíveis do Agronegócio;267;2;0
03.767.538/0001-14;2020-01-01;1;93835;BRAZILIAN SECURITIES CIA SECURITIZACAO;Certificados de Recebíveis Imobiliários;1362;72;0
03.795.050/0001-09;2020-01-01;1;94965;TERMOPERNAMBUCO S.A.;Debêntures;0;3;40
03.847.461/0001-92;2020-01-01;10;104581;BRADESPAR S.A.;Debêntures;0;0;60
03.853.896/0001-40;2020-01-01;5;104572;MARFRIG GLOBAL FOODS S.A.;Debêntures;0;1;0
03.953.509/0001-47;2020-01-01;5;104776;CPFL GERACAO DE ENERGIA S.A.;Debêntures;81;0;339
03.983.431/0001-03;2020-01-01;7;102941;EDP - ENERGIAS DO BRASIL S.A.;Debêntures;1743;3;139
04.032.433/0001-80;2020-01-01;8;103356;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures Conversíveis;9;6;39
04.089.570/0001-50;2020-01-01;4;103506;ÁGUAS GUARIROBA S.A;Debêntures;1;6;281
04.128.563/0001-10;2020-01-01;9;102815;AES TIETE ENERGIA SA;Debêntures;3394;0;833
04.149.454/0001-80;2020-01-01;13;101038;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Debêntures;0;3;6
04.172.213/0001-51;2020-01-01;6;104662;CIA PIRATININGA DE FORCA E LUZ;Debêntures;0;9;18
04.200.649/0001-07;2020-01-01;19;100698;COMPANHIA PROVINCIA DE SECURITIZACAO;Certificados de Recebíveis Imobiliários;0;4;0
04.233.319/0001-18;2020-01-01;4;103673;NCF PARTICIPAÇÕES S/A;Debêntures;0;0;38
04.370.282/0001-70;2020-01-01;3;103556;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Debêntures;0;0;608
04.423.567/0001-21;2020-01-01;16;104873;ENEVA S.A;Debêntures;2549;0;558
04.437.534/0001-30;2020-01-01;6;100700;LOCAMÉRICA RENT-A-CAR S.A.;Debêntures;0;0;20
04.739.720/0001-24;2020-01-01;9;98867;USINA TERMELÉTRICA PAMPA SUL S.A.;Debêntures;3404;46;92
04.821.041/0001-08;2020-01-01;4;104712;METALFRIO SOLUTIONS S.A.;Debêntures;0;0;1
04.895.728/0001-80;2020-01-01;6;103543;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Debêntures;3365;8;313
04.972.092/0001-22;2020-01-01;1;97733;GRUPO FARTURA DE HORTIFRUT S.A.;Debêntures;0;0;2
04.986.320/0001-13;2020-01-01;7;104783;SER EDUCACIONAL S.A.;Debêntures;1;0;75
04.992.714/0001-84;2020-01-01;4;103720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Debêntures;0;0;66
05.197.443/0001-38;2020-01-01;9;100175;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Debêntures;0;0;272
05.495.546/0001-84;2020-01-01;6;103470;LITELA PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO;Debêntures;0;1;0
05.878.397/0001-32;2020-01-01;8;103608;ALLOS S.A.;Debêntures;0;5;257
06.016.348/0001-53;2020-01-01;2;95239;VENTOS DO SUL ENERGIA S.A.;Debêntures;0;0;7
06.047.087/0001-39;2020-01-01;11;103739;REDE D'OR SÃO LUIZ S.A.;Debêntures;0;2;72
06.047.087/0001-39;2020-01-01;11;103739;REDE D'OR SÃO LUIZ S.A.;Nota Comercial;0;0;6
06.057.223/0001-71;2020-01-01;11;103627;SENDAS DISTRIBUIDORA S.A.;Debêntures;0;0;119
06.057.223/0001-71;2020-01-01;11;103627;SENDAS DISTRIBUIDORA S.A.;Nota Comercial;0;0;1
06.137.677/0001-52;2020-01-01;1;94082;BRPR 56 SECURITIZADORA CRED IMOB S.A.;Certificados de Recebíveis Imobiliários;145;2;0
06.164.253/0001-87;2020-01-01;12;103583;GOL LINHAS AEREAS INTELIGENTES S.A.;Bônus de Subscrição;953;14;67
06.272.793/0001-84;2020-01-01;8;103542;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Debêntures;0;0;61
06.626.253/0001-51;2020-01-01;12;103466;EMPREENDIMENTOS PAGUE MENOS S.A.;Debêntures;235;28;70
06.977.745/0001-91;2020-01-01;10;104485;BR MALLS PARTICIPACOES S.A.;Debêntures;164;5;64
06.977.751/0001-49;2020-01-01;10;103548;BR PROPERTIES S.A.;Debêntures;0;4;2
06.981.176/0001-58;2020-01-01;10;104645;CEMIG GERACAO E TRANSMISSAO S.A.;Debêntures;29;279;5
06.981.180/0001-16;2020-01-01;10;104646;CEMIG DISTRIBUICAO S.A.;Debêntures;18066;44;6
07.047.251/0001-70;2020-01-01;10;103365;CIA ENERGETICA DO CEARA - COELCE;Debêntures;0;8;355
07.119.838/0001-48;2020-01-01;1;95042;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Certificados de Recebíveis Imobiliários;6192;20;13
07.206.816/0001-15;2020-01-01;7;105726;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Nota Comercial;0;0;20
07.253.321/0001-47;2020-01-01;1;94834;CARBOMIL SA MINER. E INDUSTRIA;Debêntures;0;2;0
07.275.159/0001-68;2020-01-01;1;94675;PETROLEO LUB DO NORDESTE SA;Bônus de Subscrição;2171;179;2500
07.282.377/0001-20;2020-01-01;3;96895;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;115;11;0
07.526.557/0001-00;2020-01-01;10;104468;AMBEV S.A.;Debêntures;0;1;37
07.594.978/0001-78;2020-01-01;2;99415;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Bônus de Subscrição;2;10;0
07.594.978/0001-78;2020-01-01;2;99415;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Debêntures;3;0;357
07.628.528/0001-59;2020-06-30;8;98252;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Bônus de Subscrição;10;6;0
07.816.890/0001-53;2020-01-01;3;103091;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Debêntures;0;6;198
07.857.850/0001-50;2020-01-01;9;103802;GP INVESTMENTS, LTD.;Certificados de depósito de valores mobiliários;470;4;73
07.859.510/0001-68;2020-01-01;3;103890;JHSF MALLS S.A.;Debêntures;0;0;1
07.859.971/0001-30;2020-01-01;10;104614;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Debêntures;10522;153;560
08.065.557/0001-12;2020-01-01;17;104836;TECNISA S.A.;Debêntures;0;0;22
08.070.508/0001-78;2020-03-31;9;97571;RAIZEN ENERGIA S.A.;Debêntures;4332;299693;0
08.159.965/0001-33;2020-01-01;8;103625;IGUA SANEAMENTO S.A.;Debêntures;0;0;41
08.294.224/0001-65;2020-01-01;18;103864;JHSF PARTICIPACOES S.A.;Debêntures;1;0;1
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;;3216;24;170
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;Debêntures;150;27;74
08.364.948/0001-38;2020-01-01;6;100969;ALUPAR INVESTIMENTO S/A;Debêntures;605;31;112
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;Certificados de Recebíveis Imobiliários;535;0;0
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;Debêntures;0;58;0
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;Nota Comercial;0;0;0
08.439.659/0001-50;2020-01-01;10;104781;CPFL ENERGIAS RENOVÁVEIS S.A.;Debêntures;0;9;79
08.613.550/0001-98;2020-01-01;14;103723;NEXPE PARTICIPAÇÕES S.A;Debêntures Conversíveis;0;0;6
08.653.753/0001-08;2020-01-01;1;95321;BRC SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;478;0;88
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Debêntures;6;0;1
08.769.451/0001-08;2020-01-01;5;99126;VIRGO COMPANHIA DE SECURITIZAÇÃO;Certificado de Recebíveis do Agronegócio;1900;18;6
08.769.451/0001-08;2020-01-01;5;99126;VIRGO COMPANHIA DE SECURITIZAÇÃO;Certificados de Recebíveis Imobiliários;546;3;34
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;Debêntures;0;1;0
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;Debêntures;0;24;101
08.811.643/0001-27;2020-01-01;5;103554;TRISUL S.A.;Debêntures;0;5;5
08.822.767/0001-08;2020-01-01;1;95236;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;Debêntures;0;1;6
08.827.501/0001-58;2020-01-01;8;103494;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Debêntures;1;8;177
08.873.873/0001-10;2020-01-01;10;104566;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;Debêntures;37;10;422
08.926.302/0001-05;2020-01-01;9;104014;DOMMO ENERGIA S.A.;Bônus de Subscrição;26888;303;89
08.926.302/0001-05;2020-01-01;9;104014;DOMMO ENERGIA S.A.;Debêntures;0;1;0
08.937.002/0001-13;2020-01-01;1;95168;VISION SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;0;1;1
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Debêntures;0;0;4
09.054.385/0001-44;2020-01-01;5;103235;INBRANDS S.A.;Bônus de Subscrição;0;1;0
09.054.385/0001-44;2020-01-01;5;103235;INBRANDS S.A.;Debêntures;0;5;5
09.083.175/0001-84;2020-01-01;6;103760;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;Bônus de Subscrição;0;0;1
09.095.183/0001-40;2020-01-01;4;104549;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;4;36;145
09.114.805/0001-30;2020-01-01;5;103577;OCEANPACT SERVIÇOS MARITIMOS S.A.;Debêntures;0;0;6
09.149.503/0001-06;2020-01-01;21;104840;SERENA GERAÇÃO S.A.;Debêntures;23;0;9
09.149.503/0001-06;2020-01-01;21;104840;SERENA GERAÇÃO S.A.;Debêntures;233;4;321
09.288.252/0001-32;2020-01-01;13;104575;ANIMA HOLDING S.A.;Debêntures;0;1;1
09.304.427/0001-58;2020-01-01;1;95326;HABITASEC SECURITIZADORA SA;Certificados de Recebíveis Imobiliários;909;101;27
09.313.969/0001-97;2020-01-01;3;102713;AUTOPISTA LITORAL SUL;Debêntures;0;0;1
09.346.601/0001-25;2020-01-01;11;103927;B3 S.A. - BRASIL, BOLSA, BALCÃO;Debêntures;0;0;46
09.347.516/0001-81;2020-01-01;7;102771;ELETROMIDIA S.A.;Debêntures;0;0;3
09.391.823/0001-60;2020-01-01;10;103379;SANTO ANTONIO ENERGIA S.A.;Debêntures;6212;46;126
09.414.761/0001-64;2020-01-01;2;96544;K-INFRA RODOVIA DO AÇO S.A.;Certificado de Recebíveis do Agronegócio;0;0;0
09.439.783/0001-89;2020-01-01;1;93576;ÁQUILLA SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;6;0;0
09.611.768/0001-76;2020-01-01;7;110997;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Debêntures;138;3;7
09.625.321/0001-56;2020-01-01;4;97550;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;Debêntures;2073;38;0
09.625.321/0001-56;2020-01-01;4;97550;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;Nota Comercial;0;3;0
10.139.870/0001-08;2020-01-01;5;103758;NEOGRID PARTICIPAÇÕES S.A.;Debêntures;0;18;1
10.215.988/0001-60;2020-01-01;8;103602;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;Debêntures;0;0;31
10.215.988/0001-60;2020-01-01;8;103602;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;Nota Comercial;0;0;21
10.234.027/0001-00;2020-01-01;1;94045;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;Debêntures;0;0;0
10.240.186/0001-00;2020-01-01;4;102707;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;Debêntures;0;0;0
10.285.590/0001-08;2020-01-01;14;104694;GRUPO DE MODA SOMA S.A.;Debêntures;14;15;85
10.285.590/0001-08;2020-01-01;14;104694;GRUPO DE MODA SOMA S.A.;Valor Mobiliário Não Registrado;0;0;5
10.324.624/0001-18;2020-01-01;13;103496;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Debêntures;0;5;0
10.488.244/0001-19;2020-01-01;1;95400;INFRASEC SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;0;0;4
10.531.501/0001-58;2020-01-01;2;98543;CONC AUTO RAPOSO TAVARES S.A.;Debêntures;7034;66;8
10.571.175/0001-02;2020-01-01;4;102616;URBA DESENVOLVIMENTO URBANO S.A.;Bônus de Subscrição;3;0;0
10.571.175/0001-02;2020-01-01;4;102616;URBA DESENVOLVIMENTO URBANO S.A.;Debêntures;0;0;3
10.608.405/0001-60;2020-01-01;12;99738;BARI SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;580;49;35
10.635.691/0001-53;2020-01-01;1;95391;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Debêntures;0;0;0
10.647.979/0001-48;2020-01-01;6;104639;CONC ROTA DAS BANDEIRAS S.A.;Debêntures;1826;322;15
10.753.164/0001-43;2020-01-01;5;99082;ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.;Certificado de Recebíveis do Agronegócio;49024;184;0
10.760.260/0001-19;2020-01-01;15;103508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Debêntures;0;6;172
10.841.050/0001-55;2020-01-01;10;104565;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;Debêntures;15;0;26
10.851.805/0001-00;2020-01-01;4;103604;FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL;Debêntures;0;0;0
11.257.352/0001-43;2020-01-01;1;93955;BSI CAPITAL SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;0;2;0
11.257.352/0001-43;2020-01-01;1;93955;BSI CAPITAL SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;0;3;0
11.274.829/0001-07;2020-01-01;4;103821;COMPANHIA PAULISTA DE SECURITIZAÇÃO;Debêntures;6;7;139
11.284.204/0001-18;2020-01-01;16;103553;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Debêntures;6;12;0
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Bônus de Subscrição;0;0;0
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Certificado de Recebíveis do Agronegócio;0;0;0
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Certificados de Depósito de Valores Mobiliários;0;0;0
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Certificados de Recebíveis Imobiliários;0;0;0
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Contrato de Investimento Coletivo;0;0;0
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Debêntures;0;3;0
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Debêntures Conversíveis;0;0;0
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Letras Financeiras;0;0;0
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Nota Comercial;0;0;0
11.421.994/0001-36;2020-01-01;6;103012;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Título de Investimento Coletivo;0;0;0
11.725.176/0001-27;2020-01-01;9;103323;BOA VISTA SERVIÇOS S.A.;Bônus de Subscrição;0;5;0
11.725.176/0001-27;2020-01-01;9;103323;BOA VISTA SERVIÇOS S.A.;Debêntures;0;4;0
11.992.680/0001-93;2020-01-01;15;104749;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Debêntures;0;4;0
12.049.631/0001-84;2020-01-01;4;99669;MOURA DUBEUX ENGENHARIA S/A;Debêntures;0;3;11
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;16929;57;58
12.130.744/0001-00;2020-01-01;5;100899;TRUE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;44841;18;385
12.139.922/0001-63;2020-01-01;1;93612;OCTANTE SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;12854;38;0
12.139.922/0001-63;2020-01-01;1;93612;OCTANTE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;1;5;0
12.261.588/0001-16;2020-01-01;1;95214;POLO CAPITAL SECURITIZADORA S.A;Certificados de Recebíveis Imobiliários;0;0;0
12.300.288/0001-07;2020-01-01;9;104815;NORTE ENERGIA S.A.;Debêntures;0;0;1
12.320.349/0001-90;2020-01-01;1;94933;ORE  SECURITIZADORA SA;Certificados de Recebíveis Imobiliários;2821;19;67
12.489.315/0001-23;2020-01-01;2;99293;FERREIRA GOMES ENERGIA S.A.;Debêntures;2021;8;29
12.648.266/0001-24;2020-01-01;9;96882;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Debêntures;0;5;0
12.827.269/0001-25;2020-01-01;1;95591;HRH ILHA DO SOL EMPREENDIMENTOS IMOBILIÁRIOS SPE S/A;Debêntures;0;0;0
12.919.786/0001-24;2020-01-01;3;103806;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Debêntures;11638;60;0
12.979.898/0001-70;2020-01-01;4;104816;FORTE SECURITIZADORA S.A.;Certificado de Recebíveis do Agronegócio;3317;45;7
12.979.898/0001-70;2020-01-01;4;104816;FORTE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;2772;5;31
13.017.462/0001-63;2020-01-01;2;97252;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Debêntures;0;31;0
13.349.677/0001-81;2020-01-01;1;95427;REIT SECURITIZADORA S/A;Certificado de Recebíveis do Agronegócio;70;1;0
