CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Pais;Data_Admissao_Negociacao
11.669.021/0001-10;2024-01-01;3;142364;ENAUTA PARTICIPAÇÕES S.A.;Brasil;2011-02-02
12.919.786/0001-24;2024-01-01;1;138865;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Brasil;2016-10-27
13.584.310/0001-42;2024-01-01;2;143962;SUGOI S.A.;Brasil;2016-07-19
14.191.427/0001-29;2024-01-01;1;137780;GranBio Investimentos S.A.;Brasil;2020-11-13
15.073.274/0001-88;2024-01-01;2;139612;PPLA PARTICIPATIONS LTD.;Holanda;2012-04-26
15.144.017/0001-90;2024-01-01;1;133961;CIA SEGUROS ALIANCA DA BAHIA;Brasil;1977-07-20
16.404.287/0001-55;2024-01-01;2;143623;SUZANO S.A.;Estados Unidos;1993-10-01
17.155.730/0001-64;2024-01-01;2;143678;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Espanha;2002-07-11
17.155.730/0001-64;2024-01-01;2;143678;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Estados Unidos;2001-09-18
17.344.597/0001-94;2024-01-01;3;137432;BB SEGURIDADE PARTICIPAÇÕES S.A.;Estados Unidos;2014-03-28
22.261.473/0001-85;2024-01-01;2;143537;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Brasil;2020-10-06
23.041.875/0001-37;2024-01-01;2;139192;Almacenes Éxito S.A.;Colômbia;1994-07-08
23.041.875/0001-37;2024-01-01;2;139192;Almacenes Éxito S.A.;Estados Unidos;2023-09-15
26.609.050/0001-64;2024-01-01;1;138541;Travessia Securitizadora S.A.;Brasil;2017-02-09
27.093.558/0001-15;2024-01-01;4;138200;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Brasil;2010-04-14
30.306.294/0001-45;2024-01-01;3;146342;BCO BTG PACTUAL S.A.;Brasil;2011-11-10
32.785.497/0001-97;2024-01-01;1;138380;Natura &Co Holding S.A.;Estados Unidos;2024-02-09
33.000.167/0001-01;2024-01-01;3;139894;PETROLEO BRASILEIRO S.A. PETROBRAS;Espanha;2002-07-09
33.000.167/0001-01;2024-01-01;3;139894;PETROLEO BRASILEIRO S.A. PETROBRAS;Estados Unidos;2000-08-10
33.041.260/0652-90;2024-01-01;1;137871;Grupo Casas Bahia S.A.;Brasil;1981-11-24
33.042.730/0001-04;2024-01-01;1;135225;CIA SIDERURGICA NACIONAL;Estados Unidos;1997-11-14
33.113.309/0001-47;2024-01-01;3;140372;VALID SOLUÇÕES S.A.;Brasil;2006-04-12
33.200.049/0001-47;2024-01-01;1;138160;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Brasil;1980-08-08
33.256.439/0001-39;2024-01-01;1;135313;ULTRAPAR PARTICIPACOES S.A.;Estados Unidos;1999-10-06
33.592.510/0001-54;2024-01-01;4;143608;VALE S.A.;Espanha;2000-02-08
33.592.510/0001-54;2024-01-01;4;143608;VALE S.A.;Estados Unidos;2000-06-20
33.611.500/0001-19;2024-01-01;1;138330;GERDAU S.A.;Estados Unidos;1999-03-10
41.508.382/0001-46;2024-01-01;1;134678;RODOVIAS DO BRASIL HOLDING S.A.;Brasil;2021-05-18
42.150.391/0001-70;2024-01-01;2;143973;BRASKEM S.A.;Espanha;2003-10-08
42.150.391/0001-70;2024-01-01;2;143973;BRASKEM S.A.;Estados Unidos;1998-12-21
42.737.954/0001-21;2024-01-01;1;139244;Inter & Co, Inc.;Estados Unidos;2021-12-16
43.470.988/0001-65;2024-01-01;1;138288;EVEN CONSTRUTORA E INCORPORADORA S.A.;Brasil;2007-03-02
43.776.517/0001-80;2024-01-01;3;142105;CIA SANEAMENTO BASICO EST SAO PAULO;Estados Unidos;2002-05-10
50.564.053/0001-03;2024-01-01;1;135009;BOMBRIL S.A.;Brasil;1994-06-01
50.746.577/0001-15;2024-01-01;1;133393;COSAN S.A.;Estados Unidos;2021-03-11
60.746.948/0001-12;2024-01-01;2;137121;BCO BRADESCO S.A.;Espanha;2001-02-16
60.746.948/0001-12;2024-01-01;2;137121;BCO BRADESCO S.A.;Estados Unidos;1997-06-11
60.872.504/0001-23;2024-01-01;3;141278;ITAU UNIBANCO HOLDING S.A.;Estados Unidos;2002-02-21
60.894.730/0001-05;2024-01-01;1;134032;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Espanha;2005-07-05
60.894.730/0001-05;2024-01-01;1;134032;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Estados Unidos;1994-09-01
61.156.113/0001-75;2024-01-01;1;135962;IOCHPE MAXION S.A.;Estados Unidos;1994-04-29
61.374.161/0001-30;2024-01-01;1;137602;BAUMER S.A.;Brasil;1970-05-20
61.409.892/0001-73;2024-01-01;2;138133;COMPANHIA BRASILEIRA DE ALUMÍNIO;Brasil;2021-07-13
61.585.865/0001-51;2024-01-01;1;137665;Raia Drogasil S.A.;Estados Unidos;2016-03-21
73.178.600/0001-18;2024-01-01;2;134013;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Estados Unidos;2005-09-21
76.483.817/0001-20;2024-01-01;4;139349;CIA PARANAENSE DE ENERGIA - COPEL;Espanha;2002-06-19
76.483.817/0001-20;2024-01-01;4;139349;CIA PARANAENSE DE ENERGIA - COPEL;Estados Unidos;1997-07-31
76.484.013/0001-45;2024-01-01;1;134024;CIA SANEAMENTO DO PARANA - SANEPAR;Brasil;2000-03-10
76.535.764/0001-43;2024-01-01;2;134005;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Estados Unidos;2001-11-16
89.637.490/0001-45;2024-01-01;1;139283;KLABIN S.A.;Estados Unidos;1994-12-01
90.400.888/0001-42;2024-01-01;2;143412;BCO SANTANDER (BRASIL) S.A.;Estados Unidos;2009-10-07
