CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Constituicao_Emissor;Forma_Constituicao_Emissor;Sigla_Pais_Constituicao_Emissor;Pais_Constituicao_Emissor;Prazo_Duracao_Emissor;Data_Registro_Emissor;Requisicao_Registro_Emissor
18.494.485/0001-82;2022-01-01;1;116515;PORTO SUDESTE V.M. S.A.;2013-07-16;A Companhia foi constituída sob a forma de sociedade anônima de capital fechado.;BR;Brasil;;2014-11-11;N
18.572.225/0001-88;2022-01-01;1;116454;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;2013-01-30;Constituída sob a forma de sociedade por ações.;BR;Brasil;2044-03-05;2016-02-19;N
18.593.815/0001-97;2022-01-01;10;128192;PRINER SERVIÇOS INDUSTRIAIS S.A.;2013-07-12;Sociedade por ações;BR;Brasil;;2017-10-02;N
18.903.785/0001-78;2022-01-01;6;125416;HOLDING DO ARAGUAIA S.A.;2013-08-20;Fomos constituídos sob a forma de sociedade por ações.;BR;Brasil;;2021-12-23;N
19.014.221/0001-47;2022-01-01;4;124974;CHINA THREE GORGES BRASIL ENERGIA S.A.;2013-09-26;Sociedade limitada;BR;Brasil;;2023-02-23;N
19.208.022/0001-70;2022-01-01;5;125521;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;2013-10-28;Sociedade por Ações;BR;Brasil;;2016-03-02;N
19.276.528/0001-16;2022-01-01;2;125956;BCBF PARTICIPAÇÕES S.A.;2013-10-21;Sociedade por ações;BR;Brasil;;2019-09-16;N
19.378.769/0001-76;2022-01-01;10;128481;INSTITUTO HERMES PARDINI S.A.;1977-02-02;Constituída sob a forma de sociedade civil por quotas de responsabilidade limitada e transformada em sociedade por ações em 04/11/2011.;BR;Brasil;;2017-02-10;N
19.403.252/0001-90;2022-01-01;4;123618;EMCCAMP RESIDENCIAL S.A.;1977-01-28;Sociedade por ações;BR;Brasil;;2021-05-20;N
19.521.322/0001-04;2022-01-01;1;116697;CONCESSIONÁRIA ROTA DO OESTE S.A.;2013-12-27;Sociedade por ações.;BR;Brasil;2044-03-20;2016-06-07;N
19.526.748/0001-50;2022-01-01;4;125494;COMPANHIA INDUSTRIAL CATAGUASES;1936-10-17;A Companhia Industrial Cataguases foi constituída sob a forma de sociedade por ações;BR;Brasil;;1973-12-19;N
19.527.586/0001-75;2022-01-01;5;122498;COMPANHIA ENERGÉTICA SINOP S/A;2013-10-28;Sociedade Anônima;BR;Brasil;;2017-06-22;N
19.527.639/0001-58;2022-01-01;3;122544;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;1905-02-26;Constituída sob a forma de sociedade por ações;BR;Brasil;;1969-12-17;N
19.642.306/0001-70;2022-01-01;10;125349;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;2014-01-21;Sociedade por ações de capital aberto;BR;Brasil;2044-04-11;2016-02-03;N
19.726.048/0001-00;2022-01-01;2;125897;CONCESSIONÁRIA BR-040 S.A.;2014-01-31;Sociedade Anônima;BR;Brasil;2044-04-22;2016-03-18;N
19.796.586/0001-70;2022-01-01;9;127016;BRISANET PARTICIPAÇÕES S.A.;2014-02-19;Sociedade por ações;BR;Brasil;;2021-07-27;N
19.851.496/0001-35;2022-01-01;1;116134;LOGOS COMPANHIA SECURITIZADORA S/A;2014-01-28;Constituída inicialmente como uma Sociedade Empresária Limitada, por meio de Contrato Social, registrado na Junta Comercial do Estado do Paraná ("JUCEPAR") sob o NIRE 41207789987. Posteriormente sendo transformada, em uma Sociedade Anonima de Capital Aberto, em 10/07/2014 sob registro na Junta Comercial do Estado do Paraná ("JUCEPAR") sob o NIRE nº. 41300090785.;BR;Brasil;;2014-09-04;N
20.247.322/0001-47;2022-01-01;5;127154;ALLIED TECNOLOGIA S.A.;2014-04-10;Sociedade Anônima;BR;Brasil;;2020-11-25;N
20.258.278/0001-70;2022-01-01;13;125793;OUROFINO S.A.;2014-04-10;Sociedade por ações;BR;Brasil;;2014-10-17;N
20.451.953/0001-83;2022-01-01;3;121037;BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A;2014-03-27;Sociedade Empresária Limitada;BR;Brasil;;2015-11-11;N
20.512.706/0001-40;2022-01-01;6;126915;VITRU EDUCAÇÃO S.A.;2014-06-26;Sociedade por ações;BR;Brasil;;2023-01-05;N
20.514.555/0001-69;2022-01-01;5;123464;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;2014-06-27;Constituída sob a forma de sociedade por ações;BR;Brasil;;2022-03-21;N
20.514.590/0001-88;2022-01-01;5;123463;ARGO V TRANSMISSÃO DE ENERGIA S.A.;2014-06-27;Constituída sob a forma de sociedade por ações.;BR;Brasil;;2022-03-21;N
21.110.778/0001-23;2022-01-01;3;124005;OLIVEIRA TRUST S.A.;2014-09-03;Sociedade Anônima;BR;Brasil;;2021-11-29;N
21.240.146/0001-84;2022-01-01;11;126949;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2014-10-02;Sociedade Limitada;BR;Brasil;;2021-03-19;N
21.254.073/0001-80;2022-01-01;1;115649;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;1911-05-01;Sociedade Anônima;BR;Brasil;;1969-09-02;N
21.255.567/0001-89;2022-01-01;5;126178;CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL;1891-10-23;Sociedade por ações;BR;Brasil;;1984-12-20;N
21.262.638/0001-70;2022-01-01;1;116176;ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A;2014-10-02;Constituído sob a forma de sociedade anônima.;BR;Brasil;;2015-09-08;N
21.314.559/0001-66;2022-01-01;22;125974;MOVIDA PARTICIPACOES SA;2014-10-30;Sociedade Anônima;BR;Brasil;;2016-01-29;N
21.331.849/0001-18;2022-01-01;3;125877;CREDGRID SERVIÇOS FINANCEIROS S.A.;2014-09-26;Sociedade anônima - S.A.;BR;Brasil;;2022-10-11;N
21.389.501/0001-81;2022-01-01;11;126922;COMPASS GÁS E ENERGIA S.A.;2014-11-12;Constituição sob a forma de sociedade anônima.;BR;Brasil;;2020-09-28;N
21.414.457/0001-12;2022-01-01;1;115826;LEADS CIA. SECURITIZADORA;2014-10-15;A Companhia foi constítuida em 15 de outubro de 2014 sob a forma desociedade por ações com seus atos constitutivos devidamente registrados naJunta comercial do Paraná sob o NIRE 41.3.0009164-1 e Junta Comercial de São Paulo sob o NIRE: 3530050817-3.;BR;Brasil;;2015-02-03;N
21.610.416/0001-00;2022-01-01;1;115950;FORTUNATO SECURITIZADORA S/A;2014-10-29;A Companhia foi constítuida em 29 de outubro de 2014 sob a forma desociedade por ações com seus atos constitutivos devidamente registrados naJunta comercial do Estado de São Paulo sob o NIRE 35.300.47421-0.;BR;Brasil;;2015-03-06;N
21.728.083/0001-00;2022-01-01;4;123465;TRANSMISSORA JOSÉ MARIA DE MACEDO DE ELETRICIDADE S.A.;2015-01-22;Constituída sob a forma de sociedade por ações.;BR;Brasil;;2022-03-21;N
21.948.105/0001-47;2022-01-01;1;116599;BTGI QUARTZO PARTICIPAÇÕES S/A;2015-02-02;Sociedade por Ações;BR;Brasil;;2016-02-19;N
21.976.484/0001-89;2022-01-01;1;116726;RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;2015-02-02;Sociedade por Ações;BR;Brasil;;2018-09-17;N
21.976.510/0001-79;2022-01-01;1;116628;BTGI SAFIRA PARTICIPAÇÕES S/A;2015-02-02;Sociedade por Ações;BR;Brasil;;2016-02-19;N
22.163.297/0001-49;2022-01-01;6;125522;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;2015-03-24;A Companhia foi constituída sob a forma de sociedade anônima de capital fechado. Em 25 de maio de 2017 obteve registro na CVM.;BR;Brasil;;2017-05-25;N
22.261.473/0001-85;2022-01-01;9;126095;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;1986-07-15;Sociedade Anônima;BR;Brasil;;2020-10-06;N
22.266.175/0001-88;2022-01-01;13;126990;FERTILIZANTES HERINGER S.A.;1968-09-23;Sociedade por Ações;BR;Brasil;;2007-04-10;N
22.495.265/0001-40;2022-01-01;1;115994;SENECA COMPANHIA SECURITIZADORA;2015-04-15;A Companhia foi constítuida em 15 de abril de 2015 sob a forma de sociedade por ações com seus atos constitutivos devidamente registrados na Junta comercial do Estado do Paraná sob o NIRE 41.3000.9337-7.;BR;Brasil;;2015-08-17;N
22.543.331/0001-00;2022-01-01;8;125952;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2015-05-21;A Caixa Seguridade é uma sociedade por ações, constituída na forma prevista do artigo 251 da Lei das S.A.;BR;Brasil;;2015-12-17;N
22.677.520/0001-76;2022-01-01;5;130893;CIA TECIDOS NORTE DE MINAS COTEMINAS;1967-12-05;SOCIEDADE POR AÇÕES;BR;Brasil;;1971-02-11;N
22.902.694/0001-95;2022-01-01;3;123228;SELF IT ACADEMIAS HOLDING S.A.;2015-07-22;Sociedade por Ações;BR;Brasil;;2022-05-13;N
23.041.875/0001-37;2022-01-01;4;126032;ALMACENES ÉXITO S.A.;1950-03-24;Sociedade empresária limitada;CO;Colômbia;2099-12-31;2023-04-03;N
23.096.269/0001-19;2022-01-01;7;126900;RIO PARANA ENERGIA S.A.;2015-06-26;Sociedade por ações de capital fechado;BR;Brasil;;2021-03-02;N
23.236.821/0001-27;2022-01-01;3;126083;PATRIMAR ENGENHARIA S.A.;1968-05-14;Sociedade Limitada;BR;Brasil;;2020-11-10;N
23.373.000/0001-32;2022-01-01;12;126955;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2015-09-21;Sociedade Limitada;BR;Brasil;;2019-04-30;N
23.438.929/0001-00;2022-01-01;4;122983;ALARES INTERNET PARTICIPAÇÕES S/A;2015-09-08;Sociedade por ações;BR;Brasil;;2020-10-14;N
23.864.409/0001-51;2022-01-01;1;116315;HOLDING VERZANI E SANDRINI S.A.;2015-12-18;Sociedade anônima.;BR;Brasil;;2022-03-23;N
24.230.275/0001-80;2022-01-01;5;125947;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2016-01-13;Sociedade Limitada;BR;Brasil;;2020-09-04;N
24.396.489/0001-20;2022-01-01;14;127050;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2016-01-29;Sociedade por ações;BR;Brasil;;2019-10-22;N
24.410.913/0001-44;2022-01-01;14;125004;NU HOLDINGS LTD.;2016-02-26;Constituição sob a forma de sociedade limitada;KY;Ilhas Cayman;;2021-12-08;N
24.624.490/0001-65;2022-01-01;2;123461;ARGO TRANSMISSÃO DE ENERGIA S/A;2016-03-23;Sociedade por ações;BR;Brasil;;2017-09-22;N
24.624.551/0001-94;2022-01-01;2;123462;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;2016-03-23;Sociedade por ações;BR;Brasil;;2017-04-24;N
24.921.465/0001-43;2022-01-01;5;124494;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2016-06-02;Sociedade Limitada.;BR;Brasil;;2021-09-23;N
24.962.466/0001-36;2022-01-01;5;126333;RUMO MALHA NORTE S.A.;1988-09-22;Sociedade Anônima;BR;Brasil;;1995-12-27;N
24.990.777/0001-09;2022-01-01;8;125613;GRUPO MATEUS S.A.;2016-05-02;Sociedade por ações;BR;Brasil;;2020-10-08;N
25.005.683/0001-09;2022-01-01;5;117076;VERT COMPANHIA SECURITIZADORA;2016-05-24;Sociedade Anônima;BR;Brasil;;2016-08-25;N
25.089.509/0001-83;2022-01-01;5;125292;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;1989-04-25;Sociedade por ações de capital fechado;BR;Brasil;;2015-12-21;N
25.249.439/0001-83;2022-01-01;1;122775;HOSPITAL CARE CALEDONIA S.A.;2016-06-20;Sociedade por Ações;BR;Brasil;;2021-04-28;N
25.369.840/0001-57;2022-01-01;10;127170;COMERC ENERGIA S.A.;2016-07-15;Sociedade Limitada;BR;Brasil;;2021-10-08;N
26.072.786/0001-46;2022-01-01;2;116786;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2016-07-07;Sociedade Anônima;BR;Brasil;;2022-05-30;N
26.345.998/0001-50;2022-01-01;12;126728;TC S.A.;2016-10-13;Constituída inicialmente sob a forma de sociedade limitada e posteriormente alterada para sociedade por ações em fevereiro de 2021.;BR;Brasil;;2021-07-26;N
26.462.693/0001-28;2022-01-01;6;126926;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2016-09-28;Fomos constituídos sob a forma de sociedade limitada.;BR;Brasil;;2020-08-31;N
26.609.050/0001-64;2022-01-01;1;116620;TRAVESSIA SECURITIZADORA S.A.;2016-10-27;O Emissor foi constituído sob a forma de uma sociedade anônima de capital fechado. Posteriormente, o capital foi aberto (categoria B).;BR;Brasil;;2017-02-09;N
26.659.061/0001-59;2022-01-01;17;127059;MPM CORPÓREOS S.A.;2016-12-05;Sociedade por ações;BR;Brasil;;2021-01-28;N
26.664.057/0001-89;2022-01-01;2;121496;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;2016-10-04;Sociedade Anônima;BR;Brasil;;2018-03-01;N
26.845.702/0001-60;2022-01-01;1;116328;BELÉM TRANSMISSORA DE ENERGIA S.A;2016-11-17;Sociedade Anônima;BR;Brasil;2047-02-10;2018-06-14;N
26.982.634/0001-80;2022-01-01;2;126877;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;2016-12-26;Sociedade por ações;BR;Brasil;;2023-05-11;N
27.093.558/0001-15;2022-01-01;10;127326;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;1980-12-01;A Companhia foi constituída em 1º de dezembro de 1980 sob a forma de uma sociedade limitada. Em 29 de janeiro de 2009, os quotistas da Companhia à época aprovaram a transformação do tipo societário da Companhia, que passou a ser uma sociedade anônima de capital fechado. A primeira sociedade do grupo Mills, denominada Aços Firth Brown S.A., foi constituída em 1952 na Cidade do Rio de Janeiro, Estado do Rio de Janeiro, sob a forma de uma sociedade por ações de capital fechado.;BR;Brasil;;2010-04-14;N
27.137.879/0001-74;2022-01-01;1;116717;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;2017-02-03;Sociedade Anônima;BR;Brasil;;2017-06-14;N
27.157.474/0001-06;2022-01-01;1;115967;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;2017-02-21;Sociedade por ações;BR;Brasil;;2021-02-25;N
27.956.690/0001-03;2022-01-01;2;128574;AUZZA SECURITIZADORA S. A.;2017-04-07;O Emissor foi constituído sob a forma de sociedade anônima de capital aberto;BR;Brasil;;2018-01-19;N
27.967.244/0001-02;2022-01-01;1;116331;TAPAJÓS TRANSMISSORA DE ENERGIA S.A.;2017-06-02;Sociedade anônima;BR;Brasil;2047-07-21;2018-06-28;N
28.019.100/0001-89;2022-01-01;1;116302;VIAPAULISTA S.A.;2017-06-22;Constituída sob a forma de sociedade por ações;BR;Brasil;2047-11-21;2021-02-19;N
28.127.603/0001-78;2022-01-01;14;126655;BANESTES S.A. - BCO EST ESPIRITO SANTO;1937-10-15;Escritura Pública lavrada no Cartório do 4º Ofício de Notas, Livro nº 38, Folhas 4 a 18.;BR;Brasil;;1977-07-20;N
28.152.650/0001-71;2022-01-01;10;125988;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;1968-07-10;Constituída sob a forma de sociedade por ações.;BR;Brasil;;1996-01-19;N
28.195.667/0001-06;2022-01-01;12;125683;BCO ABC BRASIL S.A.;1983-12-27;Sociedade Anônima;BR;Brasil;;2007-07-23;N
28.201.130/0001-01;2022-01-01;6;126925;ENERGISA TRANSMISSÃO DE ENERGIA S/A;2017-05-09;Sociedade Anônima;BR;Brasil;;2018-10-29;N
28.442.718/0001-57;2022-01-01;1;118240;RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;2017-05-30;Sociedade empresária limitada, transformada em sociedade por ações em 13/11/2017;BR;Brasil;;2018-04-06;N
28.594.234/0001-23;2022-01-01;8;127212;AUREN ENERGIA S.A.;2017-08-01;Sociedade por ações.;BR;Brasil;;2022-02-25;N
28.925.264/0001-75;2022-01-01;1;116130;COMPANHIA ENERGÉTICA JAGUARA;2017-10-09;Sociedade Anônima;BR;Brasil;;2018-04-27;N
28.942.127/0001-49;2022-01-01;1;116118;COMPANHIA ENERGÉTICA MIRANDA;2017-10-09;Sociedade anônima;BR;Brasil;;2018-04-27;N
29.088.092/0001-95;2022-01-01;1;116350;ROMAXIS SECURITIZADORA S.A.;2017-09-01;A Companhia foi constituída em 01 de setembro de 2017 soba forma de sociedade por ações com seus atos constituidos devidamente registrados na Junta Comercial do Estado de Santa Catarina sob o NIRE 42300046116.;BR;Brasil;;2019-03-22;N
29.780.061/0001-09;2022-01-01;9;127202;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;1985-10-10;A Companhia foi constituída na cidade e Estado do Rio de Janeiro, sob o forma de sociedade por ações de capital fechado.;BR;Brasil;;1991-03-25;N
29.894.663/0001-89;2022-01-01;1;115617;CONSIGNADOS I COMPANHIA SECURITIZADORA CRÉDITOS FINANCEIROS;2018-01-19;Assembleia Geral de Constituição - Sociedade Anônima;BR;Brasil;;2020-01-21;N
29.950.060/0001-57;2022-01-01;3;127038;NORTEC QUÍMICA S.A.;1985-12-20;Sociedade por quotas de responsabilidade limitada.;BR;Brasil;;2012-11-23;N
29.978.814/0001-87;2022-01-01;6;121063;SUL AMERICA S.A.;1978-03-13;Em 13.03.1978 a Sul América S.A. foi constituída sob a forma de sociedade anônima de capital fechado, mediante versão da parcela cindida da Financial e Comercial do Brasil S/A, CNPJ 33.464.280/0001-48.;BR;Brasil;;2007-10-03;N
29.980.141/0001-08;2022-01-01;8;125386;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;1978-05-02;Sociedade limitada.;BR;Brasil;;2022-09-21;N
30.213.493/0001-09;2022-01-01;6;125210;TEGRA INCORPORADORA S.A.;2018-02-15;Sociedade por ações;BR;Brasil;;2021-05-12;N
30.219.233/0001-40;2022-01-01;1;116683;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-REBEL;2018-04-04;Sociedade anônima;BR;Brasil;;2018-08-28;N
30.306.294/0001-45;2022-01-01;5;127393;BCO BTG PACTUAL S.A.;1979-01-18;Sociedade Anônima;BR;Brasil;;2011-11-10;N
30.418.658/0001-89;2022-01-01;1;116692;COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS;2018-04-05;Sociedade anônima;BR;Brasil;;2018-08-28;N
30.540.991/0001-66;2022-01-01;1;115523;HAGA S.A. INDUSTRIA E COMERCIO;1946-05-10;Sociedade Anonima;BR;Brasil;;1988-07-01;N
30.545.324/0001-76;2022-01-01;1;116598;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-RECARG;2017-12-05;Sociedade Limitada;BR;Brasil;;2020-10-28;N
30.723.886/0001-62;2022-01-01;14;127198;BANCO MODAL S.A.;1980-07-29;Constituição sob a forma de sociedade por ações.;BR;Brasil;;2021-04-28;N
30.788.149/0001-48;2022-01-01;1;115701;GUARDIAN COMPANHIA SECURITIZADORA;2018-05-25;Sociedade Anônima Aberta;BR;Brasil;;2018-10-10;N
31.001.230/0001-07;2022-01-01;4;126485;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;2018-06-26;Sociedade Anônima;BR;Brasil;;2018-12-12;N
31.468.139/0001-98;2022-01-01;2;120110;CASA DE PEDRA SECURITIZADORA DE CREDITO S/A;2018-08-01;Sociedade anônima;BR;Brasil;;2019-02-13;N
31.553.627/0001-01;2022-01-01;12;125857;GRUPO TOKY S.A.;2018-08-22;Sociedade limitada;BR;Brasil;;2021-02-03;N
31.701.408/0001-14;2022-01-01;4;121100;ATHENA SAÚDE BRASIL SA;2018-10-05;Sociedade anônima;BR;Brasil;;2021-05-11;N
31.748.174/0001-60;2022-01-01;4;123060;VERO S.A.;2018-10-11;Sociedade por ações;BR;Brasil;;2021-11-26;N
31.907.982/0001-23;2022-01-01;1;116202;FILADÉLFIA SECURITIZADORA S/A;2018-08-22;A Companhia foi constítuida em 22 de agosto de 2018 sob a forma de sociedade por ações com seus atos constitutivos devidamente registrados na Junta comercial de São Paulo.;BR;Brasil;;2019-06-03;N
32.161.500/0001-00;2022-01-01;9;125326;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;2018-11-21;Sociedade por ações;BR;Brasil;2049-02-15;2020-12-04;N
32.372.085/0001-25;2022-01-01;1;116308;COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.;2018-11-14;A Companhia foi constítuida em 14 de novembro de 2018 sob a forma de sociedade anônima de capital aberto com seus atos constitutivos devidamente registrados na Junta comercial do estado de Minas Gerais.;BR;Brasil;;2019-05-23;N
32.681.371/0001-72;2022-01-01;4;124168;VIX LOGÍSTICA S.A.;1989-07-03;Sociedade Anônima;BR;Brasil;;2007-11-27;N
32.770.457/0001-71;2022-01-01;1;116700;CIA. SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA;2019-01-29;Sociedade Anônima Fechada;BR;Brasil;;2020-07-30;N
32.785.497/0001-97;2022-01-01;18;125705;NATURA &CO HOLDING S.A.;2019-01-21;Sociedade anônima.;BR;Brasil;;2019-09-25;N
33.000.167/0001-01;2022-01-01;26;126948;PETROLEO BRASILEIRO S.A. PETROBRAS;1953-10-03;A Petrobras foi constituída pela União Federal, através da Lei nº 2.004, de 3 de outubro de 1953, sob forma de sociedade por ações.;BR;Brasil;;1977-07-20;N
33.035.536/0001-00;2022-01-01;2;116829;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;1950-10-10;Constituída sob forma de empresária limitada e transformada em sociedade por ações em 17/09/1973.;BR;Brasil;;1977-07-20;N
33.040.601/0001-87;2022-01-01;3;125467;MERCANTIL FINANCEIRA S.A. - SOC. CRÉDITO, FINANC E INVESTIME;1972-12-12;Sociedade por Ações - Companhia Aberta;BR;Brasil;;1977-07-20;N
33.041.260/0652-90;2022-01-01;14;126891;GRUPO CASAS BAHIA S.A.;1946-07-12;Sociedade por ações;BR;Brasil;;1981-11-24;N
33.042.730/0001-04;2022-01-01;13;126668;CIA SIDERURGICA NACIONAL;1941-04-09;Sociedade Anônima;BR;Brasil;;1943-02-26;N
33.050.071/0001-58;2022-01-01;5;125510;AMPLA ENERGIA E SERVICOS S.A.;1909-06-03;Sociedade por ações;BR;Brasil;;1969-08-15;N
33.050.196/0001-88;2022-01-01;6;125873;CIA PAULISTA DE FORCA E LUZ;1912-11-16;Sociedade por Ações;BR;Brasil;;1969-08-19;N
33.102.476/0001-92;2022-01-01;3;126041;MONTEIRO ARANHA S.A.;1947-12-22;Sociedade Anônima;BR;Brasil;;1980-05-07;N
33.111.246/0001-90;2022-01-01;1;116808;TECNOSOLO ENGENHARIA S.A. - EMPRESA FALIDA;1957-12-06;A companhia foi constituida em 06/12/1957 , sob forma de sociedade por ações.;BR;Brasil;;1977-07-20;N
33.113.309/0001-47;2022-01-01;8;124561;VALID SOLUÇÕES S.A.;1957-08-13;Sociedade por ações.;BR;Brasil;;2006-04-12;N
33.130.691/0001-05;2022-01-01;6;127149;WILSON SONS S.A.;1971-01-29;Constituída sob a forma de sociedade empresária limitada.;BR;Brasil;;2021-09-29;N
33.200.049/0001-47;2022-01-01;2;127071;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;1982-06-08;Sociedade Anônima;BR;Brasil;;1982-06-09;N
33.228.024/0001-51;2022-01-01;3;125831;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;1946-10-25;Sociedade Anônima;BR;Brasil;;1971-01-07;N
33.256.439/0001-39;2022-01-01;7;125889;ULTRAPAR PARTICIPACOES S.A.;1953-12-20;Sociedade Anônima;BR;Brasil;;1999-09-27;N
33.352.394/0001-04;2022-01-01;7;125340;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;1975-08-01;Sociedade anônima, companhia aberta, de capital autorizado, de economia mista estadual, vinculada à Secretaria de Estado da Casa Civil e Governança.;BR;Brasil;;1997-07-28;N
33.376.989/0001-91;2022-01-01;31;125827;IRB - BRASIL RESSEGUROS S.A.;1939-04-03;Instituto;BR;Brasil;;2017-07-27;N
33.386.210/0001-19;2022-01-01;4;127671;SONDOTECNICA ENGENHARIA SOLOS S.A.;1953-12-18;Transformação de Ltda para S/A através de subscrição particular.;BR;Brasil;;1980-08-19;N
33.412.081/0001-96;2022-01-01;5;129043;REFINARIA DE PETROLEOS MANGUINHOS S.A.;1954-12-14;Companhia constituida em forma de sociedade por ações.;BR;Brasil;;1970-05-14;N
33.453.598/0001-23;2022-03-31;13;119171;RAÍZEN S.A.;1961-08-11;Constituída inicialmente sob a forma de sociedade limitada e posteriormente alterada para sociedade por ações.;GB;Grã-Bretanha (Reino Unido, UK);;2021-05-28;N
33.467.572/0001-34;2022-01-01;3;127032;TEKNO S.A. - INDUSTRIA E COMERCIO;1939-06-21;Sociedade limitada;BR;Brasil;;1977-07-20;N
33.541.368/0001-16;2022-01-01;4;126138;AXIA ENERGIA NORDESTE S.A.;1948-03-15;Empresa de capital aberto, criada pelo Decreto-Lei nº 8.031/1945, com operações iniciadas em 15/03/1948.;BR;Brasil;;1969-12-19;N
33.572.408/0001-97;2022-01-01;5;123215;RUMO MALHA CENTRAL S.A.;2019-05-09;Sociedade por ações;BR;Brasil;;2021-12-17;N
33.592.510/0001-54;2022-01-01;15;127293;VALE S.A.;1943-01-11;Sociedade de economia mista;BR;Brasil;;1970-01-02;N
33.611.500/0001-19;2022-01-01;21;126945;GERDAU S.A.;1961-11-20;A Gerdau S.A. (GGBR4 e GGBR3) é uma sociedade anônima de capital aberto qualificada como EGEM - Emissor com Grande Exposição ao Mercado, nos termos do artigo 34 da Instrução CVM nº 480/09.;BR;Brasil;;1980-09-03;N
33.679.797/0001-54;2022-01-01;1;116297;PJBANK SECURITIZADORA S.A.;2019-04-12;A Companhia foi constítuida em 12 de abril de 2019 sob a forma de sociedade anônima de capital aberto com seus atos constitutivos devidamente registrados na Junta comercial do estado de São Paulo.;BR;Brasil;;2019-10-04;N
33.839.910/0001-11;2022-01-01;9;127221;VIVARA PARTICIPAÇÕES S.A.;2019-05-23;Sociedade limitada;BR;Brasil;;2019-10-09;N
33.938.119/0001-69;2022-01-01;5;125579;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;1969-06-02;Constituída sob a forma de empresa pública em 1969, a CEG foi privatizada em 1997, quando o Programa Estadual de Desestatização - PED (Decreto nº 21.985/1996 e Lei Estadual de nº 2.470/1995), adotou a modalidade de abertura de capital para oferta das ações ao novo grupo de controle da Companhia.;BR;Brasil;;1977-11-17;N
33.958.695/0001-78;2022-01-01;17;125570;UNIPAR CARBOCLORO S.A.;1969-05-28;Constituída sob a forma de sociedade empresária limitada e transformada em sociedade por ações em 23 de outubro de 1969.;BR;Brasil;;1971-12-08;N
34.169.557/0001-72;2022-01-01;5;125466;BCO MERCANTIL DE INVESTIMENTOS S.A.;1973-04-09;Sociedade de Ações - Companhia aberta;BR;Brasil;;1977-07-20;N
34.274.233/0001-02;2022-01-01;19;126115;VIBRA ENERGIA S/A;1971-11-12;Sociedade anônima;BR;Brasil;;2017-12-12;N
34.469.625/0001-19;2022-01-01;1;116080;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI;2019-07-22;Sociedade Anônima;BR;Brasil;;2020-11-05;N
