CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Quantidade_Pessoa_Fisica;Quantidade_Pessoa_Juridica;Quantidade_Investidor
71.208.516/0001-74;2022-01-01;8;127123;ALGAR TELECOM S/A;Debêntures;2338;432;28
71.476.527/0001-35;2022-01-01;20;126239;CONSTRUTORA TENDA S.A.;Debêntures;0;34;0
71.673.990/0001-77;2022-01-01;9;121238;NATURA COSMÉTICOS S.A.;Debêntures;320;22;707
73.178.600/0001-18;2022-01-01;11;125767;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Certificados de Recebíveis Imobiliários;6134;25;16
73.178.600/0001-18;2022-01-01;11;125767;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Debêntures;0;0;156
73.903.718/0001-61;2022-01-01;1;116142;SNB PARTICIPACOES SA;Debêntures;0;1;0
75.315.333/0001-09;2022-01-01;19;127401;ATACADÃO S.A.;Debêntures;0;0;89
75.609.123/0001-23;2022-01-01;3;119004;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Debêntures;0;0;26
75.609.123/0001-23;2022-01-01;3;119004;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Nota Comercial;0;0;2
76.483.817/0001-20;2022-01-01;6;125885;CIA PARANAENSE DE ENERGIA - COPEL;Debêntures;8179;0;955
76.484.013/0001-45;2022-01-01;14;126125;CIA SANEAMENTO DO PARANA - SANEPAR;Debêntures;750;20;148
79.430.682/0001-22;2022-01-01;4;121210;FARMÁCIA E DROGARIA NISSEI S.A.;Debêntures;0;27;0
81.243.735/0001-48;2022-01-01;9;127114;POSITIVO TECNOLOGIA S.A.;Debêntures;0;2;44
82.120.676/0001-83;2022-01-01;1;115785;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Debêntures;0;1;0
82.640.558/0001-04;2022-01-01;3;125812;KARSTEN S.A.;Debêntures;0;0;0
82.982.075/0001-80;2022-01-01;1;116205;TEXTIL RENAUXVIEW S.A.;Debêntures;0;3;0
83.475.913/0001-91;2022-01-01;3;120117;PBG S/A;Debêntures;0;0;3
84.683.374/0001-49;2022-01-01;9;125809;TUPY S.A.;Debêntures;0;198;0
84.684.455/0001-63;2022-01-01;4;123067;TIGRE S.A. PARTICIPAÇÕES;Debêntures;0;0;9
85.041.333/0001-11;2022-01-01;1;115772;PORTO PONTA DO FELIX S/A;Debêntures;0;1;1
88.610.126/0001-29;2022-01-01;13;125562;FRASLE MOBILITY S.A.;Debêntures;0;2;0
89.086.144/0001-16;2022-01-01;9;127248;RANDONCORP S.A.;Debêntures;2;10;205
89.086.144/0001-16;2022-01-01;9;127248;RANDONCORP S.A.;Nota Comercial;0;2;0
89.637.490/0001-45;2022-01-01;10;125778;KLABIN S.A.;Certificado de Recebíveis do Agronegócio;23406;99;6
89.637.490/0001-45;2022-01-01;10;125778;KLABIN S.A.;Debêntures;142;13;10
92.665.611/0001-77;2022-01-01;2;123241;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;Debêntures;0;30;0
92.749.225/0001-63;2022-01-01;3;126268;HERCULES S.A. FABRICA DE TALHERES;Debêntures;1;0;0
92.754.738/0001-62;2022-01-01;11;126261;LOJAS RENNER S.A.;Debêntures;1;5;200
92.781.335/0001-02;2022-01-01;12;126653;TAURUS ARMAS S.A.;Debêntures;0;0;0
92.791.243/0001-03;2022-01-01;9;126910;IRANI PAPEL E EMBALAGEM S.A.;Debêntures;32;4;123
92.802.784/0001-90;2022-01-01;4;120405;CIA RIOGRANDENSE DE SANEAMENTO;Debêntures;2204;17;136
96.418.264/0218-02;2022-01-01;12;124399;LOJAS QUERO QUERO S.A.;Debêntures;0;2;0
97.837.181/0001-47;2022-01-01;9;126783;DEXCO S.A.;Debêntures;0;0;7
97.837.181/0001-47;2022-01-01;9;126783;DEXCO S.A.;Nota Comercial;0;2;1
