CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Politica;Cargo_Pessoa_Vinculada
00.545.378/0001-70;2022-01-01;6;135072;SERRA AZUL WATER PARK SA;50988;Conselheiros
00.622.416/0001-41;2022-01-01;10;123211;STATKRAFT ENERGIAS RENOVAVEIS S.A.;49591;Conjunto de pessoas composto por: (i) administradores, acionistas controladores, diretos ou indiretos, diretores, conselheiros e membros do Conselho Fiscal (quando instalado) (ii) Funcionários, Empregados e Executivos com acesso a Informação Relevante (iii) membros de quaisquer órgãos com funções técnicas ou consultivas atualmente previstos, ou que vierem a ser previstos no Estatuto Social da Statkraft e, ainda, (iii) quem quer que, em virtude de seu cargo, função ou posição na Controladora, nas Sociedades Controladas e nas Sociedades Coligadas, tenha conhecimento de informação relativa a Ato ou Fato Relevante sobre a Companhia
00.644.907/0001-93;2022-01-01;5;125817;INVESTCO S.A.;50535;A Política de Negociação alcança, para fins de expressa adesão: (i) Acionistas Controladores (ii) Administradores (iii) Membros do conselho fiscal e de quaisquer órgãos com funções técnicas ou consultivas que venham a ser criados por disposição estatutária (iv) Ex-Administradores e (v) Empregados e Executivos que o Diretor de Relações com Investidores da Companhia indicar, a seu exclusivo critério, como "Pessoas Sujeitas" à Restrição para Negociação, conforme listagem divulgada de tempos em tempos. As obrigações previstas na Política de Negociação são igualmente aplicáveis às pessoas listadas no parágrafo anterior integrantes das: (a) sociedades controladoras da Companhia, diretas ou indiretas, que tenham ou venham a ter tal qualidade nos termos da Lei das Sociedades por Ações e (b) sociedades controladas da Companhia, diretas ou indiretas, que tenham ou venham a ter tal qualidade nos termos da Lei das Sociedades por Ações.
00.776.574/0001-56;2022-01-01;16;127140;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;50893;A Companhia, os Acionistas Controladores, diretos ou indiretos, Administradores, Conselheiros Fiscais, Empregados e Executivos, Sociedades Controladas e/ou sob controle comum e respectivos Acionistas Controladores, Administradores Integrantes de Órgãos com Funções Técnicas ou Consultivas com acesso a Informação Relevante, ou, ainda, qualquer pessoa que, tenha conhecimento de Informações Privilegiadas em virtude de seu cargo, função ou posição na Companhia, Sociedades Controladas ou em Sociedades Coligadas ("Pessoas Vinculadas")
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;50863;vii) quem quer que, em virtude de seu cargo, função ou posição em qualquer dos Acionistas Controladores, nas Sociedades Controladas e nas Sociedades Coligadas, tenha acesso ou conhecimento de Informações Relevantes
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;50863;(viii) cônjuges, companheiros e dependentes arrolados na declaração anual de imposto de renda de quaisquer das pessoas mencionadas nesta definição.
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;50863;(i) Acionistas Controladores
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;50863;(ii) Diretores
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;50863;(iii) Membros do Conselho de Administração
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;50863;(iv) Membros do Conselho Fiscal
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;50863;(v) Membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;50863;(vi) Colaboradores da Companhia que, em virtude de seu cargo, função ou posição na Companhia tenham acesso a Informações Relevantes, inclusive consultores e prestadores de serviços.
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;50732;A Política de Divulgação de Ato ou Fato Relevante e Negociação de Valores Mobiliários aplica-se a (i) Pessoas Vinculadas: Pessoas indicadas no artigo 13 da Instrução CVM nº 358, inclusive a Companhia, os Acionistas Controladores, Administradores, Conselheiros Fiscais, Funcionários com acesso à informação privilegiada ou, ainda, membros de quaisquer órgãos da Companhia com funções técnicas ou consultivas, criados por disposição estatutária, e, ainda, qualquer pessoa que, em virtude de seu cargo, função ou posição nos Acionistas Controladores ou nas Sociedades Controladas e que tenha firmado o Termo de Adesão, possa ter conhecimento de informação privilegiada sobre a Companhia e
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;50732;(ii) Pessoas Ligadas: Pessoas que mantenham com os Acionistas Controladores, Administradores e Conselheiros Fiscais da Companhia, os seguintes vínculos: cônjuge, de quem não esteja separado judicialmente companheiro qualquer dependente incluído na declaração anual do imposto de renda da pessoa física e sociedades direta ou indiretamente controladas pelos Administradores, pelos Acionistas Controladores, Conselheiros Fiscais ou pelos cônjuges e dependentes citados acima.
01.083.200/0001-18;2022-01-01;9;126025;NEOENERGIA S.A.;50636;Os acionistas controladores e pessoas por eles indicadas que acessem informações de uso da Companhia, bem como os membros do Conselho de Administração, do Conselho Fiscal e da Diretoria, bem como de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária, gerentes e funcionários da Companhia, suas controladas e afiliadas que tenham acesso privilegiado, permanente ou eventual, a Informações Relevantes e outros que a Companhia considere necessário e/ou conveniente ("Pessoas Vinculadas").
01.104.937/0001-70;2022-01-01;2;125970;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;50607;(i) Acionistas controladores diretos e indiretos (ii) Administradores da Eletrobras e de suas controladas (iii) Conselheiros Fiscais da Eletrobras e de suas controladas (iv) Membros de quaisquer órgãos com funções técnicas ou consultivas da empresa, criados ou que venham a ser criados por disposição estatutária da Eletrobras e de suas controladas (v) Empregados, e assistentes da Eletrobras ou controladas que tenham acesso ou conhecimento de informações privilegiadas (vi) Ex-administradores da Eletrobras e de suas controladas durante o período em que detiverem quaisquer informações privilegiadas ou nas demais hipóteses previstas nesta Política, (vii) Quem quer que, em virtude de seu cargo, função ou posição na Eletrobras, nos acionistas controladores, nas suas sociedades controladas ou nas sociedades coligadas, tenha conhecimento sobre informação privilegiada (viii) Contatos comerciais da Eletrobras e de suas controladas, seus respectivos empregados e representantes.
01.107.327/0001-20;2022-01-01;4;125657;BBM LOGÍSTICA S.A.;50474;De acordo com a Política de Negociação da Companhia ("Política"), pessoas vinculadas são aquelas indicadas no artigo 13 da Instrução CVM nº 358/2002, inclusive a Companhia, os Acionistas Controladores (conforme definido na Política), diretos ou indiretos membros do conselho de administração diretores membros do conselho fiscal membros dos comitês ou de quaisquer órgãos com funções técnicas e consultivas, criados por disposição estatutária empregados da Companhia que, em virtude de seu cargo, função ou posição, ou circunstancialmente, tenham acesso a Informações Relevantes (conforme definido na Política) quem quer que, em virtude de seu cargo, função ou posição nos Acionistas Controladores, nas Sociedades Controladas (conforme definido na Política) e nas Sociedades Coligadas (conforme definido na Política), tenha aderido à Política de Negociação e tenha acesso permanente ou eventual a Informações Relevantes e tenham aderido à Política de Negociação.
01.319.044/0001-41;2022-01-01;1;116442;WTC AMAZONAS SUITE HOTEL S.A.;46277;DIRETOR DE RELAÇÕES COM INVESTIDORES
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;50534;São consideradas pessoas vinculadas, em relação à Companhia, em conjunto ou individualmente, os acionistas controladores diretos, membros do conselho de administração, membros do conselho fiscal e/ou de quaisquer órgãos com funções técnicas e/ou consultivas, diretores, gerentes e funcionários da Companhia que tenham acesso a Informações Privilegiadas.
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;50617;O Manual de Conduta para Divulgação e Uso de Informações e Política de Negociação de Valores Mobiliários de Emissão da Gafisa S.A. ("Manual"), no que diz respeito à negociação de valores mobiliários ("Política de Negociação"), vincula as seguintes pessoas, que deverão assinar um termo de adesão ao Manual ("Pessoas Vinculadas"): (i) a própria Companhia (ii) seus acionistas controladores, (iii) seus administradores, (iv) membros do Conselho Fiscal, (v) membros de quaisquer outros Órgãos com Funções Técnicas ou Consultivas, (vi) quem quer que, em virtude de seu cargo, função ou posição na Companhia, sua Controladora, suas Sociedades Controladas e Coligadas, tenha conhecimento de informação relativa a Ato ou Fato Relevante.
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;50451;As pessoas vinculadas à Política de Negociação são: (i) os acionistas controladores, diretos ou indiretos, com controle exclusivo ou compartilhado, e os diretores, membros do Conselho de Administração, do Conselho Fiscal e de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária do Emissor
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;50451;(ii) os membros de órgãos estatutários de empresas nas quais o Emissor seja o único controlador, desde que a empresa em questão não possua política de negociação de valores mobiliários própria
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;50451;(iii) quem quer que, em virtude de cargo, função ou posição no Emissor, sua controladora ou em suas controladas ou coligadas, tenha conhecimento de informação relevante
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;50451;(iv) o cônjuge ou companheiro(a) e qualquer outro dependente incluído na declaração anual de imposto de renda das pessoas vinculadas indicadas nos itens (i) e (ii), inclusive durante o prazo de seis meses contados da data do afastamento dessas pessoas
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;50451;(v) as pessoas mencionadas nos itens (i), (ii) e (iii) deste subitem que se afastarem do Emissor ou de empresas nas quais o Emissor seja o único controlador, durante o prazo de seis meses contados da data do afastamento e
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;50451;(vi) os ex-administradores do Emissor ou os ex-administradores de suas controladas que tenham sido expatriados, bem como seus respectivos cônjuges ou companheiros(as), e quaisquer outros dependentes incluídos na declaração anual de imposto de renda.
01.548.981/0001-79;2022-01-01;5;125596;INVESTIMENTOS BEMGE S.A.;50451;Ademais, equiparam-se às pessoas vinculadas: (a) os administradores de carteira e dos fundos de investimento, sociedades ou outras instituições ou entidades de que as pessoas vinculadas sejam os únicos cotistas ou acionistas ou nas quais possam influenciar as decisões de negociação (b) qualquer pessoa jurídica controlada direta ou indiretamente pelas pessoas vinculadas e (c) qualquer pessoa que tenha tido acesso a informação relativa a ato ou fato relevante por intermédio ou não de qualquer das pessoas vinculadas. Certas vedações da política também se aplicam àqueles que tenham relação comercial, profissional ou de confiança com o Emissor, tais como auditores independentes, analistas de valores mobiliários, consultores e instituições integrantes do sistema de distribuição.
01.599.101/0001-93;2022-01-01;33;126901;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;50770;Diretores, membros do Conselho de Administração, do Conselho Fiscal (caso instalado), e de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária, bem como seus cônjuges não separados judicialmente, companheiro ou dependente incluído na declaração anual de imposto de renda, e sociedades por elas controladas, direta ou indiretamente, nos termos do artigo 11 da Instrução da Comissão de Valores Mobiliários nº 358, de 03 de janeiro de 2002, e pela Companhia.
01.616.929/0001-02;2022-01-01;7;125984;SANEAMENTO DE GOIAS SA;50620;(i) Acionista Controlador(ii) Membros do Conselho de Administração(iii) Membros da Diretoria(iv) Membros do Conselho Fiscal(v) Integrantes dos demais órgãos com funções técnicas ou consultivas(vi) Executivos, empregados e servidores com acesso à informação relevante e(vii) Outras pessoas, em virtude de seu cargo, função ou posição na controladora, que tenham conhecimento de informação relativa a ato ou fato relevante.
01.838.723/0001-27;2022-01-01;16;125591;BRF S.A.;50447;Pessoas Vinculadas são: (i) a própria Companhia (ii) seus Administradores e Acionistas Controladores diretos e indiretos (conforme definidos na Política e no item 21.1 deste Formulário de Referência) (iii) seus Empregados e Colaboradores (conforme definidos na Política e no item 21.1 deste Formulário de Referência) (iv) os membros de órgãos com funções técnicas ou consultivas da Companhia, criados por deliberação do Conselho de Administração e (v) quem quer que, em virtude de seu cargo, função ou posição na Companhia, em sociedade Controladora, nas Sociedades Controladas e nas Sociedades Coligadas (conforme definidas na Política e no item 21.1 deste Formulário de Referência), tenha conhecimento de informação que possa constituir Ato ou Fato Relevante (conforme definidos na Política e no item 21.2 deste Formulário de Referência) sobre a Companhia, suas Sociedades Controladas ou Sociedades Coligadas.
01.851.771/0001-55;2022-01-01;2;125645;524 PARTICIPACOES S.A.;50467;Estão obrigadas à observância da Política de Negociação, as pessoas: (i) acionistas controladores, diretos e indiretos (ii) diretores (iii) membros do conselho de administração, do conselho fiscal e de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (iv) qualquer pessoa que, em virtude de seu cargo, função ou posição na companhia, sua controladora, suas controladas ou coligadas, tenha conhecimento da informação relativa ao ato ou fato relevante.
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;48454;prestadores de serviços e quem quer que tenha conhecimento e/ou acesso a informações relevantes, em especial aqueles que tenham relação comercial,
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;48454;profissional ou de confiança com a Companhia, tais como: - auditores independentes - analistas de valores mobiliários - consultores  - instituições integrantes do sistema de distribuição - outros que a Companhia considere necessário ou conveniente.
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;48454;quem quer que, em virtude de cargo, função ou posição na companhia, sua controladora, suas controladas ou coligadas, tenha conhecimento de informação relevante
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;48454;a Companhia
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;48454;acionistas controladores da Companhia, ou acionista detentor de menos de 50% (cinqüenta por cento) do capital social que exerça o Poder de Controle
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;48454;grupo de acionistas que não seja signatário de acordo de votos e que não esteja sob controle comum e nem atue representando um interesse comum, que exerça o Poder de Controle, direta ou indiretamente, ou acionista ou grupo de acionistas que não exerça Poder de Controle, mas que indique membro do Conselho de Administração ou membro do Conselho Fiscal
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;48454;membros da Diretoria
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;48454;membros do Conselho de Administração
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;48454;membros do Conselho Fiscal, quando instalado
01.896.779/0001-38;2022-01-01;4;120648;CSU DIGITAL S.A.;48454;membros de quaisquer outros órgãos com funções técnicas ou consultivas criados por disposição estatutária
01.917.818/0001-36;2022-01-01;18;127410;LIGHT ENERGIA S.A.;50947;Companhia, Administradores, Acionistas Controladores, diretos ou indiretos, Conselheiros Fiscais, Empregados, integrantes dos demais órgãos estatutários com funções técnicas ou consultivas existentes, terceiros com quem os Detentores de Informações tiverem celebrado contrato de administração de carteira de valores mobiliários ou de negócio fiduciário (trust) e, ainda, qualquer pessoa que, em virtude de seu cargo, função, ou posição na Companhia, sua Controladora, suas Controladas ou Coligadas, tenha tido conhecimento, por intermédio de dos Detentores de Informações, de ato ou fato relevante ainda não divulgado ao mercado.
01.989.044/0001-59;2022-01-01;1;116453;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;46283;DIRETOR DE RELAÇÕES COM INVESTIDORES
02.062.747/0001-08;2022-01-01;2;125655;SUDESTE S.A.;50472;Estão obrigadas à observância da Política de Negociação, as pessoas: (i) acionistas controladores, diretos e indiretos (ii) diretores (iii) membros do conselho de administração, do conselho fiscal e de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (iv) qualquer pessoa que, em virtude de seu cargo, função ou posição na companhia, sua controladora, suas controladas ou coligadas, tenha conhecimento da informação relativa ao ato ou fato relevante.
02.105.040/0001-23;2022-01-01;1;114700;VIRGO II COMPANHIA DE SECURITIZACAO;45737;Diretoria Executiva
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;50801;Acionistas controladores, diretos ou indiretos, diretores, membros do Conselho de Administração e do Conselho Fiscal e membros de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária administradores que se afastarem da administração da Companhia ou da administração de sua controladora, controladas e coligadas, durante o prazo de seis meses contados da data do afastamento quem quer que, em razão do cargo, função ou posição que ocupe na Companhia, em sua controladora, suas controladas ou coligadas, tenha conhecimento de informação relativa a ato ou fato relevante qualquer outra pessoa que, por qualquer circunstância, possa ter conhecimento de informação relevante ainda não divulgada ao mercado, em especial aqueles que tenham relação comercial, profissional ou de confiança com a Companhia, tais como consultores, auditores independentes, analistas de valores mobiliários e instituições integrantes do sistema de distribuição.
02.193.750/0001-52;2022-01-01;5;127063;DEXXOS PARTICIPAÇÕES S.A.;50856;Acionistas controladores da Companhia, diretos ou indiretos, diretores, membros do conselho de administração, do conselho fiscal e de quaisquer outros órgãos com funções técnicas ou consultivas criados por disposição estatutária (ainda que não seja administrador), gerentes e funcionários, sociedades controladas e/ou sob controle comum e seus respectivos acionistas controladores e membros da administração e de órgãos com funções técnicas ou consultivas, prestadores de serviços e outros profissionais da Companhia que tenham acesso a Informações Relevantes (conforme definido na Política), em especial àqueles que tenham relação comercial, profissional ou de confiança com a Companhia (tais como auditores independentes, analistas de valores mobiliários, consultores e instituições integrantes do sistema de distribuição administração
02.217.319/0001-07;2022-01-01;2;124153;YBYRÁ CAPITAL S.A.;49959;Estão obrigadas à observância da Política de Negociação, as pessoas: (i) acionistas controladores, diretos e indiretos (ii) diretores (iii) membros do conselho de administração, do conselho fiscal e de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária (iv) qualquer pessoa que, em virtude de seu cargo, função ou posição na companhia, sua controladora, suas controladas ou coligadas, tenha conhecimento da informação relativa ao ato ou fato relevante.
02.255.187/0001-08;2022-01-01;6;125729;UNIFIQUE TELECOMUNICAÇÕES S.A.;50500;Companhia, seus acionistas controladores, diretos e indiretos, e as pessoas por eles indicadas para acessar informações da Companhia, membros do Conselho de Administração, da Diretoria e do Conselho Fiscal (se houver) e de quaisquer outros órgãos com funções técnicas ou consultivas criados por disposição estatutária, gerentes e empregados, sociedades controladas e/ou sob controle comum e respectivos acionistas controladores, membros da administração e de órgãos com funções técnicas ou consultivas, terceiros contratados pela Companhia que tenham acesso eventual ou permanente a Informações Privilegiadas, que tenham aderido expressamente à Política de Negociação e estejam obrigados à observância das regras nela descrita.
02.258.422/0001-97;2022-01-01;1;115539;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;45884;As pessoas que mantenham os vínculos indicados a seguir com diretores, membros do conselho de administração e conselheiros fiscais da Companhia: (i) o cônjuge, de quem não se esteja separado judicialmente, (ii) o(a) companheiro(a), (iii) qualquer dependente incluído na declaração anual do imposto sobre a renda e (iv) as sociedades controladas direta ou indiretamente, seja pelos administradores e assemelhados, seja pelas Pessoas Ligadas.
02.302.101/0001-42;2022-01-01;8;125410;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;50365;(i) acionistas controladores, diretos e indiretos, membros dos órgãos estatutários e de quaisquer órgãos com funções técnicas ou consultivas da Companhia, criados por disposição legal ou estatutária e, também, (ii) empregados e executivos, bem como qualquer pessoa que, em virtude de seu cargo, função ou posição na Companhia, sua controladora ou suas controladas, que tenha conhecimento de informação relativa à Ato ou Fato Relevante.
02.328.280/0001-97;2022-01-01;6;125930;ELEKTRO REDES S.A.;50609;Os acionistas controladores e pessoas por eles indicadas que acessem informações de uso da Companhia, bem como os membros do Conselho de Administração, do Conselho Fiscal e da Diretoria, bem como de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária, gerentes e funcionários da Companhia, suas controladas e afiliadas que tenham acesso privilegiado, permanente ou eventual, a Informações Relevantes e outros que a Companhia considere necessário e/ou conveniente ("Pessoas Vinculadas").
02.351.144/0001-18;2022-01-01;8;125199;TEGMA GESTAO LOGISTICA S.A.;50252;A Política de Negociação da Tegma aplica-se às "Pessoas Vinculadas", ou seja, aos Acionistas Controladores, diretos e indiretos, Administradores, conselheiros fiscais, membros de quaisquer outros órgãos com funções técnicas ou consultivas criados por disposição estatutária ou quaisquer empregados e terceiros contratados pela Companhia com acesso, permanente ou eventual, a Informação Privilegiada, e ainda, qualquer pessoa que, em virtude de seu cargo, função ou posição na Controladora ou nas Sociedades Controladas.
02.351.877/0001-52;2022-01-01;22;126272;LWSA S/A;50728;A política de negociação de valores mobiliários de emissão da Companhia ("Política de Negociação") deverá ser compulsoriamente observada pelos nossos diretores, membros do Conselho de Administração, do Conselho Fiscal (caso instalado) e de quaisquer órgãos com funções técnicas ou consultivas criados por disposição estatutária (em conjunto "Pessoas Sujeitas à Política"). Adicionalmente às Pessoas Sujeitas à Política, estão vinculados e devem observar a Política de Negociação: (i) os acionistas controladores e (iii) quem quer que em virtude de seu cargo, função, posição em nossa Companhia e/ou em nossas controladas, tenha conhecimento de Ato ou Fato Relevante, nos termos do artigo 155, § 1º da Lei das Sociedades por Ação, conforme alterada, e do artigo 2º da Instrução CVM nº 358 (que, em conjunto com as Pessoas Sujeitas à Política, são definidas com "Pessoas Vinculadas").
02.357.251/0001-53;2022-01-01;4;127301;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;50938;Diretores Membros do Conselho de AdministraçãoMembros do Conselho Fiscal (caso instalado)Acionistas ControladoresExecutivos e Empregados com acesso a informações relevantes
