CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Tipo_Obrigacao;Tipo_Garantia;Descricao_Outras_Garantias;Divida_Inferior_1_Ano;Divida_1a3Anos;Divida_3a5Anos;Divida_Superior_5Anos;Divida_Total;Observacao
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;2021-01-01;2021-12-31;Empréstimo;Outras garantias ou privilégios;;3640000.00;1257130000.00;182210000.00;0.00;1442980000.00;
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;21180990.11;46922224.02;22353899.98;0.00;90457114.11;Observação: As informações desta tabela se baseiam nas demonstrações financeiras auditadas da Companhia relativas ao período de três meses encerrado em 31 de dezembro de 2021 (preparadas em IFRS). O montante total indicado corresponde à soma dos valores de passivos com instituições financeiras. Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;904031.90;1507837.38;0.00;0.00;2411869.28;Observação: As informações desta tabela se baseiam nas demonstrações financeiras auditadas da Companhia relativas ao período de três meses encerrado em 31 de dezembro de 2021 (preparadas em IFRS). O montante total indicado corresponde à soma dos valores de passivos com instituições financeiras. Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;204510362.27;94902317.55;172149477.12;107078948.37;578641105.31;Observação: As informações desta tabela se baseiam nas demonstrações financeiras auditadas da Companhia relativas ao período de três meses encerrado em 31 de dezembro de 2021 (preparadas em IFRS). O montante total indicado corresponde à soma dos valores de passivos com instituições financeiras. Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;55117147.09;147188118.13;98125412.08;0.00;300430677.30;Observação: As informações desta tabela se baseiam nas demonstrações financeiras auditadas da Companhia relativas ao período de três meses encerrado em 31 de dezembro de 2021 (preparadas em IFRS). O montante total indicado corresponde à soma dos valores de passivos com instituições financeiras. Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;Títulos de dívida;Outras garantias ou privilégios;Sem Garantia;0.00;194993589.12;405406808.94;405406808.94;1005807207.00;Observação: As informações desta tabela se baseiam nas demonstrações financeiras auditadas da Companhia relativas ao período de três meses encerrado em 31 de dezembro de 2021 (preparadas em IFRS). O montante total indicado corresponde à soma dos valores de passivos com instituições financeiras. Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;2021-01-01;2021-12-31;Financiamento;Garantia Flutuante;;48933000.00;144769000.00;0.00;0.00;193702000.00;
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;323710000.00;366544300.00;269850300.00;127712000.00;1087816600.00;
00.383.281/0001-09;2022-01-01;13;125986;BNDES PARTICIPACOES S.A. - BNDESPAR;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;0.00;0.00;0.00;0.00;0.00;Em 31 de dezembro de 2021, a BNDESPAR não possuía operações a vencer relativas às emissões públicas de debêntures e/ou empréstimos e financiamentos.
00.389.481/0001-79;2022-01-01;2;118400;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;352897034.00;301225058.00;53119.00;0.00;654175211.00;
00.389.481/0001-79;2022-01-01;2;118400;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;70089208.00;276376618.00;0.00;0.00;346465826.00;
00.389.481/0001-79;2022-01-01;2;118400;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;41503554.00;183473040.00;149167748.00;0.00;374144342.00;
00.416.968/0001-01;2022-01-01;11;122285;BANCO INTER S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;1186089.76;2566515.52;2372179.52;18946512.04;25071296.84;
00.416.968/0001-01;2022-01-01;11;122285;BANCO INTER S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;27120622159.00;0.00;126627996.71;0.00;27247250155.71;
00.545.378/0001-70;2022-01-01;6;135072;SERRA AZUL WATER PARK SA;2021-01-01;2021-12-31;Financiamento;Garantia Real;;586835.00;1564893.33;1564893.33;2151728.33;5868349.99;
00.545.378/0001-70;2022-01-01;6;135072;SERRA AZUL WATER PARK SA;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;11832716.81;1174795.32;650452.23;2454479.10;16112443.46;
00.622.416/0001-41;2022-01-01;10;123211;STATKRAFT ENERGIAS RENOVAVEIS S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;0.00;204000000.00;51000000.00;0.00;255000000.00;
00.622.416/0001-41;2022-01-01;10;123211;STATKRAFT ENERGIAS RENOVAVEIS S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;244953000.00;7173000.00;22196000.00;365629000.00;639951000.00;
00.622.416/0001-41;2022-01-01;10;123211;STATKRAFT ENERGIAS RENOVAVEIS S.A.;2021-01-01;2021-12-31;Títulos de dívida;Outras garantias ou privilégios;sem garantia;0.00;76023000.00;0.00;0.00;76023000.00;
00.644.907/0001-93;2022-01-01;5;125817;INVESTCO S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;4031000.00;8337000.00;7056000.00;81317000.00;100741000.00;
00.776.574/0001-56;2022-01-01;16;127140;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;946154675.88;2394169885.40;487817429.81;6363897543.84;10192039534.93;
00.776.574/0001-56;2022-01-01;16;127140;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;106759026.31;1062305837.57;310748761.22;668897507.46;2148711132.56;
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;314735417.59;269365500.52;0.00;0.00;584100918.11;
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;1736538538.48;5217249320.81;258713356.78;427918149.17;7640419365.24;
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;168780073.70;423667777.62;461512737.96;2480726942.52;3534687531.80;
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;485593994.85;0.00;0.00;0.00;485593994.85;
00.864.214/0001-06;2022-01-01;20;127076;ENERGISA S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;1378119682.21;4566637018.38;2822085751.97;2341731370.71;11108573823.27;
00.897.864/0001-58;2022-01-01;1;113493;SANTA CATARINA PART INVEST SA;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;3467.10;0.00;0.00;7979251488.95;7979254956.05;1 ano - fornecedores e impostos retidossuperior a 5 anos - atualização das debentures
00.924.429/0001-75;2022-01-01;7;123538;FERROVIA CENTRO-ATLANTICA S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Flutuante;;0.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2022-01-01;7;123538;FERROVIA CENTRO-ATLANTICA S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;0.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2022-01-01;7;123538;FERROVIA CENTRO-ATLANTICA S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;0.00;0.00;0.00;0.00;0.00;
00.938.574/0001-05;2022-01-01;7;126918;CONC RIO-TERESOPOLIS S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;33477410.25;0.00;7628052.83;0.00;41105463.08;Demonstrativo das obrigações:Financiamentos e debêntures       R$ 14.081.833,11 Provisão para manutenção       R$      294.011,27 Obrigações fiscais e sociais (CP)      R$ 19.101.565,87 Provisão para contingências       R$   7.628.052,83 
00.974.211/0001-25;2022-01-01;1;116172;LINHA AMARELA S.A. - LAMSA;2021-01-01;2021-12-31;Títulos de dívida;Garantia Real;;19577916.67;58733750.00;27735372.15;0.00;106047038.82;
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2021-01-01;2021-12-31;Financiamento;Quirografárias;;22681062.31;45111242.35;0.00;67792304.66;135584609.32;As informações acima referem-se às demonstrações financeiras consolidadas da Companhia. O total demonstrado na tabela acima considera o saldo das rubricas Empréstimos e Financiamentos, conforme apresentado nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social findo em 31 de dezembro de 2021.
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;2890121432.70;3337190757.65;0.00;6227312190.35;12454624380.70;As informações acima referem-se às demonstrações financeiras consolidadas da Companhia. O total demonstrado na tabela acima considera o saldo das rubricas Empréstimos e Financiamentos, conforme apresentado nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social findo em 31 de dezembro de 2021.
01.083.200/0001-18;2022-01-01;9;126025;NEOENERGIA S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;8997012.00;22029816.00;31522246.00;157352807.00;219901881.00;
01.083.200/0001-18;2022-01-01;9;126025;NEOENERGIA S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;3081742898.00;2493448175.00;2909363766.00;713455204.00;9198010043.00;
01.083.200/0001-18;2022-01-01;9;126025;NEOENERGIA S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;614927034.00;1425211867.00;1316949965.00;4586332004.00;7943420870.00;
01.083.200/0001-18;2022-01-01;9;126025;NEOENERGIA S.A.;2021-01-01;2021-12-31;Financiamento;Quirografárias;;128876628.00;721262666.00;661054389.00;1635016380.00;3146210063.00;
01.083.200/0001-18;2022-01-01;9;126025;NEOENERGIA S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;3501698868.00;5511039109.00;3344747843.00;3887799988.00;16245285808.00;
01.104.937/0001-70;2022-01-01;2;125970;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;28647000.00;9805000.00;0.00;0.00;38452000.00;
01.107.327/0001-20;2022-01-01;4;125657;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Flutuante;;41289394.31;47545756.34;0.00;0.00;88835150.65;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.107.327/0001-20;2022-01-01;4;125657;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;26532323.08;34612577.38;0.00;0.00;61144900.46;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.107.327/0001-20;2022-01-01;4;125657;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;Financiamento;Quirografárias;;14508648.81;22174499.93;0.00;0.00;36683148.74;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.107.327/0001-20;2022-01-01;4;125657;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;Títulos de dívida;Garantia Flutuante;;66780264.14;142594547.69;0.00;0.00;209374811.83;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.258.944/0001-26;2022-01-01;5;126330;RUMO MALHA SUL S.A.;2021-01-01;2021-12-31;Empréstimo;Outras garantias ou privilégios;Fidejussória;4883058.77;9764362.73;0.00;0.00;14647421.50;
01.258.944/0001-26;2022-01-01;5;126330;RUMO MALHA SUL S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;63116799.15;126390051.76;0.00;0.00;189506850.91;
01.258.944/0001-26;2022-01-01;5;126330;RUMO MALHA SUL S.A.;2021-01-01;2021-12-31;Financiamento;Quirografárias;;142288965.91;228983221.87;114491610.93;0.00;485763798.71;
01.258.944/0001-26;2022-01-01;5;126330;RUMO MALHA SUL S.A.;2021-01-01;2021-12-31;Títulos de dívida;Outras garantias ou privilégios;Bond;2020176.17;0.00;0.00;1383784389.99;1385804566.16;
01.319.044/0001-41;2022-01-01;1;116442;WTC AMAZONAS SUITE HOTEL S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Flutuante;;1174169787.00;0.00;0.00;0.00;1174169787.00;
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;93819869.59;47261885.00;117752483.70;80445761.71;339280000.00;
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;2021-01-01;2021-12-31;Financiamento;Quirografárias;;140870000.00;319330000.00;0.00;0.00;460200000.00;
01.417.222/0001-77;2022-01-01;6;125816;MRS LOGISTICA S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;412310130.41;897408115.00;1258247516.30;953948000.00;3521913761.71;
01.543.032/0001-04;2022-01-01;9;123966;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Empréstimo;Garantia Real;;78876049.86;-11362557.81;0.00;0.00;67513492.05;As informações acima referem-se às informações contábeis da Companhia. O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e debêntures. A separação dos valores das obrigações da Companhia em função das garantias atreladas utilizou as categorias garantia real, garantia flutuante e quirografária, bem como outro tipo de garantia ou privilégio: Quirografárias: contemplam também as garantias fidejussórias que são as fianças e avais corporativos dados pela controladora, bem como os demais passivos sem garantia específica. Garantias Reais: referem-se a recebíveis, vinculação de receitas, direitos creditórios, vinculação de bens próprios, alienação fiduciária, cessão fiduciária e penhor de quotas Garantias Flutuantes: são aquelas que asseguram privilégio geral sobre o ativo da Companhia, mas não impedem a negociação dos bens que compõem esse ativo. A Companhia não possui obrigações com esta categoria de garantias.
01.543.032/0001-04;2022-01-01;9;123966;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;3086265075.72;2296293212.14;0.00;0.00;5382558287.86;As informações acima referem-se às informações contábeis da Companhia. O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e debêntures. A separação dos valores das obrigações da Companhia em função das garantias atreladas utilizou as categorias garantia real, garantia flutuante e quirografária, bem como outro tipo de garantia ou privilégio: Quirografárias: contemplam também as garantias fidejussórias que são as fianças e avais corporativos dados pela controladora, bem como os demais passivos sem garantia específica. Garantias Reais: referem-se a recebíveis, vinculação de receitas, direitos creditórios, vinculação de bens próprios, alienação fiduciária, cessão fiduciária e penhor de quotas Garantias Flutuantes: são aquelas que asseguram privilégio geral sobre o ativo da Companhia, mas não impedem a negociação dos bens que compõem esse ativo. A Companhia não possui obrigações com esta categoria de garantias.
01.543.032/0001-04;2022-01-01;9;123966;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Financiamento;Quirografárias;;54176239.06;35328818.02;21776347.49;10370824.42;121652228.99;As informações acima referem-se às informações contábeis da Companhia. O total demonstrado na tabela acima considera o saldo de empréstimos, financiamentos e debêntures. A separação dos valores das obrigações da Companhia em função das garantias atreladas utilizou as categorias garantia real, garantia flutuante e quirografária, bem como outro tipo de garantia ou privilégio: Quirografárias: contemplam também as garantias fidejussórias que são as fianças e avais corporativos dados pela controladora, bem como os demais passivos sem garantia específica. Garantias Reais: referem-se a recebíveis, vinculação de receitas, direitos creditórios, vinculação de bens próprios, alienação fiduciária, cessão fiduciária e penhor de quotas Garantias Flutuantes: são aquelas que asseguram privilégio geral sobre o ativo da Companhia, mas não impedem a negociação dos bens que compõem esse ativo. A Companhia não possui obrigações com esta categoria de garantias.
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Flutuante;;14523.00;15097.00;39209.00;0.00;68829.00;
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;591611.00;288032.00;154105.00;64308.00;1098056.00;
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;4034.00;0.00;80989.00;70230.00;155253.00;
01.599.101/0001-93;2022-01-01;33;126901;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2021-01-31;2021-12-31;Empréstimo;Garantia Real;;80346484.00;100528615.00;43531987.00;70725627.00;295132713.00;As informações desta tabela se baseiam nas demonstrações financeiras consolidadas auditadas da Companhia relativas ao exercício findo em 31 de dezembro de 2021. O montante indicado para "Financiamento" corresponde à soma dos valores indicados nas contas de Empréstimos, financiamentos, debêntures e Instrumentos financeiros derivativos, líquidos (circulante e não circulante) e o montante indicado para "Empréstimos" corresponde a conta de Arrendamentos mercantis (circulante e não circulante). Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia.
