CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
00.000.208/0001-00;2022-01-01;19;127097;BRB BANCO DE BRASILIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.75;7.75;1106054.77;653318.25;936806.31;
00.000.208/0001-00;2022-01-01;19;127097;BRB BANCO DE BRASILIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;4.92;4.92;114609.69;114609.69;143901.39;Valor médio da remuneração calculado considerando pagamento de verbas rescisórias
00.000.208/0001-00;2022-01-01;19;127097;BRB BANCO DE BRASILIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.58;5.58;108374.42;108374.42;112671.37;Valor médio calculado considerando verbas rescisórias pagas ao longo do exercício.
00.000.208/0001-00;2022-01-01;19;127097;BRB BANCO DE BRASILIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.42;7.42;683259.93;515296.27;686467.45;
00.000.208/0001-00;2022-01-01;19;127097;BRB BANCO DE BRASILIA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;5.00;5.00;108374.42;108374.42;108374.42;
00.000.208/0001-00;2022-01-01;19;127097;BRB BANCO DE BRASILIA S.A.;2019-01-01;2019-12-31;Conselho de Administração;7.00;7.00;105008.52;105008.52;105008.52;
00.000.208/0001-00;2022-01-01;19;127097;BRB BANCO DE BRASILIA S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;6.83;6.83;590738.28;533081.12;639366.56;
00.000.208/0001-00;2022-01-01;19;127097;BRB BANCO DE BRASILIA S.A.;2019-01-01;2019-12-31;Conselho Fiscal;4.75;4.75;105008.52;105008.52;105008.52;
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2021-01-01;2021-12-31;Conselho de Administração;10.25;7.42;65284.32;65284.32;66037.08;O valor de honorários distribuído entre os membros do conselho de administração é idêntico para todos os membros. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2021-01-01;2021-12-31;Diretoria Estatutária;5.83;5.83;1027824.23;821745.55;1105273.57;O valor de honorários distribuídos para os membros da diretoria estatutária é o mesmo para todos, exceto o acréscimo de 5% para o diretor-presidente em relação aos demais membros.O presidente é também membro do conselho de administração, porém a remuneração por ele percebida na qualidade de membro da diretoria estatutária não é computada para efeito do cálculo da remuneração do conselho de administração e vice-versa, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022. Entretanto, os encargos relativos à sua remuneração total são considerados exclusivamente na diretoria estatutária.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2021-01-01;2021-12-31;Conselho Fiscal;5.00;5.00;65284.32;65284.32;65284.32;O valor de honorários distribuído entre os membros do conselho de fiscal é idêntico para todos os membros.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;Conselho de Administração;11.00;8.00;78341.16;65284.32;72792.00;O valor de honorários distribuído entre os membros do conselho de administração é idêntico para todos os membros. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;Conselho Fiscal;4.42;4.42;78341.16;65283.32;74138.22;O valor de honorários distribuído entre os membros do conselho de fiscal é idêntico para todos os membros.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;6.00;1080385.71;889082.12;1051812.00;O valor de honorários distribuídos para os membros da diretoria estatutária é o mesmo para todos, exceto o acréscimo de 5% para o diretor-presidente em relação aos demais membros e os honorários percebidos por 01 diretor empregado.O presidente é também membro do conselho de administração, porém a remuneração por ele percebida na qualidade de membro da diretoria estatutária não é computada para efeito do cálculo da remuneração do conselho de administração e vice-versa, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022. Entretanto, os encargos relativos à sua remuneração total são considerados exclusivamente na diretoria estatutária.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;Conselho Fiscal;4.75;4.75;78341.16;78341.16;75454.91;O valor de honorários distribuído entre os membros do conselho de fiscal é idêntico para todos os membros.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;Diretoria Estatutária;5.67;5.67;1029791.51;984125.04;1006617.29;O valor de honorários distribuídos para os membros da diretoria estatutária é o mesmo para todos, exceto o acréscimo de 5% para o diretor-presidente em relação aos demais membros e os honorários percebidos por 02 diretores empregados nos meses de janeiro, fevereiro e março de 2019.O presidente é também membro do conselho de administração, porém a remuneração por ele percebida na qualidade de membro da diretoria estatutária não é computada para efeito do cálculo da remuneração do conselho de administração e vice-versa, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022. Entretanto, os encargos relativos à sua remuneração total são considerados exclusivamente na diretoria Estatutária.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;Conselho de Administração;10.92;8.00;65284.32;65284.32;74668.93;O valor de honorários distribuído entre os membros do conselho de administração é idêntico para todos os membros, exceto para os conselheiros que fazem parte do Comitê de Auditoria, que recebem valores superiores.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SNC/SEP/N.º 1/2022.
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;Conselho Fiscal;5.00;5.00;44903.22;39363.06;39363.06;
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;Diretoria Estatutária;4.00;4.17;251724.96;178316.08;194085.13;
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;Conselho de Administração;9.00;8.50;80825.80;55108.28;66284.87;
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;Conselho Fiscal;5.00;5.00;39363.06;31490.45;38050.96;
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;291710.22;175107.38;193429.49;
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;55108.28;55108.28;55108.28;
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;2019-01-01;2019-12-31;Conselho de Administração;8.00;8.00;1992681.66;74758.72;596837.40;N/A
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;13.00;13.00;1129075.54;627860.42;824392.06;N/A
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;2019-01-01;2019-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;13.00;13.00;1597633.36;1073036.30;1391200.68;N/A
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;8.00;1861152.12;77874.35;597174.07;N/A
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;14.00;14.00;1534650.05;866244.97;1193047.29;N/A
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.30;7.30;2308103.63;80776.75;852054.85;N/A
00.192.769/0001-59;2022-01-01;1;116220;NEUMARKT TRADE AND FINANCIAL CENTER S/A;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;11.00;5.42;446520.00;350520.00;468574.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2020. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a um diretor considerando que este exerceu o cargo por 12 meses em 2020.
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;2.17;3267874.00;2296013.00;2752366.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2020. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a 1 diretor considerando que este exerceu o cargo por 12 meses em 2020.
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;5.00;5.00;179280.00;179280.00;179280.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2020. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a um diretor considerando que este exerceu o cargo por 12 meses em 2020.
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;5.42;399800.00;335280.00;307993.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2021. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a um diretor considerando que este exerceu o cargo por 12 meses em 2021.
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;2.58;3009252.00;1759047.00;2210517.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2021. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a 1 diretor considerando que este exerceu o cargo por 12 meses em 2021.
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;2019-01-01;2019-12-31;Conselho Fiscal;5.00;5.00;179280.00;179280.00;179280.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2019. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a um diretor considerando que este exerceu o cargo por 12 meses em 2019.
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;2.00;2.00;2525555.00;1774406.00;2149981.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2019. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a 1 diretor considerando que este exerceu o cargo por 12 meses em 2019.
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;2019-01-01;2019-12-31;Conselho de Administração;11.00;5.08;1378080.00;350520.00;564116.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2019. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a um diretor considerando que este exerceu o cargo por 12 meses em 2019.
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;5.00;124500.00;49800.00;83593.00;(i) O valor da menor remuneração foi apurado considerando apenas membros de órgão que exerceram o cargo durante os 12 meses de 2021. Não foram considerados os membros que deixaram seus cargos ao longo do ano (ii) o valor médio é o total pago no ano dividido pelo número de membros remunerados e (iii) o valor da maior remuneração foi apurado por meio do maior valor pago a um diretor considerando que este exerceu o cargo por 12 meses em 2021.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.75;2.33;302050.00;21355.00;427191.43;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante 12 meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo. Os membros da Diretoria Executiva da Companhia renunciaram a sua remuneração de forma voluntária em alguns meses do ano.Para fins de cálculo do valor da menor remuneração anual individual de cada órgão foi feita a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;2.92;0.00;0.00;0.00;0.00;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.O Conselho de Administração da Companhia não era remunerado durante o exercício social findo em 2020, razão pela qual os valores da maior e menor remuneração, bem como o valor médio da remuneração encontram-se zerados.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2019-01-01;2019-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Os membros da Diretoria Executiva da Companhia renunciaram, de forma voluntária, o recebimento de qualquer remuneração durante o exercício social findo em 2019, razão pela qual os valores da maior e menor remuneração, bem como o valor médio da remuneração encontram-se zerados.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2019-01-01;2019-12-31;Conselho de Administração;0.00;0.00;0.00;0.00;0.00;A Companhia não possuía Conselho de Administração.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;3442705.21;781894.38;1668831.32;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante 12 meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo. Os membros da Diretoria Executiva da Companhia renunciaram a sua remuneração de forma voluntária em alguns meses do ano.Para fins de cálculo do valor da menor remuneração anual individual de cada órgão foi feita a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal.
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;45000.00;0.00;9000.00;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.O Conselho de Administração da Companhia não era remunerado durante o exercício social findo em 2020, razão pela qual os valores da maior e menor remuneração, bem como o valor médio da remuneração encontram-se zerados.
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;Diretoria Estatutária;5.00;5.00;675546.04;215574.44;390631.82;No cálculo das remunerações no item 13.11 foram contabilizadas as rubricas de honorário, gratificação natalina, adicional de férias, indenização de transferência, auxílio alimentação, auxílio moradia, seguro de vida, plano de saúde e previdência complementar. Em março de 2018 foram pagos valores referentes a 2017 de Gratificação Natalina em função do Acórdão 374/2018 que estavam suspensas desde outubro de 2016 em função de decisão anterior daquele Tribunal.
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;Conselho de Administração;8.00;8.00;58192.70;46709.88;54191.49;No cálculo das remunerações no item 13.11 foram contabilizadas as rubricas de honorário, gratificação natalina, adicional de férias, indenização de transferência, auxílio alimentação, auxílio moradia, seguro de vida, plano de saúde e previdência complementar. Em março de 2018 foram pagos valores referentes a 2017 de Gratificação Natalina em função do Acórdão 374/2018 que estavam suspensas desde outubro de 2016 em função de decisão anterior daquele Tribunal.
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;Conselho Fiscal;5.00;5.00;56051.88;28025.94;38924.92;No cálculo das remunerações no item 13.11 foram contabilizadas as rubricas de honorário, gratificação natalina, adicional de férias, indenização de transferência, auxílio alimentação, auxílio moradia, seguro de vida, plano de saúde e previdência complementar. Em março de 2018 foram pagos valores referentes a 2017 de Gratificação Natalina em função do Acórdão 374/2018 que estavam suspensas desde outubro de 2016 em função de decisão anterior daquele Tribunal.
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;2020-01-01;2020-12-31;Conselho de Administração;8.00;8.00;49045.32;38924.90;45168.14;
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;488332.45;351703.03;418249.46;
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;2020-01-01;2020-12-31;Conselho Fiscal;5.00;5.00;50602.37;39703.41;47644.08;
