CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Reducao;Data_Deliberacao;Data_Reducao;Valor_Total_Reducao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes;Reducao_Capital_Anterior;Valor_Restituido_Por_Acao;Forma_Restituicao;Razao_Reducao
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;14047;2020-12-31;2020-12-31;46393737.58;0;0;0;8.998009;0.00000000;Cisão de bens e direitos incorporados na Agrojalles S.A.;Otimização organizacional e estrutural, em 31 de dezembro de 2020, segregando atividades não relacionadas diretamente ao seu negócio principal.
02.724.983/0001-34;2022-01-01;3;125993;SANESALTO SANEAMENTO S.A.;14857;2020-12-28;2020-12-28;14523205.00;14523205;0;14523205;99.654572;0.00000000;Compensação de prejuízos acumulados;Compensação dos prejuízos acumulados
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;14858;2007-07-31;2007-07-31;398675.32;0;0;0;87.620949;0.00000000;Absorção de prejuízos acumulados;Eliminar o saldo de prejuízos acumulados
02.762.121/0001-04;2022-01-01;8;125996;SANTOS BRASIL PARTICIPACOES S.A.;14859;2007-10-24;2007-10-24;54271.86;0;0;0;96.355467;0.00000000;Absorção do prejuízo do exercício;Eliminar o saldo de prejuízo do exercício
03.342.704/0001-30;2022-01-01;16;124104;PETRORECÔNCAVO S.A.;14655;2019-11-22;2019-11-22;34481321.19;0;0;0;10.614500;0.00000000;Não aplicável;Cisão parcial de ativos da Companhia.
04.437.534/0001-30;2022-01-01;10;123339;LOCAMÉRICA RENT-A-CAR S.A.;14559;2020-01-01;2020-01-01;14596174.39;690902;0;690902;0.012667;0.00000000;N/A;Foi aprovada a redução do capital da Companhia, nos termos do artigo 173 da Lei das Sociedades por Ações, no valor de R$14.596.174,39 (quatorze milhões e quinhentos e noventa e seis mil, cento e setenta e quatro reais e trinta e nove centavos), com o cancelamento de 690.902 de ações representativas do capital social da Companhia, todas pertencentes à COMPANHIA DE LOCAÇÃO DAS AMÉRICAS.
04.437.534/0001-30;2022-01-01;10;123339;LOCAMÉRICA RENT-A-CAR S.A.;14560;2022-08-01;2022-08-01;2560153374.25;121183808;0;121183808;0.625115;0.00000000;N/A;Foi aprovada a redução do capital social da Companhia, devido ao Protocolo de Justificação de Cisão Parcial com Incorporação, no valor de R$2.560.153.374,25, com o cancelamento de 121.183.808 de ações representativas do capital social da Companhia, todas pertencentes à COMPANHIA DE LOCAÇÃO DAS AMÉRICAS.
04.821.041/0001-08;2022-01-01;3;122589;METALFRIO SOLUTIONS S.A.;14413;2016-12-20;2016-12-20;115949236.64;0;0;0;32.210000;0.00000000;Não houve restituição, pois não houve cancelamento de ações;Redução do capital social da Companhia no valor de R$ 115.949.236,64 (cento e quinze milhões, novecentos e quarenta e nove mil, duzentos e trinta e seis reais e sessenta e quatro centavos), sem cancelamento de ações, para absorção dos prejuízos acumulados constantes do balanço patrimonial datado de 30 de setembro de 2016
04.972.092/0001-22;2022-01-01;1;116589;GRUPO FARTURA DE HORTIFRUT S.A.;13803;2019-08-31;2019-08-31;133894427.00;385189;0;385189;40.579200;347.61000000;Moeda Nacional;Cisão Parcial da Companhia, nos termos da Lei do §5º do art. 229 da Lei das Sociedades por Ações
04.992.714/0001-84;2022-01-01;8;127113;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;14942;2019-07-16;2019-09-17;624328716.06;0;0;0;38.570000;0.27000000;Restituição de capital aos acionistas, em moeda corrente nacional, proporcionalmente às suas respectivas participações no capital social da Companhia;Capital considerado excessivo ao desempenho das atividades da Companhia
04.992.714/0001-84;2022-01-01;8;127113;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;14943;2020-08-31;2020-10-31;653324877.16;0;0;0;56.220000;0.28000000;Restituição de capital aos acionistas, em moeda corrente nacional, proporcionalmente às suas respectivas participações no capital social da Companhia.;Capital considerado excessivo ao desempenho das atividades da Companhia
04.992.714/0001-84;2022-01-01;8;127113;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;14944;2023-01-12;2023-03-13;300602715.14;0;0;0;37.500000;0.13000000;Restituição de capital aos acionistas, em moeda corrente nacional, proporcionalmente às suas respectivas participações no capital social da Companhia;Capital considerado excessivo ao desempenho das atividades da Companhia
06.057.223/0001-71;2022-01-01;11;123560;SENDAS DISTRIBUIDORA S.A.;14584;2020-12-31;2020-12-31;4672407900.25;0;0;0;85.989700;0.00000000;Não aplicável, visto que não houve redução do número de ações de emissão da Companhia.;A redução decorreu da cisão parcial da Companhia, aprovada em Assembleia Geral Extraordinária realizada em 31 de dezembro de 2020, conforme descrita no item 15.7 deste Formulário de Referência
06.977.751/0001-49;2022-01-01;15;127086;BR PROPERTIES S.A.;14938;2023-01-24;2023-04-05;2510809856.20;0;0;0;0.000000;0.00000000;restituição aos acionistas, sendo (a) uma parcela em dinheiro no valor total de R$1.276.000.000,00 e (b) uma parcela em cotas do BRPR Corporate Offices Fundo de Investimento Imobiliário (CNPJ nº 48.978.859/0001-04) ("FII"), no valor total de R$1.234.809.856,20, decorrido o prazo de 60 dias contados da publicação da Ata da Assembleia que aprovou a redução do capital social.;Por considerá-lo excessivo ao objeto social da Companhia.
07.040.108/0001-57;2022-01-01;13;125585;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;14806;2020-07-24;2020-07-24;34732350.24;0;2673776;2673776;0.017556;12.99000000;Mediante o resgate da totalidade das ações preferenciais classe B, resgatáveis, convertidas a partir de ações ordinárias ou preferenciais classe A, por solicitação dos acionistas após concessão de prazo para tal, cujo pagamento seria feito contra reserva de lucros da Companhia e, no caso de ações preferenciais classe B de titularidade do acionista Estado do Ceará, exclusivamente pela entrega de bens do ativo não circulante da Companhia, pelo seu valor contábil líquido em 31 de março de 2020.;Adequar o Capital Social da Companhia à realidade, retirando-se da sua base de ativos bens que não deveriam ser registrados como de sua titularidade, visto que, por terem sido realizados com recursos do Orçamento Geral da União, deveriam ter sido entregues aos municípios titulares dos serviços de saneamento básico.
07.119.838/0001-48;2022-01-01;3;122807;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;14460;2021-04-22;2021-04-22;871000.00;871000;0;871000;69.373425;1.00000000;Cancelamento de 871.000 ações ordinárias de propriedade da CYRELA BRAZIL REALTY S.A. EMPREENDIMENTOS E PARTICIPAÇÕES;Redução do capital social da Companhia para absorção de prejuízos acumulados na quantia de R$ 871.000,00.
07.253.321/0001-47;2022-01-01;1;116818;CARBOMIL SA MINER. E INDUSTRIA;13847;2009-12-31;2009-12-31;0.01;0;1;1;0.000000;0.00000000;DINHEIRO;AJUSTE
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;14849;2020-07-13;2020-07-13;101023590.14;13283997;0;13283997;32.730000;0.00000000;Não houve restituição aos acionistas.;Cisão parcial da Companhia, com versão para JSP HOLDING de participação societária na Ciclus Ambiental do Brasil S.A. e Ribeira Empreendimentos Imobiliários Ltda., conforme respectivo Protocolo de Justificação de Cisão Parcial da Companhia.
07.594.978/0001-78;2022-01-01;6;125835;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;14837;2020-05-20;2020-05-20;53236000.00;0;0;0;14.000000;0.00000000;Não houve restituição aos acionistas da Companhia, tendo em vista que a redução de capital ocorreu, sem cancelamento de ações, para absorção de prejuízos acumulados nos termos do artigo 173, caput, da Lei de Sociedades por Ações.;A redução ocorreu na mesma data em que foi deliberada, já tendo sido consolidado ao Estatuto Social da Companhia o valor atualizado do capital social.
07.704.246/0001-93;2022-01-01;2;126093;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;14874;2020-11-18;2020-11-18;48286845.00;0;0;0;0.554120;0.00000000;Não aplicável.;Absorção da conta contábil de prejuízos acumulados e refletidos no balancete de 30 de setembro de 2020.
07.820.907/0001-46;2022-01-01;3;127124;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;14946;2019-04-29;2019-04-29;17253263.21;0;0;0;9.360000;0.00000000;Não houve restituição de capital;Absorver o prejuízo acumulado no exercício 2018 e o saldo de exercícios anteriores
07.820.907/0001-46;2022-01-01;3;127124;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;14947;2020-01-21;2020-03-23;24996618.96;0;0;0;0.149688;10.32000000;Restituição aos acionistas em moeda corrente local, sem canclamento de ações;Redução do Capital Social por estar excessivo em relação às suas necessidades operacionais.
07.820.907/0001-46;2022-01-01;3;127124;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;14948;2020-03-02;2020-05-04;10003491.89;0;0;0;0.075411;4.13000000;Restituição em moeda corrente nacional, sem cancelamento de ações, em 2 (duas) parcelas;Redução do Capital Social da Companhia por estar excessivo em relação às suas necessidades operacionais, sem o cancelamento de ações, mediante à restituição aos acionistas em moeda corrente nacional
07.820.907/0001-46;2022-01-01;3;127124;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;14949;2020-04-30;2020-04-30;9341264.21;0;0;0;0.065786;0.00000000;;
07.859.510/0001-68;2022-01-01;3;126154;JHSF MALLS S.A.;14883;2016-12-05;2016-12-05;68933898.00;68786550;0;68786550;25.000000;1.00000000;O saldo necessário para restituição do valor da parcela decorrente da cisão da Companhia foi deduzido das demais contas do patrimônio líquido da Companhia quando de sua incorporação pela JHSF Participações.;A redução foi efetivada após a conclusão da cisão parcial da Companhia, com sua respectiva incorporação pela JHSF Participações.
08.078.847/0001-09;2022-01-01;4;126288;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;14892;2017-04-28;2017-04-28;96353425.69;0;0;0;38.758334;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados apurados nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2016.
08.078.847/0001-09;2022-01-01;4;126288;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;14893;2018-05-14;2018-05-14;63366590.02;0;0;0;40.803984;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados apurados nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2017.
08.078.847/0001-09;2022-01-01;4;126288;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;14894;2019-05-27;2019-05-27;57052626.27;0;0;0;60.534614;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados e gastos com emissão de ações constantes nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2018.
08.078.847/0001-09;2022-01-01;4;126288;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;14895;2020-08-18;2020-08-18;14409650.80;0;0;0;7.635346;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados apurados nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2019
08.078.847/0001-09;2022-01-01;4;126288;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;14896;2021-05-21;2021-05-21;5125423.19;0;0;0;2.940351;0.00000000;Não aplicável, tendo em vista que a redução de capital foi realizada sem o cancelamento de ações.;Absorção de prejuízos acumulados apurados nas demonstrações financeiras da Companhia referentes ao exercício social findo em 31 de dezembro de 2020.
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;14619;2020-05-13;2020-05-13;116849620.89;0;0;0;0.121864;0.00000000;A redução do capital social da Companhia, foi realizada até o montante dos prejuízos acumulados, nos termos do art. 173 da Lei das S.A., semrestituição aos acionistas de quaisquer valores em razão de tal redução.;A redução leva em consideração o total de prejuízos acumulados previamente à deliberação pelos acionistas da destinação do resultado doexercício social de 2019.
08.343.492/0001-20;2022-01-01;15;127243;MRV ENGENHARIA E PARTICIPACOES S.A.;14984;2012-06-11;2012-06-11;0.00;884393;0;884393;0.000000;0.00000000;n/a;Cancelamento de ações em Tesouraria visando a emissão de ações integrando Plano de Opções de Compra para funcionários.
08.343.492/0001-20;2022-01-01;15;127243;MRV ENGENHARIA E PARTICIPACOES S.A.;14985;2014-01-27;2014-01-27;0.00;6000000;0;6000000;0.000000;0.00000000;n/a;Cancelamento de ações em Tesouraria visando geração de valor para os acionistas da Companhia.
08.343.492/0001-20;2022-01-01;15;127243;MRV ENGENHARIA E PARTICIPACOES S.A.;14986;2014-06-02;2014-06-02;0.00;14081659;0;14081659;0.000001;0.00000000;n/a;Cancelamento de ações em Tesouraria visando geração de valor para os acionistas da Companhia.
08.343.492/0001-20;2022-01-01;15;127243;MRV ENGENHARIA E PARTICIPACOES S.A.;14987;2014-10-14;2014-10-14;0.00;14000000;0;14000000;0.000000;0.00000000;n/a;Cancelamento de ações em Tesouraria visando geração de valor para os acionistas da Companhia.
08.343.492/0001-20;2022-01-01;15;127243;MRV ENGENHARIA E PARTICIPACOES S.A.;14988;2015-11-23;2015-11-30;0.00;5000000;0;5000000;1.113239;0.00000000;n/a;Cancelamento de ações em Tesouraria visando a emissão de ações integrando Plano de Opções de Compra para funcionários.
08.343.492/0001-20;2022-01-01;15;127243;MRV ENGENHARIA E PARTICIPACOES S.A.;14989;2018-12-12;2018-12-21;1000093319.77;0;0;0;0.196874;0.00000000;As ações de emissão da Log de propriedade da Companhia serão atribuídas diretamente aos acionistas da Companhia, na proporção da sua participação no capital social.;Operação Societária: cisão parcial da Companhia, com versão, à Log, da parcela do patrimônio líquido da Companhia, composta exclusivamente por 32.045.013 ações de emissão da Log de propriedade da Companhia, representativas de 46,3% do capital social total da Log.
08.560.444/0001-93;2022-01-01;5;123225;CIA CELG DE PARTICIPACOES - CELGPAR;14542;2020-05-05;2020-05-05;2616537904.34;77928432;0;77928432;69.611126;0.00000000;Não houve restituição de ações.;A redução do capital ocorreu exclusivamente para a absorção da totalidade dos prejuízos acumulados da Companhia.
08.560.444/0001-93;2022-01-01;5;123225;CIA CELG DE PARTICIPACOES - CELGPAR;14543;2020-05-28;2020-07-29;71096919.55;77928432;0;77928432;6.216443;0.91233600;Restituição em dinheiro, com início até o dia 14.08.2020.;Repasse da totalidade do Lucro Líquido do Exercício de 2019 da Controlada Celg Geração e Transmissão S.A., conforme determinações da Administração em linha com o acionista Controlador.
08.773.191/0001-36;2022-01-01;2;126230;BRASILIANA PARTICIPAÇÕES S/A;14889;2019-04-30;2019-04-30;26511630.38;507692309;42307699;550000008;23.711258;0.00000000;n/a;Absorção do saldo do prejuízo líquido apurado no exercício social findo em 31/12/2018, nos termos do Art. 173 da Lei das Sociedades Anônimas
08.873.873/0001-10;2022-01-01;7;125517;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;14802;2010-12-29;2010-12-29;272786976.00;272786976;0;272786976;57.100000;1.00000000;Laudo de Avaliação.;Redução de capital em decorrência de cisão parcial.
08.926.302/0001-05;2022-01-01;9;123486;DOMMO ENERGIA S.A.;14575;2019-01-14;2019-01-14;11722602271.28;0;0;0;97.346930;0.00000000;n/a;Redução do capital social da Companhia mediante a absorção dos seus prejuízos acumulados, nos termos do artigo 173 da Lei nº 6.404/76.
09.112.685/0001-32;2022-01-01;5;125656;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;14816;2018-11-27;2018-11-27;3850923805.46;0;0;0;0.000000;0.00000000;Não aplicável.;A administração da Companhia entende que a redução de capital social ora realizada proporcionará o saneamento contábil das demonstrações financeiras da Companhia, na medida em que deixará de constar no seu passivo, parcela das suas perdas irrecuperáveis. Da mesma forma, como consequência de tal saneamento contábil, a adequação do valor do capital social da Companhia à sua efetiva situação econômico-financeira, permitirá a redução dos seus custos de manutenção.
09.267.996/0001-70;2022-01-01;4;118521;YUNY INCORPORADORA HOLDING S.A.;13968;2019-01-22;2019-05-15;50000000.00;50000000;0;50000000;55.880000;1.00000000;Restituição aos sócios, observada sua participação no capital social, da quantia correspondente ao valor nominal das quotas canceladas.;Capital social considerado excessivo para o objeto da Companhia.
09.288.252/0001-32;2022-01-01;12;127061;ANIMA HOLDING S.A.;14935;2012-08-31;2012-08-31;27002507.11;0;0;0;23.120000;0.00000000;dinheiro, crédito ou bens;Em virtude dos prejuízos acumulados nas demonstrações financeiras do exercício de 2011
09.288.252/0001-32;2022-01-01;12;127061;ANIMA HOLDING S.A.;14936;2013-05-28;2013-05-28;47489899.98;0;0;0;40.290000;0.00000000;dinheiro, crédito ou bens;por ser o capital social excessivo
09.304.427/0001-58;2022-01-01;2;123000;HABITASEC SECURITIZADORA SA;14490;2017-12-08;2017-12-08;1200000.00;0;0;0;0.000000;0.00000000;;
09.304.427/0001-58;2022-01-01;2;123000;HABITASEC SECURITIZADORA SA;14491;2021-03-02;2021-03-02;1300000.00;0;0;0;0.000000;0.00000000;;
09.304.427/0001-58;2022-01-01;2;123000;HABITASEC SECURITIZADORA SA;14492;2021-06-16;2021-06-16;1500000.00;0;0;0;0.000000;0.00000000;;
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;14971;2020-01-20;2020-02-20;40000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;14972;2020-01-20;2020-01-20;40000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;14973;2020-01-20;2020-03-20;40000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;14974;2020-01-20;2020-09-21;40000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;14975;2020-01-20;2020-10-20;10000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;14976;2020-03-18;2020-10-20;5000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;14977;2020-03-18;2020-11-20;15000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;14978;2020-03-18;2020-12-21;15000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;14979;2020-03-18;2021-09-27;35000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;14980;2020-10-02;2021-09-27;15000000.00;0;0;0;0.000000;0.00000000;Moeda Corrente;N/A
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;14981;2021-09-14;2021-09-27;40000000.00;0;0;0;0.000000;0.00000000;Moeda corrente;N/A
09.538.973/0001-53;2022-01-01;2;123716;PDG COMPANHIA SECURITIZADORA;14616;2015-10-30;;47783307.57;43871316;0;43871316;63.700000;1.04000000;Compensasão com créditos detidos pela Companhia contra a acionista controladora.;Capital considerado excessivo com relação ao seu objeto social.
