CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Desdobramento;Data_Aprovacao;Tipo_Evento;Quantidade_Acoes_Ordinarias_Antes_Aprovacao;Quantidade_Acoes_Preferenciais_Antes_Aprovacao;Quantidade_Total_Acoes_Antes_Aprovacao;Quantidade_Acoes_Ordinarias_Depois_Aprovacao;Quantidade_Acoes_Preferenciais_Depois_Aprovacao;Quantidade_Total_Acoes_Depois_Aprovacao
04.902.979/0001-44;2022-01-01;11;127107;BCO AMAZONIA S.A.;31652;2016-03-07;Grupamento;2964596762;0;2964596762;29645967;0;29645967
05.197.443/0001-38;2022-01-01;15;124430;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;31150;2020-11-19;Desdobramento;742985906;0;742985906;3714929530;0;3714929530
05.917.486/0001-40;2022-01-01;10;126930;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;31598;2021-02-15;Grupamento;89583722;0;89583722;44791861;0;44791861
06.047.087/0001-39;2022-01-01;8;125825;REDE D'OR SÃO LUIZ S.A.;31448;2019-04-01;Desdobramento;459912417;0;459912417;919824834;0;919824834
06.047.087/0001-39;2022-01-01;8;125825;REDE D'OR SÃO LUIZ S.A.;31449;2020-09-24;Desdobramento;919824834;0;919824834;1839649668;0;1839649668
06.057.223/0001-71;2022-01-01;11;123560;SENDAS DISTRIBUIDORA S.A.;30961;2020-10-05;Grupamento;3269992034;0;3269992034;268351567;0;268351567
06.057.223/0001-71;2022-01-01;11;123560;SENDAS DISTRIBUIDORA S.A.;30962;2020-12-31;Grupamento;287012935;0;287012935;268351567;0;268351567
06.057.223/0001-71;2022-01-01;11;123560;SENDAS DISTRIBUIDORA S.A.;30963;2021-08-11;Desdobramento;269299859;0;269299859;1346499295;0;1346499295
06.977.745/0001-91;2022-01-01;6;123150;BR MALLS PARTICIPACOES S.A.;30834;2018-04-27;Bonificação;936000000;0;936000000;936000000;0;936000000
06.977.751/0001-49;2022-01-01;15;127086;BR PROPERTIES S.A.;31646;2023-01-24;Grupamento;464432489;0;464432489;11610812;0;11610812
06.981.381/0001-13;2022-03-31;2;118181;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;29661;2020-10-21;Desdobramento;801870;0;801870;320748000;0;320748000
07.253.321/0001-47;2022-01-01;1;116818;CARBOMIL SA MINER. E INDUSTRIA;28538;2012-12-31;Bonificação;1;1;2;155;66;221
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;31473;2020-07-20;Desdobramento;130666388;0;130666388;148091707;0;148091707
07.415.333/0001-20;2022-01-01;11;125942;SIMPAR S.A.;31474;2021-08-10;Desdobramento;206520386;0;206520386;826081544;0;826081544
07.594.978/0001-78;2022-01-01;6;125835;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;31454;2019-10-17;Desdobramento;15953500;3467106;19420606;15953500;3497115;19450615
07.594.978/0001-78;2022-01-01;6;125835;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;31455;2021-06-22;Desdobramento;22440109;0;22440109;471242289;0;471242289
07.816.890/0001-53;2022-01-01;6;126119;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;31522;2018-07-20;Desdobramento;188395278;11858347;200253625;565185834;35575041;600760875
07.820.907/0001-46;2022-01-01;3;127124;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;31656;2018-11-09;Grupamento;48443062;0;48443062;2422153;0;2422153
07.857.093/0001-14;2022-01-01;9;126085;AURA MINERALS INC.;31514;2020-08-05;Desdobramento;4716164;0;4716164;70742460;0;70742460
07.857.093/0001-14;2022-01-01;9;126085;AURA MINERALS INC.;31515;2021-02-26;Bonificação;70742460;0;70742460;72559449;0;72559449
07.859.510/0001-68;2022-01-01;3;126154;JHSF MALLS S.A.;31530;2017-12-31;Grupamento;323639937;0;323639937;107879979;0;107879979
08.065.557/0001-12;2022-01-01;4;123707;TECNISA S.A.;31029;2020-05-05;Grupamento;736192307;0;736192307;73619230;0;73619230
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;31042;2018-12-31;Bonificação;0;0;0;0;0;0
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;31043;2018-12-31;Desdobramento;0;0;0;0;0;0
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;31044;2018-12-31;Grupamento;0;0;0;0;0;0
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;31045;2019-12-31;Bonificação;0;0;0;0;0;0
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;31046;2019-12-31;Desdobramento;0;0;0;0;0;0
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;31047;2019-12-31;Grupamento;0;0;0;0;0;0
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;31048;2020-12-31;Bonificação;0;0;0;0;0;0
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;31049;2020-12-31;Desdobramento;0;0;0;0;0;0
08.159.965/0001-33;2022-01-01;7;123754;IGUA SANEAMENTO S.A.;31050;2020-12-31;Grupamento;0;0;0;0;0;0
08.170.849/0001-15;2022-01-01;10;126048;DESKTOP S.A.;31503;2021-05-13;Desdobramento;28249338;0;28249338;56498676;0;56498676
08.170.849/0001-15;2022-01-01;10;126048;DESKTOP S.A.;31504;2021-05-13;Desdobramento;28249338;0;28249338;56498676;0;56498676
08.312.229/0001-73;2022-01-01;4;126061;EZ TEC EMPREEND. E PARTICIPACOES S.A.;31509;2019-04-26;Bonificação;165001783;0;165001783;200000000;0;200000000
08.364.948/0001-38;2022-01-01;11;127024;ALUPAR INVESTIMENTO S/A;31626;2023-04-17;Bonificação;596955968;282155286;879111254;620834207;293441497;914275704
08.402.943/0001-52;2022-01-01;8;127054;GUARARAPES CONFECCOES S.A.;31636;2019-04-30;Desdobramento;62400000;0;62400000;499200000;0;499200000
08.534.605/0001-74;2022-01-01;15;127106;RENOVA ENERGIA S.A.;31651;2018-11-22;Grupamento;329805243;87392001;417197244;32980224;8739500;41719724
08.613.550/0001-98;2022-01-01;6;125322;NEXPE PARTICIPAÇÕES S.A;31334;2022-12-27;Grupamento;132778474;0;132778474;2655569;0;2655569
08.764.621/0001-53;2022-01-01;2;125286;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;31322;2019-12-11;Grupamento;69435699;0;69435699;1928769;0;1928769
08.797.760/0001-83;2022-01-01;12;125572;CURY CONSTRUTORA E INCORPORADORA S.A.;31400;2020-08-25;Desdobramento;136846635;0;136846635;273693270;0;273693270
08.811.643/0001-27;2022-01-01;10;126121;TRISUL S.A.;31524;2018-04-27;Desdobramento;0;0;0;0;0;0
08.902.291/0001-15;2022-01-01;17;126153;CSN MINERAÇÃO S.A.;31529;2020-10-15;Desdobramento;181001902;0;181001902;5430057060;0;5430057060
08.926.302/0001-05;2022-01-01;9;123486;DOMMO ENERGIA S.A.;30949;2019-04-30;Grupamento;2700402287;0;2700402287;270040228;0;270040228
09.042.817/0001-05;2022-01-01;23;126974;BEMOBI MOBILE TECH S.A.;31609;2019-09-05;Desdobramento;40767354;0;40767354;4076735400;0;4076735400
09.042.817/0001-05;2022-01-01;23;126974;BEMOBI MOBILE TECH S.A.;31610;2020-10-13;Grupamento;18339103855;0;18339103855;41176470;0;41176470
09.112.685/0001-32;2022-01-01;5;125656;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;31417;2016-05-09;Grupamento;312563568;0;312563568;3125635;0;3125635
09.114.805/0001-30;2022-01-01;14;125374;OCEANPACT SERVIÇOS MARITIMOS S.A.;31347;2020-12-07;Desdobramento;5128427;0;5128427;128210675;0;128210675
09.229.201/0001-30;2022-01-01;7;125291;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;31326;2021-03-26;Desdobramento;5773032;0;5773032;577303200;0;577303200
09.288.252/0001-32;2022-01-01;12;127061;ANIMA HOLDING S.A.;31639;2021-02-18;Desdobramento;134622935;0;134622935;403868805;0;403868805
09.305.994/0001-29;2022-01-01;17;127023;AZUL S.A.;31625;2017-02-23;Desdobramento;464482529;127285633;591768162;928965058;254571266;1183536324
09.347.516/0001-81;2022-01-01;13;125375;ELETROMIDIA S.A.;31348;2020-12-03;Desdobramento;874787;0;874787;96226570;0;96226570
09.527.023/0001-23;2022-01-01;3;125862;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;31461;2021-09-17;Desdobramento;18000000;0;18000000;216000000;0;216000000
09.813.204/0001-16;2022-01-01;3;120307;W2W E-COMMERCE DE VINHOS S.A.;30009;2020-10-06;Desdobramento;219647;0;219647;86540918;0;86540918
10.215.988/0001-60;2022-01-01;7;122067;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;30445;2019-10-17;Desdobramento;149243137;0;149243137;447729411;0;447729411
10.285.590/0001-08;2022-01-01;12;124245;GRUPO DE MODA SOMA S.A.;31129;2020-02-12;Desdobramento;13646107;0;13646107;300214354;0;300214354
10.440.482/0001-54;2022-01-01;7;122561;GETNET ADQ E SERV PARA MEIOS DE PAGTO S.A. - INST PAGTO;30613;2021-02-24;Desdobramento;69565000;0;69565000;950718477;916003725;1866722202
10.629.105/0001-68;2022-01-01;20;127162;PRIO S.A.;31666;2019-03-01;Desdobramento;13557579;0;13557579;135575790;0;135575790
10.629.105/0001-68;2022-01-01;20;127162;PRIO S.A.;31667;2021-04-30;Desdobramento;175666169;0;175666169;878330845;0;878330845
10.739.356/0001-03;2022-01-01;3;122969;BRBI BR PARTNERS S.A;30776;2020-09-01;Desdobramento;89578575;29859525;119438100;179157150;59719050;238876200
10.807.374/0001-77;2022-01-01;7;125443;BOA SAFRA SEMENTES S.A.;31362;2021-02-22;Desdobramento;8834460;0;8834460;70675680;0;70675680
11.421.994/0001-36;2022-01-01;16;124582;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;31172;2021-01-25;Desdobramento;5416365;0;5416365;54163650;0;54163650
11.721.921/0001-60;2022-01-01;23;127119;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;31654;2015-10-19;Grupamento;103458790;0;103458790;5172939;0;5172939
11.725.176/0001-27;2022-01-01;11;125936;BOA VISTA SERVIÇOS S.A.;31472;2019-12-10;Desdobramento;124535;0;124535;373605000;0;373605000
12.049.631/0001-84;2022-01-01;5;127109;MOURA DUBEUX ENGENHARIA S/A;31653;2020-01-17;Grupamento;401377204;0;401377204;26758480;0;26758480
12.091.809/0001-55;2022-01-01;22;125846;BRAVA ENERGIA S.A.;31459;2020-08-31;Grupamento;42806664;0;42806664;1189074;0;1189074
12.104.241/0004-02;2022-01-01;14;127021;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;31623;2021-05-26;Desdobramento;4050582;0;4050582;405058200;0;405058200
12.108.897/0001-50;2022-01-01;8;126965;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;31608;2020-07-15;Grupamento;676665928;0;676665928;27066637;0;27066637
13.270.520/0001-66;2022-01-01;14;125864;KORA SAÚDE PARTICIPAÇÕES S.A.;31462;2021-02-19;Desdobramento;20692667;0;20692667;413853340;0;413853340
13.457.942/0001-45;2022-01-01;2;123701;RIVA INCORPORADORA S.A;31024;2020-06-24;Desdobramento;1000;0;1000;50000000;0;50000000
13.783.221/0004-78;2022-01-01;9;125913;MADERO INDÚSTRIA E COMÉRCIO S.A.;31469;2021-08-26;Desdobramento;31724641;0;31724641;317246410;0;317246410
14.110.585/0001-07;2022-01-01;15;124966;MÉLIUZ S.A.;31233;2020-09-01;Desdobramento;5283012;0;5283012;7151173;0;7151173
14.110.585/0001-07;2022-01-01;15;124966;MÉLIUZ S.A.;31234;2020-10-05;Desdobramento;7151173;0;7151173;92965249;0;92965249
14.110.585/0001-07;2022-01-01;15;124966;MÉLIUZ S.A.;31235;2021-09-03;Desdobramento;133933000;0;133933000;803598000;0;803598000
14.388.334/0001-99;2022-01-01;7;123627;PARANA BCO S.A.;30981;2020-01-31;Desdobramento;41196081;40248014;81444095;205980405;201240070;407220475
14.388.334/0001-99;2022-01-01;7;123627;PARANA BCO S.A.;30982;2020-02-20;Desdobramento;205980405;201240070;407220475;1647843240;1609920560;3257763800
14.785.152/0001-51;2022-01-01;11;126874;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;31578;2020-10-26;Grupamento;194966943;0;194966943;64988981;0;64988981
14.807.945/0001-24;2022-01-01;4;126899;SANSUY S.A. INDUSTRIA DE PLASTICOS;31595;2020-07-27;Desdobramento;66448;126462;192910;2657920;5058480;7716400
14.882.295/0001-81;2022-01-01;6;125997;CBO HOLDING S.A.;31494;2020-08-03;Grupamento;1046876633;0;1046876633;130859578;0;130859578
15.073.274/0001-88;2022-01-01;3;118190;PPLA PARTICIPATIONS LTD.;29666;2017-09-06;Grupamento;0;819095566;819095566;0;91010620;91010620
15.073.274/0001-88;2022-01-01;3;118190;PPLA PARTICIPATIONS LTD.;29667;2020-03-18;Grupamento;0;84440020;84440020;0;2814667;2814667
15.675.715/0001-11;2022-01-01;1;121116;HOUSI S.A.;30330;2020-08-19;Grupamento;27837899;0;27837899;1391894;0;1391894
16.670.085/0001-55;2022-01-01;9;126982;LOCALIZA RENT A CAR S.A.;31615;2019-12-12;Bonificação;722349210;0;722349210;758466670;0;758466670
16.676.520/0001-59;2022-01-01;8;127251;HOSPITAL MATER DEI S.A.;31687;2021-03-19;Desdobramento;114620829;0;114620829;286552072;0;286552072
16.811.931/0001-00;2022-01-01;4;121196;ALPHAVILLE S.A.;30353;2020-08-10;Grupamento;2618119346;0;2618119346;68897877;0;68897877
16.811.931/0001-00;2022-01-01;4;121196;ALPHAVILLE S.A.;30354;2020-09-22;Grupamento;68897877;0;68897877;11484979;0;11484979
16.922.038/0001-51;2022-01-01;7;124850;ENJOEI S.A.;31212;2020-09-28;Grupamento;171287748;0;171287748;149533382;0;149533382
17.155.730/0001-64;2022-01-01;11;125990;CIA ENERGETICA DE MINAS GERAIS - CEMIG;31490;2020-07-31;Bonificação;487614213;971138388;1458752601;507670289;1011082312;1518752601
17.155.730/0001-64;2022-01-01;11;125990;CIA ENERGETICA DE MINAS GERAIS - CEMIG;31491;2021-04-30;Bonificação;507670289;1011082312;1518752601;566036634;1127325434;1693362068
17.155.730/0001-64;2022-01-01;11;125990;CIA ENERGETICA DE MINAS GERAIS - CEMIG;31492;2022-04-29;Bonificação;566036634;1127325434;1693362068;735847624;1465523064;2201370688
17.184.037/0001-10;2022-01-01;16;125465;BCO MERCANTIL DO BRASIL S.A.;31368;2021-12-13;Desdobramento;32577872;19837918;52415790;65155744;39675836;104831580
17.281.106/0001-03;2022-01-01;26;126001;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;31495;2020-11-19;Desdobramento;126751023;0;126751023;380253069;0;380253069
17.359.233/0001-88;2022-01-01;3;122318;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;30502;2021-12-06;Desdobramento;3830000;0;3830000;383000000;0;383000000
18.174.270/0001-84;2022-01-01;4;126054;DOTZ S.A.;31506;2021-04-19;Desdobramento;1374705;0;1374705;96229350;0;96229350
18.328.118/0001-09;2022-01-01;16;127157;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;31663;2020-02-18;Desdobramento;174183;0;174183;174183000;0;174183000
18.328.118/0001-09;2022-01-01;16;127157;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;31664;2020-08-18;Desdobramento;174183000;0;174183000;348366000;0;348366000
18.483.666/0001-03;2022-01-01;5;125036;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;31248;2021-07-15;Desdobramento;1100000;0;1100000;88000000;0;88000000
18.593.815/0001-97;2022-01-01;10;128192;PRINER SERVIÇOS INDUSTRIAIS S.A.;31695;2019-12-12;Grupamento;123920981;0;123920981;20653497;0;20653497
19.014.221/0001-47;2022-01-01;4;124974;CHINA THREE GORGES BRASIL ENERGIA S.A.;31236;2022-11-24;Grupamento;9926535041;0;9926535041;992653503;0;992653503
19.378.769/0001-76;2022-01-01;10;128481;INSTITUTO HERMES PARDINI S.A.;31697;2017-01-18;Desdobramento;3633665;0;3633665;121122166;0;121122166
19.796.586/0001-70;2022-01-01;9;127016;BRISANET PARTICIPAÇÕES S.A.;31620;2021-07-06;Desdobramento;71859213;0;71859213;359296065;0;359296065
20.247.322/0001-47;2022-01-01;5;127154;ALLIED TECNOLOGIA S.A.;31662;2020-02-03;Grupamento;636973080;0;636973080;79621635;0;79621635
21.110.778/0001-23;2022-01-01;3;124005;OLIVEIRA TRUST S.A.;31086;2021-03-31;Desdobramento;107691537;5308463;113000000;323074611;15925389;339000000
21.240.146/0001-84;2022-01-01;11;126949;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;31604;2020-12-17;Grupamento;691642618;0;691642618;138328524;0;138328524
21.255.567/0001-89;2022-01-01;5;126178;CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL;31537;2020-06-25;Bonificação;38041111;1258019;39299130;38041111;73258019;111299130
22.543.331/0001-00;2022-01-01;8;125952;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;31477;2020-09-15;Desdobramento;1200000000;0;1200000000;3000000000;0;3000000000
22.902.694/0001-95;2022-01-01;3;123228;SELF IT ACADEMIAS HOLDING S.A.;30866;2021-12-10;Desdobramento;12758079;0;12758079;63790395;0;63790395
23.041.875/0001-37;2022-01-01;4;126032;ALMACENES ÉXITO S.A.;31500;2022-10-25;Desdobramento;448240151;0;448240151;1344720453;0;1344720453
23.236.821/0001-27;2022-01-01;3;126083;PATRIMAR ENGENHARIA S.A.;31512;2020-08-05;Grupamento;27972479422;0;27972479422;174827996;0;174827996
23.236.821/0001-27;2022-01-01;3;126083;PATRIMAR ENGENHARIA S.A.;31513;2020-10-05;Grupamento;174827996;0;174827996;58275999;0;58275999
23.373.000/0001-32;2022-01-01;12;126955;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;31605;2019-04-08;Grupamento;290453495;0;290453495;96817831;0;96817831
23.373.000/0001-32;2022-01-01;12;126955;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;31606;2020-03-05;Desdobramento;96817831;0;96817831;193635662;0;193635662
23.373.000/0001-32;2022-01-01;12;126955;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;31607;2021-08-13;Desdobramento;227850990;0;227850990;911403960;0;911403960
23.438.929/0001-00;2022-01-01;4;122983;ALARES INTERNET PARTICIPAÇÕES S/A;30780;2020-09-15;Grupamento;380646045;0;380646045;126882015;0;126882015
23.864.409/0001-51;2022-01-01;1;116315;HOLDING VERZANI E SANDRINI S.A.;28373;2021-10-15;Desdobramento;16469013;0;16469013;164690130;0;164690130
24.230.275/0001-80;2022-01-01;5;125947;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;31476;2020-08-21;Desdobramento;10000;0;10000;200000000;0;200000000
24.410.913/0001-44;2022-01-01;14;125004;NU HOLDINGS LTD.;31244;2019-12-31;Desdobramento;28038762;16972741;45011503;700966550;424318525;1125285075
24.410.913/0001-44;2022-01-01;14;125004;NU HOLDINGS LTD.;31245;2021-08-30;Desdobramento;1541255016;478614362;2019869378;9247515096;2871686172;12119201268
24.921.465/0001-43;2022-01-01;5;124494;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;31160;2021-09-01;Desdobramento;613669;0;613669;73640280;0;73640280
25.249.439/0001-83;2022-01-01;1;122775;HOSPITAL CARE CALEDONIA S.A.;30703;2021-03-27;Grupamento;399876313;0;399876313;99969078;0;99969078
25.369.840/0001-57;2022-01-01;10;127170;COMERC ENERGIA S.A.;31671;2021-08-06;Grupamento;260157968;0;260157968;86719323;0;86719323
26.072.786/0001-46;2022-01-01;2;116786;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;28521;2022-02-21;Desdobramento;593360;0;593360;593360000;0;593360000
26.345.998/0001-50;2022-01-01;12;126728;TC S.A.;31590;2021-03-31;Desdobramento;5000000;0;5000000;200000000;0;200000000
26.659.061/0001-59;2022-01-01;17;127059;MPM CORPÓREOS S.A.;31638;2021-01-07;Desdobramento;8801583;0;8801583;176031660;0;176031660
28.594.234/0001-23;2022-01-01;8;127212;AUREN ENERGIA S.A.;31674;2022-02-15;Grupamento;2963772809;0;2963772809;696782949;0;696782949
29.978.814/0001-87;2022-01-01;6;121063;SUL AMERICA S.A.;30303;2020-11-23;Bonificação;592688393;589773510;1182461903;603835151;600865447;1204700598
29.978.814/0001-87;2022-01-01;6;121063;SUL AMERICA S.A.;30304;2021-03-29;Bonificação;603835151;600865447;1204700598;640341527;637192283;1277533810
30.213.493/0001-09;2022-01-01;6;125210;TEGRA INCORPORADORA S.A.;31293;2020-12-15;Desdobramento;215068850;0;215068850;294719700;0;294719700
