CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Politica;Data_Aprovacao;Orgao_Aprovacao;Principais_Caracteristicas;Vedacao_Procedimentos_Fiscalizacao
47.508.411/0001-56;2022-01-01;19;126097;CIA BRASILEIRA DE DISTRIBUICAO;50670;2020-02-06 00:00:00.000;Conselho de Administração;A Política de Negociação foi elaborada nos termos da Instrução CVM 358 e tem por objetivo estabelecer regras e procedimentos que deverão ser observados em qualquer negociação de valores mobiliários de emissão da Companhia, ou a eles referenciados, por parte das Pessoas Obrigadas (descritas no item 20.1(b)). Tal política será revisada pela Companhia em virtude do advento da Resolução CVM 44, de 23 de agosto de 2021, que revogou a Instrução CVM 358. Tão logo a nova versão seja aprovada pelo Conselho de Administração da Companhia, a mesma será disponibilizada ao mercado por meio do site da CVM e do site de Relações com Investidores da Companhia. Plano Individual de Investimento - O Plano Individual de Investimento é o instrumento escrito por meio do qual os Acionistas Controladores, Administradores, Conselheiros Fiscais, membros de quaisquer órgãos com funções técnicas ou consultivas, criados por disposição estatutária, ou a quem quer que, em virtude de seu cargo, função ou posição na companhia aberta, sua controladora, suas controladas ou coligadas, tenha conhecimento da informação relativa ao Ato ou Fato Relevante, se comprometem de forma voluntária, irrevogável e irretratável a investir ou desinvestir em Valores Mobiliários em datas ou períodos pré-determinados, elaborado de acordo com o disposto nos artigos 15 e 16 da Resolução CVM 44. Os Planos Individuais de Investimento devem ser arquivados com o DRI antes de qualquer negociação e, de acordo com a Política de Negociação vigente da Companhia, deverá prever prazo mínimo de 6 (seis) meses para que o próprio Plano Individual de Investimento, suas eventuais modificações e cancelamento produzam efeito. É vedado aos participantes manter simultaneamente em vigor mais de um Plano Individual de Investimento.(a)Comitê de Divulgação e Negociação - A Companhia terá um Comitê de Divulgação e Negociação, composto por 5 membros, representantes das seguintes diretorias: Diretor Presidente Diretor Vice-Presidente Financeiro Diretoria de Relações com Investidores, Diretoria de Imprensa e Diretoria Jurídica.(b)Infrações e Sanções - As Pessoas Obrigadas responsáveis pelo descumprimento de qualquer disposição constante da Política de Negociação obrigam-se a ressarcir a Companhia ou outras Pessoas Obrigadas, integralmente e sem limitação, de todos os prejuízos que a Companhia ou outras Pessoas Obrigadas venham a incorrer e que sejam decorrentes, direta ou indiretamente, de tal descumprimento.A Política de Negociação de ações da Companhia também pode ser consultada na página da Companhia na internet www.gpari.com.br e na página da CVM www.cmv.gov.br.;Período de Impedimento à Negociação: as Pessoas Obrigadas não poderão negociar com Valores Mobiliários da Companhia nos Períodos de Impedimento à Negociação, devendo manter tal determinação em absoluto sigilo.Vedação na Pendência de Divulgação de Ato ou Fato Relevante: é vedada a negociação de Valores Mobiliários por parte das Pessoas Obrigadas que tenham ou presumivelmente possam ter conhecimento de Informação Privilegiada até que a mesma seja divulgada pela Companhia ao mercado na forma da Resolução CVM 44.Vedação Antes da Divulgação de Informações Trimestrais e Demonstrações Financeiras Padronizadas da Companhia: é vedada a negociação com Valores Mobiliários pelas Pessoas Obrigadas no período de 15 dias anterior à divulgação das informações trimestrais e das demonstrações financeiras, bem como no próprio dia da divulgação.Vedações Relacionadas à Aquisição ou à Alienação de Ações de sua Emissão pela Própria Companhia: o Acionista Controlador e os Administradores não poderão negociar com ações de emissão da Companhia quando (a) estiver em curso aquisição ou alienação de ações de emissão da Companhia pela própria Companhia, suas Sociedades Controladas, Sociedade Coligadas ou outra sociedade sob controle comum ou (b) houver sido outorgada opção ou mandato para aquisição ou alienação de ações de emissão da Companhia pela própria Companhia ou pelas demais entidades mencionadas no item (a).Vedação Aplicável a Ex-Administradores: De acordo com a Política de Negociação da Companhia, os Ex-Administradores que se afastarem da administração da Companhia antes da divulgação pública de Ato ou Fato Relevante relativo a negócio ou fato iniciado durante seu período de gestão não poderão negociar Valores Mobiliários:(i) pelo prazo de 6 meses após o seu afastamento ou (ii) antes da divulgação ao mercado, pela Companhia, do Ato ou Fato Relevante relativo a negócio ou fato iniciado durante seu período de gestão, o que ocorrer primeiro.Negociação Indireta: vedações às negociações realizadas pelas Pessoas Obrigadas nos casos em que estas negociações se deem por intermédio de: (i) sociedade controlada (ii) terceiros com quem tiverem celebrado contrato de administração de carteira de valores mobiliários ou de negócio fiduciário (trust) ou (iii) Pessoas Ligadas ou quaisquer pessoas que tenham tido conhecimento de Informação Privilegiada por intermédio de qualquer das pessoas impedidas a negociar, sabendo que esta ainda não foi divulgada ao mercado.Operações de Empréstimo de Ações: a Política de Negociação aplicar-se-á integralmente às operações de empréstimo com ações de emissão da Companhia que venham a ser realizadas por Pessoas Obrigadas, as quais deverão ser registradas no BTC e observar os procedimentos estabelecidos pela B3, sendo vedada qualquer operação de empréstimo fora do BTC, salvo se expressamente autorizado pelo Diretor de Relações com Investidores da Companhia.As Pessoas Obrigadas que sejam beneficiárias de Plano de Opção de Compra de Ações da Companhia não poderão realizar quaisquer operações com instrumentos derivativos que anulem ou mitiguem sua exposição econômica às ações de emissão da Companhia enquanto estiverem sujeitas aos Períodos de Impedimento à Negociação.
47.960.950/0001-21;2022-01-01;5;126359;MAGAZINE LUIZA S.A.;50736;2018-09-27 00:00:00.000;Conselho de Administração;Estabelecer critérios para que todas as Pessoas Vinculadas ao Magazine Luiza atuem de acordo com preceitos instituídos pela Instrução Normativa n° 358/2002 e alterações posteriores, emitida pela Comissão de Valores Mobiliários, e, ainda, estabelecer as diretrizes a serem observadas pelo Diretor de Relações com Investidores para a adequada divulgação de informações relevantes para os negócios, bem como as regras que devem ser seguidas pelas Pessoas Vinculadas para negociação de valores mobiliários de emissão do Magazine Luiza ("Companhia").A Política de Divulgação de Ato ou Fato Relevante e Negociação de Valores Mobiliários pode ser acessada nos seguintes endereços: (i) sede da Companhia: Rua Voluntários da Franca, nº 1.465, Centro, CEP 14400-490, Franca/SP e (ii) internet: website da Companhia (ri.magazineluiza.com.br) website da CVM (www.cvm.gov.br) e website da B3 S.A. - Brasil, Bolsa, Balcão (http://www.b3.com.br/pt_br/).;Estamos sujeitos às regras estabelecidas na Instrução CVM 358, assim, é vedada a negociação, prestação de aconselhamento ou assistência de investimento, por nós ou pelas Pessoas Vinculadas, de Valores Mobiliários de nossa emissão, desde a data em que tomamos conhecimento de ato ou fato relevante, ou Ato ou Fato Relevante, até a sua divulgação ao mercado. Essa e demais vedações estão descritas no item 20.2 desta Seção 20.
49.263.189/0001-02;2022-01-01;8;127138;HELBOR EMPREENDIMENTOS S.A.;50892;2022-03-29 00:00:00.000;Conselho de Administração;O objetivo da Política de Negociação é estabelecer as regras que deverão ser observadas pelas Pessoas Vinculadas e pela Companhia, visando a negociação transparente e ordenada dos valores mobiliários de emissão da Companhia, de forma a evitar o uso inadequado de Informações Relevantes. As disposições da Política de Negociação definem os períodos nos quais as Pessoas Vinculadas deverão abster-se de negociar com Valores Mobiliários, de modo a evitar questionamentos com relação ao uso indevido de Informações Relevantes não divulgadas ao público. A Política de Negociação da Companhia foi elaborada nos termos da Resolução CVM n° 44/2021, os quais deverão ser observados por todas as Pessoas Vinculadas em conjunto com a Política de Negociação. Para os fins da Política de Negociação da Companhia, Informação Relevante significa qualquer decisão de acionista controlador, deliberação de Assembleia Geral ou dos órgãos de administração da Companhia ou qualquer outro ato ou fato de caráter político administrativo, técnico, negocial ou econômico-financeiro ocorrido ou relacionado aos negócios da Companhia, que possa influir de modo ponderável (i) na cotação dos Valores Mobiliários (ii) na decisão dos investidores de comprar, vender ou manter os Valores Mobiliários ou (iii) na determinação de os investidores exercerem quaisquer direitos inerentes à condição de titulares de Valores Mobiliários. A relação exemplificativa de situações que podem configurar Informação Relevante encontra-se no artigo 2º da Resolução CVM n.º 44/2021. A Política de Negociação de ações pode ser consultada no website de relações com investidores da companhia, conforme link abaixo. https://ri.helbor.com.br/governanca- corporativa/estatutos-e-politicas/;(a) É vedada a negociação, pela própria Companhia ou pelas Pessoas Vinculadas, de Valores Mobiliários de emissão da Companhia antes da divulgação ao mercado de Informação Relevante. Também é vedada a negociação antes da divulgação ao mercado de Informação Relevante: (i) se existir a intenção de promover a incorporação, cisão total ou parcial, fusão, transformação ou reorganização societária e (ii) em relação às Pessoas Vinculadas, no período compreendido entre a decisão do Conselho de Administração autorizando a aquisição ou a alienação de ações de emissão da Companhia pela própria Companhia, suas controladas, coligadas ou outra sociedade sob controle comum, e a divulgação ao mercado da respectiva Informação Relevante. No contexto de uma oferta pública de distribuição de Valores Mobiliários e nos termos do artigo 48 da Instrução CVM n.º 400/2003, Pessoas Vinculadas deverão abster-se de negociar, até a publicação do anúncio de encerramento de distribuição, com Valores Mobiliários de emissão da Companhia. As Pessoas Vinculadas não poderão, ainda, negociar os Valores Mobiliários de emissão da Companhia no período de 15 (quinze) dias corridos que anteceder à divulgação das informações trimestrais (ITR) e anuais (DFP) da Companhia, ressalvado o disposto no item 14 abaixo. As Pessoas Vinculadas que se afastarem da Companhia anteriormente à divulgação de Informação Relevante originada durante seu período de gestão não poderão negociar Valores Mobiliários da Companhia: (i) pelo prazo de 6 (seis) meses após o seu afastamento ou (ii) até a divulgação, pela Companhia, da Informação Relevante ao mercado. As Pessoas Vinculadas deverão informar ao Diretor de Relações com Investidores, até o 5º (quinto) dia útil de cada mês, as transações realizadas por elas no mês anterior envolvendo Valores Mobiliários da Companhia. As Pessoas Vinculadas não poderão, ainda, negociar os Valores Mobiliários de emissão da Companhia enquanto estiver em curso aquisição ou alienação de Valores Mobiliários pela própria Companhia, suas Controladas, Coligadas ou outras sociedades sob controle comum ou se houver sido outorgada opção ou mandato para o mesmo fim.
49.669.856/0001-43;2022-01-01;14;127001;VESTE S.A. ESTILO;50822;2022-04-26 00:00:00.000;Conselho de Administração;Todas as pessoas sujeitas aos deveres e obrigações previstos na política de negociação de valores mobiliários deverão pautar a suaconduta com relação aos assuntos da Companhia conforme os valores da boa-fé, lealdade e veracidade, e estarão cientes de que ainformação transparente, precisa e oportuna, divulgada de forma uniforme e equitativa ao mercado, constitui o principal instrumento àdisposição do público investidor para garantir melhores retornos de seus investimentos. A competição entre os investidores deve se darna qualidade de análise e interpretação da Informação Privilegiada, não no acesso privilegiado a essa informação.Visando assegurar os padrões de negociação com valores mobiliários da Companhia previstos na política de negociação, todas asnegociações com valores mobiliários por parte da própria Companhia e das pessoas obrigadas a observar os termos e condições dareferida política somente serão realizadas com a intermediação de alguma das corretoras credenciadas, conforme relação encaminhadapela Companhia à CVM, a ser atualizada de tempos em tempos.A íntegra da política de negociação de valores mobiliários está disponível na seção de Relação com Investidores do website daCompanhia, no seguinte link: www.restoque.com.br bem como no website CVM (www.cvm.gov.br).;Conforme descritos no item 20.2 abaixo.
50.564.053/0001-03;2022-01-01;6;126403;BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL;50739;2007-07-23 00:00:00.000;Conselho de Administração;A política de negociação com valores mobiliários da BOMBRIL S. A., tem por objetivo estabelecer diretrizes e procedimentos a serem observados pela Companhia e pessoas a ela vinculadas, para a negociação de valores mobiliários de emissão da Companhia, ou a ela referenciados, e com base no disposto na instrução CVM n° 358, de 3 de janeiro de 2002, assegurando a adoção de mecanismos que assegurem controle e transparência das negociações de valores mobiliários de emissão da BOMBRIL S. A., a todos os interessados, sem privilegiar alguns em detrimento de outros;Com o fim de elidir responsabilidades, são impostas às pessoas referidas nesta Política, as seguintes restrições:(a) Abster-se de negociar os Valores Mobiliários enquanto não divulgada ao público investidor a Informação Relevante a que tenham acesso privilegiado(b) Abster-se de recomendar ou de qualquer forma sugerir que qualquer pessoa compre, venda ou retenha os Valores Mobiliários se a informação a que tenham acesso privilegiado puder influenciar a tomada de qualquer uma dessas decisões(c) Abster-se de negociar os Valores Mobiliários nos seguintes períodos:(i)por 24 (vinte e quatro) horas após as Informações Relevantes terem sido divulgadas ao público investidor(ii)no período de 15 (quinze) dias anterior à divulgação das informações trimestrais (ITR) e anuais (DFP e IAN) da Companhia(iii)no período compreendido entre a decisão tomada pelo órgão social competente de aumentar ou reduzir o capital social, de distribuir dividendos ou bonificação em ações ou emitir outros Valores Mobiliários, e a publicação dos respectivos editais, anúncios ou fatos relevantes(d) Abster-se de negociar os Valores Mobiliários pelo prazo de 6 (seis) meses após seu afastamento, quando se afastarem da administração da Companhia antes da divulgação pública de negócio ou fato iniciado durante seu período de gestão(e) Consultar o Diretor de Relações com Investidores antes da realização de qualquer operação que tenha por objeto os Valores Mobiliários, de forma a verificar se há fatos e/ou atos relevantes em curso, ainda não divulgados16. As Pessoas Vinculadas deverão zelar para que os subordinados e terceiros de sua confiança observem os deveres acima, podendo responder solidariamente com estes na hipótese de descumprimento.
50.746.577/0001-15;2022-01-01;10;125763;COSAN S.A.;50516;2020-04-07 00:00:00.000;Conselho de Administração;As pessoas vinculadas à Política não podem se valer de informações privilegiadas com a finalidade de obter, direta ou indiretamente, para si ou para terceiros, quaisquer vantagens pecuniárias, inclusive por meio de negociação de valores mobiliários.Anteriormente à divulgação das informações ao público, é vedada a negociação com valores mobiliários por parte das pessoas vinculadas à Política que tenham conhecimento de tais informações.As pessoas vinculadas à Política não poderão realizar transações de curto prazo com os valores mobiliários adquiridos em mercado (short swing), não podendo aliená-los antes de decorridos 6 (seis) meses de sua aquisição em mercado.As vedações à negociação com valores mobiliários previstas na Política aplicam-se às operações de empréstimo de valores mobiliários realizadas pelas pessoas vinculadas à Política na posição de mutuante (doadores), sendo vedada a realização, pelas pessoas vinculadas à Política, de operações de empréstimo de valores mobiliários na posição de mutuário (tomadores).As pessoas vinculadas à Política que sejam beneficiárias de planos de remuneração baseados em ações não poderão realizar quaisquer operações com instrumentos derivativos que anulem ou mitiguem sua exposição econômica às ações. Na hipótese das pessoas vinculadas à Política se afastarem da Companhia, suas controladas ou coligadas, e deixarem de estar sujeitas à Política, deverão abster-se de negociações com valores mobiliários emitidos pela Companhia caso detenham informação privilegiada relacionada a negócio ou fato iniciado durante seu período de relação com a Companhia, suas controladas ou coligadas: (a) antes da divulgação ao mercado de tal informação privilegiada ou (b) pelo prazo de 6 (seis) meses contados do seu afastamento da Companhia, o que ocorrer primeiro. Todas as negociações realizadas pela Companhia ou pelas pessoas vinculadas à Política serão realizadas por intermédio de corretoras credenciadas, sempre que tais negociações exigirem a participação de uma instituição intermediária.As restrições contidas na Política não se aplicam às negociações realizadas por fundos de investimento de que sejam cotistas as pessoas vinculadas à Política, desde que: (a) os fundos de investimento não sejam exclusivos e (b) as decisões de negociação tomadas pelo administrador ou gestor de carteira do fundo de investimento não sejam influenciadas pelos cotistas. Adicionalmente, as pessoas vinculadas que, agindo individualmente ou representando um mesmo interesse ou em conjunto com outras pessoas, realizarem uma negociação considerada relevante, nos termos da Política, deverão enviar comunicação específica ao Diretor de Relações com Investidores da Companhia, contendo as seguintes informações: (i) nome e qualificação completa, indicando o número de inscrição no CNPJ ou no CPF (ii) objetivo da participação e quantidade visada, e se for o caso, com declaração de que os negócios realizados não alteram a composição do controle acionário ou a estrutura administrativa da Companhia (iii) número de valores mobiliários, incluindo aquisição de quaisquer direitos sobre valores mobiliários (iv) indicação de acordo ou contrato regulando o exercício de voto ou a compra e venda de valores mobiliários e (v) em caso de acionista residente ou domiciliado no exterior, o nome ou a denominação social e o número de inscrição no CNPJ ou no CPF de seu mandatário ou representante legal no Brasil.A Política pode ser consultada no site de da Cosan (https://www.cosan.com.br/sobre-a-cosan/estatuto-politicas-e-codigo-de-conduta/) e no site da Comissão de Valores Mobiliários (www.cvm.gov.br).;Além das vedações previstas na Resolução CVM n.º 44/21, as Pessoas Sujeitas às Políticas não poderão negociar os Valores Mobiliários, independentemente de determinação do Diretor de Relações com Investidores ou do Comitê, nas seguintes hipóteses ("Vedações Ordinárias à Negociação"): (a) sempre que estiver pendente de divulgação qualquer Fato Relevante de que tenham conhecimento (b) no período de 15 dias que anteceder à divulgação das informações financeiras trimestrais e anuais e no próprio dia da divulgação, antes que tais informações tornem -se públicas, sendo certo que a contagem do período de 15 dias deverá ser feita excluindo-se o dia da efetiva divulgação (c) em caso de (i) oferta pública de distribuição de Valores Mobiliários, até a divulgação de anúncio de encerramento, observadas as exceções previstas na Instrução CVM nº 400/03 e (ii) de oferta pública de distribuição de Valores Mobiliários com esforços restritos, durante o período de 90 (noventa) dias contados da subscrição ou aquisição de determinados Valores Mobiliários pelo investidor, nos termos da Instrução CVM nº 476/09 (d) a partir do momento em que tiverem acesso à informação relativa à intenção de realizar incorporação, cisão total ou parcial, transformação ou fusão envolvendo a Companhia e (e) enquanto estiver em curso aquisição ou alienação de Ações pela própria Companhia, suas controladas, coligadas ou outras sociedades sob controle comum ou se houver sido outorgada opção ou mandato para o mesmo fim. Há, ainda, a previsão de Vedações Extraordinárias à Negociação, aplicáveis às Pessoas Sujeitas às Políticas ou a parte delas, pela detenção de Informações Privilegiadas, a serem descritas no item 20.2 deste Formulário de Referência.
50.926.955/0001-42;2022-01-01;6;125962;VULCABRAS S.A.;50604;2010-12-02 00:00:00.000;Conselho de Administração;Aprovada em Reunião do Conselho de Administração da Companhia realizada em 02 de dezembro de 2010 e alterada em 05 de agosto de 2019.As Pessoas Sujeitas à Restrição para Negociação que desejarem negociar com Valores Mobiliários deverão aderir expressamente à Política de Negociação através do Termo de Adesão cujo modelo constitui o Anexo I à Política de Negociação e observar as seguintes limitações:(a)abster-se de negociar Valores Mobiliários sempre que assim determinado pelo Diretor de Relações com Investidores, pelo período por este fixado, independente da apresentação de justificativa(b)não realizar negociações com Valores Mobiliários de forma privada, salvo se expressamente autorizada pelo Diretor de Relações com Investidores e/ou no caso de negociação de ações que se encontrem em tesouraria conforme capítulo VIII da presente Política de Negociação(c)orientar e envidar os melhores esforços para que (i) o cônjuge ou companheiro (ii) o descendente e (iii) qualquer outro dependente incluído na declaração anual de imposto de renda somente negociem Valores Mobiliários nos períodos em que esteja autorizado a negociar com Valores Mobiliários e(d)abster-se de negociar com Valores Mobiliários sempre que a referida negociação puder interferir no andamento normal dos negócios da Companhia, em prejuízo dos acionistas da Companhia ou dela própria, ou de suas Sociedades Controladas e Coligadas ainda que (i) após a divulgação de ato ou Fato Relevante ou (ii) de acordo com o Plano Individual de Investimento.A Companhia manterá em sua sede, relação das pessoas que firmarem o Termo de Adesão, com as respectivas qualificações, cargo ou função, endereço e número de inscrição no Cadastro Nacional de Pessoas Jurídicas (CNPJ) ou Pessoas Físicas (CPF), ambos do Ministério da Economia. Essa política pode ser encontrada tanto no sistema IPE da CVM, como no portal de relações com investidores da Companhia na internet: http://vulcabrasazaleiari.com.br/;Antes da divulgação ao mercado de Ato ou Fato Relevante ocorrido nos negócios da Companhia, é vedada a negociação com Valores Mobiliários, ou a eles referenciados pelas Pessoas Sujeitas à Restrição.A vedação de negociação com Valores Mobiliários, ou a eles referenciados também perdurará nas hipóteses abaixo indicadas: (i) existência da intenção de promover incorporação, cisão total ou parcial, fusão, transformação ou reorganização societária da Companhia (ii) aquisição ou a alienação em curso de ações de emissão da Companhia pela própria Companhia, suas controladas, coligadas ou outra sociedade sob controle comum, ou se houver sido outorgada opção ou mandato para o mesmo fim, sendo tal relação aos Acioniostas Controladores e Administradores (iii) no período de 15 (quinze) dias corridos que antecede a divulgação de ITR e DFP da Companhia (iv) no período de 15 (quinze) dias corridos que antecede a publicação do edital que disponibilizar as referidas informações contábeis acima menciondas à disposição dos acionistas da Companhia, conforme calendário de divulgação do ano vigente, contido no Anexo II da Política de Negociação.Os Administradores e Conselheiros da Companhia, bem como de suas Sociedades Controladas e Coligadas, podem adquirir ações de emissão da Companhia no período de 15 (quinze) dias corridos que antecede a divulgação de ITR e DFP, desde que (i) a aquisição seja realizada em conformidade com o Plano Individual de Investimentos (ii) a Companhia tenha aprovado cronograma definindo datas específicas para divulgação dos formulários ITR e DFP (iii) se obriguem a reverter à Companhia quaisquer perdas evitadas ou ganhos auferidos em negociações com Valores Mobiliários, decorrentes de eventual alteração nas datas de divulgação dos formulários ITR e DFP, apurados através de critérios razoáveis definidos no próprio Plano Individual de Investimentos.
51.128.999/0001-90;2022-01-01;5;126676;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;50762;2015-04-10 00:00:00.000;Conselho de Administração da Companhia;O DRI da Companhia é a pessoa responsável pela execução e acompanhamento da Política de Negociação que entrou em vigor em 10/04/15 com sua aprovação pelo Conselho de Administração e permanecerá vigorando por prazo indeterminado. O Conselho de Administração poderá, a qualquer tempo, promover alterações à Política de Negociação.As pessoas responsáveis pelo descumprimento de qualquer disposição constante da Política de Negociação obrigam-se a ressarcir a Companhia e/ou outros terceiros, integralmente e sem limitação, de todos os prejuízos que a Companhia e/ou outros terceiros venham a incorrer e que sejam decorrentes de tal descumprimento.Os Ex-Administradores que tenham se afastado antes da divulgação pública de negócios ou fatos iniciados durante seu período de gestão não poderão negociar Valores Mobiliários da Companhia: a. pelo prazo de seis meses após o seu afastamento ou b. até a divulgação, pela Companhia, do Ato ou Fato Relevante ao mercado, salvo se, nesta segunda hipótese, a negociação com os Valores Mobiliários da Companhia, após a divulgação do Ato ou Fato Relevante, puder interferir nas condições dos referidos negócios, em prejuízo dos acionistas da Companhia ou dela própria. Tais restrições à negociação não se aplicam aos Ex-Administradores quando realizarem operações subscrição ou compra de ações por força do exercício de opções concedidas na forma do plano de opçãoA Companhia e os Destinatários a esta Política de Negociação deverão zelar para que seus contatos comerciais e aqueles com quem mantenham relação comercial, profissional ou de confiança, não negociem Valores Mobiliários da Companhia quando tiverem acesso a Informações Privilegiadas.A Companhia não poderá negociar com as próprias ações nos períodos de vedação estabelecidos nesta Política de Negociação e na Instrução CVM nº 358/02.;Fica vedada a negociação de Valores Mobiliários da Companhia pelos Destinatários da Política de Negociação:a. sempre que ocorrer qualquer Ato ou Fato Relevante nos negócios da Companhia, Coligadas e Controladas de que tenham conhecimentob. sempre que existir a intenção de promover incorporação, cisão total ou parcial, fusão, transformação ou reorganização societária ec. somente em relação aos Acionistas Controladores, diretos ou indiretos, e Administradores, sempre que estiver em curso ou houver sido outorgada opção ou mandato para o fim de aquisição ou a alienação de ações de emissão da Companhia pela própria Companhia.Não se aplicam às proibições acima as operações com ações em tesouraria, através de negociação privada, vinculadas ao exercício de opção de compra de acordo com plano de outorga de opção de compra de ações aprovado pela assembleia geral da Companhia e as eventuais recompras pela Companhia, também através de negociação privada, dessas ações.A Companhia e os Destinatários desta Política de Negociação, não poderão negociar, além das demais hipóteses previstas na regulamentação aplicável, Valores Mobiliários da Companhia no período de 15 dias anterior à divulgação ou publicação, quando for o caso, das: a. informações trimestrais da Companhia (ITR) eb. demonstrações financeiras anuais da Companhia (DFP).
51.466.860/0001-56;2022-03-31;9;119314;SAO MARTINHO S.A.;48057;2020-10-26 00:00:00.000;Conselho de Administração;A Política de Negociação de Valores Mobiliários vigente desde 2006 na Companhia teve seu texto revisado e aprovado em Reunião do Conselho de Administração em 26 de outubro de 2020, e tem como objetivo estabelecer diretrizes e procedimentos para a negociação de valores mobiliários de emissão da São Martinho ou a ele referenciados, nos termos da legislação vigente e regulamentação aplicável, e estabelecer controles que viabializem o monitoramento das negociações realizadas, bem como a apuração e punição dos responsáveis em caso de descumprimento da Política.A Política pode ser acessada no site de Relações com Investidores da Companhia: www.saomartinho.com.br/ri e no site da CVM (www.gov.br/cvm).;A Política estabelece que o DRI pode, independentemente de justificativa ou da existência de Ato ou Fato Relevante ainda não divulgado, fixar "Períodos de Bloqueio" em que as Pessoas sujeitas à Política não poderão negociar Valor Mobiliários de emissão da Companhia, das Controladas e das Coligadas, se for o caso, mediante a divulgação de comunicado no qual indicará expressamente o termo inicial do Período de Bloqueio, sendo certo que o Período de Bloqueio irá perdurar até que seja divulgado novo comunicado informando expressamente seu termo final E ainda a vedação à negociação também se aplica: Sempre que existir a intenção de promover incorporação, cisão total ou parcial, fusão, transformação ou reorganização societária Em relação aos Acionistas Controladores, diretos ou indiretos, membros do Conselho Fiscal e Administradores, sempre que estiver em curso a aquisição ou a alienação de ações de emissão da companhia pela própria companhia, suas controladas, coligadas ou outra sociedade sob controle comum, ou se tiver sido outorgada opção ou mandato para o mesmo fim No período de 15 dias corridos que antecederem a divulgação e/ou publicação, quando for o caso, das informações trimestrais (ITR) ou das demonstrações financeiras padronizadas anuais da Companhia (DFP) e no período compreendido entre a decisão tomada pelo órgão social competente de aumentar ou reduzir o capital social, de distribuir dividendos, e/ou juros sobre capital próprio, bonificação em ações ou seus derivativos, de desdobrar, agrupar ou emitir outros valores mobiliários e a publicação dos respectivos editais ou anúncios, salvo nos casos de negociação realizada no âmbito do programa de recompra de ações para cancelamento ou manutenção em tesouraria
52.123.916/0001-32;2022-01-01;1;116488;DORI ALIMENTOS S.A.;46297;2021-10-06 00:00:00.000;Conselho de Administração.;A Política visa estabelecer regras para assegurar a observância de práticas de boa conduta na negociação de valores mobiliários de emissão da Companhia, bem como evitar o uso inadequado de informações privilegiadas nos termos da Resolução da CVM nº 44, de 23 de agosto de 2021.A Companhia deverá enviar, por correspondência registrada ou e-mail com aviso de recebimento, às Pessoas Vinculadas, cópia da Política, solicitando o retorno à Companhia do Termo de Adesão devidamente assinado. As Pessoas Vinculadas deverão informar ao Diretor de Relações com Investidores sobre Associados com Acesso a Informação Privilegiada que devam aderir à Política, para que ele obtenha as devidas assinaturas ao Termo de Adesão.A política pode ser consultada na página na rede mundial de computadores da Companhia (www.ri.dori.com.br).;É vedada a utilização de Informação Privilegiada, por qualquer pessoa a que ela tenha tido acesso, com a finalidade de auferir vantagem, para si ou para outrem, mediante negociação de Valores Mobiliários.Ainda, no período de 15 (quinze) dias que anteceder a data de divulgação das ITR e das DFs, observado o previsto na regulação aplicável, a Companhia, os Acionistas Controladores, os Administradores e os membros do Conselho Fiscal ficam impedidos de efetuar qualquer negociação com os Valores Mobiliários de emissão da Companhia, ou a eles referenciados, independentemente do conhecimento, por tais pessoas, do conteúdo das ITR e das DFs.As Pessoas Vinculadas também não poderão negociar Valores Mobiliários em período a ser determinado pelo Diretor de Relações com Investidores, compreendido entre a decisão tomada pelo órgão social competente, de aumentar o capital social, distribuir resultados, bonificações em ações ou seus derivativos ou aprovar desdobramento, e a publicação dos respectivos editais ou anúncios.
