CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Sigla_Classe_Acoes_Preferenciais;Classe_Acoes_Preferenciais;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao
02.016.440/0001-62;2022-01-01;5;125875;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;PNC;Preferencial Classe C;0;0.000000
02.062.747/0001-08;2022-01-01;2;125655;SUDESTE S.A.;PNA;Preferencial Classe A;0;0.000000
02.105.040/0001-23;2022-01-01;1;114700;VIRGO II COMPANHIA DE SECURITIZACAO;PNA;Preferencial Classe A;246;0.590651
02.149.205/0001-69;2022-01-01;9;126960;PORTO SEGURO S.A.;PNA;Preferencial Classe A;0;0.000000
02.162.616/0001-94;2022-01-01;2;118339;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;PNA;Preferencial Classe A;0;0.000000
02.193.750/0001-52;2022-01-01;5;127063;DEXXOS PARTICIPAÇÕES S.A.;PNA;Preferencial Classe A;0;0.000000
02.201.787/0001-85;2022-01-01;1;115828;CEL PARTICIPAÇÕES S.A. - CELPAR;PNA;Preferencial Classe A;20;0.000000
02.201.787/0001-85;2022-01-01;1;115828;CEL PARTICIPAÇÕES S.A. - CELPAR;PNB;Preferencial Classe B;10;0.000000
02.217.319/0001-07;2022-01-01;2;124153;YBYRÁ CAPITAL S.A.;PNA;Preferencial Classe A;0;0.000000
02.255.187/0001-08;2022-01-01;6;125729;UNIFIQUE TELECOMUNICAÇÕES S.A.;PNA;Preferencial Classe A;0;0.000000
02.281.836/0001-37;2022-01-01;7;126066;TRANSNORDESTINA LOGISTICA SA;PNA;Preferencial Classe A;18686075;67.582034
02.281.836/0001-37;2022-01-01;7;126066;TRANSNORDESTINA LOGISTICA SA;PNB;Preferencial Classe B;8963396;32.417966
02.351.144/0001-18;2022-01-01;8;125199;TEGMA GESTAO LOGISTICA S.A.;PNA;Preferencial Classe A;0;0.000000
02.382.073/0001-10;2022-01-01;2;118535;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;PNA;Preferencial Classe A;0;0.000000
02.421.421/0001-11;2022-01-01;9;125541;TIM S.A.;PNA;Preferencial Classe A;0;0.000000
02.451.848/0001-62;2022-01-01;14;125297;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;PNA;Preferencial Classe A;0;0.000000
02.502.844/0001-66;2022-01-01;6;126321;RUMO MALHA PAULISTA S.A.;PNA;Preferencial Classe A;0;0.000000
02.509.491/0001-26;2022-01-01;4;125519;CONC ECOVIAS IMIGRANTES S.A.;PNA;Preferencial Classe A;0;0.000000
02.560.878/0001-07;2022-01-01;2;123300;HOSPITAL ANCHIETA S.A.;PNA;Preferencial Classe A;0;0.000000
02.591.787/0001-39;2022-01-01;2;122861;CAPITALPART PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
02.600.854/0001-34;2022-01-01;3;125169;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;PNA;Preferencial Classe A;0;0.000000
02.635.522/0001-95;2022-03-31;8;120081;JALLES MACHADO S.A.;PNA;Preferencial Classe A;0;0.000000
02.682.287/0001-02;2022-01-01;5;126946;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;PNA;Preferencial Classe A;0;0.000000
02.724.983/0001-34;2022-01-01;3;125993;SANESALTO SANEAMENTO S.A.;PNA;Preferencial Classe A;0;0.000000
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;PNA;Preferencial Classe A;0;0.000000
02.762.113/0001-50;2022-01-01;3;120456;BRAZILIAN FINANCE E REAL ESTATE S.A.;PNB;Preferencial Classe B;0;0.000000
02.773.542/0001-22;2022-01-01;2;116214;OPEA SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
02.796.775/0001-40;2022-01-01;1;115838;GAMA PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
02.800.026/0001-40;2022-01-01;11;127177;COGNA EDUCAÇÃO S.A.;PNA;Preferencial Classe A;0;0.000000
02.916.265/0001-60;2022-01-01;13;127102;JBS S.A.;PNA;Preferencial Classe A;0;0.000000
02.992.449/0001-09;2022-01-01;2;125653;PROMPT PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
02.998.611/0001-04;2022-01-01;8;126090;ISA ENERGIA BRASIL;PNA;Preferencial Classe A;0;0.000000
03.303.999/0001-36;2022-01-01;3;122813;DTCOM - DIRECT TO COMPANY S.A.;PNA;Preferencial Classe A;0;0.000000
03.758.318/0001-24;2022-01-01;10;127092;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;PNA;Preferencial Classe A;0;0.000000
03.767.538/0001-14;2022-01-01;4;125866;BRAZILIAN SECURITIES CIA SECURITIZACAO;PNA;Preferencial Classe A;0;0.000000
03.795.050/0001-09;2022-01-01;5;124014;TERMOPERNAMBUCO S.A.;PNA;Preferencial Classe A;0;0.000000
03.802.115/0001-98;2022-01-01;12;127091;CLEAR SALE S.A.;PNA;Preferencial Classe A;0;0.000000
03.847.461/0001-92;2022-01-01;6;125994;BRADESPAR S.A.;PNA;Preferencial Classe A;0;0.000000
03.953.509/0001-47;2022-01-01;6;125890;CPFL GERACAO DE ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
04.030.182/0001-02;2022-01-01;4;125905;CABINDA PARTICIPACOES S.A.;PNB;Preferencial Classe B;4916000;0.000000
04.031.213/0001-31;2022-01-01;4;125906;CACONDE PARTICIPACOES S.A.;PNB;Preferencial Classe B;1406542;0.000000
04.032.433/0001-80;2022-01-01;13;126515;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
04.038.763/0001-82;2022-01-01;4;125908;CAIANDA PARTICIPACOES S.A.;PNB;Preferencial Classe B;1553254;0.000000
04.089.570/0001-50;2022-01-01;2;123652;ÁGUAS GUARIROBA S.A;PNA;Preferencial Classe A;0;0.000000
04.149.454/0001-80;2022-01-01;11;126912;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;PNA;Preferencial Classe A;0;0.000000
04.172.213/0001-51;2022-01-01;4;125874;CIA PIRATININGA DE FORCA E LUZ;PNA;Preferencial Classe A;0;0.000000
04.233.319/0001-18;2022-01-01;5;124097;NCF PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
04.368.898/0001-06;2022-01-01;3;125893;COPEL DISTRIBUIÇÃO S.A.;PNA;Preferencial Classe A;0;0.000000
04.370.282/0001-70;2022-01-01;5;125901;COPEL GERAÇÃO E TRANSMISSÃO S.A.;PNA;Preferencial Classe A;0;0.000000
04.437.534/0001-30;2022-01-01;10;123339;LOCAMÉRICA RENT-A-CAR S.A.;PNA;Preferencial Classe A;0;0.000000
04.895.728/0001-80;2022-01-01;6;127135;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNA;Preferencial Classe A;1820804;84.031316
04.895.728/0001-80;2022-01-01;6;127135;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNB;Preferencial Classe B;1085371;99.999816
04.895.728/0001-80;2022-01-01;6;127135;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNC;Preferencial Classe C;1085346;90.351459
04.902.979/0001-44;2022-01-01;11;127107;BCO AMAZONIA S.A.;PNA;Preferencial Classe A;0;0.000000
04.913.711/0001-08;2022-01-01;17;127158;BCO ESTADO DO PARA S.A.;PNA;Preferencial Classe A;0;0.000000
05.197.443/0001-38;2022-01-01;15;124430;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;PNA;Preferencial Classe A;0;0.000000
05.336.882/0001-84;2022-01-01;3;125031;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
06.057.223/0001-71;2022-01-01;11;123560;SENDAS DISTRIBUIDORA S.A.;PNA;Preferencial Classe A;0;0.000000
06.272.793/0001-84;2022-01-01;5;125915;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;PNA;Preferencial Classe A;470536;37.955034
06.272.793/0001-84;2022-01-01;5;125915;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;PNB;Preferencial Classe B;617046;37.969999
06.977.745/0001-91;2022-01-01;6;123150;BR MALLS PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
06.981.176/0001-58;2022-01-01;7;126042;CEMIG GERACAO E TRANSMISSAO S.A.;PNA;Preferencial Classe A;0;0.000000
07.043.628/0001-13;2022-01-01;4;125946;CLARO TELECOM PARTICIPAÇÕES S.A.;PNA;Preferencial Classe A;0;0.000000
07.047.251/0001-70;2022-01-01;15;125797;CIA ENERGETICA DO CEARA - COELCE;PNA;Preferencial Classe A;17664694;62.523915
07.047.251/0001-70;2022-01-01;15;125797;CIA ENERGETICA DO CEARA - COELCE;PNB;Preferencial Classe B;1534238;99.972372
07.119.838/0001-48;2022-01-01;3;122807;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;PNA;Preferencial Classe A;0;0.000000
07.206.816/0001-15;2022-01-01;2;119883;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;PNA;Preferencial Classe A;0;0.000000
07.237.373/0001-20;2022-01-01;12;126954;BCO NORDESTE DO BRASIL S.A.;PNA;Preferencial Classe A;0;0.000000
07.253.321/0001-47;2022-01-01;1;116818;CARBOMIL SA MINER. E INDUSTRIA;PNA;Preferencial Classe A;66000;100.000000
07.275.159/0001-68;2022-01-01;1;114741;PETROLEO LUB DO NORDESTE SA;PNA;Preferencial Classe A;226530;13.550000
07.275.159/0001-68;2022-01-01;1;114741;PETROLEO LUB DO NORDESTE SA;PNB;Preferencial Classe B;536835;32.100000
07.275.159/0001-68;2022-01-01;1;114741;PETROLEO LUB DO NORDESTE SA;PNC;Preferencial Classe C;908881;54.350000
07.526.557/0001-00;2022-01-01;9;128293;AMBEV S.A.;PNA;Preferencial Classe A;0;0.000000
07.689.002/0001-89;2022-01-01;10;126246;EMBRAER S.A.;PNA;Preferencial Classe A;0;0.000000
07.857.093/0001-14;2022-01-01;9;126085;AURA MINERALS INC.;PNA;Preferencial Classe A;0;0.000000
07.976.147/0001-60;2022-01-01;6;125163;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;PNA;Preferencial Classe A;0;0.000000
08.078.847/0001-09;2022-01-01;4;126288;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;PNA;Preferencial Classe A;0;0.000000
08.170.849/0001-15;2022-01-01;10;126048;DESKTOP S.A.;PNA;Preferencial Classe A;0;0.000000
08.294.224/0001-65;2022-01-01;8;127215;JHSF PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
08.324.196/0001-81;2022-01-01;9;125924;CIA ENERGETICA DO RIO GDE NORTE - COSERN;PNA;Preferencial Classe A;1507826;3.934000
08.324.196/0001-81;2022-01-01;9;125924;CIA ENERGETICA DO RIO GDE NORTE - COSERN;PNB;Preferencial Classe B;1276753;3.330000
08.424.178/0001-71;2022-01-01;1;115813;TECBLU TECELAGEM BLUMENAU S.A.;PNA;Preferencial Classe A;28607;27.885000
08.424.178/0001-71;2022-01-01;1;115813;TECBLU TECELAGEM BLUMENAU S.A.;PNB;Preferencial Classe B;14;0.011000
08.424.178/0001-71;2022-01-01;1;115813;TECBLU TECELAGEM BLUMENAU S.A.;PNC;Preferencial Classe C;73969;61.290000
08.439.659/0001-50;2022-01-01;3;125891;CPFL ENERGIAS RENOVÁVEIS S.A.;PNA;Preferencial Classe A;0;0.000000
08.613.550/0001-98;2022-01-01;6;125322;NEXPE PARTICIPAÇÕES S.A;PNA;Preferencial Classe A;0;0.000000
08.773.191/0001-36;2022-01-01;2;126230;BRASILIANA PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
08.807.432/0001-10;2022-01-01;16;126927;YDUQS PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
08.810.422/0001-34;2022-01-01;3;122678;GUARARAPES PAINÉIS S.A.;PNA;Preferencial Classe A;0;0.000000
08.827.501/0001-58;2022-01-01;10;125618;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;PNA;Preferencial Classe A;273447399;88.449150
08.935.054/0001-50;2022-01-01;2;122690;MULTINER S/A;PNA;Preferencial Classe A;311344;100.000000
08.935.054/0001-50;2022-01-01;2;122690;MULTINER S/A;PNB;Preferencial Classe B;6532211;100.000000
08.935.054/0001-50;2022-01-01;2;122690;MULTINER S/A;PNC;Preferencial Classe C;1;100.000000
08.935.054/0001-50;2022-01-01;2;122690;MULTINER S/A;PND;Preferencial Classe D;1;100.000000
08.937.002/0001-13;2022-01-01;1;116224;VISION SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
09.041.168/0001-10;2022-01-01;4;125600;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;PNA;Preferencial Classe A;0;0.000000
09.042.817/0001-05;2022-01-01;23;126974;BEMOBI MOBILE TECH S.A.;PNA;Preferencial Classe A;0;0.000000
09.112.685/0001-32;2022-01-01;5;125656;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
09.114.805/0001-30;2022-01-01;14;125374;OCEANPACT SERVIÇOS MARITIMOS S.A.;PNA;Preferencial Classe A;0;0.000000
09.116.278/0001-01;2022-01-01;1;115849;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;461266;11.000000
09.116.278/0001-01;2022-01-01;1;115849;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNB;Preferencial Classe B;72447;2.000000
09.116.278/0001-01;2022-01-01;1;115849;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNC;Preferencial Classe C;82043;2.000000
09.116.278/0001-01;2022-01-01;1;115849;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PND;Preferencial Classe D;3457776;85.000000
09.229.201/0001-30;2022-01-01;7;125291;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;PNA;Preferencial Classe A;0;0.000000
09.324.949/0001-11;2022-01-01;1;115923;AUTOPISTA FLUMINENSE SA;PNA;Preferencial Classe A;0;0.000000
09.325.109/0001-73;2022-01-01;1;116254;AUTOPISTA PLANALTO SUL SA;PNA;Preferencial Classe A;0;0.000000
09.336.431/0001-06;2022-01-01;2;127210;AUTOPISTA REGIS BITTENCOURT SA;PNA;Preferencial Classe A;0;0.000000
09.346.601/0001-25;2022-01-01;16;126917;B3 S.A. - BRASIL, BOLSA, BALCÃO;PNA;Preferencial Classe A;0;0.000000
09.347.516/0001-81;2022-01-01;13;125375;ELETROMIDIA S.A.;PNA;Preferencial Classe A;0;0.000000
09.359.927/0001-97;2022-01-01;4;126218;ASA BRANCA HOLDING S.A.;PNA;Preferencial Classe A;0;0.000000
10.452.416/0001-02;2022-01-01;2;122397;REAG CAPITAL HOLDING S.A.;PNA;Preferencial Classe A;0;0.000000
10.502.676/0001-37;2022-01-01;4;121571;TERMELÉTRICA PERNAMBUCO III S.A.;PNA;Preferencial Classe A;0;0.000000
10.571.175/0001-02;2022-01-01;6;127320;URBA DESENVOLVIMENTO URBANO S.A.;PNA;Preferencial Classe A;0;0.000000
10.635.691/0001-53;2022-01-01;1;116124;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;PNA;Preferencial Classe A;0;0.000000
10.807.374/0001-77;2022-01-01;7;125443;BOA SAFRA SEMENTES S.A.;PNA;Preferencial Classe A;0;0.000000
10.835.932/0001-08;2022-01-01;7;125922;CIA ENERGETICA DE PERNAMBUCO - CELPE;PNA;Preferencial Classe A;0;0.000000
10.835.932/0001-08;2022-01-01;7;125922;CIA ENERGETICA DE PERNAMBUCO - CELPE;PNB;Preferencial Classe B;0;0.000000
10.841.050/0001-55;2022-01-01;7;127413;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;PNA;Preferencial Classe A;0;0.000000
10.851.805/0001-00;2022-01-01;11;129575;FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
11.257.352/0001-43;2022-01-01;3;120595;BSI CAPITAL SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
11.721.921/0001-60;2022-01-01;23;127119;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;PNA;Preferencial Classe A;0;0.000000
12.049.631/0001-84;2022-01-01;5;127109;MOURA DUBEUX ENGENHARIA S/A;PNA;Preferencial Classe A;0;0.000000
12.091.809/0001-55;2022-01-01;22;125846;BRAVA ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
12.420.164/0001-57;2022-01-01;11;125821;CM HOSPITALAR S.A;PNA;Preferencial Classe A;0;0.000000
13.009.717/0001-46;2022-01-01;18;125414;BCO ESTADO DE SERGIPE S.A. - BANESE;PNA;Preferencial Classe A;0;0.000000
13.349.677/0001-81;2022-01-01;1;116570;REIT SECURITIZADORA S/A;PNA;Preferencial Classe A;0;0.000000
13.574.594/0001-96;2022-01-01;14;125955;ZAMP SA;PNA;Preferencial Classe A;0;0.000000
13.584.310/0001-42;2022-01-01;2;120975;SUGOI S.A.;PNA;Preferencial Classe A;0;0.000000
14.807.945/0001-24;2022-01-01;4;126899;SANSUY S.A. INDUSTRIA DE PLASTICOS;PNA;Preferencial Classe A;5052280;99.880000
14.807.945/0001-24;2022-01-01;4;126899;SANSUY S.A. INDUSTRIA DE PLASTICOS;PNB;Preferencial Classe B;6200;0.120000
14.998.371/0001-19;2022-01-01;8;125398;J. MACEDO S.A.;PNA;Preferencial Classe A;8691558;99.985091
14.998.371/0001-19;2022-01-01;8;125398;J. MACEDO S.A.;PNB;Preferencial Classe B;1296;0.014909
15.073.274/0001-88;2022-01-01;3;118190;PPLA PARTICIPATIONS LTD.;PNA;Preferencial Classe A;938222;100.000000
15.073.274/0001-88;2022-01-01;3;118190;PPLA PARTICIPATIONS LTD.;PNB;Preferencial Classe B;1876444;100.000000
15.073.274/0001-88;2022-01-01;3;118190;PPLA PARTICIPATIONS LTD.;PNC;Preferencial Classe C;0;0.000010
15.073.274/0001-88;2022-01-01;3;118190;PPLA PARTICIPATIONS LTD.;PND;Preferencial Classe D;0;0.000000
15.115.504/0001-24;2022-01-01;1;116106;TRONOX PIGMENTOS DO BRASIL S.A.;PNA;Preferencial Classe A;12342238;65.000000
15.115.504/0001-24;2022-01-01;1;116106;TRONOX PIGMENTOS DO BRASIL S.A.;PNB;Preferencial Classe B;6518111;35.000000
15.139.629/0001-94;2022-01-01;7;125926;CIA ELETRICIDADE EST. DA BAHIA - COELBA;PNA;Preferencial Classe A;324289;0.295000
15.144.017/0001-90;2022-01-01;6;127196;CIA SEGUROS ALIANCA DA BAHIA;PNA;Preferencial Classe A;1459111;37.998000
16.234.171/0001-15;2022-01-01;5;125708;METANOR SA METANOL DO NE;PNA;Preferencial Classe A;87533575;29.740000
16.234.171/0001-15;2022-01-01;5;125708;METANOR SA METANOL DO NE;PNB;Preferencial Classe B;9746019;3.310000
16.234.171/0001-15;2022-01-01;5;125708;METANOR SA METANOL DO NE;PNC;Preferencial Classe C;99291408;33.730000
16.404.287/0001-55;2022-01-01;7;125949;SUZANO S.A.;PNA;Preferencial Classe A;0;0.000000
16.670.085/0001-55;2022-01-01;9;126982;LOCALIZA RENT A CAR S.A.;PNA;Preferencial Classe A;0;0.000000
16.676.520/0001-59;2022-01-01;8;127251;HOSPITAL MATER DEI S.A.;PNA;Preferencial Classe A;0;0.000000
17.161.241/0001-15;2022-01-01;3;123471;MINASMAQUINAS S.A.;PNA;Preferencial Classe A;0;0.000000
17.162.082/0001-73;2022-01-01;3;120759;MENDES JUNIOR ENGENHARIA S.A.;PNA;Preferencial Classe A;149876;1.453782
17.162.082/0001-73;2022-01-01;3;120759;MENDES JUNIOR ENGENHARIA S.A.;PNB;Preferencial Classe B;163737;1.588222
17.167.396/0001-69;2022-01-01;3;125077;ALFA HOLDINGS S.A.;PNA;Preferencial Classe A;6108193;42.673214
17.167.396/0001-69;2022-01-01;3;125077;ALFA HOLDINGS S.A.;PNB;Preferencial Classe B;11553559;47.434720
17.167.412/0001-13;2022-01-01;5;125453;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;PNA;Preferencial Classe A;19006438;42.994875
17.193.806/0001-46;2022-01-01;3;125076;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNA;Preferencial Classe A;90335;54.769000
17.193.806/0001-46;2022-01-01;3;125076;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNB;Preferencial Classe B;1044713;44.832253
17.193.806/0001-46;2022-01-01;3;125076;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNC;Preferencial Classe C;93239;42.407772
17.193.806/0001-46;2022-01-01;3;125076;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PND;Preferencial Classe D;787745;38.249017
17.193.806/0001-46;2022-01-01;3;125076;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNE;Preferencial Classe E;2526336;37.375456
17.193.806/0001-46;2022-01-01;3;125076;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNF;Preferencial Classe F;6651453;30.627124
17.234.244/0001-31;2022-01-01;3;126070;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;PNA;Preferencial Classe A;0;0.000000
18.328.118/0001-09;2022-01-01;16;127157;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;PNA;Preferencial Classe A;0;0.000000
18.494.485/0001-82;2022-01-01;1;116515;PORTO SUDESTE V.M. S.A.;PNA;Preferencial Classe A;0;0.000000
18.903.785/0001-78;2022-01-01;6;125416;HOLDING DO ARAGUAIA S.A.;PNA;Preferencial Classe A;0;0.000000
19.208.022/0001-70;2022-01-01;5;125521;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;PNA;Preferencial Classe A;0;0.000000
19.378.769/0001-76;2022-01-01;10;128481;INSTITUTO HERMES PARDINI S.A.;PNA;Preferencial Classe A;0;0.000000
19.403.252/0001-90;2022-01-01;4;123618;EMCCAMP RESIDENCIAL S.A.;PNA;Preferencial Classe A;0;0.000000
19.642.306/0001-70;2022-01-01;10;125349;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;PNA;Preferencial Classe A;0;0.000000
19.726.048/0001-00;2022-01-01;2;125897;CONCESSIONÁRIA BR-040 S.A.;PNA;Preferencial Classe A;0;0.000000
21.254.073/0001-80;2022-01-01;1;115649;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;PNKR;Preferencial Classe KR;0;0.000000
21.389.501/0001-81;2022-01-01;11;126922;COMPASS GÁS E ENERGIA S.A.;PNA;Preferencial Classe A;30853031;4.320003
21.389.501/0001-81;2022-01-01;11;126922;COMPASS GÁS E ENERGIA S.A.;PNB;Preferencial Classe B;54849373;7.679940
21.414.457/0001-12;2022-01-01;1;115826;LEADS CIA. SECURITIZADORA;PNA;Preferencial Classe A;0;0.000000
21.610.416/0001-00;2022-01-01;1;115950;FORTUNATO SECURITIZADORA S/A;PNA;Preferencial Classe A;0;0.000000
23.096.269/0001-19;2022-01-01;7;126900;RIO PARANA ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
24.962.466/0001-36;2022-01-01;5;126333;RUMO MALHA NORTE S.A.;PNA;Preferencial Classe A;76088610;6.397159
24.962.466/0001-36;2022-01-01;5;126333;RUMO MALHA NORTE S.A.;PNB;Preferencial Classe B;5625683;0.472980
25.089.509/0001-83;2022-01-01;5;125292;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;PNA;Preferencial Classe A;5;0.001000
