CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Canal_Divulgacao;Sigla_UF
00.545.378/0001-70;2020-01-01;1;94884;SERRA AZUL WATER PARK SA;Diário Comércio & Indústria;SP
00.545.378/0001-70;2020-01-01;1;94884;SERRA AZUL WATER PARK SA;Diário Oficial do Estado;SP
00.622.416/0001-41;2020-01-01;1;90341;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Diário Oficial do Estado;SC
00.622.416/0001-41;2020-01-01;1;90341;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Notícias do Dia;SC
00.644.907/0001-93;2020-01-01;1;91058;INVESTCO S.A.;Diario Oficial do Estado do Tocantins;TO
00.644.907/0001-93;2020-01-01;1;91058;INVESTCO S.A.;Valor Econômico (Edição Nacional);TO
00.743.065/0001-27;2020-01-01;3;93549;LITEL PARTICIPACOES S.A.;Diário Oficial do Estado;RJ
00.743.065/0001-27;2020-01-01;3;93549;LITEL PARTICIPACOES S.A.;Monitor Mercantil;RJ
00.776.574/0001-56;2020-01-01;1;93607;B2W - COMPANHIA DIGITAL;Portal de notícias do Valor Econômico;SP
00.776.574/0001-56;2020-01-01;1;93607;B2W - COMPANHIA DIGITAL;Valor Econômico;SP
00.861.626/0001-92;2020-01-01;1;94155;CONC RODOVIA PRES. DUTRA S.A.;Diário Oficial do Estado de São Paulo;SP
00.861.626/0001-92;2020-01-01;1;94155;CONC RODOVIA PRES. DUTRA S.A.;O Vale;SP
00.864.214/0001-06;2020-01-01;4;100112;ENERGISA S.A.;Diário do Comércio;MG
00.864.214/0001-06;2020-01-01;4;100112;ENERGISA S.A.;Diário Oficial da União;MG
00.864.214/0001-06;2020-01-01;4;100112;ENERGISA S.A.;https://ri.energisa.com.br/;MG
00.864.214/0001-06;2020-01-01;4;100112;ENERGISA S.A.;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
00.897.864/0001-58;2020-01-01;3;99795;SANTA CATARINA PART INVEST SA;Notícias do Dia;SC
00.924.429/0001-75;2020-01-01;1;95642;FERROVIA CENTRO-ATLANTICA S.A.;Diário Oficial do Estado de Minas Gerais;MG
00.938.574/0001-05;2020-01-01;1;93817;CONC RIO-TERESOPOLIS S.A.;Diário Oficial do Estado;RJ
00.938.574/0001-05;2020-01-01;1;93817;CONC RIO-TERESOPOLIS S.A.;Valor Econômico (Edição Nacional);RJ
00.974.211/0001-25;2020-01-01;1;93331;Linha Amarela S.A. - LAMSA;DOERJ;RJ
00.974.211/0001-25;2020-01-01;1;93331;Linha Amarela S.A. - LAMSA;Valor Econômico RJ;RJ
00.979.969/0001-56;2020-01-01;1;92663;CAIXA ADM DIV PUB ESTADUAL SA;Diário Oficial;RS
00.979.969/0001-56;2020-01-01;1;92663;CAIXA ADM DIV PUB ESTADUAL SA;Jornal do Commercio;RS
01.027.058/0001-91;2020-01-01;1;90608;CIELO S.A.;Diário Oficial do Estado;SP
01.027.058/0001-91;2020-01-01;1;90608;CIELO S.A.;Valor Econômico;SP
01.083.200/0001-18;2020-01-01;2;91278;NEOENERGIA S.A.;Diário Oficial do Estado;RJ
01.083.200/0001-18;2020-01-01;2;91278;NEOENERGIA S.A.;Valor Econômico;RJ
01.104.937/0001-70;2020-01-01;2;94773;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Diario Oficial do Estado;RJ
01.104.937/0001-70;2020-01-01;2;94773;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Portal Valor Econômico: valor.globo.com/valor-ri/;BR
01.104.937/0001-70;2020-01-01;2;94773;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Valor Econômico;RJ
01.107.327/0001-20;2020-01-01;1;90897;BBM Logística S.A.;Diário Oficial do Estado do Paraná;PR
01.107.327/0001-20;2020-01-01;1;90897;BBM Logística S.A.;JORNAL METRÓPOLE;PR
01.107.327/0001-20;2020-01-01;1;90897;BBM Logística S.A.;Portal NEO1;PR
01.258.944/0001-26;2020-01-01;1;95564;FERROVIA SUL-ATLANTICO S.A.;Bem Paraná - Curitiba;PR
01.258.944/0001-26;2020-01-01;1;95564;FERROVIA SUL-ATLANTICO S.A.;Diário Oficial do Estado;PR
01.319.044/0001-41;2020-01-01;2;95349;WTC AMAZONAS SUITE HOTEL S.A.;Diario de Notícias de São Paulo;SP
01.319.044/0001-41;2020-01-01;2;95349;WTC AMAZONAS SUITE HOTEL S.A.;Diário Oficial do Estado de São Paulo;SP
01.417.222/0001-77;2020-01-01;2;92905;MRS LOGISTICA S.A.;Diário do Acionista;RJ
01.417.222/0001-77;2020-01-01;2;92905;MRS LOGISTICA S.A.;Diário Oficial do Rio de Janeiro;RJ
01.543.032/0001-04;2020-01-01;1;97106;CELG DISTRIBUICAO S.A. - CELG D;Diário Oficial do Estado;GO
01.543.032/0001-04;2020-01-01;1;97106;CELG DISTRIBUICAO S.A. - CELG D;https://valor.globo.com/valor-ri/;GO
01.543.032/0001-04;2020-01-01;1;97106;CELG DISTRIBUICAO S.A. - CELG D;O Popular (Goiânia);GO
01.545.826/0001-07;2020-01-01;1;91350;GAFISA S.A.;Estado de São Paulo;SP
01.547.749/0001-16;2020-01-01;2;96463;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Diário Comercial;RJ
01.547.749/0001-16;2020-01-01;2;96463;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Diário Oficial do Estado;RJ
01.548.981/0001-79;2020-01-01;3;97953;INVESTIMENTOS BEMGE S.A.;Diário Oficial do Estado;SP
01.548.981/0001-79;2020-01-01;3;97953;INVESTIMENTOS BEMGE S.A.;O Estado de São Paulo;SP
01.599.101/0001-93;2020-01-01;3;97522;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Diário Oficial do Estado de São Paulo;SP
01.599.101/0001-93;2020-01-01;3;97522;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;https://www.portalneo1.net;BR
01.599.101/0001-93;2020-01-01;3;97522;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Jornal o Dia SP;SP
01.616.929/0001-02;2020-01-01;3;93203;SANEAMENTO DE GOIAS SA;Diário do Estado;GO
01.616.929/0001-02;2020-01-01;3;93203;SANEAMENTO DE GOIAS SA;Diário Oficial do Estado de Goiás;GO
01.616.929/0001-02;2020-01-01;3;93203;SANEAMENTO DE GOIAS SA;O Hoje;GO
01.616.929/0001-02;2020-01-01;3;93203;SANEAMENTO DE GOIAS SA;O Popular;GO
01.838.723/0001-27;2020-01-01;1;95241;BRF S.A.;Diário Oficial de Santa Catarina;SC
01.838.723/0001-27;2020-01-01;1;95241;BRF S.A.;http://www.prnewswire.com/;SP
01.838.723/0001-27;2020-01-01;1;95241;BRF S.A.;http://www.valor.com.br/valor-ri;SP
01.838.723/0001-27;2020-01-01;1;95241;BRF S.A.;Valor Econômico;SP
01.851.771/0001-55;2020-01-01;2;95801;524 PARTICIPACOES S.A.;Diário do Acionista;RJ
01.851.771/0001-55;2020-01-01;2;95801;524 PARTICIPACOES S.A.;Diario Oficial do Estado;RJ
01.858.774/0001-10;2020-01-01;1;90786;BV LEASING - ARRENDAMENTO MERCANTIL S.A.;Diario Oficial;SP
01.858.774/0001-10;2020-01-01;1;90786;BV LEASING - ARRENDAMENTO MERCANTIL S.A.;Valor Econômico;SP
01.896.779/0001-38;2020-01-01;2;96518;CSU CARDSYSTEM S.A.;Diário Oficial do Estado;SP
01.896.779/0001-38;2020-01-01;2;96518;CSU CARDSYSTEM S.A.;Site Valor RI - http://www.valor.com.br/valor-ri;BR
01.896.779/0001-38;2020-01-01;2;96518;CSU CARDSYSTEM S.A.;Valor Econômico;SP
01.917.818/0001-36;2020-01-01;3;99302;LIGHT ENERGIA S.A.;Portal NEO1 - www.portalneo1.net;RJ
01.917.818/0001-36;2020-01-01;3;99302;LIGHT ENERGIA S.A.;Website CVM - www.cvm.gov.br;RJ
01.917.818/0001-36;2020-01-01;3;99302;LIGHT ENERGIA S.A.;Website Light - www.light.com.br/ri;RJ
01.938.783/0001-11;2020-01-01;1;91403;CIA PARTICIPACOES ALIANCA DA BAHIA;Correio;BA
01.938.783/0001-11;2020-01-01;1;91403;CIA PARTICIPACOES ALIANCA DA BAHIA;Diário Oficial do Estado;BA
01.957.772/0001-89;2020-01-01;1;96453;SUL 116 PARTICIPACOES S.A.;Diário Comercial;RJ
01.957.772/0001-89;2020-01-01;1;96453;SUL 116 PARTICIPACOES S.A.;Diário Oficial do Estado;RJ
01.971.614/0001-83;2020-01-01;1;90652;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;DIÁRIO DO COMÉRCIO - BH;MG
01.971.614/0001-83;2020-01-01;1;90652;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;Diário Oficial;MG
01.989.044/0001-59;2020-01-01;2;95327;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Diario de Notícias de São Paulo;SP
01.989.044/0001-59;2020-01-01;2;95327;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Diário Oficial do Estado de São Paulo;SP
02.016.440/0001-62;2020-01-01;1;90732;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Diário Oficial do Estado do Rio Grande do Sul;RS
02.016.440/0001-62;2020-01-01;1;90732;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Jornal do Comércio;RS
02.016.440/0001-62;2020-01-01;1;90732;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Portal Valor RI (http://www.valor.com.br/valor-ri) - para Atos e Fatos Relevantes;BR
02.016.440/0001-62;2020-01-01;1;90732;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;www.cpfl.com.br/ri;SP
02.016.440/0001-62;2020-01-01;1;90732;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;www.portalneo1.net;SP
02.062.747/0001-08;2020-01-01;2;95803;SUDESTE S.A.;Diário do Acionista;RJ
02.062.747/0001-08;2020-01-01;2;95803;SUDESTE S.A.;Diário Oficial do Estado do Rio de Janeiro;RJ
02.084.220/0001-76;2020-01-01;1;96635;NUMERAL 80 PARTICIPAÇÕES S.A.;Diário Oficial do Estado;SP
02.084.220/0001-76;2020-01-01;1;96635;NUMERAL 80 PARTICIPAÇÕES S.A.;Monitor Mercantil;SP
02.084.220/0001-76;2020-01-01;1;96635;NUMERAL 80 PARTICIPAÇÕES S.A.;www.valor.com.br/fatosrelevantes;SP
02.105.040/0001-23;2020-01-01;4;94840;CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO;Diario Oficial do Estado de São Paulo;SP
02.105.040/0001-23;2020-01-01;4;94840;CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO;Jornal o Dia;SP
02.105.040/0001-23;2020-01-01;4;94840;CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO;www.valor.com.br/valor-ri;SP
02.117.801/0001-67;2020-01-01;2;96473;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Diario Oficial do Estado do Rio de Janeiro;RJ
02.117.801/0001-67;2020-01-01;2;96473;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Monitor Mercantil;RJ
02.149.205/0001-69;2020-01-01;1;90316;PORTO SEGURO S.A.;Diário Oficial do Estado;SP
02.149.205/0001-69;2020-01-01;1;90316;PORTO SEGURO S.A.;O Estado de São Paulo;SP
02.149.205/0001-69;2020-01-01;1;90316;PORTO SEGURO S.A.;Portal de Notícias do Jornal "O Estado de São Paulo";SP
02.162.616/0001-94;2020-01-01;1;91550;UPTICK PARTICIPACOES S.A.;Diário Oficial do Estado;RJ
02.162.616/0001-94;2020-01-01;1;91550;UPTICK PARTICIPACOES S.A.;Monitor Mercantil;RJ
02.193.750/0001-52;2020-01-01;6;103561;GPC PARTICIPACOES S.A.;Diário Oficial do Estado;RJ
02.193.750/0001-52;2020-01-01;6;103561;GPC PARTICIPACOES S.A.;http://www.portalneo1.net;RJ
02.193.750/0001-52;2020-01-01;6;103561;GPC PARTICIPACOES S.A.;Jornal Corporativo;RJ
02.201.787/0001-85;2020-01-01;1;91724;CEL PARTICIPAÇÕES S.A. - CELPAR;Diario Oficial;RJ
02.201.787/0001-85;2020-01-01;1;91724;CEL PARTICIPAÇÕES S.A. - CELPAR;Jornal diário do acionista;RJ
02.201.787/0001-85;2020-01-01;1;91724;CEL PARTICIPAÇÕES S.A. - CELPAR;Jornal diário do acionista;RJ
02.217.319/0001-07;2020-01-01;2;95804;ALEF S.A.;Diário do Acionista;RJ
02.217.319/0001-07;2020-01-01;2;95804;ALEF S.A.;DIÁRIO OFICIAL DO ESTADO DO RIO DE JANEIRO E MONITOR MERCANTIL;RJ
02.221.531/0001-30;2020-01-01;1;92441;RODONORTE - CONC. ROD. INTEGRADAS S.A.;Diário Oficial do Paraná;PR
02.221.531/0001-30;2020-01-01;1;92441;RODONORTE - CONC. ROD. INTEGRADAS S.A.;Jornal da Manhã;PR
02.222.736/0001-30;2020-01-01;1;95166;EMPRESA CONC RODOV DO NORTE S.A.ECONORTE;Diário Oficial do Estado;PR
02.222.736/0001-30;2020-01-01;1;95166;EMPRESA CONC RODOV DO NORTE S.A.ECONORTE;Folha de Londrina;PR
02.258.422/0001-97;2020-01-01;3;97715;INEPAR EQUIPAMENTOS E MONTAGENS S/A;Diário Oficial do Estado do Paraná;PR
02.258.422/0001-97;2020-01-01;3;97715;INEPAR EQUIPAMENTOS E MONTAGENS S/A;Jornal Bem Paraná;PR
02.258.422/0001-97;2020-01-01;3;97715;INEPAR EQUIPAMENTOS E MONTAGENS S/A;Valor Econômico;SP
02.281.836/0001-37;2020-01-01;1;94037;TRANSNORDESTINA LOGISTICA SA;Diario do Nordeste;CE
02.281.836/0001-37;2020-01-01;1;94037;TRANSNORDESTINA LOGISTICA SA;Diario Oficial do Estado;CE
02.286.479/0001-08;2020-01-01;2;99492;Localiza Fleet S.A.;Diario Oficial de Minas Gerais;MG
02.286.479/0001-08;2020-01-01;2;99492;Localiza Fleet S.A.;Jornal Diário do Comércio;MG
02.291.077/0001-93;2020-01-01;1;94132;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Diário Oficial do Estado;RJ
02.291.077/0001-93;2020-01-01;1;94132;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Monitor Mercantil;RJ
02.302.100/0001-06;2020-01-01;1;90864;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Diário Oficial do Estado;SP
02.302.100/0001-06;2020-01-01;1;90864;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Valor Econômico;SP
02.302.101/0001-42;2020-01-01;6;99838;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Diário Oficial do Estado de Sao Paulo;SP
02.302.101/0001-42;2020-01-01;6;99838;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Folha de São Paulo;SP
02.318.346/0001-68;2020-01-01;2;95805;OPPORTUNITY ENERGIA E PARTICIPACOES S.A.;Diário do Acionista;RJ
02.318.346/0001-68;2020-01-01;2;95805;OPPORTUNITY ENERGIA E PARTICIPACOES S.A.;Diario Oficial do Estado;RJ
02.328.280/0001-97;2020-01-01;1;90682;ELEKTRO REDES S.A.;Diário Oficial do Estado de São Paulo;SP
02.328.280/0001-97;2020-01-01;1;90682;ELEKTRO REDES S.A.;Valor Econômico;SP
02.338.534/0001-58;2020-01-01;1;106451;LONGDIS S.A.;Diário Comercial do Estado;SP
02.338.534/0001-58;2020-01-01;1;106451;LONGDIS S.A.;Diário Oficial do Estado;SP
02.351.144/0001-18;2020-01-01;2;91666;TEGMA GESTAO LOGISTICA S.A.;Valor Econômico;SP
02.351.877/0001-52;2020-01-01;1;94722;LOCAWEB SERVIÇOS DE INTERNET S.A.;Diário Oficial do Estado de Sao Paulo;SP
02.351.877/0001-52;2020-01-01;1;94722;LOCAWEB SERVIÇOS DE INTERNET S.A.;Valor Econômico;SP
02.357.251/0001-53;2020-01-01;1;95193;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Diário Oficial da Indústria e Comércio Porto Alegre;RS
02.357.251/0001-53;2020-01-01;1;95193;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Diário Oficial da União;RS
02.357.251/0001-53;2020-01-01;1;95193;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Jorrnal Diário da Manhã (Pelotas);RS
02.363.918/0001-20;2020-01-01;1;95954;ZAIN PARTICIPACOES S.A.;Diário Mercantil;RJ
02.363.918/0001-20;2020-01-01;1;95954;ZAIN PARTICIPACOES S.A.;Diário Oficial;RJ
02.365.069/0001-44;2020-01-01;3;100211;PADTEC HOLDING S.A.;Diário Oficial do Estado de Sao Paulo;SP
02.365.069/0001-44;2020-01-01;3;100211;PADTEC HOLDING S.A.;Monitor Mercantil;SP
02.365.069/0001-44;2020-01-01;3;100211;PADTEC HOLDING S.A.;Portal Monitor Mercantil;SP
02.373.517/0001-51;2020-01-01;1;92660;LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL;Diário Oficial do Estado do Rio de Janeiro;RJ
02.382.073/0001-10;2020-01-01;2;98758;PROLAGOS S/A - CONC. DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Diário Comercial;RJ
02.382.073/0001-10;2020-01-01;2;98758;PROLAGOS S/A - CONC. DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Diário Oficial do Estado do Rio de Janeiro;RJ
02.382.073/0001-10;2020-01-01;2;98758;PROLAGOS S/A - CONC. DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;www.abrasca.org.br;SP
02.382.073/0001-10;2020-01-01;2;98758;PROLAGOS S/A - CONC. DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;www.portal.comunique-se.com.br;SP
02.387.241/0001-60;2020-01-01;1;94848;RUMO S.A.;Diário Oficial do Estado do Paraná/PR - Jornal Bem Paraná/PR;PR
02.397.080/0001-96;2020-01-01;3;91822;ITAPEBI GERACAO DE ENERGIA S.A.;Diário Oficial do Estado;RJ
02.397.080/0001-96;2020-01-01;3;91822;ITAPEBI GERACAO DE ENERGIA S.A.;Valor Econômico;SP
02.415.408/0001-50;2020-01-01;1;93939;CONC ROD.OESTE SP VIAOESTE S.A;Diário da Região de Osasco;SP
02.415.408/0001-50;2020-01-01;1;93939;CONC ROD.OESTE SP VIAOESTE S.A;Diário Oficial do Estado;SP
02.421.421/0001-11;2020-01-01;2;99440;TIM S.A.;http://economia.estadao.com.br/fatos-relevantes/;SP
02.421.421/0001-11;2020-01-01;2;99440;TIM S.A.;Valor Econômico;SP
02.429.144/0001-93;2020-01-01;1;93365;CPFL ENERGIA S.A.;Diário Oficial do Estado de São Paulo;SP
02.429.144/0001-93;2020-01-01;1;93365;CPFL ENERGIA S.A.;Valor Econômico;SP
02.429.144/0001-93;2020-01-01;1;93365;CPFL ENERGIA S.A.;www.cpfl.com.br/ri;SP
02.429.144/0001-93;2020-01-01;1;93365;CPFL ENERGIA S.A.;www.portalneo1.net;SP
02.429.144/0001-93;2020-01-01;1;93365;CPFL ENERGIA S.A.;www.valor.com.br/valor-ri;SP
02.451.848/0001-62;2020-01-01;1;94484;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Diário Oficial do Estado de São Paulo;SP
02.451.848/0001-62;2020-01-01;1;94484;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Jornal de Jundiaí (Jundiaí);SP
02.465.783/0001-04;2020-01-01;1;113565;FUTURETEL S.A. - EM LIQUIDAÇÃO;Diário Comercial;RJ
02.465.783/0001-04;2020-01-01;1;113565;FUTURETEL S.A. - EM LIQUIDAÇÃO;Diário Oficial do Estado;RJ
02.474.103/0001-19;2020-01-01;3;92624;ENGIE BRASIL ENERGIA S.A.;Diário Oficial do Estado;SC
02.474.103/0001-19;2020-01-01;3;92624;ENGIE BRASIL ENERGIA S.A.;http://www.rededivulgacao.com.br;SP
02.474.103/0001-19;2020-01-01;3;92624;ENGIE BRASIL ENERGIA S.A.;Notícias do Dia;SC
02.502.844/0001-66;2020-01-01;1;95565;RUMO MALHA PAULISTA S.A.;Diário Oficial do Estado de São Paulo (SP);SP
02.502.844/0001-66;2020-01-01;1;95565;RUMO MALHA PAULISTA S.A.;O Dia SP;SP
02.509.186/0001-34;2020-01-01;1;91783;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Diário Oficial do Estado de Sao Paulo;SP
02.509.186/0001-34;2020-01-01;1;91783;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Folha de São Paulo - Caderno Interior;SP
02.509.491/0001-26;2020-01-01;1;93042;CONC ECOVIAS IMIGRANTES S.A.;Diário do Grande ABC (Região do ABC);SP
02.509.491/0001-26;2020-01-01;1;93042;CONC ECOVIAS IMIGRANTES S.A.;Diário Oficial;SP
02.558.115/0001-21;2020-01-01;1;94241;TIM PARTICIPACOES S.A.;http://economia.estadao.com.br/fatos-relevantes/;SP
02.558.115/0001-21;2020-01-01;1;94241;TIM PARTICIPACOES S.A.;Valor Econômico;SP
02.558.157/0001-62;2020-01-01;2;98889;TELEFÔNICA BRASIL S.A;Valor Econômico;SP
02.558.157/0001-62;2020-01-01;2;98889;TELEFÔNICA BRASIL S.A;www.valor.com.br/valor-ri;SP
02.591.787/0001-39;2020-01-01;1;106450;CAPITALPART PARTICIPACOES S.A.;Diário Comercial do Estado;SP
02.591.787/0001-39;2020-01-01;1;106450;CAPITALPART PARTICIPACOES S.A.;Diário Oficial do Estado;SP
02.604.860/0001-60;2020-01-01;1;97117;INNCORP S.A.;Diário Comercial do Estado;SP
02.604.860/0001-60;2020-01-01;1;97117;INNCORP S.A.;Diário Oficial do Estado;SP
02.635.522/0001-95;2020-01-01;1;98981;JALLES MACHADO S.A.;Diário Oficial do Estado de Goiás;GO
02.635.522/0001-95;2020-01-01;1;98981;JALLES MACHADO S.A.;Jornal da Manhã;GO
02.643.896/0001-52;2020-01-01;3;97216;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Diario Oficial;SP
02.643.896/0001-52;2020-01-01;3;97216;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Valor Econômico;SP
02.664.042/0001-52;2020-01-01;2;94226;TERMINAL GARAGEM MENEZES CORTES S.A.;WWW.MENEZESCORTES.RIO.BR;RJ
02.664.042/0001-52;2020-01-01;2;94226;TERMINAL GARAGEM MENEZES CORTES S.A.;WWW.TGMC.COM.BR;RJ
02.682.287/0001-02;2020-01-01;2;93838;PAN ARRENDAMENTO MERCANTIL S.A.;Valor Econômico;SP
02.724.983/0001-34;2020-01-01;2;92199;SANESALTO SANEAMENTO S.A.;Diário de Notícias;SP
02.724.983/0001-34;2020-01-01;2;92199;SANESALTO SANEAMENTO S.A.;Diário Oficial da União (Edição Nacional);SP
02.736.470/0001-43;2020-01-01;1;93692;PATRIA CIA SECURITIZADORA DE CRED IMOB;Diário Oficial do Estado de São Paulo;SP
02.736.470/0001-43;2020-01-01;1;93692;PATRIA CIA SECURITIZADORA DE CRED IMOB;Gazeta de São Paulo;SP
02.762.113/0001-50;2020-01-01;2;92801;BRAZILIAN FINANCE E REAL ESTATE S.A.;Valor Econômico;SP
02.762.115/0001-49;2020-01-01;4;97557;MMX MINERACAO E METALICOS S.A. - EM RECUPERAÇÃO JUDICIAL;Diário Oficial do Estado;RJ
02.762.115/0001-49;2020-01-01;4;97557;MMX MINERACAO E METALICOS S.A. - EM RECUPERAÇÃO JUDICIAL;Jornal Monitor Mercantil;RJ
02.762.121/0001-04;2020-01-01;1;96408;SANTOS BRASIL PARTICIPACOES S.A.;Diario Oficial do Estado;SP
