CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Plano_Recompra;Especie_Acao;Tipo_Classe_Acao_Preferencial;Quantidade_Adquirida;Escala_Cotacao;Quantidade_Prevista;Valor_Preco_Medio;Percentual_Previsto;Percentual_Adquirido
01.027.058/0001-91;2021-01-01;13;115666;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;41957;Ordinária;;1100000;R$ por Unidade;1100000;10.69;0.100000;100.000000
01.027.058/0001-91;2021-01-01;13;115666;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;41958;Ordinária;;1070000;R$ por Unidade;1070000;7.71;0.100000;100.000000
01.027.058/0001-91;2021-01-01;13;115666;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;41959;Ordinária;;1073254;R$ por Unidade;1550000;20.78;0.140000;69.240000
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;41586;Ordinária;;0;R$ por Unidade;10327558;0.00;8.727939;0.000000
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;41587;Ordinária;;2583767;R$ por Unidade;3516970;13.19;8.010000;73.470000
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;41588;Ordinária;;4509665;R$ por Unidade;8198565;1.92;5.000000;55.000000
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;41589;Ordinária;;1000000;R$ por Unidade;27000000;2.02;10.000000;3.700000
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;41590;Ordinária;;30207130;R$ por Unidade;30207130;2.07;10.000000;100.000000
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;41591;Ordinária;;17456434;R$ por Unidade;17456434;2.98;10.000000;100.000000
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;41592;Ordinária;;15500000;R$ por Unidade;32938554;3.49;10.000000;47.050000
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;40944;Ordinária;;4836000;R$ por Unidade;7500000;21.92;0.932534;64.480000
01.896.779/0001-38;2021-01-01;6;113992;CSU DIGITAL S.A.;41515;Ordinária;;0;R$ por Unidade;3000000;0.00;16.470000;0.000000
01.896.779/0001-38;2021-01-01;6;113992;CSU DIGITAL S.A.;41516;Ordinária;;220000;R$ por Unidade;1000000;7.34;5.910000;22.000000
02.149.205/0001-69;2021-01-01;7;113901;PORTO SEGURO S.A.;41484;Ordinária;;0;R$ por Unidade;5000000;0.00;5.498340;0.000000
02.149.205/0001-69;2021-01-01;7;113901;PORTO SEGURO S.A.;41485;Ordinária;;0;R$ por Unidade;5000000;0.00;5.322750;0.000000
02.149.205/0001-69;2021-01-01;7;113901;PORTO SEGURO S.A.;41486;Ordinária;;0;R$ por Unidade;5000000;0.00;5.322750;0.000000
02.149.205/0001-69;2021-01-01;7;113901;PORTO SEGURO S.A.;41487;Ordinária;;0;R$ por Unidade;5000000;0.00;5.301500;0.000000
02.387.241/0001-60;2021-01-01;17;115500;RUMO S.A.;41898;Ordinária;;2087000;R$ por Unidade;21482277;18.79;1.160000;9.710000
02.421.421/0001-11;2021-01-01;11;115627;TIM S.A.;41943;Ordinária;;397331;R$ por Unidade;397331;12.11;0.049137;100.000000
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;41637;Ordinária;;0;R$ por Unidade;42383420;0.00;9.795984;0.000000
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;41638;Ordinária;;12638205;R$ por Unidade;38320512;44.36;9.435840;32.980261
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;41639;Ordinária;;0;R$ por Unidade;583422;0.00;1.845720;0.000000
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;41639;Preferencial;;0;R$ por Unidade;37736465;0.00;9.090672;0.000000
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;41640;Ordinária;;0;R$ por Unidade;870781;0.00;2.754813;0.000000
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;41640;Preferencial;;0;R$ por Unidade;41510761;0.00;9.999918;0.000000
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;41641;Ordinária;;0;R$ por Unidade;870530;0.00;2.754237;0.000000
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;41641;Preferencial;;706;R$ por Unidade;41510371;45.39;9.999823;0.001701
02.800.026/0001-40;2021-01-01;13;115845;COGNA EDUCAÇÃO S.A.;42018;Ordinária;;17412500;R$ por Unidade;48773702;12.61;3.000000;35.700591
02.860.694/0001-62;2021-01-01;11;126140;T4F ENTRETENIMENTO S.A.;46675;Ordinária;;0;R$ por Unidade;2000000;0.00;5.670000;0.000000
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;41964;Ordinária;;0;R$ por Unidade;116167197;0.00;10.000000;0.000000
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;41965;Ordinária;;129064700;R$ por Unidade;129073668;37.55;10.000000;99.993052
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;41966;Ordinária;;0;R$ por Unidade;137628458;0.00;10.000000;0.000000
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;41967;Ordinária;;41197800;R$ por Unidade;138802589;30.74;10.000000;0.000000
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;41968;Ordinária;;53386400;R$ por Unidade;160405239;9.33;10.000000;33.282205
02.932.074/0001-91;2021-01-01;6;114394;HYPERA S.A.;41660;Ordinária;;2700000;R$ por Unidade;4200000;31.51;1.042000;64.280000
02.932.074/0001-91;2021-01-01;6;114394;HYPERA S.A.;41661;Ordinária;;2469000;R$ por Unidade;8000000;29.22;2.000000;30.863000
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;41607;Ordinária;;0;R$ por Unidade;4708827;0.00;6.538015;0.000000
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;41608;Ordinária;;2493400;R$ por Unidade;4750200;4.29;6.726454;35.620000
03.014.553/0001-91;2021-01-01;4;114252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;41609;Ordinária;;99900;R$ por Unidade;7000000;3.88;8.945687;1.427142
03.220.438/0001-73;2021-01-01;18;115541;EQUATORIAL S.A.;41919;Ordinária;;28870100;R$ por Unidade;50110056;22.26;4.999422;57.613386
03.342.704/0001-30;2021-01-01;15;113616;PETRORECÔNCAVO S.A.;41342;Ordinária;;327822;R$ por Unidade;500000;16.84;0.201193;65.564400
03.847.461/0001-92;2021-01-01;11;115449;BRADESPAR S.A.;41887;Ordinária;;0;R$ por Unidade;970000;0.00;3.802368;0.000000
03.847.461/0001-92;2021-01-01;11;115449;BRADESPAR S.A.;41887;Preferencial;;0;R$ por Unidade;9900000;0.00;4.665304;0.000000
03.847.461/0001-92;2021-01-01;11;115449;BRADESPAR S.A.;41888;Ordinária;;0;R$ por Unidade;970000;0.00;3.802368;0.000000
03.847.461/0001-92;2021-01-01;11;115449;BRADESPAR S.A.;41888;Preferencial;;0;R$ por Unidade;9900000;0.00;4.664474;0.000000
03.853.896/0001-40;2021-01-01;6;113664;MARFRIG GLOBAL FOODS S.A.;41352;Ordinária;;650000;R$ por Unidade;9554341;15.93;1.340000;6.803200
03.853.896/0001-40;2021-01-01;6;113664;MARFRIG GLOBAL FOODS S.A.;41353;Ordinária;;4210000;R$ por Unidade;4214072;14.94;1.180000;99.903000
03.853.896/0001-40;2021-01-01;6;113664;MARFRIG GLOBAL FOODS S.A.;41354;Ordinária;;11999875;R$ por Unidade;12000000;8.42;1.930000;99.996000
03.853.896/0001-40;2021-01-01;6;113664;MARFRIG GLOBAL FOODS S.A.;41355;Ordinária;;1267000;R$ por Unidade;9456917;6.09;1.810000;13.397600
03.983.431/0001-03;2021-01-01;7;111096;EDP - ENERGIAS DO BRASIL S.A.;40573;Ordinária;;24164000;R$ por Unidade;24863880;18.91;8.100000;97.200000
03.983.431/0001-03;2021-01-01;7;111096;EDP - ENERGIAS DO BRASIL S.A.;40574;Ordinária;;1500000;R$ por Unidade;1500000;18.56;0.510000;100.000000
04.065.791/0001-99;2021-01-01;10;115571;SINQIA S.A.;41922;Ordinária;;1165722;R$ por Unidade;5241054;22.25;8.900000;22.240000
04.065.791/0001-99;2021-01-01;10;115571;SINQIA S.A.;41923;Ordinária;;1170800;R$ por Unidade;5896343;16.62;10.000000;19.860000
04.423.567/0001-21;2021-01-01;7;115717;ENEVA S.A;41974;Ordinária;;1070000;R$ por Unidade;1070000;69.44;0.340000;100.000000
04.986.320/0001-13;2021-01-01;4;111221;SER EDUCACIONAL S.A.;40687;Ordinária;;0;R$ por Unidade;4939840;0.00;9.090000;0.000000
04.986.320/0001-13;2021-01-01;4;111221;SER EDUCACIONAL S.A.;40688;Ordinária;;4230300;R$ por Unidade;5326100;15.47;9.090908;79.430000
04.986.320/0001-13;2021-01-01;4;111221;SER EDUCACIONAL S.A.;40689;Ordinária;;5482640;R$ por Unidade;5482640;16.24;8.555390;100.000000
05.197.443/0001-38;2021-01-01;17;115749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;41989;Ordinária;;258316;R$ por Unidade;21704063;58.07;10.000000;1.190000
06.164.253/0001-87;2021-01-01;26;115734;GOL LINHAS AEREAS INTELIGENTES S.A.;41983;Preferencial;;3000000;R$ por Unidade;3000000;33.84;1.096352;100.000000
06.626.253/0001-51;2021-01-01;10;115321;EMPREENDIMENTOS PAGUE MENOS S.A.;41870;Ordinária;;1040000;R$ por Unidade;1100000;9.99;0.690000;0.650000
06.948.969/0001-75;2021-01-01;3;106436;LINX S.A.;39324;Ordinária;;4950000;R$ por Unidade;8100000;20.29;4.510000;61.100000
06.948.969/0001-75;2021-01-01;3;106436;LINX S.A.;39325;Ordinária;;8135100;R$ por Unidade;10000000;24.00;6.090000;81.400000
06.977.745/0001-91;2021-01-01;16;115718;BR MALLS PARTICIPACOES S.A.;41975;Ordinária;;883200;R$ por Unidade;41597300;11.58;4.760000;2.123200
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;42024;Ordinária;;0;R$ por Unidade;18000000;0.00;3.796189;0.000000
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;42025;Ordinária;;10994600;R$ por Lote de Mil;11000000;8.63;5.550000;99.950909
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;42026;Ordinária;;4000000;R$ por Unidade;4000000;8.81;1.980000;100.000000
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;42027;Ordinária;;2904727;R$ por Unidade;2904727;9.25;2.410000;100.000000
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;42028;Ordinária;;1115100;R$ por Unidade;2900000;9.25;3.250000;38.500000
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;41671;Ordinária;;1105000;R$ por Unidade;8472614;0.00;10.000000;1.304201
07.253.321/0001-47;2021-01-01;1;105092;CARBOMIL SA MINER. E INDUSTRIA;38813;Preferencial;;0;R$ por Unidade;1;0.00;1.000000;0.000000
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;41916;Ordinária;;6113481;R$ por Lote de Mil;7000000;43.81;12.400000;87.340000
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;41917;Ordinária;;192700;R$ por Unidade;3915171;28.50;6.330000;4.920000
07.628.528/0001-59;2021-06-30;13;110463;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;40339;Ordinária;;1395700;R$ por Unidade;1395700;12.16;2.528500;100.000000
07.689.002/0001-89;2021-01-01;9;115513;EMBRAER S.A.;41909;Ordinária;;1540300;R$ por Unidade;7000000;8.80;0.950000;22.000000
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;41755;Ordinária;;380000;R$ por Unidade;7500000;20.52;2.700000;5.100000
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;41756;Ordinária;;5030700;R$ por Unidade;7500000;20.92;2.700000;67.100000
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;41757;Ordinária;;1500000;R$ por Unidade;1500000;18.89;1.670000;100.000000
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;41758;Ordinária;;1500000;R$ por Unidade;1500000;20.63;1.670000;100.000000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42003;Preferencial;Preferencial Classe A;0;R$ por Unidade;15525200;0.00;22.671962;0.000000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42004;Preferencial;Preferencial Classe A;4474800;R$ por Unidade;20000000;4.81;31.486568;22.374000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42005;Preferencial;Preferencial Classe A;814595;R$ por Unidade;7228022;4.30;10.000000;11.270000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42006;Preferencial;Preferencial Classe A;238538;R$ por Unidade;7466560;6.21;10.000000;3.190000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42007;Preferencial;Preferencial Classe A;3241915;R$ por Unidade;7778650;7.25;10.000000;41.680000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42008;Preferencial;Preferencial Classe A;8461980;R$ por Unidade;8611876;7.04;10.000000;98.250000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42009;Preferencial;Preferencial Classe A;6639106;R$ por Unidade;9275786;6.58;10.000000;71.570000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42010;Preferencial;Preferencial Classe A;8116500;R$ por Unidade;10087436;5.36;10.000000;80.460000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42011;Preferencial;Preferencial Classe A;9341300;R$ por Unidade;10131329;4.63;10.000000;92.200000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42012;Preferencial;Preferencial Classe A;10407863;R$ por Unidade;11234659;4.11;10.000000;92.640000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42013;Preferencial;Preferencial Classe A;276200;R$ por Unidade;12468037;4.56;10.000000;2.220000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42014;Preferencial;Preferencial Classe A;7320800;R$ por Unidade;12196581;4.31;10.000000;60.000000
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;41787;Ordinária;;5000000;R$ por Unidade;5000000;3.13;4.357897;100.000000
08.159.965/0001-33;2021-01-01;10;112590;IGUA SANEAMENTO S.A.;41113;Ordinária;;0;R$ por Unidade;0;0.00;0.000000;0.000000
08.294.224/0001-65;2021-01-01;8;115654;JHSF PARTICIPACOES S.A.;41953;Ordinária;;2800000;R$ por Unidade;28000000;7.17;4.084420;10.000000
08.312.229/0001-73;2021-01-01;6;115668;EZ TEC EMPREEND. E PARTICIPACOES S.A.;41961;Ordinária;;0;R$ por Unidade;9575565;0.00;10.000000;0.000000
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41862;Ordinária;;0;R$ por Unidade;15000000;0.00;5.100000;0.000000
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41863;Ordinária;;0;R$ por Unidade;15000000;0.00;5.030000;0.000000
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41864;Ordinária;;2540000;R$ por Unidade;15000000;0.00;5.210000;16.933333
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41865;Ordinária;;0;R$ por Unidade;20000000;0.00;4.503088;0.000000
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41866;Ordinária;;0;R$ por Unidade;12000000;0.00;4.120000;0.000000
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41867;Ordinária;;18314500;R$ por Lote de Mil;20000000;7.54;7.150000;91.570000
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41868;Ordinária;;15000000;R$ por Unidade;15000000;6.96;5.170000;100.000000
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41869;Ordinária;;7495100;R$ por Unidade;9730000;6.89;3.300000;77.030000
08.574.411/0001-00;2021-01-01;2;114455;PRÁTICA PRODUTOS S.A.;41672;Preferencial;Preferencial Classe B;414253;R$ por Unidade;414253;20.27;10.000000;100.000000
08.801.621/0001-86;2021-01-01;12;115487;SYN PROP & TECH S.A.;41879;Ordinária;;5893099;R$ por Unidade;5893099;14.88;10.000000;100.000000
08.801.621/0001-86;2021-01-01;12;115487;SYN PROP & TECH S.A.;41880;Ordinária;;6576068;R$ por Unidade;6576068;14.20;10.000000;100.000000
08.811.643/0001-27;2021-01-01;4;119752;TRISUL S.A.;44034;Ordinária;;0;R$ por Unidade;5000000;0.00;6.300000;0.000000
08.811.643/0001-27;2021-01-01;4;119752;TRISUL S.A.;44035;Ordinária;;600000;R$ por Unidade;5000000;11.65;6.300000;0.321510
09.041.168/0001-10;2021-01-01;10;113943;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;41501;Ordinária;;0;R$ por Unidade;5500000;0.00;10.000000;0.000000
09.041.168/0001-10;2021-01-01;10;113943;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;41502;Ordinária;;2114200;R$ por Unidade;4000000;22.90;6.100000;52.855000
09.288.252/0001-32;2021-01-01;5;114695;ANIMA HOLDING S.A.;41781;Ordinária;;6139716;R$ por Unidade;6366646;15.23;10.000000;96.000000
09.288.252/0001-32;2021-01-01;5;114695;ANIMA HOLDING S.A.;41782;Ordinária;;23700;R$ por Unidade;2443870;12.17;10.000000;0.970000
09.288.252/0001-32;2021-01-01;5;114695;ANIMA HOLDING S.A.;41783;Ordinária;;2103000;R$ por Unidade;2401661;15.19;10.000000;87.560000
09.288.252/0001-32;2021-01-01;5;114695;ANIMA HOLDING S.A.;41784;Ordinária;;12900;R$ por Unidade;2602530;15.00;10.000000;0.495672
09.305.994/0001-29;2021-01-01;9;115872;AZUL S.A.;42031;Preferencial;;81200;R$ por Lote de Mil;2000000;37.26;0.614799;4.100000
09.305.994/0001-29;2021-01-01;9;115872;AZUL S.A.;42032;Preferencial;;301008;R$ por Unidade;2000000;42.68;0.611802;15.050000
09.305.994/0001-29;2021-01-01;9;115872;AZUL S.A.;42033;Preferencial;;550000;R$ por Unidade;700000;27.12;0.220000;78.570000
09.346.601/0001-25;2021-01-01;19;115579;B3 S.A. - BRASIL, BOLSA, BALCÃO;41924;Ordinária;;22180000;R$ por Unidade;82800000;17.94;1.350000;26.790000
09.346.601/0001-25;2021-01-01;19;115579;B3 S.A. - BRASIL, BOLSA, BALCÃO;41925;Ordinária;;16613800;R$ por Unidade;21700000;53.31;1.050000;76.560000
09.346.601/0001-25;2021-01-01;19;115579;B3 S.A. - BRASIL, BOLSA, BALCÃO;41926;Ordinária;;4162800;R$ por Unidade;38500000;41.67;1.870000;10.800000
10.215.988/0001-60;2021-01-01;8;122058;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;44825;Ordinária;;0;R$ por Unidade;20349175;0.00;6.375951;0.000000
10.215.988/0001-60;2021-01-01;8;122058;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;44826;Ordinária;;0;R$ por Unidade;3037432;0.00;7.310000;0.000000
10.629.105/0001-68;2021-01-01;14;115628;PRIO S.A.;41944;Ordinária;;0;R$ por Unidade;6273477;0.00;4.692908;0.000000
10.629.105/0001-68;2021-01-01;14;115628;PRIO S.A.;41945;Ordinária;;503909;R$ por Unidade;1000000;69.00;7.497916;50.390900
10.760.260/0001-19;2021-01-01;7;114674;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;41761;Ordinária;;320000;R$ por Unidade;7255000;14.83;5.000000;4.410751
10.760.260/0001-19;2021-01-01;7;114674;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;41762;Ordinária;;1571000;R$ por Unidade;4000000;50.02;2.840000;39.275000
11.721.921/0001-60;2021-01-01;10;115667;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;41960;Ordinária;;2900;R$ por Unidade;779061;15.17;8.856467;0.372243
11.992.680/0001-93;2021-01-01;5;114692;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;41778;Ordinária;;0;R$ por Unidade;10000000;0.00;3.527735;0.000000
12.049.631/0001-84;2021-01-01;9;114003;MOURA DUBEUX ENGENHARIA S/A;41520;Ordinária;;200000;R$ por Unidade;5715759;9.00;10.000000;3.500000
12.181.987/0001-77;2021-01-01;7;114145;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;41564;Ordinária;;0;R$ por Unidade;7615547;0.00;10.000000;0.000000
13.574.594/0001-96;2021-01-01;17;115705;ZAMP SA;41971;Ordinária;;1222719;R$ por Unidade;1222719;19.79;0.540000;100.000000
14.308.514/0001-13;2021-01-01;1;105562;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;38978;Ordinária;;0;R$ por Unidade;8790;0.00;6.976200;0.000000
14.308.514/0001-13;2021-01-01;1;105562;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;38978;Preferencial;;0;R$ por Unidade;2154;0.00;6.862500;0.000000
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;40651;Preferencial;Preferencial Classe A;0;R$ por Unidade;16500000;0.00;10.000000;0.000000
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;40651;Preferencial;Preferencial Classe B;0;R$ por Unidade;33000000;0.00;10.000000;0.000000
15.141.799/0001-03;2021-01-01;8;114952;CIA FERRO LIGAS DA BAHIA - FERBASA;41830;Preferencial;;3183300;R$ por Unidade;4346400;8.07;10.000000;73.240000
16.590.234/0001-76;2021-01-01;12;114619;AZZAS 2154 S.A.;41741;Ordinária;;0;R$ por Unidade;5008278;0.00;10.000000;0.000000
16.590.234/0001-76;2021-01-01;12;114619;AZZAS 2154 S.A.;41742;Ordinária;;671800;R$ por Unidade;4482847;92.50;10.000000;14.986012
16.590.234/0001-76;2021-01-01;12;114619;AZZAS 2154 S.A.;41743;Ordinária;;60000;R$ por Unidade;4400780;43.82;10.000000;1.363394
16.590.234/0001-76;2021-01-01;12;114619;AZZAS 2154 S.A.;41744;Ordinária;;75000;R$ por Unidade;3846985;48.06;10.000000;1.949579
16.614.075/0001-00;2021-01-01;6;114519;DIRECIONAL ENGENHARIA S.A.;41698;Ordinária;;0;R$ por Unidade;8001081;0.00;10.000000;0.000000
16.614.075/0001-00;2021-01-01;6;114519;DIRECIONAL ENGENHARIA S.A.;41699;Ordinária;;3975300;R$ por Unidade;7917706;12.84;10.000000;50.207724
16.614.075/0001-00;2021-01-01;6;114519;DIRECIONAL ENGENHARIA S.A.;41700;Ordinária;;7034205;R$ por Unidade;7034205;5.75;8.937554;100.000000
16.614.075/0001-00;2021-01-01;6;114519;DIRECIONAL ENGENHARIA S.A.;41701;Ordinária;;2000000;R$ por Unidade;2000000;12.33;2.490000;100.000000
16.670.085/0001-55;2021-01-01;11;114350;LOCALIZA RENT A CAR S.A.;41634;Ordinária;;0;R$ por Unidade;50000000;0.00;8.371604;0.000000
16.670.085/0001-55;2021-01-01;11;114350;LOCALIZA RENT A CAR S.A.;41635;Ordinária;;5214600;R$ por Unidade;52500000;35.42;8.915136;9.932571
16.670.085/0001-55;2021-01-01;11;114350;LOCALIZA RENT A CAR S.A.;41636;Ordinária;;0;R$ por Unidade;45150000;0.00;8.565451;0.000000
16.811.931/0001-00;2021-01-01;6;114724;ALPHAVILLE S.A.;41792;Ordinária;;60000;R$ por Unidade;140098;24.81;3.000000;42.827164
17.167.412/0001-13;2021-01-01;5;113589;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;41330;Ordinária;;31000;R$ por Unidade;300000;5.32;0.510758;10.333333
17.167.412/0001-13;2021-01-01;5;113589;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;41330;Preferencial;Preferencial Classe A;51100;R$ por Unidade;400000;6.04;0.904849;12.775000
17.167.412/0001-13;2021-01-01;5;113589;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;41331;Ordinária;;126800;R$ por Unidade;300000;4.17;0.510641;4.226667
17.167.412/0001-13;2021-01-01;5;113589;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;41331;Preferencial;Preferencial Classe A;81100;R$ por Unidade;500000;4.96;1.130023;16.220000
17.314.329/0001-20;2021-01-01;15;115108;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;41849;Ordinária;;350000;R$ por Unidade;4911436;6.93;2.506864;7.126225
17.314.329/0001-20;2021-01-01;15;115108;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;41850;Ordinária;;5630600;R$ por Unidade;13000000;6.44;7.885109;43.312308
17.344.597/0001-94;2021-01-01;17;114072;BB SEGURIDADE PARTICIPAÇÕES S.A.;41536;Ordinária;;0;R$ por Unidade;10000000;0.00;1.489000;0.000000
