CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;2018-01-01;2018-12-31;58924949.61;Conselho de Administração;7.25;323402.30;4.50;323402.30;0.00;0.00;0.00;A contribuição previdenciária patronal e a contribuição fundiária ao FGTS incidentes sobre o salário ou pró-labore dos membros da Diretoria Executiva, do Conselho de Administração e do Conselho Fiscal do BB constam do item 13.16, em conformidade com o item "b" do subtítulo 10.2.13 do Ofício-circular/CVM/SEP/ N.º 1/2021, de 26/2/2021.;0.00;0.00;0.00;0.00;0.00;Não Aplicável.;0.00;0.00;0.00;O número de membros remunerados de cada órgão corresponde à média anual do número de membros remunerados de cada órgão apurado mensalmente, com duas casas decimais, em conformidade com o Ofício-circular/CVM/SEP/Nº 1/2021.
00.000.000/0001-91;2021-01-01;28;115866;BCO BRASIL S.A.;2018-01-01;2018-12-31;58924949.61;Diretoria Estatutária;36.33;58224897.96;41.42;28186373.35;3444285.29;0.00;0.00;A contribuição previdenciária patronal e a contribuição fundiária ao FGTS incidentes sobre o salário ou pró-labore dos membros da Diretoria Executiva, do Conselho de Administração e do Conselho Fiscal do BB constam do item 13.16, em conformidade com o item "b" do subtítulo 10.2.13 do Ofício-circular/CVM/SEP/ N.º 1/2021, de 26/2/2021.;0.00;0.00;0.00;11335954.21;0.00;A contribuição previdenciária patronal e a contribuição fundiária ao FGTS incidentes sobre a Remuneração Variável dos Administrados (RVA) constam do item 13.16, em conformidade com o item "b" do subtítulo 10.2.13 do Ofício-circular/CVM/SEP/ N.º 1/2021, de 26/2/2021.;0.00;344763.05;14913522.06;O número de membros remunerados de cada órgão corresponde à média anual do número de membros remunerados de cada órgão apurado mensalmente, com duas casas decimais, em conformidade com o Ofício-circular/CVM/SEP/Nº 1/2021.
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;2020-01-01;2020-12-31;6264166.82;Diretoria Estatutária;7.42;5093588.49;7.42;3391960.31;0.00;0.00;0.00;;0.00;1701628.18;0.00;0.00;0.00;O número de membros total e de membros remunerados foi apurado conforme Ofício Circular CVM/SEP/Nº 01/2021.Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.;0.00;0.00;0.00;
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;2020-01-01;2020-12-31;6264166.82;Conselho Fiscal;5.00;541872.10;5.00;541872.10;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;O número de membros total e de membros remunerados foi apurado conforme Ofício Circular CVM/SEP/Nº 01/2021.Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.;0.00;0.00;0.00;
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;2020-01-01;2020-12-31;6264166.82;Conselho de Administração;5.58;628706.23;5.58;628706.23;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;O número de membros total e de membros remunerados foi apurado conforme Ofício Circular CVM/SEP/Nº 01/2021.Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.;0.00;0.00;0.00;
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;2019-01-01;2019-12-31;5600723.74;Diretoria Estatutária;6.83;4366873.63;6.83;2848958.86;0.00;0.00;0.00;;0.00;1517914.77;0.00;0.00;0.00;O número de membros total e de membros remunerados foi apurado conforme Ofício Circular CVM/SEP/Nº 01/2021.Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.;0.00;0.00;0.00;
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;2019-01-01;2019-12-31;5600723.74;Conselho Fiscal;4.75;498790.47;4.75;498790.47;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;O número de membros total e de membros remunerados foi apurado conforme Ofício Circular CVM/SEP/Nº 01/2021.Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.;0.00;0.00;0.00;
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;2019-01-01;2019-12-31;5600723.74;Conselho de Administração;7.00;735059.64;7.00;735059.64;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;O número de membros total e de membros remunerados foi apurado conforme Ofício Circular CVM/SEP/Nº 01/2021.Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.;0.00;0.00;0.00;
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;2018-01-01;2018-12-31;5991853.54;Conselho Fiscal;5.00;441910.85;5.00;525042.60;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;O número de membros total e de membros remunerados foi apurado conforme Ofício Circular CVM/SEP/Nº 01/2021.Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.;0.00;0.00;0.00;
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;2018-01-01;2018-12-31;5991853.54;Diretoria Estatutária;7.92;4950519.07;7.92;3494978.82;0.00;0.00;0.00;;0.00;1445414.32;0.00;0.00;0.00;O número de membros total e de membros remunerados foi apurado conforme Ofício Circular CVM/SEP/Nº 01/2021.Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.;0.00;0.00;0.00;
00.000.208/0001-00;2021-01-01;13;115568;BRB BANCO DE BRASILIA S.A.;2018-01-01;2018-12-31;5991853.54;Conselho de Administração;5.00;599423.62;5.00;599423.62;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;O número de membros total e de membros remunerados foi apurado conforme Ofício Circular CVM/SEP/Nº 01/2021.Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.O campo Salário Pró-Labore da Diretoria Colegiada foi projetado incluindo a Gratificação Natalina. Em observância ao Ofício Circular CVM/SEP/Nº 01/2021, não são considerados os encargos sociais que são ônus do Banco.;0.00;0.00;0.00;
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2021-01-01;2021-12-31;12641770.14;Conselho de Administração;10.75;597351.74;7.75;505953.68;0.00;0.00;91398.06;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021. A presente tabela contém informações da Proposta da Administração para a 61º AGO. Não foram contabilizados três Conselheiros, que são remunerados pelo Comitê de Auditoria e Riscos Estatutário
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2021-01-01;2021-12-31;12641770.14;Diretoria Estatutária;6.75;11659240.78;6.75;4068785.85;1688953.71;0.00;1876519.56;Encargos INSS/FGTS;0.00;0.00;0.00;0.00;0.00;;995576.10;912485.10;2116920.46;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021. A presente tabela contém informações da Proposta da Administração para a 61º AGO.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2021-01-01;2021-12-31;12641770.14;Conselho Fiscal;5.00;385177.62;5.00;326421.72;0.00;0.00;58755.89;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021. A presente tabela contém informações da Proposta da Administração para a 61º AGO.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;7220898.96;Conselho Fiscal;4.42;327690.95;4.42;288520.43;0.00;0.00;39170.52;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;7220898.96;Diretoria Estatutária;6.00;6310871.99;6.00;3616698.55;631236.10;0.00;1236097.59;Encargos INSS/FGTS;0.00;0.00;0.00;0.00;0.00;;444333.11;0.00;382506.64;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;7220898.96;Conselho de Administração;11.00;582336.02;8.00;517922.28;0.00;0.00;64413.74;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021. Não foram contabilizados três Conselheiros, que são remunerados pelo Comitê de Auditoria e Riscos Estatutário.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;6663282.31;Conselho de Administração;10.92;597351.44;8.00;522274.56;0.00;0.00;75076.88;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021. Não foram contabilizados três Conselheiros, que são remunerados pelo Comitê de Auditoria e Riscos Estatutário.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;6663282.31;Diretoria Estatutária;5.67;5707520.05;5.67;3118072.85;858710.53;0.00;978346.36;Encargos INSS/FGTS;0.00;0.00;0.00;0.00;0.00;;453214.89;299175.42;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;6663282.31;Conselho Fiscal;4.75;358410.82;4.75;305022.85;0.00;0.00;53387.97;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2018-01-01;2018-12-31;7919490.75;Conselho de Administração;10.08;588596.49;8.08;501168.73;0.00;0.00;87427.76;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2018-01-01;2018-12-31;7919490.75;Conselho Fiscal;5.00;382649.66;5.00;318874.84;0.00;0.00;63774.82;Encargos INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2018-01-01;2018-12-31;7919490.75;Diretoria Estatutária;6.42;6948244.60;6.42;3831100.47;951512.86;0.00;1339692.46;Encargos INSS/FGTS;0.00;0.00;0.00;0.00;0.00;;626488.53;199450.28;0.00;O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício-Circular CVM/SEP/Nº1/2021.
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;4360415.00;Diretoria Estatutária;4.00;2361977.00;4.00;1635153.00;724373.00;0.00;2451.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;4360415.00;Conselho de Administração;9.00;669334.00;7.00;551083.00;110217.00;0.00;8034.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;4360415.00;Conselho Fiscal;5.00;457917.00;5.00;380510.00;76101.00;0.00;1306.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;4233696.00;Conselho Fiscal;5.00;492113.00;5.00;393631.00;0.00;0.00;98482.00;Encargos Sociais;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;4233696.00;Conselho de Administração;9.00;846335.00;9.00;655128.00;0.00;0.00;191207.00;Encargos Sociais;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;4233696.00;Diretoria Estatutária;4.00;2335871.00;4.00;1663640.00;251097.00;0.00;421134.00;Encargos Sociais;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2021-01-01;2021-12-31;17280180.52;Conselho de Administração;7.30;3167274.56;7.30;2530125.12;637149.44;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2021-01-01;2021-12-31;17280180.52;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2021-01-01;2021-12-31;17280180.52;Diretoria Estatutária;14.00;14112905.96;14.00;6168468.88;1731346.48;0.00;0.00;N/A;0.00;6213090.60;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;22863001.32;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;22863001.32;Diretoria Estatutária;13.00;18085608.78;13.00;5604007.32;2226658.28;0.00;0.00;N/A;0.00;10254611.28;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;22863001.32;Conselho de Administração;8.00;4777392.54;8.00;3969299.13;808093.41;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2019-01-01;2019-12-31;15491796.05;Conselho de Administração;8.00;4774699.21;8.00;4253078.53;521620.68;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2019-01-01;2019-12-31;15491796.05;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2019-01-01;2019-12-31;15491796.05;Diretoria Estatutária;13.00;10717096.84;13.00;5446364.58;2505934.01;0.00;0.00;N/A;0.00;2764798.25;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2018-01-01;2018-12-31;2531305.44;Diretoria Estatutária;2.90;1765596.92;2.90;1456937.22;308659.70;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
