CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Tipo_Obrigacao;Tipo_Garantia;Descricao_Outras_Garantias;Divida_Inferior_1_Ano;Divida_1a3Anos;Divida_3a5Anos;Divida_Superior_5Anos;Divida_Total;Observacao
00.389.481/0001-79;2021-01-01;3;114534;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2020-01-01;2020-12-31;Financiamento;Quirografárias;;2021166.00;72209794.00;0.00;0.00;74230960.00;
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;1248357.43;2496637.32;2496637.32;21162878.45;27404510.52;As informações desta tabela se baseiam nas demonstrações financeiras consolidadas auditadas do Banco Inter relativas ao exercício social encerrado em 31 de dezembro de 2020 (preparada em IFRS). O montante total indicado corresponde à soma dos valores de: (i) passivos com instituições financeiras (ii) passivos com clientes (iii) títulos emitidos e (iv) empréstimos e repasses. Apenas o saldo de empréstimos e por repasses está apresentado como "empréstimos". Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações do Banco Inter.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;10565456972.40;5235237079.26;120167307.59;2118842.41;15922980201.66;As informações desta tabela se baseiam nas demonstrações financeiras consolidadas auditadas do Banco Inter relativas ao exercício social encerrado em 31 de dezembro de 2020 (preparada em IFRS). O montante total indicado corresponde à soma dos valores de: (i) passivos com instituições financeiras (ii) passivos com clientes (iii) títulos emitidos e (iv) empréstimos e repasses. Apenas o saldo de empréstimos e por repasses está apresentado como "empréstimos". Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações do Banco Inter.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;2021-01-01;2021-12-31;Empréstimo;Quirografárias;;1240121.95;2480243.89;2480243.89;20708519.60;26909129.33;As informações desta tabela se baseiam nas Informações Contábeis Intermediárias consolidadas do Banco Inter relativas ao período de 3 meses encerrado em 31 de março de 2021 (preparada em BACEN GAAP). O montante total indicado corresponde à soma dos valores de: (i) Depósitos (ii) Captações no mercado aberto (iii) Recursos de aceites e emissão de títulos e (iv) Obrigações por empréstimos e obrigações por repasses do país. Apenas o saldo de empréstimos e obrigações por repasses do país está apresentado como "empréstimos". Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações do Banco Inter.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;2021-01-01;2021-12-31;Títulos de dívida;Quirografárias;;9306041637.17;5811852494.49;110477066.15;6304626.90;15234675824.71;As informações desta tabela se baseiam nas Informações Contábeis Intermediárias consolidadas do Banco Inter relativas ao período de 3 meses encerrado em 31 de março de 2021 (preparada em BACEN GAAP). O montante total indicado corresponde à soma dos valores de: (i) Depósitos (ii) Captações no mercado aberto (iii) Recursos de aceites e emissão de títulos e (iv) Obrigações por empréstimos e obrigações por repasses do país. Apenas o saldo de empréstimos e obrigações por repasses do país está apresentado como "empréstimos". Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações do Banco Inter.
00.545.378/0001-70;2021-01-01;2;105553;SERRA AZUL WATER PARK SA;2020-01-01;2020-12-31;Financiamento;Garantia Real;;497811.22;1293491.15;1293491.15;2748668.39;5833461.91;
00.545.378/0001-70;2021-01-01;2;105553;SERRA AZUL WATER PARK SA;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;7118690.73;730530.59;55210.56;2426251.22;10330683.10;
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;76666666.66;153333333.32;0.00;0.00;229999999.98;
00.644.907/0001-93;2021-01-01;1;105249;INVESTCO S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;5108.00;8337.00;7056.00;78090.00;98591.00;
00.776.574/0001-56;2021-01-01;15;115623;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;429057827.68;1364193906.75;2463373171.64;3114379600.07;7371004506.14;
00.776.574/0001-56;2021-01-01;15;115623;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;1896833.69;0.00;0.00;389137984.97;391034818.66;
00.864.214/0001-06;2021-01-01;13;115599;ENERGISA S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;992832262.69;662548960.88;37114285.72;0.00;1692495509.29;
00.864.214/0001-06;2021-01-01;13;115599;ENERGISA S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;2995376169.10;2259494269.89;167277175.64;313035777.04;5735183391.67;
00.864.214/0001-06;2021-01-01;13;115599;ENERGISA S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;51476988.78;148441084.11;206147152.82;2105026947.26;2511092172.97;
00.864.214/0001-06;2021-01-01;13;115599;ENERGISA S.A.;2020-01-01;2020-12-31;Financiamento;Quirografárias;;10266715.95;12913774.61;1196931.08;0.00;24377421.64;
00.864.214/0001-06;2021-01-01;13;115599;ENERGISA S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;452803561.26;423634883.72;0.00;0.00;876438444.98;
00.864.214/0001-06;2021-01-01;13;115599;ENERGISA S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;1327610327.19;3381847639.87;3011015844.54;1779905060.09;9500378871.69;
00.897.864/0001-58;2021-01-01;2;104591;SANTA CATARINA PART INVEST SA;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;3600.00;0.00;0.00;7979250577.24;7979254177.24;
00.924.429/0001-75;2021-01-01;2;108092;FERROVIA CENTRO-ATLANTICA S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;0.00;0.00;0.00;0.00;0.00;Os passivos não têm natureza de empréstimo, financiamento e títulos de dívida
00.938.574/0001-05;2021-01-01;3;114104;CONC RIO-TERESOPOLIS S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;37258205.32;0.00;8912227.91;0.00;46170433.23;Demonstrativo das obrigações:Financiamentos e debêntures R$ 23.387.499,85Provisão para manutenção R$ 655.885,26Obrigações fiscais e sociais (CP) R$ 13.214.820,21Provisão pra contingências R$ 8.912.227,91Ao financiamento contraído junto ao BNDES, foram dados como garantia, cartas de fiança emitida pelo Banco Santander (Brasil) S.A. com vencimento em 10/01/2017, substituída por nova carta de fiança emitida pelo Banco ABC Brasil S.A., com vencimento em 15 de janeiro de 2020, cessão fiduciária de créditos, criação de conta reserva no valor correspondente a 3 (três) PMT's e penhor de 15,37%, das ações da Companhia.
00.974.211/0001-25;2021-01-01;4;114592;LINHA AMARELA S.A. - LAMSA;2020-01-01;2020-12-31;Títulos de dívida;Garantia Real;;32226833.33;61768097.52;67139236.50;45654680.82;206788848.17;
01.027.058/0001-91;2021-01-01;13;115666;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2020-01-01;2020-12-31;Financiamento;Quirografárias;;22356089.26;67666863.43;0.00;0.00;90022952.69;As informações acima referem-se às demonstrações financeiras consolidadas da Companhia. O total demonstrado na tabela acima considera o saldo das rubricas Empréstimos e Financiamentos, conforme apresentado nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social findo em 31 de dezembro de 2020.
01.027.058/0001-91;2021-01-01;13;115666;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;18603594.47;8835985503.73;0.00;0.00;8854589098.20;As informações acima referem-se às demonstrações financeiras consolidadas da Companhia. O total demonstrado na tabela acima considera o saldo das rubricas Empréstimos e Financiamentos, conforme apresentado nas demonstrações financeiras consolidadas da Companhia referentes ao exercício social findo em 31 de dezembro de 2020.
01.083.200/0001-18;2021-01-01;10;115675;NEOENERGIA S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;1342575142.61;2419456384.07;2124206806.44;703017855.82;6589256188.94;
01.083.200/0001-18;2021-01-01;10;115675;NEOENERGIA S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;608991616.53;1352183421.39;998688198.89;3004342022.57;5964205259.38;
01.083.200/0001-18;2021-01-01;10;115675;NEOENERGIA S.A.;2020-01-01;2020-12-31;Financiamento;Quirografárias;;127160390.25;276438758.06;298985581.28;416469959.22;1119054688.81;
01.083.200/0001-18;2021-01-01;10;115675;NEOENERGIA S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;1150256399.62;4046825521.23;3071281681.16;1856474747.87;10124838349.88;
01.104.937/0001-70;2021-01-01;5;114681;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;34350000.00;10411000.00;0.00;0.00;44761000.00;
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Flutuante;;36560297.73;67525726.14;1650000.00;0.00;105736023.87;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;28088638.80;42724824.79;437040.00;0.00;71250503.59;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;2020-01-01;2020-12-31;Financiamento;Quirografárias;;27370374.82;44214766.39;493333.33;0.00;72078474.54;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Flutuante;;14852689.66;21041310.34;0.00;0.00;35894000.00;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Flutuante;;31913710.02;55573299.05;3754389.00;0.00;91241398.07;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;Financiamento;Garantia Real;;12301194.15;25525614.28;1442979.23;0.00;39269787.66;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;Financiamento;Quirografárias;;17997096.82;15641856.10;1847863.33;0.00;35486816.25;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.107.327/0001-20;2021-01-01;3;115844;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;Títulos de dívida;Garantia Flutuante;;43864000.00;132044465.12;60468534.88;0.00;236377000.00;As garantias reais correspondem a contratos com garantias de bens reais, as garantias flutuantes correspondem a cessão de recebíveis e garantias quirografárias correspondem a obrigações clean, ou seja, sem qualquer garantia.
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;2020-01-01;2020-12-31;Empréstimo;Outras garantias ou privilégios;Fidejussória;206767338.69;4716775.20;10110691.35;1799189.00;223393994.24;-
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;74125308.69;81333001.21;87540168.28;0.00;242998478.18;-
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;2020-01-01;2020-12-31;Financiamento;Quirografárias;;317530899.50;173485575.65;319810816.13;0.00;810827291.28;-
01.258.944/0001-26;2021-01-01;4;115354;RUMO MALHA SUL S.A.;2020-01-01;2020-12-31;Títulos de dívida;Outras garantias ou privilégios;Fidejussória;0.00;0.00;0.00;0.00;0.00;-
01.319.044/0001-41;2021-01-01;1;103915;WTC AMAZONAS SUITE HOTEL S.A.;2020-01-01;2020-12-31;Títulos de dívida;Garantia Flutuante;;997120736.00;0.00;0.00;0.00;997120736.00;
01.417.222/0001-77;2021-01-01;5;114007;MRS LOGISTICA S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;253532095.64;545783905.27;0.00;0.00;799316000.91;
01.417.222/0001-77;2021-01-01;5;114007;MRS LOGISTICA S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;127555826.81;119462905.47;48769119.60;107261140.46;403048992.34;
01.417.222/0001-77;2021-01-01;5;114007;MRS LOGISTICA S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;395186847.14;632447011.26;722861785.75;0.00;1750495644.15;
01.543.032/0001-04;2021-01-01;13;113815;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;72988229.43;77777140.79;0.00;0.00;150765370.22;
01.543.032/0001-04;2021-01-01;13;113815;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;2295224653.07;199999999.98;0.00;0.00;2495224653.05;
01.543.032/0001-04;2021-01-01;13;113815;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;2020-01-01;2020-12-31;Financiamento;Quirografárias;;53502533.17;76077041.51;22326830.92;23407400.37;175313805.97;
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Flutuante;;126862.00;39069.00;104519.00;0.00;270450.00;
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;681772.00;681772.00;251820.00;0.00;1615364.00;
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;2020-01-01;2020-12-31;Títulos de dívida;Outras garantias ou privilégios;Garantia Subordinada ou sem Subordinação;349310.00;118066.00;0.00;0.00;467376.00;
01.545.826/0001-07;2021-01-01;8;114205;GAFISA S.A.;2020-01-01;2020-12-31;Títulos de dívida;Quirografárias;;309042.00;34648.00;0.00;0.00;343690.00;
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;59629000.00;25335000.00;41096000.00;115961000.00;242021000.00;Observação: As informações desta tabela se baseiam nas demonstrações financeiras consolidadas auditadas da Companhia relativas a 31 de dezembro de 2020. O montante total indicado corresponde à soma dos valores de Empréstimos, financiamentos, debêntures e Instrumentos derivativos, líquidos ( circulante e não circulante). Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia. Foram considerados "empréstimos" os valores relativos a arrendamento mercantil (circulante e não circulante) e "financiamento" o saldo remanescente de empréstimos, financiamentos e debêntures (circulante e não circulante).
01.599.101/0001-93;2021-01-01;27;115071;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2020-01-01;2020-12-31;Financiamento;Garantia Real;;7502000.00;117504000.00;195705000.00;36735000.00;357446000.00;Observação: As informações desta tabela se baseiam nas demonstrações financeiras consolidadas auditadas da Companhia relativas a 31 de dezembro de 2020. O montante total indicado corresponde à soma dos valores de Empréstimos, financiamentos, debêntures e Instrumentos derivativos, líquidos ( circulante e não circulante). Para fins da tabela acima, foram considerados os prazos de vencimento das respectivas obrigações da Companhia. Foram considerados "empréstimos" os valores relativos a arrendamento mercantil (circulante e não circulante) e "financiamento" o saldo remanescente de empréstimos, financiamentos e debêntures (circulante e não circulante).
01.616.929/0001-02;2021-01-01;9;113851;SANEAMENTO DE GOIAS SA;2020-01-01;2020-12-31;Empréstimo;Garantia Real;;268047000.00;593541000.00;111234000.00;100097000.00;1072919000.00;As informações acima se referem às demonstrações financeiras consolidadas da Companhia. Os valores acima descritos referem-se a posição Bruta das obrigações, não sendo abatidos de contas redutoras como custos de transações, cotas subordinadas do FIDC IV e outros ajustes contábeis.As dívidas com garantias reais constituem direito sobre ativos da emissora/devedora foram classificadas como dívidas com garantia real.
01.838.723/0001-27;2021-01-01;11;111776;BRF S.A.;2020-01-01;2020-12-31;Empréstimo;Quirografárias;;844765.00;2082944.00;881358.00;3759991.00;7569058.00;As informações prestadas neste item se referem às informações financeiras intermediárias consolidadas da Companhia.Para segregação das obrigações da Companhia, foram levados em consideração os seguintes critérios:(i) foram consideradas dívidas com garantia real todas as dívidas garantidas por garantia real, assim entendidas a hipoteca e o penhor, dentre outras garantias reais(ii) foram consideradas dívidas quirografárias todas as dívidas que não possuem garantia ou que possuem garantia fidejussória, assim entendidas a garantia de aval e a fiança, dentre outras garantias fidejussórias e (iii) a Companhia não possui dívidas com garantia flutuante.
