CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Aumento;Data_Deliberacao;Orgao_Deliberacao_Aumento;Data_Emissao;Valor_Total_Emissao;Tipo_Subscricao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes;Subscricao_Capital_Anterior;Fator_Cotacao;Preco_Emissao;Criterio_Determinacao_Preco_Emissao;Forma_Integralizacao
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;341072;2021-07-02;Assembleia Geral Extraordinária;2020-07-02;903372.50;Subscrição particular;1806745;0;1806745;0.71350873;R$ por Unidade;0.50000000;Valor Patrimonial;Moeda nacional ou capitalização de créditos dos subscritores contra a Companhia.
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;341073;2021-07-26;Reunião do Conselho de Administração;2021-07-26;1000300752.88;Subscrição pública;60150376;0;60150376;784.46811039;R$ por Unidade;16.63000000;O preço de emissão foi aferido conforme o resultado do Procedimento de Bookbuilding, com base nas indicações de interesse em função da qualidade e quantidade de demanda (por volume e preço) coletada junto a investidores institucionais durante o Procedimento de Bookbuilding sendo, portanto, realizado em consonância com o disposto no artigo 23, parágrafo 1º, e no artigo 44, ambos da Instrução CVM 400, e no inciso III do artigo 170 da Lei das Sociedades por Ações.;Moeda corrente nacional.
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;332595;2019-01-31;AGE;2019-01-31;200000.00;Subscrição particular;3309605;6619210;9928815;47.22638402;R$ por Unidade;0.02014340;;
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;332596;2020-02-28;AGE;2020-02-28;150000.00;Subscrição particular;2482204;4964408;7446612;24.05804600;R$ por Unidade;0.02000000;;
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;332597;2021-02-12;AGE;2021-02-12;60000.00;Subscrição particular;992881;1985762;2978643;7.75702422;R$ por Unidade;0.02014340;;Moeda corrente nacional.
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;332598;2021-04-20;AGE;2021-04-20;145000.00;Subscrição particular;2399463;4798926;7198389;17.39668161;R$ por Unidade;0.02014340;;
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;332599;2022-02-09;AGE;2022-02-09;180000.00;Subscrição particular;2978644;5957288;8935932;18.39564996;R$ por Unidade;0.02014340;;
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;341878;2018-01-11;Assembleia Geral Extraordinária;2018-01-11;1594666570.00;Subscrição particular;29528808;8232412;37761220;0.00000000;R$ por Unidade;37.10000000;A cotação média das ações ON na BM&F-BOVESPA obtida nos últimos 120 pregões, no período de 20 de julho de 2015 a 01 de agosto de 2017, foi de R$ 37,10 (trinta e sete reais e dez centavos).A cotação média das ações PN na BM&F-BOVESPA alcançada nos últimos 20 pregões, no período de 25 de julho a 21 de agosto de 2017, foi de R$ 28,68 (vinte e oito reais e sessenta e oito centavos);
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;341879;2019-10-31;Assembléia Geral Extraordinária;2020-04-24;1512672329.88;Subscrição particular;10184492;8074780;18259272;0.00000000;R$ por Unidade;0.00000000;Deságio de 20% sobre o preço base calculado mediante a ponderação da cotação pelo volume de ações negociado nos últimos 120 pregões, conforme Proposta da Administração para AGE de 31.10.2019.;União: utilização dos recursos de Adiantamento para Futuro Aumento de Capital. Outros acionistas: pagamento a vista.
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;337655;2013-11-28;Assembléia Geral Extraordinária;2013-11-28;18000000.00;Subscrição particular;225000000;0;225000000;8.26858474;R$ por Unidade;0.08000000;Critério de valor de mercado das ações apurado com base nos 30 (trinta) pregões da BM&FBOVESPA S.A. -Bolsa de Valores, Mercadorias e Futuros anteriores à data de realização da Reunião doConselho de Administração realizada em 11/11/2013.;As ações foram integralizadas mediante capitalização de aportes para futuro aumento de capital realizado pela acionista controladora. Os demais acionistas terão o direito de preferência na subscrição das novasações, nos termos do artigo 171 da Lei das S.A..
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338311;2018-04-26;Conselho de Administração;2018-04-26;541463439.00;Subscrição pública;0;29268294;29268294;173.62000000;R$ por Unidade;18.50000000;A integralização foi em dinheiro (moeda corrente nacional), oriundo da Oferta Pública Primária de Ações do Banco Inter S.A.;Pricing da Oferta Pública de Ações de Emissão do Banco Inter S.A.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338312;2018-08-31;Conselho de Administração;2018-08-31;10079921.46;Subscrição particular;425093;418549;843642;1.18000000;R$ por Unidade;11.94810294;Com utilização de crédito dos juros sobre capital próprio distribuídos em 26/06/2018 pelo Banco ou com recursos próprios, à vista.;O preço de emissão por ação foi fixado com base na média ponderada das cotações das ações preferenciais no mercado nos últimos 10 pregões anteriores à data da deliberação, ou seja, 26/06/2018, com aplicação de deságio de 20%.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338313;2018-09-25;Conselho de Administração;2018-09-25;1723534.81;Subscrição particular;0;333432;333432;0.19960000;R$ por Unidade;5.16000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338314;2018-09-25;Conselho de Administração;2018-09-25;127435.57;Subscrição particular;0;23100;23100;0.01480000;R$ por Unidade;5.51000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338315;2018-09-25;Conselho de Administração;2018-09-25;468655.20;Subscrição particular;0;84240;84240;0.05430000;R$ por Unidade;5.56000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338316;2019-04-15;Conselho de Administração;2019-04-15;261096.60;Subscrição particular;0;49098;49098;0.03020000;R$ por Unidade;5.32000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338317;2019-04-15;Conselho de Administração;2019-04-15;36483.14;Subscrição particular;0;7114;7114;0.00420000;R$ por Unidade;5.13000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338318;2019-04-15;Conselho de Administração;2019-04-15;329202.12;Subscrição particular;0;66911;66911;0.03800000;R$ por Unidade;4.92000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338319;2019-07-29;Conselho de Administração;2019-07-30;1247688000.00;Subscrição pública;31200000;62400000;93600000;144.00000000;R$ por Unidade;13.33000000;A integralização foi em dinheiro (moeda corrente nacional), oriundo da Oferta Pública Primária de Ações do Banco Inter S.A.;Pricing da Oferta Pública de Ações de Emissão do Banco Inter S.A.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338320;2019-10-30;Conselho de Administração;2019-10-30;269094.61;Subscrição particular;101204;202408;303612;0.01270000;R$ por Unidade;0.89000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338321;2019-10-30;Conselho de Administração;2019-10-30;119142.20;Subscrição particular;49972;99944;149916;0.00560000;R$ por Unidade;0.79000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338322;2019-10-30;Conselho de Administração;2019-10-30;1566205.62;Subscrição particular;641668;1283336;1925004;0.07410000;R$ por Unidade;0.81000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338323;2020-04-02;Conselho de Administração;2020-04-02;1409753.22;Subscrição particular;589832;1179664;1769496;0.06662000;R$ por Unidade;0.80000000;O critério utilizado para determinação do preço de emissão foi fixado com base nos Planos de Opções de Ações, aprovados em Assembleias Gerais nas datas de 24.02.2012, 30.09.2016 e 05.02.2018.;A integralização foi em dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338324;2020-06-29;Conselho de Administração;2020-06-29;6704245.40;Subscrição particular;779201;0;779201;0.31660000;R$ por Unidade;8.60400000;O critério utilizado para determinação do preço de emissão por ação ordinária foi fixado com base na média das cotações das ações ordinárias apuradas no fechamento dos últimos dez pregões do segmento especial de negociação da B3 S.A. - Brasil, Bolsa, Balcão ("B3"), denominado "Nível 2", do dia 12 ao dia 25 de junho de 2020, com a aplicação de um deságio de 20% (vinte por cento). O aumento de capital foi homologado pelo Conselho de Administração do Banco em 31/08/2020 e pelo Banco Central em 03/09/2020.;A integralização se deu em créditos oriundos de juros sobre o capital próprio declarados pelo Banco em 29 de junho de 2020 e/ou dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338325;2020-06-29;Conselho de Administração;2020-06-29;7122271.82;Subscrição particular;0;723514;723514;0.33630000;R$ por Unidade;9.84400000;O critério utilizado para determinação do preço de emissão por ação preferencial foi fixado com base na média das cotações das ações preferenciais apuradas no fechamento dos últimos dez pregões do segmento especial de negociação da B3 S.A. - Brasil, Bolsa, Balcão ("B3"), denominado "Nível 2", do dia 12 ao dia 25 de junho de 2020, com a aplicação de um deságio de 20% (vinte por cento). O aumento de capital foi homologado pelo Conselho de Administração do Banco em 31/08/2020 e pelo Banco Central em 03/09/2020.;A integralização se deu em créditos oriundos de juros sobre o capital próprio declarados pelo Banco em 29 de junho de 2020 e/ou dinheiro (moeda corrente nacional).
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338326;2020-09-03;Conselho de Administração;2020-09-03;1166248787.00;Subscrição pública;16838900;39150000;55988900;54.72150000;R$ por Unidade;20.83000000;A integralização foi em dinheiro (moeda corrente nacional), oriundo da Oferta Pública Primária de Ações do Banco Inter S.A.;Pricing da Oferta Pública de Ações de Emissão do Banco Inter S.A.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;338327;2021-06-24;Conselho de Administração;2021-06-24;5499999970.24;Subscrição pública;143017604;142252104;285269708;166.79350000;R$ por Unidade;19.28000000;Pricing da Oferta Pública de Ações de Emissão do Banco Inter S.A;A integralização foi em dinheiro (moeda corrente nacional), oriundo da Oferta Pública Primária de Ações do Banco Inter S.A.
00.545.378/0001-70;2021-01-01;2;105553;SERRA AZUL WATER PARK SA;314362;2017-01-01;Não aplicável;2013-01-01;0.01;Subscrição particular;29188116;0;29188116;0.00000000;R$ por Unidade;0.00000001;Não apliável;Não houve aumento do Capital Social
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337778;2008-07-08;AGE;2008-07-08;29850000.00;Subscrição particular;561095;0;561095;31.35000000;R$ por Unidade;53.20000000;Expectativa de rentabilidade futura.;Engevix Engenharia integralizou as ações em moeda corrente.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337779;2008-10-17;AGE;2008-10-17;9921000.00;Subscrição particular;186499;0;186499;7.93000000;R$ por Unidade;53.20000000;Expectativa de rentabilidade futura.;R$500 mil mediante a utilização de adiantamento para futuro aumento de capital ocorrido em setembro de 2008 e o restante em moeda corrente nacional.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337780;2008-12-11;AGE;2008-12-11;23000000.00;Subscrição particular;432331;0;432331;17.04000000;R$ por Unidade;53.20000000;Expectativa de rentabilidade futura.;R$12.500 mil mediante a utilização de adiantamento para futuro aumento de capital ocorrido em dezembro de 2008 e o restante em moeda corrente nacional.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337781;2009-02-18;AGE;2009-02-18;20000000.00;Subscrição particular;375940;0;375940;12.66000000;R$ por Unidade;53.20000000;Expectativa de rentabilidade futura.;Jackson integralizou as ações em moeda corrente.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337782;2010-07-23;AGE;2010-07-23;42301000.00;Subscrição particular;795135;0;795135;23.76000000;R$ por Unidade;53.20000000;Expectativa de rentabilidade futura.;integralizados pela Jackson da seguinte forma: (i) R$15.150 mil mediante a utilização de AFAC's (ii) R$2.619,62 mil, com a quitação de um mútuo existente entre nós e a Jackson (iii) R$231,55 mil, em moeda corrente nacional, integralizado da seguinte forma (a) R$230,382 mil em 23 de julho de 2010 e (b) 1,170 mil integralizado no dia 26 de julho de 2010 (iv) R$22.683,65 mil mediante a utilização de lucros acumulados (v) R$1.170,83 mil, com a utilização de reserva legal e (vi) R$445,52 mil por meio da utilização de reserva do ajuste da Lei nº 11.638.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337783;2010-09-30;AGE;2010-09-30;23038.00;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337784;2010-09-30;AGE;2010-09-30;33161284.00;Sem emissão de ações;0;0;0;0.00000000;R$ por Unidade;0.00000000;;
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337785;2010-09-30;AGE;2010-09-30;79755600.00;Subscrição particular;32000000;0;32000000;238.90000000;R$ por Unidade;2.49000000;Expectativa de rentabilidade futura.;Aporte feito pelo FIP Desenvix
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337786;2010-09-30;AGE;2010-09-30;433647000.00;Subscrição particular;539000000;0;539000000;383.28000000;R$ por Unidade;0.80450000;Não aplicável.;Incorporação da Cevix.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337787;2012-03-08;AGE;2012-03-08;120000000.00;Subscrição particular;7439555;0;7439555;7.43955500;R$ por Unidade;16.12999702;Não aplicável.;Aporte feito pela SN Power.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337788;2013-12-11;AGE;2013-12-11;60000000.00;Subscrição particular;9562167;0;9562167;8.90004337;R$ por Unidade;6.27472791;Preço fixado com base no valor do patrimônio líquido registrado nas Demonstrações Financeiras da Companhia de setembro de 2013, nos termos do artigo 170, §1º, II da Lei das S.A..;Conforme consta do Boletim de Subscrição, parte integrante da Ata da AGE como seu Anexo I, as ações emitidas neste ato são subscritas na proporção do capital detido por seus acionistas nesta data. A integralização ocorrerá também na proporção mencionada anteriormente, em duas parcelas de igual valor, nas datas 05.02.2014 e 05.12.2014.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337789;2015-05-12;AGE;2015-05-12;35999997.47;Subscrição particular;6118955;0;6118955;5.22979910;R$ por Unidade;5.88335712;Com base no valor do patrimônio líquido registrado nas Demonstrações Financeiras da Companhia de setembro de 2014, nos termos do artigo 170, §1º, II da Lei das S.A.;Aporte de capital. O acionista CAIXA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES CEVIX, fundo de investimento em participações constituído sob forma de condomínio fechado, inscrito no CNPJ/MF sob o nº 11.283.444/0001-06, neste ato representado por seu Administrador CAIXA ECONÔMICA FEDERAL, instituição financeira constituída sob a forma de empresa pública, regendo-se pelo Estatuto aprovado pelo Decreto n.º 7.973, de 28 de março de 2013, com sede na Cidade Brasília, Distrito Federal, por meio de sua Vice-Presidência de Gestão de Ativos de Terceiros, situada na Cidade de São Paulo, Estado de São Paulo, na Avenida Paulista, nº 2.300, 11º andar, inscrita no CNPJ/MF sob o nº 00.360.305/0001-04, renunciou seu direito de preferência em favor dos subscritores acima mencionados.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337790;2015-07-13;AGE;2015-07-13;118999999.31;Subscrição particular;20226547;0;20226547;16.42822919;R$ por Unidade;5.88335712;Com base no valor do patrimônio líquido registrado nas Demonstrações Financeiras da Companhia de setembro de 2014, nos termos do artigo 170, §1º, II da Lei das S.A.;Conforme consta do Boletim de Subscrição, parte integrante da Ata da AGE como seu Anexo I, as ações emitidas neste ato são subscritas na proporção do capital detido por seus acionistas nesta data.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337791;2018-12-14;AGE;2018-12-14;420000000.00;Subscrição particular;75023470;0;75023470;52.33688337;R$ por Unidade;5.61000000;Fixado com base no valor do patrimônio líquido registrado nas Demonstrações Financeiras da Companhia de setembro de 2018, nos termos do artigo 170, parágrafo 1º, II da Lei das S.A.;Em moeda corrente nacional.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337792;2021-01-14;AGE;2021-02-05;369999999.09;Subscrição particular;59012693;0;0;0.00000000;R$ por Unidade;0.00000000;;
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337793;2021-06-24;Conselho de Administração;2021-08-05;169999998.62;Subscrição particular;30149883;0;30149883;0.00000000;R$ por Unidade;5.63849613;;
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337794;2021-12-15;Conselho de Administração;2022-01-14;259999998.49;Subscrição particular;45290658;0;45290658;0.00000000;R$ por Unidade;5.74069819;;
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;337795;2022-03-11;AGE;2022-03-11;688740061.39;Subscrição particular;101507473;0;101507473;35.62354629;R$ por Unidade;6.78511681;Fixado com base no valor do patrimônio líquido registrado nas Demonstrações Financeiras da Companhia de 30 de setembro de 2021, nos termos do artigo 170, §1º, II da Lei das S.A.;Em moeda corrente nacional.
00.776.574/0001-56;2021-01-01;15;115623;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;341818;2017-03-25;Assembleia Geral Extraordinária;2017-03-25;1210000000.00;Subscrição particular;110000000;0;110000000;32.12020591;R$ por Unidade;11.00000000;O preço de emissão foi fixado nos termos do Art. 170, §1º, III da Lei 6.404/76 ("LSA"), com base na média das cotações das ações da Companhia nos 15 pregões da BM&FBOVESPA S.A. - Bolsa de Valores Mercadorias e Futuros ("BM&FBOVESPA") anteriores à data da proposta da administração, ponderada por volume de negociação, no período de 06 de fevereiro de 2017 a 08 de março de 2017, inclusive, com desconto de 14,5% sobre o valor apurado.;As ações emitidas no âmbito do aumento de capital deverão ser integralizadas à vista, em moeda corrente nacional, no ato da subscrição.
00.776.574/0001-56;2021-01-01;15;115623;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;341819;2017-09-29;Conselho de Administração;2017-09-29;14257385.92;Subscrição particular;1063714;0;1063714;0.23454246;R$ por Unidade;13.40000000;Aprovado por unanimidade o aumento de capital da Companhia em R$ 14.257.385,92 com a consequente emissão de 1.063.714 ações ordinárias da Companhia, em razão do exercício de opções outorgadas no âmbito do Programa de Opção de Compra de Ações da Companhia aprovado em 31 de agosto de 2011 e nos termos do disposto no art. 166, III da Lei nº 6404/76.;Dinheiro
00.776.574/0001-56;2021-01-01;15;115623;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;341820;2017-12-29;Conselho de Administração;2017-09-29;1852944.84;Subscrição particular;196409;0;196409;0.04328824;R$ por Unidade;9.43000000;Aprovado por unanimidade o aumento de capital da Companhia em R$ 1.852.944,84 com a consequente emissão de 196.409 ações ordinárias da Companhia, em razão do exercício de opções outorgadas no âmbito do Programa de Opção de Compra de Ações da Companhia aprovado em 31 de agosto de 2011 e nos termos do disposto no art. 166, III da Lei nº 6404/76.;Dinheiro
