CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Sigla_Classe_Acoes_Preferenciais;Classe_Acoes_Preferenciais;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao
02.724.983/0001-34;2021-01-01;2;111303;SANESALTO SANEAMENTO S.A.;PNA;Preferencial Classe A;0;0.000000
02.762.113/0001-50;2021-01-01;4;108238;BRAZILIAN FINANCE E REAL ESTATE S.A.;PNA;Preferencial Classe A;0;0.000000
02.762.113/0001-50;2021-01-01;4;108238;BRAZILIAN FINANCE E REAL ESTATE S.A.;PNB;Preferencial Classe B;0;0.000000
02.773.542/0001-22;2021-01-01;10;115903;OPEA SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
02.796.775/0001-40;2021-01-01;3;114439;GAMA PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;PNA;Preferencial Classe A;0;0.000000
02.992.449/0001-09;2021-01-01;2;114442;PROMPT PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
02.998.611/0001-04;2021-01-01;10;119216;ISA ENERGIA BRASIL;PNA;Preferencial Classe A;0;0.000000
03.303.999/0001-36;2021-01-01;3;114866;DTCOM - DIRECT TO COMPANY S.A.;PNA;Preferencial Classe A;0;0.000000
03.758.318/0001-24;2021-01-01;18;114636;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;PNA;Preferencial Classe A;0;0.000000
03.767.538/0001-14;2021-01-01;8;114910;BRAZILIAN SECURITIES CIA SECURITIZACAO;PNA;Preferencial Classe A;0;0.000000
03.795.050/0001-09;2021-01-01;3;114046;TERMOPERNAMBUCO S.A.;PNA;Preferencial Classe A;0;0.000000
03.802.115/0001-98;2021-01-01;12;114530;CLEAR SALE S.A.;PNA;Preferencial Classe A;0;0.000000
03.847.461/0001-92;2021-01-01;11;115449;BRADESPAR S.A.;PNA;Preferencial Classe A;0;0.000000
03.953.509/0001-47;2021-01-01;2;114180;CPFL GERACAO DE ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
04.032.433/0001-80;2021-01-01;9;115496;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
04.038.763/0001-82;2021-01-01;5;115010;CAIANDA PARTICIPACOES S.A.;PNB;Preferencial Classe B;1373254;0.000000
04.089.570/0001-50;2021-01-01;5;115238;ÁGUAS GUARIROBA S.A;PNA;Preferencial Classe A;0;0.000000
04.149.454/0001-80;2021-01-01;28;114760;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;PNA;Preferencial Classe A;0;0.000000
04.172.213/0001-51;2021-01-01;7;114232;CIA PIRATININGA DE FORCA E LUZ;PNA;Preferencial Classe A;0;0.000000
04.233.319/0001-18;2021-01-01;4;115068;NCF PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
04.370.282/0001-70;2021-01-01;8;114635;COPEL GERAÇÃO E TRANSMISSÃO S.A.;PNA;Preferencial Classe A;0;0.000000
04.437.534/0001-30;2021-01-01;2;111127;LOCAMÉRICA RENT-A-CAR S.A.;PNA;Preferencial Classe A;0;0.000000
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNA;Preferencial Classe A;1820804;0.080000
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNB;Preferencial Classe B;1085371;0.050000
04.895.728/0001-80;2021-01-01;3;115483;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;PNC;Preferencial Classe C;1085346;0.050000
04.913.711/0001-08;2021-01-01;11;114447;BCO ESTADO DO PARA S.A.;PNA;Preferencial Classe A;0;0.000000
05.336.882/0001-84;2021-01-01;2;109027;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
06.057.223/0001-71;2021-01-01;18;115525;SENDAS DISTRIBUIDORA S.A.;PNA;Preferencial Classe A;0;0.000000
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;PNA;Preferencial Classe A;470537;37.970000
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;PNB;Preferencial Classe B;617046;37.955000
06.977.745/0001-91;2021-01-01;16;115718;BR MALLS PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
06.981.176/0001-58;2021-01-01;8;115711;CEMIG GERACAO E TRANSMISSAO S.A.;PNA;Preferencial Classe A;0;0.000000
07.043.628/0001-13;2021-01-01;2;114421;CLARO TELECOM PARTICIPAÇÕES S.A.;PNA;Preferencial Classe A;0;0.000000
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;PNA;Preferencial Classe A;17664694;62.523915
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;PNB;Preferencial Classe B;1534238;99.972372
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;PNA;Preferencial Classe A;0;0.000000
07.237.373/0001-20;2021-01-01;17;114093;BCO NORDESTE DO BRASIL S.A.;PNA;Preferencial Classe A;0;0.000000
07.253.321/0001-47;2021-01-01;1;105092;CARBOMIL SA MINER. E INDUSTRIA;PNA;Preferencial Classe A;66000;100.000000
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;PNA;Preferencial Classe A;226530;13.550000
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;PNB;Preferencial Classe B;536835;32.100000
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;PNC;Preferencial Classe C;908881;54.350000
07.526.557/0001-00;2021-01-01;12;114809;AMBEV S.A.;PNA;Preferencial Classe A;0;0.000000
07.857.093/0001-14;2021-01-01;6;112297;AURA MINERALS INC.;PNA;Preferencial Classe A;0;0.000000
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;PNA;Preferencial Classe A;63519148;84.330664
07.976.147/0001-60;2021-01-01;6;109855;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;PNA;Preferencial Classe A;0;0.000000
08.159.965/0001-33;2021-01-01;10;112590;IGUA SANEAMENTO S.A.;PNA;Preferencial Classe A;0;0.000000
08.294.224/0001-65;2021-01-01;8;115654;JHSF PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;PNA;Preferencial Classe A;1500626;3.920000
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;PNB;Preferencial Classe B;1276753;3.330000
08.424.178/0001-71;2021-01-01;1;105171;TECBLU TECELAGEM BLUMENAU S.A.;PNA;Preferencial Classe A;28607;27.885000
08.424.178/0001-71;2021-01-01;1;105171;TECBLU TECELAGEM BLUMENAU S.A.;PNB;Preferencial Classe B;14;0.011000
08.424.178/0001-71;2021-01-01;1;105171;TECBLU TECELAGEM BLUMENAU S.A.;PNC;Preferencial Classe C;73969;61.290000
08.439.659/0001-50;2021-01-01;3;114179;CPFL ENERGIAS RENOVÁVEIS S.A.;PNA;Preferencial Classe A;0;0.000000
08.613.550/0001-98;2021-01-01;10;113739;NEXPE PARTICIPAÇÕES S.A;PNA;Preferencial Classe A;0;0.000000
08.773.191/0001-36;2021-01-01;1;105324;BRASILIANA PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
08.807.432/0001-10;2021-01-01;10;115625;YDUQS PARTICIPACOES S.A.;PNA;Preferencial Classe A;0;0.000000
08.810.422/0001-34;2021-01-01;3;113922;GUARARAPES PAINÉIS S.A.;PNA;Preferencial Classe A;0;0.000000
08.827.501/0001-58;2021-01-01;7;115551;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;PNA;Preferencial Classe A;273447399;88.449150
08.902.291/0001-15;2021-01-01;9;114689;CSN MINERAÇÃO S.A.;PNA;Preferencial Classe A;0;0.000000
08.935.054/0001-50;2021-01-01;2;110408;MULTINER S/A;PNA;Preferencial Classe A;6532211;0.000000
08.935.054/0001-50;2021-01-01;2;110408;MULTINER S/A;PNB;Preferencial Classe B;311344;100.000000
08.937.002/0001-13;2021-01-01;1;104847;VISION SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
09.041.168/0001-10;2021-01-01;10;113943;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;PNA;Preferencial Classe A;0;0.000000
09.112.685/0001-32;2021-01-01;5;115590;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
09.114.805/0001-30;2021-01-01;13;116042;OCEANPACT SERVIÇOS MARITIMOS S.A.;PNA;Preferencial Classe A;0;0.000000
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;461266;11.000000
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNB;Preferencial Classe B;72447;2.000000
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PNC;Preferencial Classe C;82043;2.000000
09.116.278/0001-01;2021-01-01;1;105084;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;PND;Preferencial Classe D;3457776;85.000000
09.229.201/0001-30;2021-01-01;7;114973;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;PNA;Preferencial Classe A;0;0.000000
09.324.949/0001-11;2021-01-01;3;111946;AUTOPISTA FLUMINENSE SA;PNA;Preferencial Classe A;0;0.000000
09.325.109/0001-73;2021-01-01;3;111975;AUTOPISTA PLANALTO SUL SA;PNA;Preferencial Classe A;0;0.000000
09.336.431/0001-06;2021-01-01;8;127209;AUTOPISTA REGIS BITTENCOURT SA;PNA;Preferencial Classe A;0;0.000000
09.359.927/0001-97;2021-01-01;3;115873;ASA BRANCA HOLDING S.A.;PNA;Preferencial Classe A;0;0.000000
10.324.624/0001-18;2021-01-01;4;110412;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;PNA;Preferencial Classe A;0;0.000000
10.502.676/0001-37;2021-01-01;1;105306;TERMELÉTRICA PERNAMBUCO III S.A.;PNA;Preferencial Classe A;0;0.000000
10.571.175/0001-02;2021-01-01;6;115764;URBA DESENVOLVIMENTO URBANO S.A.;PNA;Preferencial Classe A;0;0.000000
10.635.691/0001-53;2021-01-01;2;106518;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;PNA;Preferencial Classe A;0;0.000000
10.835.932/0001-08;2021-01-01;11;115569;CIA ENERGETICA DE PERNAMBUCO - CELPE;PNA;Preferencial Classe A;7102982;93.864723
10.835.932/0001-08;2021-01-01;11;115569;CIA ENERGETICA DE PERNAMBUCO - CELPE;PNB;Preferencial Classe B;342066;46.073156
10.841.050/0001-55;2021-01-01;20;114765;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;PNA;Preferencial Classe A;0;0.000000
10.851.805/0001-00;2021-01-01;2;115242;FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
11.257.352/0001-43;2021-01-01;1;104970;BSI CAPITAL SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
11.421.994/0001-36;2021-01-01;7;114473;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;PNA;Preferencial Classe A;0;0.000000
12.049.631/0001-84;2021-01-01;9;114003;MOURA DUBEUX ENGENHARIA S/A;PNA;Preferencial Classe A;0;0.000000
12.091.809/0001-55;2021-01-01;26;114714;BRAVA ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
12.979.898/0001-70;2021-01-01;3;107440;FORTE SECURITIZADORA S.A.;PNA;Preferencial Classe A;0;0.000000
13.009.717/0001-46;2021-01-01;14;113914;BCO ESTADO DE SERGIPE S.A. - BANESE;PNA;Preferencial Classe A;0;0.000000
13.349.677/0001-81;2021-01-01;2;109301;REIT SECURITIZADORA S/A;PNA;Preferencial Classe A;0;0.000000
13.483.537/0001-00;2021-01-01;1;104989;BRASIL SECURITIZADORA S/A;PNA;Preferencial Classe A;0;0.000000
13.574.594/0001-96;2021-01-01;17;115705;ZAMP SA;PNA;Preferencial Classe A;0;0.000000
13.584.310/0001-42;2021-01-01;1;105633;SUGOI S.A.;PNA;Preferencial Classe A;0;0.000000
14.127.813/0001-51;2021-01-01;12;114249;ARANDU INVESTIMENTOS S.A.;PNA;Preferencial Classe A;0;0.000000
14.308.514/0001-13;2021-01-01;1;105562;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;PNA;Preferencial Classe A;6880;21.919205
14.333.683/0001-03;2021-01-01;1;104818;FONTAINE VILLE PARTICIPAÇÕES S/A;PNA;Preferencial Classe A;0;0.000000
14.807.945/0001-24;2021-01-01;3;113722;SANSUY S.A. INDUSTRIA DE PLASTICOS;PNA;Preferencial Classe A;5052280;99.880000
14.807.945/0001-24;2021-01-01;3;113722;SANSUY S.A. INDUSTRIA DE PLASTICOS;PNB;Preferencial Classe B;6200;0.120000
14.998.371/0001-19;2021-01-01;3;114136;J. MACEDO S.A.;PNA;Preferencial Classe A;8691558;99.985091
14.998.371/0001-19;2021-01-01;3;114136;J. MACEDO S.A.;PNB;Preferencial Classe B;1296;0.014909
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;PNA;Preferencial Classe A;938222;100.000000
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;PNB;Preferencial Classe B;1876444;100.000000
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;PNC;Preferencial Classe C;0;0.000010
15.073.274/0001-88;2021-01-01;2;111192;PPLA PARTICIPATIONS LTD.;PND;Preferencial Classe D;0;0.000000
15.115.504/0001-24;2021-01-01;1;105219;TRONOX PIGMENTOS DO BRASIL S.A.;PNA;Preferencial Classe A;12342238;65.000000
15.115.504/0001-24;2021-01-01;1;105219;TRONOX PIGMENTOS DO BRASIL S.A.;PNB;Preferencial Classe B;6518111;35.000000
15.139.629/0001-94;2021-01-01;14;114048;CIA ELETRICIDADE EST. DA BAHIA - COELBA;PNA;Preferencial Classe A;305402;0.280000
15.144.017/0001-90;2021-01-01;6;115639;CIA SEGUROS ALIANCA DA BAHIA;PNA;Preferencial Classe A;1123016;29.245000
16.234.171/0001-15;2021-01-01;3;108940;METANOR SA METANOL DO NE;PNA;Preferencial Classe A;87533575;29.740000
16.234.171/0001-15;2021-01-01;3;108940;METANOR SA METANOL DO NE;PNB;Preferencial Classe B;9746019;3.310000
16.234.171/0001-15;2021-01-01;3;108940;METANOR SA METANOL DO NE;PNC;Preferencial Classe C;99291408;33.730000
16.676.520/0001-59;2021-01-01;16;115559;HOSPITAL MATER DEI S.A.;PNA;Preferencial Classe A;0;0.000000
16.922.038/0001-51;2021-01-01;16;115750;ENJOEI S.A.;PNA;Preferencial Classe A;0;0.000000
17.161.241/0001-15;2021-01-01;1;103287;MINASMAQUINAS S.A.;PNA;Preferencial Classe A;0;0.000000
17.162.082/0001-73;2021-01-01;2;111769;MENDES JUNIOR ENGENHARIA S.A.;PNA;Preferencial Classe A;149876;1.453782
17.162.082/0001-73;2021-01-01;2;111769;MENDES JUNIOR ENGENHARIA S.A.;PNB;Preferencial Classe B;163737;1.588222
17.167.396/0001-69;2021-01-01;2;113608;ALFA HOLDINGS S.A.;PNA;Preferencial Classe A;6108193;42.673214
17.167.396/0001-69;2021-01-01;2;113608;ALFA HOLDINGS S.A.;PNB;Preferencial Classe B;11553559;47.434720
17.167.412/0001-13;2021-01-01;5;113589;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;PNA;Preferencial Classe A;19006438;42.994875
17.193.806/0001-46;2021-01-01;2;113610;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNA;Preferencial Classe A;90335;54.769000
17.193.806/0001-46;2021-01-01;2;113610;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNB;Preferencial Classe B;1044713;44.832253
17.193.806/0001-46;2021-01-01;2;113610;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNC;Preferencial Classe C;93239;42.407772
17.193.806/0001-46;2021-01-01;2;113610;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PND;Preferencial Classe D;787745;38.249017
17.193.806/0001-46;2021-01-01;2;113610;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNE;Preferencial Classe E;2526336;37.375456
17.193.806/0001-46;2021-01-01;2;113610;CONSORCIO ALFA DE ADMINISTRACAO S.A.;PNF;Preferencial Classe F;6651453;30.627124
17.234.244/0001-31;2021-01-01;4;114584;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;PNA;Preferencial Classe A;0;0.000000
18.494.485/0001-82;2021-01-01;1;105102;PORTO SUDESTE V.M. S.A.;PNA;Preferencial Classe A;0;0.000000
19.208.022/0001-70;2021-01-01;22;114768;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;PNA;Preferencial Classe A;0;0.000000
19.378.769/0001-76;2021-01-01;7;114656;INSTITUTO HERMES PARDINI S.A.;PNA;Preferencial Classe A;0;0.000000
19.403.252/0001-90;2021-01-01;10;114039;EMCCAMP RESIDENCIAL S.A.;PNA;Preferencial Classe A;0;0.000000
19.642.306/0001-70;2021-01-01;2;114600;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;PNA;Preferencial Classe A;0;0.000000
19.726.048/0001-00;2021-01-01;6;114593;CONCESSIONÁRIA BR-040 S.A.;PNA;Preferencial Classe A;0;0.000000
21.254.073/0001-80;2021-01-01;1;110887;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;PNKR;Preferencial Classe KR;0;0.000000
21.389.501/0001-81;2021-01-01;8;115634;COMPASS GÁS E ENERGIA S.A.;PNA;Preferencial Classe A;30853031;4.320003
21.389.501/0001-81;2021-01-01;8;115634;COMPASS GÁS E ENERGIA S.A.;PNB;Preferencial Classe B;54849373;7.679940
21.414.457/0001-12;2021-01-01;2;109345;LEADS CIA. SECURITIZADORA;PNA;Preferencial Classe A;0;0.000000
21.610.416/0001-00;2021-01-01;1;105037;FORTUNATO SECURITIZADORA S/A;PNA;Preferencial Classe A;0;0.000000
23.096.269/0001-19;2021-01-01;6;114122;RIO PARANA ENERGIA S.A.;PNA;Preferencial Classe A;0;0.000000
24.230.275/0001-80;2021-01-01;10;115608;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;PNA;Preferencial Classe A;0;0.000000
24.962.466/0001-36;2021-01-01;5;115357;RUMO MALHA NORTE S.A.;PNA;Preferencial Classe A;76088610;6.397159
24.962.466/0001-36;2021-01-01;5;115357;RUMO MALHA NORTE S.A.;PNB;Preferencial Classe B;5625683;0.472980
25.089.509/0001-83;2021-01-01;10;115560;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;PNA;Preferencial Classe A;5;0.001000
25.089.509/0001-83;2021-01-01;10;115560;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;PNB;Preferencial Classe B;0;0.000000
27.093.558/0001-15;2021-01-01;10;116383;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;PNA;Preferencial Classe A;0;0.000000
27.137.879/0001-74;2021-01-01;1;104887;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;PNA;Preferencial Classe A;0;0.000000
27.956.690/0001-03;2021-01-01;4;114343;AUZZA SECURITIZADORA S. A.;PNA;Preferencial Classe A;0;0.000000
28.942.127/0001-49;2021-01-01;3;112103;COMPANHIA ENERGÉTICA MIRANDA;PNA;Preferencial Classe A;0;0.000000
30.540.991/0001-66;2021-01-01;3;106479;HAGA S.A. INDUSTRIA E COMERCIO;PNA;Preferencial Classe A;0;0.000000
32.161.500/0001-00;2021-01-01;1;105169;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;PNA;Preferencial Classe A;0;0.000000
33.035.536/0001-00;2021-01-01;2;113977;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;PNA;Preferencial Classe A;0;0.000000
33.040.601/0001-87;2021-01-01;2;113996;MERCANTIL FINANCEIRA S.A. - SOC. CRÉDITO, FINANC E INVESTIME;PNA;Preferencial Classe A;0;0.000000
33.050.196/0001-88;2021-01-01;5;114239;CIA PAULISTA DE FORCA E LUZ;PNA;Preferencial Classe A;0;0.000000
33.050.196/0001-88;2021-01-01;5;114239;CIA PAULISTA DE FORCA E LUZ;PNB;Preferencial Classe B;0;0.000000
33.050.196/0001-88;2021-01-01;5;114239;CIA PAULISTA DE FORCA E LUZ;PNC;Preferencial Classe C;0;0.000000
33.102.476/0001-92;2021-01-01;9;115574;MONTEIRO ARANHA S.A.;PNA;Preferencial Classe A;0;0.000000
