CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Descricao_Bem_Ativo;Pais;UF;Municipio;Tipo_Propriedade
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;CGT Eletrosul - PCH - Barra do Rio Chapéu;Brasil;SC;Rio Fortuna;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;CGT Eletrosul - PCH - João Borges;Brasil;SC;São José do Cerrito;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - UHE Mascarenhas de Moraes (Peixoto);Brasil;MG;Delfinópolis;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - UHE Simplício-Anta;Brasil;RJ;Sapucaia;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - UHE Batalha;Brasil;GO;Cristalina;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - UTE Santa Cruz;Brasil;RJ;Rio de Janeiro;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - UHE Manso;Brasil;MG;Lajeado;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - UHE Luiz Carlos Barreto de Carvalho (Estreito);Brasil;MG;Sacramento;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - UHE Marimbondo;Brasil;SP;Icém;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - UHE Itumbiara;Brasil;MG;Araporã;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - Usina Hidrelétrica São Manoel (SPE);Brasil;PA;Jacareacanga;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - Usina Hidrelétrica Teles Pires (SPE);Brasil;PA;Jacareacanga;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - UHE Simplício-Anta;Brasil;MG;Chiador;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - UHE Simplício-Anta;Brasil;MG;Além Paraíba;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Furnas - UHE Batalha;Brasil;MG;Paracatu;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Norte Brasil Transmissora de Energia S.A. (NBTE);Brasil;SP;Andaraí;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Belo Monte Transmissora de Energia S.A. (BMTE);Brasil;TO;;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Belo Monte Transmissora de Energia S.A. (BMTE);Brasil;GO;Piratuba;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Belo Monte Transmissora de Energia S.A. (BMTE);Brasil;MG;Lajeado;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Transnorte Energia S.A. (TNE);Brasil;AM;;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;CGT Eletrosul - Usina Hidrelétrica - Governador Jayme Canet Júnior;Brasil;PR;Ortigueira;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;CGT Eletrosul - Usina Hidrelétrica - Passo São João;Brasil;RS;Roque Gonzales;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;CGT Eletrosul - Usina Hidrelétrica - São Domingos;Brasil;MS;Água Clara;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;CGT Eletrosul - PCH - Barra do Rio Chapéu;Brasil;SC;Santa Rosa de Lima;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;CGT Eletrosul - PCH - João Borges;Brasil;SC;Campo Belo do Sul;Própria
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;CGT Eletrosul - PCH - João Borges;Brasil;SC;Lages;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;Terreno - Área Especial Lote "H" - Setor Norte (1750 m²);Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;Terreno - Área Especial Lote "G" - Setor Norte (1.750m²);Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425335 - TERRENO/SETOR ADMINISTRATIVO LESTE (SDL);Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425340 - TERRENO/SUBESTAÇÃO SIG (QUADRA 03);Brasil;DF;Brasília;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425332 - TERRENO/SUBESTAÇÃO ESPLANADA (VIA N2);Brasil;DF;Brasília;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425354 - TERRENO/SUBESTAÇÃO DE TAGUATINGA (SAIS/EPCT);Brasil;DF;Conchal;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425356 - TERRENO/SUBESTAÇÃO N. BANDEIRANTE (69 KV) - ST. JK;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425359 - TERRENO/SUBESTAÇÃO DO GUARÁ (SRIA QE 08);Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425366 - TERRENO/AGÊNCIA DO CRUZEIRO VELHO (SRE/SUL);Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425368 - TERRENO/SUBESTAÇÃO MONJOLO;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425370 - TERRENO/AGÊNCIA DO GAMA;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425382 - TERRENO/SUBESTAÇÃO SGAN 910/911;Brasil;DF;Brasília;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425384 - TERRENO/SUBESTAÇÃO PAD/DF;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425386 - TERRENO/SUBESTAÇÃO SCN 700 (ED. VENÂNCIO 3000);Brasil;DF;Brasília;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425387 - TERRENO/SUBESTAÇÃO CONTAGEM;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425390 - TERRENO/SUBESTAÇÃO DE CEILÂNDIA NORTE;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425470 - TERRENO/ALMOXARIFADO CENTRAL;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425476 - TERRENO/AGÊNCIA DE SOBRADINHO;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425479 - TERRENO/SUBESTAÇÃO BRASÍLIA CENTRO;Brasil;DF;Brasília;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425481 - TERRENO/SUBESTAÇÃO DE CEILÂNDIA SUL;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425482 - TERRENO/SETOR INDUSTRIAL GAMA (QI 03);Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425483 - TERRENO/SUBESTAÇÃO LAGO SUL;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425484 - TERRENO/AGÊNCIA DO LAGO SUL;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425485 - TERRENO/SUBESTAÇÃO DA SGAN 901;Brasil;DF;Brasília;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425487 - TERRENO/SRIA QE 20 LOTE M (PR 36/1);Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425488 - TERRENO/SUBESTAÇÃO DO GAMA;Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425490 - TERRENO/SUBESTAÇÃO DO CRUZEIRO VELHO (SRE/SUL);Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425500 - TERRENO/SUBESTAÇÃO BRASÍLIA NORTE;Brasil;DF;Brasília;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;425509 - TERRENO/SUBESTAÇÃO DE TAGUATINGA (ÁREA ESPECIAL 23);Brasil;DF;Conchal;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;TERRENO/SETOR ADMINISTRATIVO OESTE - SDO (QI 10 LOTES 25 A 38);Brasil;DF;Conchal;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;TERRENO/AGÊNCIA DA SAMAMBAIA (QN 406 CONJ. F LOTE 01);Brasil;DF;Afonso Bezerra;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;Terreno/Edifício - Área SIA - Almoxarifado (18,28%) (29.325 m²);Brasil;DF;Brasília;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;Terreno - SHD Lote "B" (260 m²);Brasil;DF;;Própria
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;Terreno - Área 01 Quadra 01 Praça 64/1 (2.400 m²);Brasil;DF;;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Unidade Armazenadora de Grãos;Brasil;GO;Portelândia;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Unidade Armazenadora de Grãos;Brasil;GO;Piratuba;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Unidade Armazenadora de Grãos;Brasil;GO;Rio Verde;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Unidade Armazenadora de Grãos;Brasil;GO;Morrinhos;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Unidade Armazenadora de Grãos;Brasil;GO;Vicentinópolis;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Unidade Armazenadora de Grãos;Brasil;GO;Chapadão do Céu;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Unidade Armazenadora de Grãos;Brasil;MT;Água Boa;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Unidade Armazenadora de Grãos;Brasil;MT;Canarana;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Unidade Armazenadora de Grãos;Brasil;MT;Querência;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Planta de Processamento de Soja e Girassol;Brasil;GO;Itumbiara;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Planta de Refino de Óleo de Soja, Milho e Girassol;Brasil;GO;Itumbiara;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Envase Pet Óleo Milho, Soja, Girassol e Canola;Brasil;GO;Itumbiara;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Unidade de Cogeração de Energia a Partir de Biomassa;Brasil;GO;Itumbiara;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Planta de Produção de Lecitina de Soja;Brasil;GO;Itumbiara;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Planta para Processamento de Farináceos de Milho, Empacotamento e produtos MIx;Brasil;GO;Itumbiara;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Planta de Produção de Lecitina de Soja;Brasil;GO;São Simão;Própria
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;Planta para Processamento de Soja;Brasil;GO;São Simão;Própria
