CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
25.005.683/0001-09;2021-01-01;5;108594;VERT COMPANHIA SECURITIZADORA;98183;GRANT THORNTON AUDITORES INDEPENDENTES;;10830108000165;011274;Nacional;2018-01-01;2018-12-31;;Auditoria sobre as demonstrações contábeis da Vert Companhia Securitizadora, que compreendem o balanço patrimonial e as respectivas demonstrações do resultado abrangente (se aplicável), das mutações do patrimônio líquido, dos fluxos de caixa e dos valores adicionados para o exercício por ser encerrado em 31/12/2018 e será conduzida de acordo com as normas profissionais e éticas relativas à auditoria independente, emitidas pelo Conselho Federal de Contabilidade (CFC), bem como revisão dos controles internos revisão do sistema de controles internos, revisão dos registros contábeis e das informações financeiras revisão das operações e dos controles fiscais (impostos diretos e indiretos) revisão dos procedimentos trabalhistas e previdenciários revisão da segurança do ambiente de tecnologia da informação, como suporte à auditoria.Revisão das informações contábeis intermediárias (Informações Trimestrais - ITR);O serviço contratado relacionado à auditoria será remunerado por honorários alçados à R$ 60.000,00 (sessenta mil reais).;;
25.005.683/0001-09;2021-01-01;5;108594;VERT COMPANHIA SECURITIZADORA;98184;GRANT THORNTON AUDITORES INDEPENDENTES;;10830108000165;011274;Nacional;2019-01-01;;;Auditoria sobre as demonstrações contábeis da Vert Companhia Securitizadora, que compreendem o balanço patrimonial e as respectivas demonstrações do resultado abrangente (se aplicável), das mutações do patrimônio líquido, dos fluxos de caixa e dos valores adicionados para o exercício por ser encerrado em 31/12/2019 e será conduzida de acordo com as normas profissionais e éticas relativas à auditoria independente, emitidas pelo Conselho Federal de Contabilidade (CFC), bem como revisão dos controles internos revisão do sistema de controles internos, revisão dos registros contábeis e das informações financeiras revisão das operações e dos controles fiscais (impostos diretos e indiretos) revisão dos procedimentos trabalhistas e previdenciários revisão da segurança do ambiente de tecnologia da informação, como suporte à auditoria. Revisão das informações contábeis intermediárias (Informações Trimestrais - ITR);O serviço contratado relacionado à auditoria será remunerado por honorários alçados à R$ 25.000,00 (vinte e cinco mil reais), líquido de impostos.;;
25.005.683/0001-09;2021-01-01;5;108594;VERT COMPANHIA SECURITIZADORA;98185;GRANT THORNTON AUDITORES INDEPENDENTES;;10830108000165;011274;Nacional;2020-01-01;;;Auditoria sobre as demonstrações contábeis da Vert Companhia Securitizadora, que compreendem o balanço patrimonial e as respectivas demonstrações do resultado abrangente (se aplicável), das mutações do patrimônio líquido, dos fluxos de caixa e dos valores adicionados para o exercício por ser encerrado em 31/12/2017 e será conduzida de acordo com as normas profissionais e éticas relativas à auditoria independente, emitidas pelo Conselho Federal de Contabilidade (CFC), bem como revisão dos controles internos revisão do sistema de controles internos, revisão dos registros contábeis e das informações financeiras revisão das operações e dos controles fiscais (impostos diretos e indiretos) revisão dos procedimentos trabalhistas e previdenciários revisão da segurança do ambiente de tecnologia da informação, como suporte à auditoria. Revisão das informações contábeis intermediárias (Informações Trimestrais - ITR);O serviço contratado relacionado à auditoria será remunerado por honorários alçados à R$ 30.671,10, líquido de impostos.;;
25.005.683/0001-09;2021-01-01;5;108594;VERT COMPANHIA SECURITIZADORA;98186;KPMG Auditores Idependentes;;57755217000129;004189;Nacional;2021-05-14;;;ecução de serviços de auditoria, com a finalidade de emitir relatório de auditoria de acordo com as normas brasileiras e internacionais de auditoria, contemplando o balanço patrimonial e as correspondentes demonstrações do resultado, do resultado abrangente, das mutações do patrimônio líquido e dos fluxos de caixa da Vert Securitizadorapara o exercício a findar-se em 31 de dezembro de 2021 de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) para as demonstrações financeiras. Examinaremos, também, a demonstração do valor adicionado (DVA), referente ao exercício a findar-se em 31 de dezembro de 2021, cuja apresentação não é requerida pela legislação societária brasileira às companhias de capital abertas e companhias securitizadoras registradas na Comissão de Valores Mobiliários;R$ 53.200,00;;
25.089.509/0001-83;2021-01-01;10;115560;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;104150;Ernst & Young Auditores Independentes S/S;;61366936000125;004715;Nacional;2017-04-01;;;O Auditor será responsável por auditar a Companhia, por prazo indeterminado, observada a limitação temporal constante daInstrução CVM nº 308, a partir da revisão especial das Informações Trimestrais - ITR referentes ao 2º trimestre encerrado em30 de junho de 2017.;Total da remuneração paga no exercício social encerrado em 31 de dezembro de 2018 R$397.861,03 (pagos para a EY) paraauditoria das demonstrações financeiras relativas ao exercício social encerrado em 31 de dezembro de 2018 e (b) revisão dasITRs relativas aos trimestres encerrados em 31 de março de 2018, 30 de junho de 2018 e 30 de setembro de 2018. Noexercício social encerrado em 31 de dezembro de 2018, não foram contratados serviços não relacionados à auditoria.Total da remuneração paga no exercício social encerrado em 31 de dezembro de 2019 R$ 443.789,33 (pagos para a EY) paraAuditoria das demonstrações financeiras relativas ao exercício social encerrado em 31 de dezembro de 2019 e (b) revisãodas ITRs relativas aos trimestres encerrados em 31 de março de 2019, 30 de junho de 2019 e 30 de setembro de 2019. Noexercício social encerrado em 31 de dezembro de 2019, não foram contratados serviços não relacionados à auditoria.Total da remuneração paga no exercício social encerrado em 31 de dezembro de 2020 R$ 221.537,35 (pagos para a EY) paraAuditoria das demonstrações financeiras relativas ao exercício social encerrado em 31 de dezembro de 2020 e (b) revisãodas ITRs relativas aos trimestres encerrados em 31 de março de 2020, 30 de junho de 2020 e 30 de setembro de 2020. Noexercício social encerrado em 31 de dezembro de 2020, não foram contratados serviços não relacionados à auditoria.;A Grant Thorton Auditores Independentes, auditor independente anterior da Saneatins, foi contratada especificamente para (a)revisão especial das Informações Trimestrais - ITR, referentes ao trimestre encerrado em 30 de setembro de 2016, (b)auditoria independente das Demonstrações Financeiras, relativas ao exercício social findo em 31 de dezembro de 2016, e (c)revisão especial das Informações Trimestrais - ITR, referentes ao trimestre encerrado em 31 de março de 2017, tendo seencerrado o escopo de sua contratação.;Não se aplica
25.089.509/0001-83;2021-01-01;10;115560;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;104151;Deloitte Touche Tohmatsu Auditores Independentes Ltda.;;49928567000111;003859;Nacional;2022-01-01;;;O Auditor será responsável por auditar as Demonstrações Financeiras Referente ao Exercício a Findar-se em 31 de dezembro de 2022 e Revisão das Informações Financeiras Intermediárias Referentes ao Trimestre Findo em 31 de março de 2022 e aos trimestres a Findarem-se em 30 de Junho de 2022 e 30 de Setembro de 2022 a Companhia, observada a limitação temporal constante no disposto do artigo 31 da Resolução CVM nº 23/21.;O Auditor Deloitte Touche Tohmatsu Auditores Independentes Ltda. iniciou os trabalhos em 01/01/2022 e até o momento não foram efetuados pagamentos pela Companhia sobre os Serviços ora contratados.;A contratação visa atender ao disposto no artigo 31 da Resolução CVM nº 23/21, que determina a rotatividade dos auditores independentes a cada 5 (cinco) exercícios sociais.;Não se aplica
25.249.439/0001-83;2021-01-01;6;120254;HOSPITAL CARE CALEDONIA S.A.;108581;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000626;003859;Nacional;2021-01-08;;;Os serviços contratados compreendem: (i) Auditoria das demonstrações financeiras individuas e consolidadas referentes ao exercícios sociais encerrados em 31 de dezembro de 2020, 2019 e de 2018 a serem elaboradas de acordo com as práticas contábeis adotadas no Brasil e de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards ("IFRS") emitidas pelo International Accounting Standards Board ("IASB") e (ii) prestação de serviços no âmbito de oferta pública de distribuição de ações ordinárias de emissão da Companhia.;Pelos serviços prestados no itens (i) acima, os auditores receberam R$289.000,00 para o exercício social findo em 31 de dezembro de 2019 e R$ 870.651,00  para os exercícios sociais findos em 31 de dezembro de 2018 e de 2020.;Não aplicável.;Não aplicável.
25.369.840/0001-57;2021-01-01;12;113309;COMERC ENERGIA S.A.;102083;Ernst &Young Auditores Independentes S.S.;;61366936000125;004715;Nacional;2020-11-13;;;Serviços relacionados: (i) auditoria das demonstrações financeiras individuais e consolidadas da Comerc Participações Ltda. ("Companhia", atualmente denominada Comerc Participações S.A.) para os exercícios sociais findos em 31 de dezembro de 2020, 2019 e 2018, elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (IFRS), emitidas pelo International Accounting Standards Board (IASB) (ii) revisão das demonstrações financeiras intermediárias individuais e consolidadas da Companhia, referentes aos períodos de três e seis meses findos em 31 de março e 30 de junho de 2021, respectivamente, elaboradas de acordo com o Pronunciamento Técnico CPC 21 - Demonstração Intermediária e com a norma internacional IAS 34 - Interim Financial Reporting, emitida pelo IASB (iii) auditoria das demonstrações financeiras intermediárias individuais e consolidadas especialmente preparadas para fins de registro referentes ao período de seis meses findo em 30 de junho de 2021, elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as IFRS, emitidas pelo IASB (iv) auditoria das demonstrações financeiras combinadas do Grupo Comerc para os exercícios sociais findos em 31 de dezembro de 2020 e 2019, elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as IFRS, emitidas pelo IASB e (v) auditoria das demonstrações financeiras intermediárias combinadas do Grupo Comerc, referentes ao período de seis meses findo em 30 de junho de 2021, elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as IFRS, emitidas pelo IASB.;A remuneração total dos auditores independentes no âmbito deste contrato foi de R$ 1.350.000,00 para serviços relacionados a auditoria das demonstrações financeiras.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes;Não aplicável, tendo em vista que não houve substituição dos auditores independentes
26.345.998/0001-50;2021-01-01;10;115613;TC S.A.;104224;Grant Thornton Auditores Independentes;;10830108000670;011274;Nacional;2021-02-17;;;(i) auditoria das demonstrações contábeis individuais e consolidadas da Companhia relativas aos exercícios sociais findos em 31 de dezembro de 2020, 31 de dezembro de 2019 e 31 de dezembro de 2018 e período de quatro meses encerrado em 30 de abril de 2021, elaboradas de acordo com as práticas contábeis adotadas no Brasil e de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards (IFRS) emitidas pelo International Accounting Standards Board (IASB)(ii) revisão das informações contábeis intermediárias individuais e consolidadas, contidas no Formulário de Informações Trimestrais - ITR referentes aos períodos findos em 31 de março, 30 de junho e 30 de setembro de 2021 elaboradas de acordo com o Pronunciamento Técnico CPC 21 (R1) - "Demonstração Intermediária" e com a norma internacional de contabilidade IAS 34 - Interim Financial Reporting, emitida pelo International Accounting Standards Board (IASB) (iii) relativos à procedimentos pré-acordados em conexão com a oferta pública de valores mobiliários da Companhia (iv) asseguração razoável sobre a compilação de informações financeiras consolidadas pro forma da Companhia, que compreendem as demonstrações do resultado consolidadas pro forma para o exercício findo em 31 de dezembro de 2020 e para o período de quatro meses a findo em 31 de abril de 2021, incluindo as respectivas notas explicativas, elaboradas sob responsabilidade de sua administração, de acordo com o Comunicado CTG 06 - "Apresentação de Informações Financeiras Pro forma" do Conselho Federal de Contabilidade, para atendimento à Instrução nº 565, emitida pela Comissão de Valores Mobiliários e(v) auditoria das demonstrações contábeis da CALC Sistemas de Gestão Ltda. relativas aos exercícios sociais findos em 31 de dezembro de 2020 e 2019 e período de quatro meses encerrado em 30 de abril de 2021, elaboradas de acordo com as práticas contábeis adotadas no Brasil e de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards (IFRS) emitidas pelo International Accounting Standards Board (IASB).;Não houve pagamento de remuneração dos auditores independentes no último exercício social tendo em vista que os auditores independentes foram contratados em 17 de fevereiro de 2021.;N/A;N/A
26.462.693/0001-28;2021-01-01;11;113976;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;102765;GRANT THORNTON AUDITORES INDEPENDENTES;;10830108000165;011274;Nacional;2020-01-13;;;Os serviços contratados compreendem: (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil e de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro ("International Financial Reporting Standards - IFRS"), aplicáveis às entidades de incorporação imobiliária no Brasil registradas na Comissão de Valores Mobiliários - CVM, referentes aos exercícios sociais encerrados em 31 de dezembro de 2021 e 2020 e (ii) Revisão das Informações Contábeis Intermediárias a findarem-se em 30/09/2020, 31/03/2021, 30/06/2021 e 30/09/2021 e (iv) emissão de Cartas de Conforto no âmbito da oferta pública inicial de ações de emissão da Companhia e emissão de carta de conforto em conexão com oferta privada de ações no exterior para investidores qualificados.;O montante total da remuneração prevista no contrato celebrado entre a Companhia e o Auditor é de R$454.588,92 (incluindo impostos).;Não aplicável, pois não houve substituição do auditor.;Não aplicável, pois não houve substituição do auditor.
26.609.050/0001-64;2021-01-01;1;105181;TRAVESSIA SECURITIZADORA S.A.;95182;Baker Tilly 4Partners Auditores Independentes S.S.;;18596945000183;012017;Nacional;2016-11-28;;;Auditoria das Demonstrações finaceiras para fins de registro na CVM (Comissão de Valores Mobiliários) e do exercício findo em 31 de dezembro de 2016;Montante previsto em contrato é de R$ 10.000,00.;;
26.609.050/0001-64;2021-01-01;1;105181;TRAVESSIA SECURITIZADORA S.A.;95183;Baker Tilly 4Partners Auditores Independentes S.S.;;18596945000183;012076;Nacional;2017-01-01;;;Auditoria das demonstrações financeiras do exercício a findar-se em 31 de dezembro de  2017, com aplicação de procedimentos técnicos tendo como objetivo a emissão de opinião sobre a adequação da posição patrimonial e financeira, do resultado de suas operações, das mutações do patrimônio líquido e dos fluxos de caixa, de acordo com as práticas contábeis adotas no Brasil.Incluindo, a revisão das informações trimestrais (ITR) dos trimestres a findarem-se em 31 de março de 2017, 30 de junho de 2017 e 30 de setembro de 2017.;Montante previsto em contrato é de R$ 24.000,00.;;
26.609.050/0001-64;2021-01-01;1;105181;TRAVESSIA SECURITIZADORA S.A.;95184;Baker Tilly 4Partners Auditores Independentes S.S.;;18596945000183;012076;Nacional;2018-01-01;;;Auditoria das demonstrações financeiras do exercício a findar-se em 31 de dezembro de  2018, com aplicação de procedimentos técnicos tendo como objetivo a emissão de opinião sobre a adequação da posição patrimonial e financeira, do resultado de suas operações, das mutações do patrimônio líquido e dos fluxos de caixa, de acordo com as práticas contábeis adotas no Brasil.Incluindo, a revisão das informações trimestrais (ITR) dos trimestres a findarem-se em 31 de março de 2018, 30 de junho de 2018 e 30 de setembro de 2018.;Montante previsto em contrato é de R$ 24.720,00.;;
26.609.050/0001-64;2021-01-01;1;105181;TRAVESSIA SECURITIZADORA S.A.;95185;Baker Tilly 4Partners Auditores Independentes S.S.;;18596945000183;012076;Nacional;2019-01-01;;;Auditoria das demonstrações financeiras do exercício a findar-se em 31 de dezembro de  2019, com aplicação de procedimentos técnicos tendo como objetivo a emissão de opinião sobre a adequação da posião patrimonial e financeira, do resultado de suas operações, das mutações do patrimônio líquido e dos fluxos de caixa, de acordo com as práticas contábeis adotas no Brasil.Incluindo, a revisão das informações trimestrais (ITR) dos trimestres a findarem-se em 31 de março de 2019, 30 de junho de 2019 e 30 de setembro de 2019.;Montante previsto em contrato é de R$ 24.720,00.;;
26.609.050/0001-64;2021-01-01;1;105181;TRAVESSIA SECURITIZADORA S.A.;95186;Baker Tilly 4Partners Auditores Independentes S.S.;;18596945000183;012076;Nacional;2020-01-01;;;Auditoria das demonstrações financeiras do exercício a findar-se em 31 de dezembro de  2020, com aplicação de procedimentos técnicos tendo como objetivo a emissão de opinião sobre a adequação da posião patrimonial e financeira, do resultado de suas operações, das mutações do patrimônio líquido e dos fluxos de caixa, de acordo com as práticas contábeis adotas no Brasil.Incluindo, a revisão das informações trimestrais (ITR) dos trimestres a findarem-se em 31 de março de 2020, 30 de junho de 2020 e 30 de setembro de 2020.;Montante previsto em contrato é de R$ 18.000,00.;;
26.609.050/0001-64;2021-01-01;1;105181;TRAVESSIA SECURITIZADORA S.A.;95187;MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES;;07326840000198;010723;Nacional;2021-04-06;;;Auditoria das Demonstrações financeiras trimestral e anual, com aplicação de procedimentos técnicos tendo como objetivo a emissão de opinião sobre a adequação da posição patrimonial e financeira, do resultado de suas operações, das mutações do patrimônio líquido e dos fluxos de caixa, de acordo com as práticas contábeis adotas no Brasil.;Os honorários contratados foram de  R$25.000,00 (cinte e cinco mil reais).;A subsituição dos audiotres ocorreu por conta do prazo máximo de 5 anos.;
26.659.061/0001-59;2021-01-01;13;115752;MPM CORPÓREOS S.A.;104422;Ernst &Young Auditores Independentes S.S.;;61366936000125;004715;Nacional;2017-12-28;;;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) revisão das informações financeiras individuais e consolidadas preparadas de acordo com o "CPC 21(R1) - Demonstração Intermediária" e a norma internacional "IAS 34 - Interim Financial Reporting", emitida pelo International Accounting Standards Board (IASB) referentes aos períodos findos em 31 de março de 2020, 30 de junho de 2020 e 30 de setembro de 2020 (ii) auditoria das demonstrações financeiras individuais e consolidadas preparadas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB) referentes aos exercícios sociais encerrados em 31 de dezembro de 2019, 2018 e 2017 (iii) revisão de documentos da oferta pública inicial de ações de emissão da Companhia e emissão de carta conforto em conexão com a oferta pública inicial de ações de emissão da Companhia e (iv) trabalho de seller due diligence contratado pela empresa no quarto trimestre de 2019.;Em 2019, o montante total da remuneração paga aos auditores independentes foi de R$569 mil referente à auditoria das demonstrações financeiras individuais e consolidadas da Companhia para o exercício social encerrado em 31 de dezembro de 2019.Em 2020, o montante total da remuneração paga aos auditores independentes foi de R$2.774.512,38, sendo:a) R$1.145.512,00, referente a auditoria das demonstrações financeiras relativas aos exercícios findos e revisão das informações contábeis intermediárias referentes aos períodos de três, seis e nove meses findos em 31 de março, 30 de junho e 30 de setembro, 2019 e 2020, preparadas de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards - IFRS, emitidas pelo International Accounting Standards Board - IASB  b)R$1.359.000,0,0 referente a procedimentos pré-acordados em conexão com a oferta pública inicial de ações da Companhia.;A substituição do auditor independente ocorreu em função do cumprimento do prazo de 5 exercícios sociais consecutivos para a prestação de serviços pela Ernst & Young, nos termos do artigo 31 da ICVM 308.;Não aplicável, tendo em vista que não houve discordância.
26.659.061/0001-59;2021-01-01;13;115752;MPM CORPÓREOS S.A.;104423;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;004715;Nacional;2021-06-24;;;Auditoria das demonstrações financeiras individuais e consolidadas correspondentes ao exercício a ser encerrado em 31 de dezembro de 2021, além da revisão das informações financeiras intermediárias individuais e consolidadas da Entidade, contidas nos Formulários de Informações Trimestrais - ITR, referentes aos trimestres a findarem-se em 30 de junho e 30 de setembro de 2021 e 31 de março de 2022.;;Não aplicável, tendo em vista que não houve a substituição da Deloitte;Não aplicável
26.659.061/0001-59;2021-01-01;13;115752;MPM CORPÓREOS S.A.;104424;Ernst &Young Auditores Independentes S.S.;;61366936000125;004715;Nacional;2021-08-16;;;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) revisão das informações financeirasindividuais e consolidadas preparadas de acordo com o "CPC 21(R1) - Demonstração Intermediária" e a norma internacional"IAS 34 - Interim Financial Reporting", emitida pelo International Accounting Standards Board (IASB) referentes aos períodosfindos em 31 de março de 2020, 30 de junho de 2020 e 30 de setembro de 2020 (ii) auditoria das demonstrações financeirasindividuais e consolidadas preparadas de acordo com as práticas contábeis adotadas no Brasil e com as normasinternacionais de relatório financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB) referentes aosexercícios sociais encerrados em 31 de dezembro de 2019, 2018 e 2017 (iii) revisão de documentos da oferta pública inicialde ações de emissão da Companhia e emissão de carta conforto em conexão com a oferta pública inicial de ações deemissão da Companhia e (iv) trabalho de seller due diligence contratado pela empresa no quarto trimestre de 2019.;Em 2019, o montante total da remuneração paga aos auditores independentes foi de R$569 mil referente à auditoria dasdemonstrações financeiras individuais e consolidadas da Companhia para o exercício social encerrado em 31 de dezembro de2019.Em 2020, o montante total da remuneração paga aos auditores independentes foi de R$2.774.512,38, sendo:a) R$1.145.512,00, referente a auditoria das demonstrações financeiras relativas aos exercícios findos e revisão dasinformações contábeis intermediárias referentes aos períodos de três, seis e nove meses findos em 31 de março, 30 de junhoe 30 de setembro, 2019 e 2020, preparadas de acordo com as normas internacionais de contabilidade - International FinancialReporting Standards - IFRS, emitidas pelo International Accounting Standards Board - IASB  b)R$1.359.000,0,0 referente a procedimentos pré-acordados em conexão com a oferta pública inicial de ações da Companhia.;Em 13 de agosto de 2021, o Conselho de Administração da Companhia reavaliou e decidiu manter a Ernst & Young Auditores Independentes S.S. ("Ernst & Young") como companhia responsável pela auditoria do exercício social a ser encerrado em 31 de dezembro de 2021, incluído as revisões trimestrais de 2021. A Companhia entende que manter o auditor para oano de 2021 contribui para o cumprimento dos prazos definidos. Em 24 de junho de 2021, a Deloitte Touche Tohmatsu Auditores Independentes ("Deloitte") foi contratada como auditor independente para revisão das informações trimestrais do segundo trimestre de 2021, porém a mudança foi cancelada.;Não há
26.664.057/0001-89;2021-01-01;4;114659;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;103619;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2021-09-08;;;Auditoria e emissão de relatório sobre as demonstrações financeiras da Companhia, ITR, DFP, balanços e balancetes.;A remuneração bruta dos auditores independentes relativa ao exercício social encerrado em 31/12/2020 correspondeu ao montante de R$327.430,51 e refere-se exclusivamente aos serviços de auditoria externa.;Não aplicável;Não aplicável
26.735.020/0001-02;2021-01-01;9;109324;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.;99050;BDO RCS Auditores Independentes Sociedade Simples;;54276936000179;010324;Nacional;2020-08-06;;;Os serviços contratados compreendem: (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia relativas aos exercícios sociais encerrados em 31 de dezembro de 2020, 2019 e 2018 e demonstrações financeiras individuais e consolidadas referentes ao período de nove meses encerrado em 30 de setembro de 2020, todas preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e as normas internacionais para relatórios financeiros (IFRS) (ii) revisão das informações financeiras trimestrais individuais e consolidadas contidas nos Formulários de Informações Trimestrais - ITR, referentes aos períodos findos em 31 de março de 2020, 30 de junho de 2020 e 30 de setembro de 2020, elaboradas de acordo com o pronunciamento técnico CPC 21 - Demonstrações Intermediárias e com a norma internacional IAS 34 - "Interim Financial Reporting" emitida pelo "Internacional Accounting Standards Board", aplicáveis à elaboração das demonstrações financeiras intermediárias, e apresentadas de forma condizente com as normas expedidas pela CVM e (iii) emissão de carta de conforto no âmbito da oferta pública de ações no Brasil e emissão de carta de conforto no âmbito da oferta privada de ações no exterior para investidores qualificados.;O montante total da remuneração dos auditores independentes referente à prestação dos serviços descritos acima é o seguinte: (i) R$744.040,00, líquidos de impostos, para os serviços de auditoria e revisão trimestral descritos nos itens (i) e (ii) acima e(ii) R$1.200.000,00, líquidos de impostos para os serviços adicionais descritos no item "iii" acima, sendo R$360.000,00 referentes à emissão de carta conforto no âmbito da oferta pública de ações no Brasil e R$840.000,00 referentes à emissão de carta conforto no âmbito da oferta privada de ações no exterior para investidores qualificados.;Não houve substituição dos auditores.;Não aplicável.
26.845.702/0001-60;2021-01-01;1;105604;BELÉM TRANSMISSORA DE ENERGIA S.A;95748;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2017-08-31;;;i) serviços relacionados à auditoria das demonstrações financeiras da Companhia relativas aos exercícios encerrados em 31de dezembro de 2019, 2018, 2017, de acordo com as normas brasileiras e internacionais de auditoria, com a emissão de parecer sobre referidas demonstrações financeiras e revisão das informações financeiras trimestrais - ITR com emissão de relatório de revisão sobre as referidas informações trimestrais - ITR de 2019 e Auditoria das Demonstrações Contábeis Regulatórias relativas ao exercício findo em 31 de dezembro de 2019, 2018 e 2017.;Remuneração total pela prestação de serviços de auditoria no exercício de 2019: R$ 81.900,00.Remuneração total pela prestação de serviços de auditoria no exercício de 2018: R$ 84.000,00.Remuneração total pela prestação de serviços de auditoria no exercício de 2017: R$ 168.252,20.;As Companhias esclarecem que a decisão para a substituição do auditor independente decorreu de análise de parâmetros comerciais.;Não aplicável.
26.845.702/0001-60;2021-01-01;1;105604;BELÉM TRANSMISSORA DE ENERGIA S.A;95749;Ernst & Young Auditores Independentes S.S.;;61366936000125;004715;Nacional;2020-06-08;;;Prestação de serviços de Auditoria independente e emissão de parecer das demonstrações financeiras da Companhia e suas controladas para o exercício social findo em 31 de dezembro de 2020, bem como das informações contábeis intermediárias referentes aos períodos findos em 31 de março, 30 de junho e 30 de setembro de 2020.;80.000,00;Não aplicável.;
27.093.558/0001-15;2021-01-01;10;116383;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;105217;KPMG Auditores Independentes;;57755217002253;004189;Nacional;2016-03-28;;;No exercício de 2018 foi prestado o serviço pela KPMG de auditoria independente das demonstrações financeiras anuais daCompanhia, relativas ao exercício social encerrado em 31 de dezembro de 2018, com emissão do respectivo parecer e revisão limitada das informações trimestrais relativas aos trimestres encerrados em 31 de março, 30 de junho e 30 de setembro de 2018, com emissão dos respectivos relatórios de revisão.No exercício de 2019 foi prestado o serviço pela KPMG de auditoria independente das demonstrações financeiras anuais da Companhia, relativas ao exercício social encerrado em 31 de dezembro de 2019, com emissão do respectivo parecer e revisão limitada das informações trimestrais relativas aos trimestres encerrados em 31 de março, 30 de junho e 30 de setembro de 2019, com emissão dos respectivos relatórios de revisão.No exercício de 2020 foi prestado o serviço pela KPMG de auditoria independente das demonstrações financeiras anuais da Companhia, relativas ao exercício social encerrado em 31 de dezembro de 2020, com emissão do respectivo parecer e revisão limitada das informações trimestrais relativas aos trimestres encerrados em 31 de março, 30 de junho e 30 de setembro de 2020, com emissão dos respectivos relatórios de revisão.;No exercício de 2018, a Companhia registrou R$ 469,3 mil de honorários por serviços prestados pela KPMG, referentes às revisões limitadas das informações trimestrais e de auditoria das demonstrações financeiras do exercício findo em 31 de dezembro de 2018.No exercício de 2019, a Companhia registrou R$ 632,2 mil de honorários por serviços prestados pela KPMG, referentes às revisões limitadas das informações trimestrais e de auditoria das demonstrações financeiras do exercício findo em 31 de dezembro de 2019.No exercício de 2020, a Companhia registrou R$ 851,6 mil de honorários por serviços prestados pela KPMG, referentes às revisões limitadas das informações trimestrais e de auditoria das demonstrações financeiras do exercício findo em 31 de dezembro de 2020.;A mudança dos auditores independentes atende ao rodízio obrigatório estabelecido pela Instrução CVM 308/99, que determina a rotatividade dos auditores independentes a cada cinco anos.;Não aplicável
27.093.558/0001-15;2021-01-01;10;116383;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;105218;Deloitte Touche Tohmatsu Auditores Independentes;;49928567000111;003859;Nacional;2021-01-01;;;Auditoria;;Rodízio;
27.137.879/0001-74;2021-01-01;1;104887;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;94810;KPMG Auditores Independentes;;57755217002253;004189;Nacional;2018-01-01;2018-12-31;;Exame de demonstrações financeiras para exercício social findo em 31/12/2018, inclusive as obrigações implícitas epla CVM, pelas demonstrações intermediárias trimestrais de 31/03/2018, 30/06/2018 e 30/09/2018. Não há prestação de serviço pelo auditor independente ou por partes relacionadas com o auditor independente, de qualquer serviço que não seja de auditoria externa.;Montante previsto em contrato para auditoria do exercício e revisões trimestrais de 2018 é de R$96.000,00;;
