CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
00.194.724/0001-13;2021-01-01;4;113341;AUREN OPERAÇÕES S.A.;102103;Ernst & Young Auditores Independentes S/S;;61366936000125;004715;Nacional;2022-04-18;;;(i) auditoria e emissão de relatório sobre as demonstrações financeiras individuais e consolidadas para o exercício a se findar em 31 de dezembro de 2022, elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB), com free translation (ii) realização de revisão e emissão de relatório sobre as Informações Trimestrais (ITRs) individuais e consolidadas requeridas pela Comissão de Valores Mobiliários para os trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2022 para a AES Brasil Energia S.A. e AES Brasil Operações S.A. e (iii) auditoria e emissão de relatório sobre a aplicação de procedimentos previamente acordados sobre o Relatório de Controle Patrimonial - RCP, elaborado segundo a norma da resolução Aneel 367/2009, devendo atender ao programa de trabalho definido no anexo 1 do Manual de Orientação dos Trabalhos de Auditoria de Relatório de Controle Patrimonial - RCP;Tendo em vista que a contratação dos auditores independentes pela Companhia foi realizada no exercício corrente, não foi realizado qualquer pagamento aos auditores independentes no exercício social encerrado em 31 de dezembro de 2022.;A referida substituição conta com a anuência da KPMG e visa trazer benefícios de ordem prática relacionados à otimização de processos e controles internos no atendimento à auditoria independente.;Não aplicável
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;103950;Deloite Touche Tohmatsu Auditores Independentes;;49928567000111;004715;Nacional;2020-10-20;;;Os serviços contratados compreendem: (i) auditoria independente das demonstrações financeiras da Companhia que compreendem os balanços patrimoniais referentes aos exercícios sociais findos em 31 de dezembro de 2020, 2019 e 2018 e ao período de três meses findo em 31 de março de 2021, bem como as demonstrações do resultado, do resultado abrangente, das mutações do patrimônio líquido e dos fluxos de caixa para os exercícios findos em 31 de dezembro de 2020, 2019 e 2018 e para os períodos de três meses findos em 31 de março de 2021 e 2020, elaboradas de acordo com as práticas contábeis adotadas no Brasil, emitidas pelo Comitê de Pronunciamentos Contábeis - CPC e aprovadas pela Comissão de Valores Mobiliários - CVM ("BR GAAP") e as normas internacionais de relatório financeiro (Internacional Financial Reporting Standards - "IFRS"), emitidas pelo "Internacional Accounting Standards Board - "IASB" (ii) emissão de cartas "conforto" relacionadas à oferta pública de ações das Companhia.;Pelos serviços prestados durante o exercício social de 2020, a remuneração total do auditor independente foi de: (i) R$691.545,00, referente à auditoria independente das demonstrações financeiras da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2020, 2019 e 2018 e ao trimestre encerrado em 31 de março de 2021 e 2020, preparadas de acordo com as BR GAAP e as IFRS. Adicionalmente, (ii) foi firmado contrato no valor de R$ 1.313.353, referente à emissão de cartas "conforto" relacionadas com a oferta pública de ações de emissão da Companhia.;Não aplicável.;Não aplicável.
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;101288;GRANT THORNTON AUDITORES INDEPENDENTES;;10830108000165;011274;Nacional;2017-01-01;;;Revisão de Informações Trimestrais (ITRs) e Auditoria das Demonstrações Financeiras Anuais;R$ 43.967,00;;
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;101289;RSM ACAL Auditores Independentes S/S;;07377136000164;011444;Nacional;2021-01-01;;;Revisão de Informações Trimestrais (ITRs) e Auditoria das Demonstrações Financeiras Anuais;45.014,57;A contratação ocorreu em atendimento ao artigo 31 da ICVM 308, em função da rotatividade de auditores independentes a cada período de 5 anos.;
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;104273;CONSULT AUDITORES INDEPENDENTES;;77998276000135;006866;Nacional;2019-08-15;;;contratação de serviços técnicos especializados em auditoria independente das demonstrações contábeis.;No exercício social de 2020, foi pago o total de R$52.514,13 (cinquenta e dois mil, quinhentos e catorze reais e treze centavos) como remuneração dos auditores independentes. Não houve outros serviços prestados pelos auditores independentes.;Nova Licitação;Não houve discordância.
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;102675;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES;;54276936000179;010324;Nacional;2020-01-01;;;Trabalho de auditoria externa que têm como objetivo auditoria das demonstrações financeiras trimestrais e de balanço anual com finalidade de emitir os relatórios de auditoria independente sobre os ITR'S e os balanços dos exercícios;A remuneração dos serviços de auditoria externa está fixada em R$ 71.500,00/ano;A alteração da empresa de auditoria é avaliado como uma medida importante na reestruturação de controles internos adotado pela Companhia.;N/A
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;102676;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;;61562112000805;002879;Nacional;2022-03-24;;;Trabalho de auditoria externa que tem como objetivo auditoria das demonstrações financeiras trimestrais e de balanço anual, com a finalidade de emitir os relatórios de auditoria independente sobre is ITR's e dos balanços dos exercícios.;A remuneração pelos serviços de auditoria externa está fixada em R$ 108.000,00/ano.;A substituição da empresa de auditoria independente da Companhia foi realizada em cumprimento ao item 4.17 do Acordo de Acionistas realizado entre EXAME LTDA. e WHPH PARTICIPAÇÕES E EMPREENDIMENTOS S.A. em 30 de março de 2021;N/A
00.383.281/0001-09;2021-01-01;11;113008;BNDES PARTICIPACOES S.A. - BNDESPAR;101971;GRANT THORNTON AUDITORES INDEPENDENTES;;10830108000165;011274;Nacional;2017-04-10;;;i. Auditoria anual e semestral das Demonstrações Financeiras da BNDESPAR ii.Revisão Especial das Informações Trimestrais (ITR) iii. Serviços especiais de auditoria e iv. Assistência Tributária.;a.honorários relativos a serviços de auditoria externa: R$ 994.520,18i.Auditoria das Demonstrações Financeiras: R$ 511.368,00ii.Revisão Especial das Informações Trimestrais (ITR): R$ 256.238,40iii.Revisão Tributária: R$ 176.913,78iv.Outros serviços de Auditoria: não houve.b.honorários relativos a quaisquer outros serviços prestados: não houve prestação de outros serviços.;não houve substituição do auditor.;não houve substituição do auditor.
00.383.281/0001-09;2021-01-01;11;113008;BNDES PARTICIPACOES S.A. - BNDESPAR;101972;GRANT THORNTON AUDITORES INDEPENDENTES;;10830108000165;011274;Nacional;2017-04-10;;;Auditoria das Demonstrações Financeiras, Revisão Especial das Informações Trimestrais (ITR), Revisão Tributária e Outros Serviços de Auditoria.;a. honorários relativos a serviços de auditoria externa: R$ 883.699,25i. Auditoria das Demonstrações Financeiras: R$ 490.999,25ii. Revisão Especial das Informações Trimestrais (ITR): R$ 231.000,00iii. Revisão Tributária: R$ 161.700,00iv.Outros serviços de Auditoria: não houve.b.honorários relativos a quaisquer outros serviços prestados: não houve .;não houve substituição do auditor.;não houve substituição do auditor.
00.383.281/0001-09;2021-01-01;11;113008;BNDES PARTICIPACOES S.A. - BNDESPAR;101973;GRANT THORNTON AUDITORES INDEPENDENTES;;10830108000165;011274;Nacional;2017-04-10;;;Auditoria das Demonstrações Financeiras, Revisão Especial das Informações Trimestrais (ITR), Revisão Tributária e Outros Serviços de Auditoria.;a. honorários relativos a serviços de auditoria externa: R$ 883.767,06 i. Auditoria das Demonstrações Financeiras: R$480.542,70 ii. Revisão Especial das Informações Trimestrais (ITR): R$ 237.190,80 iii. Revisão Tributária: R$ 166.033,56 iv.Outros serviços de Auditoria: não houve.b.honorários relativos a quaisquer outros serviços prestados: não houve .;não houve substituição do auditor;não houve substituição do auditor
00.389.481/0001-79;2021-01-01;3;114534;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;103539;Ernst & Young Auditores Independentes S/S;;61366936000125;004715;Nacional;2016-01-01;;;Serviços profissionais contratados nos exercícios sociais findos em 31 de dezembro de 2020, 2019 e 2018: (i) auditoria das Demonstrações Financeiras da Companhia (ii) revisão de cálculos relativos aos índices financeiros (covenants) previstos em contratos de empréstimos e/ou financiamentos junto a instituições financeiras.Serviços profissionais contratados no semestre findo em 30 de junho de 2020, 2019 e 2018:(i) relatório dos auditores independentes sobre a revisão de Informações Intermediárias individuais Serviços profissionais contratados nos trimestres findo em 31 de março de 2020 e 2019 e 30 de setembro de 2020 e 2019:(i) relatório dos auditores independentes sobre a revisão de Informações Intermediárias individuais.Serviços profissionais contratados nos trimestres findo em 31 de março de 2020, 30 de junho de 2020, 30 de setembro de 2020 e 31 de dezembro de 2020:(i) relatório dos auditores independentes sobre a revisão de Informações Intermediárias individuais de informações financeiras combinadas da Companhia e da LM Transportes Serviços e Comércio Ltda.;Com relação à revisão de cálculos relativos aos índices financeiros (covenants) previstos em contratos de empréstimos e/ou financiamentos junto a instituições financeiras e ao serviço de auditoria das Demonstrações Financeiras referentes ao exercício social encerrado em 31 de dezembro de 2020 e das Informações trimestrais individuais de 2020, a remuneração dos auditores foi no valor de R$ 348.010,00 (houve uma única contratação para todos os serviços);Não ocorreu substituição do auditor.;Não aplicável.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;102948;KPMG AUDITORES INDEPENDENTES;;57755217000471;004189;Nacional;2011-04-01;;;Serviços profissionais de: (A) auditoria das: (i) demonstrações financeiras individuais e consolidadas referentes ao semestre findo em 30 de junho de 2020 e ao exercício findo em 31 de dezembro de 2020, preparadas de acordo com práticas contábeis adotadas no Brasil aplicáveis as instituições financeiras autorizadas a funcionar pelo Banco Central do Brasil (ii) demonstrações financeiras consolidadas do Conglomerado Prudencial Inter referentes ao semestre findo em 30 de junho de 2020 e ao exercício findo em 31 de dezembro de 2020, elaboradas de acordo com os procedimentos específicos estabelecidos pela Resolução nº 4.280/2013 do Conselho Monetário Nacional (iii) demonstrações financeiras consolidadas referentes ao exercício findo em 31 de dezembro de 2020, preparadas de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards ("IFRS") emitidas pelo International Accounting Standards Board ("IASB") (B) revisão das informações trimestrais individuais e consolidadas, elaboradas de acordo com as práticas contábeis adotadas no Brasil aplicáveis às instituições autorizadas a funcionar pelo Banco Central do Brasil referentes aos períodos findos em 31 de março, 30 de junho e 30 de setembro de 2020 (C) revisão dos critérios para a classificação das operações de crédito por nível de risco e para a constituição da provisão para crédito de liquidação duvidosa da Resolução nº 2.682 do Conselho Monetário Nacional para o semestre e exercício findo em 30 de junho de 2020 e 31 de dezembro de 2020, respectivamente (D) revisão dos controles internos e dispositivos regulatórios e regulamentares de acordo com a Circular n° 3.467 de 2009, do Banco Central do Brasil para o semestre e exercício findo em 30 de junho de 2020 e 31 de dezembro de 2020, respectivamente (E) procedimentos pré-acordados em conexão com a oferta pública de ações (F) revisão dos procedimentos adotados para preenchimento da Escrituração Contábil Fiscal - ECF e (G) asseguração sobre a estrutura dos controles internos para fins de atendimento ao Regulamento Operacional - C3 Registradora.;No exercício social encerrado em 31 de dezembro de 2020, os auditores independentes receberam honorários que totalizaram o valor de R$1.762.000,00, líquido dos efeitos tributários, sendo (i) R$985.000,00 referentes a serviços relacionados à auditoria independente descritos nos itens (A) e (B) acima e (ii) R$777.000,00 referentes a serviços não de auditoria externa descritos nos itens (C) a (G) acima.;Não aplicável.;Não aplicável.
00.545.378/0001-70;2021-01-01;2;105553;SERRA AZUL WATER PARK SA;95678;Mazars Auditores Independentes Sociedade Simples;;07326840000198;010723;Nacional;2020-06-10;;;Auditoria e revisão das demonstrações financeiras individuais para os exercícios findos em 31/12/2020 e 31/12/2021, e 1o, 2o e 3o trimestres findos (e a findar-se) em 31 de março, 30 de junho e 30 de setembro de cada um destes dois exercícios;R$70.000,00 (setenta mil reais) por exercício, sendo que no segundo exercício o valor poderá ser corrigido por índice inflacionário a ser pactuado oportunamente entre as partes;O auditor anterior (RSM BRASIL AUDITORES INDEPENDENTES) completou o prazo máximo de 05 exercícios sociais consecutivos auditando a companhia.;
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;102729;Baker Tilly Brasil RS Auditores Independentes Sociedade Simples;;21601212000102;012360;Nacional;2016-01-01;2017-06-30;;Prestação de serviços de revisão das Informações Trimestrais (ITRs) da Statkraft Energias Renováveis S.A., controladora e consolidado, para os trimestres a findar-se em 31 de março e 30 de junho de 2017.;Honorários de Auditoria referente ao ano de 2017: R$ 57,2 mil.;Não há em relação a 2016.;Não há.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;102730;Deloitte Touche Tohmatsu Auditores Independentes;;49928567001002;003859;Nacional;2017-07-01;;;Auditoria das Demonstrações Financeiras referentes ao exercício a findar-se em 31 de dezembro de 2020 e Revisão das Informações Financeiras Intermediárias referentes aos trimestres a findarem-se em 31 de março, 30 de junho e 30 de setembro de 2020.;R$ 1.069.652,48;Não houve.;Não há.
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;102731;PRICEWATERHOUSE COOPERS AUDITORES INDEPENDENTES LTDA;;61562112002417;002879;Nacional;2022-01-01;;;Auditoria das Demonstrações Financeiras referentes ao exercício a findar-se em 31 de dezembro de 2022 e Revisão das Informações Financeiras Intermediárias referentes aos trimestres a findarem-se em 31 de março, 30 de junho e 30 de setembro de 2022.;R$912.300,00;Com a determinação a respeito da rotação a cada 5 (cinco) anos, conforme Instrução CVM 308/1999, a alteração obrigatória aconteceria no decorrer do ano de 2022 e, a fim de manter apenas uma única auditoria independente durante o ano de 2022, a Administração da Companhia optou por antecipar a alteração do auditor independente, a qual foi realizada no início do exercício de 2022.;Não há.
