CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2018-01-01;2018-12-31;Diretoria Estatutária;6.42;6.42;1090016.06;986486.75;1082843.31;O valor de honorários distribuídos para os membros da Diretoria Executiva é o mesmo para todos, exceto o acréscimo de 5% para o Diretor-Presidente em relação aos demais membros.O Presidente é também membro do Conselho de Administração, porém a remuneração por ele percebida na qualidade de membro da Diretoria Executiva não é computada para efeito do cálculo da remuneração do Conselho de Administração e vice-versa, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021. Entretanto, os encargos relativos à sua remuneração total são considerados exclusivamente na Diretoria Executiva.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2018-01-01;2018-12-31;Conselho de Administração;10.08;8.08;76834.59;64028.85;72846.10;O valor de honorários distribuído entre os membros do Conselho de Administração é idêntico para todos os membros.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;Conselho de Administração;10.92;8.00;65284.32;65284.32;60871.16;O valor de honorários distribuído entre os membros do Conselho de Administração é idêntico para todos os membros, exceto para os Conselheiros que fazem parte do Comitê de Auditoria e Riscos, que recebem valores superiores.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021. Não foram contabilizados três conselheiros, haja vista que conselheiros de administração integrantes do Comitê de Auditoria e Riscos Estatutário são remunerados somente pela participação no Comitê. Para fins de Remuneração, computou-se o somatório de todos os componentes remuneratórios, quando aplicáveis, dos Administradores, Conselheiros Fiscais e Membros do Comitê de Auditoria e Riscos Estatutário: honorários, benefícios diretos e indiretos, encargos (INSS e FGTS), pós-emprego, cessação do cargo e remuneração variável. Em 2020, não foram incluídos os valores de diária de viagem em 2020.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;Diretoria Estatutária;5.67;5.67;1029791.51;984125.04;1019776.82;O valor de honorários distribuídos para os membros da Diretoria Executiva é o mesmo para todos, exceto o acréscimo de 5% para o Diretor-Presidente em relação aos demais membros e os honorários percebidos por 02 Diretores empregados nos meses de janeiro, fevereiro e março de 2019.O Presidente é também membro do Conselho de Administração, porém a remuneração por ele percebida na qualidade de membro da Diretoria Executiva não é computada para efeito do cálculo da remuneração do Conselho de Administração e vice-versa, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021. Entretanto, os encargos relativos à sua remuneração total são considerados exclusivamente na Diretoria Executiva.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/CVM/SEP/01/2021N01/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019-01-01;2019-12-31;Conselho Fiscal;4.75;4.75;78341.16;78341.16;75454.91;O valor de honorários distribuído entre os membros do Conselho de Fiscal é idêntico para todos os membros.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;Conselho Fiscal;4.42;4.42;78341.16;65284.32;74138.22;O valor de honorários distribuído entre os membros do Conselho de Fiscal é idêntico para todos os membros.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;6.00;1080385.71;889082.12;1051812.00;O valor de honorários distribuídos para os membros da Diretoria Executiva é o mesmo para todos, exceto o acréscimo de 5% para o Diretor-Presidente em relação aos demais membros e os honorários percebidos por 01 Diretor empregado.O Presidente é também membro do Conselho de Administração, porém a remuneração por ele percebida na qualidade de membro da Diretoria Executiva não é computada para efeito do cálculo da remuneração do Conselho de Administração e vice-versa, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021. Entretanto, os encargos relativos à sua remuneração total são considerados exclusivamente na Diretoria Executiva.O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.
00.001.180/0001-26;2021-01-01;7;111351;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2020-01-01;2020-12-31;Conselho de Administração;11.00;8.00;78341.16;65284.32;72792.00;O valor de honorários distribuído entre os membros do Conselho de Administração é idêntico para todos os membros. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/CVM/SEP/01/2021Nº01/2021.
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;Conselho Fiscal;5.00;5.00;39363.06;31490.45;38050.96;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;291710.22;175107.38;193429.49;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;55108.28;55108.28;55108.28;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;Conselho de Administração;9.00;8.50;80825.80;55108.28;66284.87;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;Conselho Fiscal;5.00;5.00;44903.22;39363.06;39363.06;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2019-01-01;2019-12-31;Diretoria Estatutária;4.00;4.17;251724.96;178316.08;194085.13;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2018-01-01;2018-12-31;Conselho Fiscal;5.00;5.00;74410.38;74410.38;74410.38;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2018-01-01;2018-12-31;Diretoria Estatutária;3.58;3.58;199963.78;115849.66;153786.52;
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2018-01-01;2018-12-31;Conselho de Administração;9.00;9.00;74410.38;74410.38;74410.38;
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;2.90;2.90;744620.38;18216.49;608826.52;Nenhum membro da Diretoria Estatutária permaneceu no cargo por 12 meses durante o exercício findo em 31/12/2018. Até 16/12/2018 a Companhia possuía somente 2 diretores estatutários, sendo os demais diretores sujeitos ao regime CLT. Em referida data, os únicos 2 diretores estatutários deixaram a Diretoria e foram substituídos por 13 novos diretores estatutários. O valor médio da remuneração foi calculado pela divisão da remuneração total (cf. indicado no item 13.2) pelo número de membros remunerado. O Valor da menor remuneração individual foi calculado com base nos valores recebidos pelos 2 membros da Diretoria que permaneceram por mais tempo (até 16/12/2018) durante tal exercício.
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2018-01-01;2018-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2018-01-01;2018-12-31;Conselho de Administração;8.00;8.00;239283.86;71785.20;95713.57;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2019-01-01;2019-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;13.00;13.00;1129075.54;627860.42;824392.06;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2019-01-01;2019-12-31;Conselho de Administração;8.00;8.00;1992681.66;74758.72;596837.40;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;13.00;13.00;1164462.81;1073036.30;1391200.68;N/A
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;8.00;1861152.12;77874.35;597174.07;N/A
00.192.769/0001-59;2021-01-01;1;105168;NEUMARKT TRADE AND FINANCIAL CENTER S/A;2020-01-01;2020-12-31;Conselho de Administração;4.00;4.00;52800.00;24000.00;31200.00;
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2018-01-01;2018-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal.
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Os membros da Diretoria Executiva da Companhia renunciaram, de forma voluntária, o recebimento de qualquer remuneração durante o exercício social findo em 2018, razão pela qual os valores da maior e menor remuneração, bem como o valor médio da remuneração encontram-se zerados.
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2018-01-01;2018-12-31;Conselho de Administração;0.00;0.00;0.00;0.00;0.00;A Companhia não possuía Conselho de Administração.
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2019-01-01;2019-12-31;Conselho de Administração;0.00;0.00;0.00;0.00;0.00;A Companhia não possuía Conselho de Administração.
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Os membros da Diretoria Executiva da Companhia renunciaram, de forma voluntária, o recebimento de qualquer remuneração durante o exercício social findo em 2019, razão pela qual os valores da maior e menor remuneração, bem como o valor médio da remuneração encontram-se zerados.
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal.
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.75;2.33;302050.00;21355.00;427191.43;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.Para informar a maior remuneração, consideramos todas as remunerações reconhecidas no resultado do exercício social, sendo que o membro detentor da maior remuneração individual exerceu suas funções durante 12 meses do exercício social. A maior remuneração acima destacada inclui todos os elementos que compõem a remuneração do executivo. Os membros da Diretoria Executiva da Companhia renunciaram a sua remuneração de forma voluntária em alguns meses do ano.Para fins de cálculo do valor da menor remuneração anual individual de cada órgão foi feita a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses.
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2019-01-01;2019-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal.
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;2.92;0.00;0.00;0.00;0.00;O número total de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente.O número de membros remunerados corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais foram atribuídas remunerações reconhecidas no resultado do exercício.O Conselho de Administração da Companhia não era remunerado durante o exercício social findo em 2020, razão pela qual os valores da maior e menor remuneração, bem como o valor médio da remuneração encontram-se zerados.
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;2020-01-01;2020-12-31;Conselho Fiscal;5.00;5.00;50602.37;39703.41;47644.08;
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;Conselho Fiscal;5.00;5.00;56051.88;28025.94;38924.92;No cálculo das remunerações no item 13.11 foram contabilizadas as rubricas de honorário, gratificação natalina, adicional de férias, indenização de transferência, auxílio alimentação, auxílio moradia, seguro de vida, plano de saúde e previdência complementar. Em março de 2018 foram pagos valores referentes a 2017 de Gratificação Natalina em função do Acórdão 374/2018 que estavam suspensas desde outubro de 2016 em função de decisão anterior daquele Tribunal.
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;Diretoria Estatutária;5.00;5.00;675546.04;215574.44;390631.82;No cálculo das remunerações no item 13.11 foram contabilizadas as rubricas de honorário, gratificação natalina, adicional de férias, indenização de transferência, auxílio alimentação, auxílio moradia, seguro de vida, plano de saúde e previdência complementar. Em março de 2018 foram pagos valores referentes a 2017 de Gratificação Natalina em função do Acórdão 374/2018 que estavam suspensas desde outubro de 2016 em função de decisão anterior daquele Tribunal.
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;Conselho de Administração;8.00;8.00;58192.70;46709.88;54191.49;No cálculo das remunerações no item 13.11 foram contabilizadas as rubricas de honorário, gratificação natalina, adicional de férias, indenização de transferência, auxílio alimentação, auxílio moradia, seguro de vida, plano de saúde e previdência complementar. Em março de 2018 foram pagos valores referentes a 2017 de Gratificação Natalina em função do Acórdão 374/2018 que estavam suspensas desde outubro de 2016 em função de decisão anterior daquele Tribunal.
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;Diretoria Estatutária;4.75;4.75;666262.45;636391.09;615067.98;No cálculo das remunerações no item 13.11 foram contabilizadas as rubricas de honorário, gratificação natalina, adicional de férias, indenização de transferência, auxílio alimentação, auxílio moradia, seguro de vida, plano de saúde e previdência complementar. Em março de 2018 foram pagos valores referentes a 2017 de Gratificação Natalina em função do Acórdão 374/2018 que estavam suspensas desde outubro de 2016 em função de decisão anterior daquele Tribunal.
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;488332.45;351703.03;418249.46;
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;2020-01-01;2020-12-31;Conselho de Administração;8.00;8.00;49045.32;38924.90;45168.14;
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;Conselho de Administração;8.00;8.00;60176.72;46165.34;51654.25;No cálculo das remunerações no item 13.11 foram contabilizadas as rubricas de honorário, gratificação natalina, adicional de férias, indenização de transferência, auxílio alimentação, auxílio moradia, seguro de vida, plano de saúde e previdência complementar. Em março de 2018 foram pagos valores referentes a 2017 de Gratificação Natalina em função do Acórdão 374/2018 que estavam suspensas desde outubro de 2016 em função de decisão anterior daquele Tribunal.
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;Conselho Fiscal;5.00;5.00;57324.13;57324.13;60825.83;No cálculo das remunerações no item 13.11 foram contabilizadas as rubricas de honorário, gratificação natalina, adicional de férias, indenização de transferência, auxílio alimentação, auxílio moradia, seguro de vida, plano de saúde e previdência complementar. Em março de 2018 foram pagos valores referentes a 2017 de Gratificação Natalina em função do Acórdão 374/2018 que estavam suspensas desde outubro de 2016 em função de decisão anterior daquele Tribunal.
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;2018-01-01;2018-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;Não há remuneração fixa.
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;Não há remuneração fixa.
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;2019-01-01;2019-12-31;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;Não há remuneração fixa.
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;2019-01-01;2019-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;Não há remuneração fixa.
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;Não há remuneração fixa.
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;Não há remuneração fixa.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;2018-01-01;2018-12-31;Conselho de Administração;6.25;6.25;2205000.00;269500.00;551950.00;O número de membros foi calculado conforme orientações do Ofício Circular CVM/SEP/01/2021
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;2018-01-01;2018-12-31;Diretoria Estatutária;7.50;7.50;2880327.71;352800.00;1169223.66;O número de membros foi calculado conforme orientações do Ofício Circular CVM/SEP/01/2021.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;2018-01-01;2018-12-31;Conselho Fiscal;0.75;0.75;25725.00;25725.00;25725.00;O número de membros foi calculado conforme orientações do Ofício Circular CVM/SEP/01/2021.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;2019-01-01;2019-12-31;Conselho Fiscal;1.50;1.50;51450.00;51450.00;51450.00;O número de membros foi calculado conforme orientações do Ofício Circular CVM/SEP/01/2021.
